t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,fault_flags,ps_phase,dc_phase,trap_phase,flags
29370845,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.51432323,8.44753265,0,13.4668045,0,0,57,0,0,0,0,,,,51
29372176,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.49021149,8.46020031,0,13.4882488,0,0,57,0,0,0,0,,,,51
29373304,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.53843403,8.45386696,0,13.4882488,0,0,57,0,0,0,0,,,,51
29374432,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.54144764,8.46020031,0,13.481101,0,0,57,0,0,0,0,,,,51
29375559,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.53843403,8.44964409,0,13.4882488,0,0,57,0,0,0,0,,,,51
29376687,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55350399,8.45386696,0,13.4953966,0,0,57,0,0,0,0,,,,51
29377825,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52336502,8.44542122,0,13.4882488,0,0,57,0,0,0,0,,,,51
29378953,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55953121,8.44753265,0,13.4882488,0,0,57,0,0,0,0,,,,51
29380080,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55048943,8.44964409,0,13.4668045,0,0,57,0,0,0,0,,,,51
29381208,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55953121,8.44542122,0,13.4882488,0,0,57,0,0,0,0,,,,51
29382336,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.55048943,8.44753265,0,13.4882488,0,0,57,0,0,0,0,,,,51
29383468,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.45175552,0,13.481101,0,0,57,0,0,0,0,,,,51
29384595,0.5,0,0,0,0,0,0,0,15.9258718,0,8.55350399,8.45386696,0,13.4882488,0,0,57,0,0,0,0,,,,51
29385723,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.50226688,8.45175552,0,13.4882488,0,0,57,0,0,0,0,,,,51
29386851,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.52035046,8.44542122,0,13.4882488,0,0,57,0,0,0,0,,,,51
29387978,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.51432323,8.44964409,0,13.4882488,0,0,57,0,0,0,0,,,,51
29389106,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5565176,8.44542122,0,13.4953966,0,0,57,0,0,0,0,,,,51
29390238,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.51130867,8.45386696,0,13.4882488,0,0,57,0,0,0,0,,,,51
29391366,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.45597839,0,13.4953966,0,0,57,0,0,0,0,,,,51
29392493,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55953121,8.44119835,0,13.4882488,0,0,57,0,0,0,0,,,,51
29393825,0.5,0,0,0,0,0,0,0,15.9304171,0,8.5444622,8.45175552,0,13.4882488,0,0,57,0,0,0,0,,,,51
29394952,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54747581,8.44542122,0,13.4882488,0,0,57,0,0,0,0,,,,51
29396085,0.5,0.5,0,0,0.00805860758,0.00805860758,0,0,15.9304171,0,8.55048943,8.43908691,0,13.4953966,0,0,57,0,0,0,0,,,,51
29397212,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57158756,8.44542122,0,13.4882488,0,0,57,0,0,0,0,,,,51
29398340,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.52637863,8.45386696,0,13.4882488,0,0,57,0,0,0,0,,,,51
29399468,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.53542042,8.45808983,0,13.4882488,0,0,57,0,0,0,0,,,,51
29400595,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.53542042,8.45808983,0,13.4882488,0,0,57,0,0,0,0,,,,51
29401723,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.52939224,8.44330978,0,13.4882488,0,0,57,0,0,0,0,,,,51
29402855,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5444622,8.45175552,0,13.4882488,0,0,57,0,0,0,0,,,,51
29403983,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.53240585,8.44964409,0,13.4882488,0,0,57,0,0,0,0,,,,51
29405110,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.45386696,0,13.4882488,0,0,57,0,0,0,0,,,,51
29406238,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.53240585,8.45175552,0,13.481101,0,0,57,0,0,0,0,,,,51
