t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,fault_flags,ps_phase,dc_phase,trap_phase,flags
45600404,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45601734,0.5,1,,,0.0241758227,0,0,0,15.9167824,0,0,0,,0,1
45602863,0.5,1,,,0.0161172152,0,0,0,15.9122372,0,0,0,,0,1
45603989,0.5,1,,,0.0161172152,0,0,0,15.9122372,0,0,0,,0,1
45605118,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45606244,0.5,1,,,0.00805860758,0,0,0,15.9122372,0,0,0,,0,1
45607373,0.5,1,,,0.00805860758,0,0,0,15.9122372,0,0,0,,0,1
45608500,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45609629,0.5,1,,,0.00805860758,0,0,0,15.907692,0,0,0,,0,1
45610755,0.5,1,,,0.0161172152,0,0,0,15.907692,0,0,0,,0,1
45611895,0.5,1,,,0.00805860758,0,0,0,15.9167824,0,0,0,,0,1
45613021,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45614150,0.5,1,,,0.00805860758,0,0,0,15.9167824,0,0,0,,0,1
45615276,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45616406,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45617532,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45618662,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45619788,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45620917,0.5,1,,,0.0241758227,0,0,0,15.9167824,0,0,0,,0,1
45622247,0.5,1,,,0.00805860758,0,0,0,15.9167824,0,0,0,,0,1
45623381,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45624507,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45625636,0.5,1,,,0.00805860758,0,0,0,15.9213276,0,0,0,,0,1
45626763,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45627892,0.5,1,,,0.00805860758,0,0,0,15.9213276,0,0,0,,0,1
45629018,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45630147,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45631274,0.5,1,,,0.00805860758,0,0,0,15.9167824,0,0,0,,0,1
45632403,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45633534,0.5,1,,,0.00805860758,0,0,0,15.9213276,0,0,0,,0,1
45634663,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45635789,0.5,1,,,0.0322344303,0,0,0,15.9213276,0,0,0,,0,1
45636918,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45638044,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45639173,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,0,0,,0,1
45640300,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45641429,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,0,0,,0,1
45642555,0.5,1,,,0.0241758227,0,0,0,15.9213276,0,0,0,,0,1
45643889,0.5,1,,,0.00805860758,0,0,0,15.9213276,0,0,0,,0,1
45645020,0.5,1,,,0.00805860758,0,0,0,15.9167824,0,0,0,,0,1
