t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,fault_flags,ps_phase,dc_phase,trap_phase,flags
26089196,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.39075184,8.37785816,0,13.2952528,0,0,,0,1
26090525,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.39678001,8.38419151,0,13.2952528,0,0,,0,1
26091654,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.38171005,8.38419151,0,13.3024006,0,0,,0,1
26092780,0.5,1,,,0.00805860758,0,0,0,15.9304171,0,8.37869644,8.38208103,0,13.2952528,0,0,,0,1
26093909,0.5,1,,,0.0161172152,0,0,0,15.9258718,0,8.4178772,8.37785816,0,13.2952528,0,0,,0,1
26095035,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.4058218,8.37363529,0,13.288105,0,0,,0,1
26096164,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,8.39075184,8.3799696,0,13.2952528,0,0,,0,1
26097289,0.5,1,,,0.0161172152,0,0,0,15.9167824,0,8.38773823,8.38419151,0,13.2952528,0,0,,0,1
26098429,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.44198895,8.37152386,0,13.3024006,0,0,,0,1
26099555,0.5,1,,,0.0241758227,0,0,0,15.9304171,0,8.42993259,8.36730099,0,13.3024006,0,0,,0,1
26100683,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.39075184,8.36730099,0,13.3024006,0,0,,0,1
26101809,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.4058218,8.37152386,0,13.3024006,0,0,,0,1
26102937,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.4058218,8.37574673,0,13.3095493,0,0,,0,1
26104063,0.5,1,,,0.0241758227,0,0,0,15.9304171,0,8.38171005,8.37785816,0,13.2952528,0,0,,0,1
26105192,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.42390537,8.37785816,0,13.3024006,0,0,,0,1
26106322,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.42691898,8.37363529,0,13.3024006,0,0,,0,1
26107451,0.5,1,,,0.0241758227,0,0,0,15.9349623,0,8.4178772,8.37152386,0,13.3024006,0,0,,0,1
26108577,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.36664104,8.37363529,0,13.3024006,0,0,,0,1
