t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,fault_flags,ps_phase,dc_phase,trap_phase,flags
1176654772,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.907692,0.0340000018,0,,,0,1
1176656102,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0340000018,0,,,0,1
1176657231,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0370000005,0,,,0,1
1176658357,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9167824,0.0370000005,0,,,0,1
1176659486,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9167824,0.0390000008,0,,,0,1
1176660612,0.870000005,1,,,0.0322344303,0,0.403899133,0.236060634,15.9167824,0.0390000008,0,,,0,1
1176661741,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.907692,0.0410000011,0,,,0,1
1176662867,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.907692,0.0410000011,0,,,0,1
1176663997,0.870000005,1,,,0.00805860758,0,0.403899133,0.236060634,15.907692,0.0429999977,0,,,0,1
1176665123,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.907692,0.0429999977,0,,,0,1
1176666262,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0460000001,0,,,0,1
1176667388,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9213276,0.0460000001,0,,,0,1
1176668517,0.870000005,1,,,0.00805860758,0,0.403899133,0.236060634,15.9167824,0.0480000004,0,,,0,1
1176669643,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0480000004,0,,,0,1
1176670772,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9167824,0.0500000045,0,,,0,1
1176671899,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9213276,0.0500000045,0,,,0,1
1176673028,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0529999956,0,,,0,1
1176674154,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0529999956,0,,,0,1
1176675283,0.870000005,1,,,0.0161172152,0,0.403899133,0.236060634,15.9213276,0.0549999997,0,,,0,1
1176676613,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0549999997,0,,,0,1
1176677746,0.870000005,1,,,0.0322344303,0,0.403899133,0.236060634,15.9213276,0.0569999963,0,,,0,1
1176678872,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0569999963,0,,,0,1
1176680001,0.870000005,1,,,0.0322344303,0,0.403899133,0.236060634,15.9167824,0.0590000004,0,,,0,1
1176681128,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0590000004,0,,,0,1
1176682257,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.061999999,0,,,0,1
1176683383,0.870000005,1,,,0.0322344303,0,0.403899133,0.236060634,15.9167824,0.061999999,0,,,0,1
1176684512,0.870000005,0.600000024,,,0.0241758227,0.0161172152,0.403899133,0.236060634,15.9213276,0.0639999956,0,,,0,1
1176685638,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9122372,0.0639999956,0,,,0,1
1176686767,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0659999996,0,,,0,1
1176687898,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0659999996,0,,,0,1
1176689027,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9213276,0.0689999983,0,,,0,1
1176690153,0.870000005,1,,,0.0241758227,0,0.403899133,0.236060634,15.9167824,0.0689999983,0,,,0,1
