t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,enc_edge_count_a,enc_edge_count_b,enc_phase_ewma,enc_duty_a_ewma,enc_duty_b_ewma,fault_flags,ps_phase,dc_phase,trap_phase,flags
29533814,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29535151,0.5,0,0,0,0,0,0,0,0,0,8.53843403,8.0907135,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29536278,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0907135,0,0.00714798551,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29537405,0.5,0,0,0,0,0,0,0,0,0,8.53843403,8.08860207,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29538532,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.08860207,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29539670,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29540797,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.08226776,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29541924,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29543051,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29544178,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29545309,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08226776,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29546436,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29547563,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29548690,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29549817,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29550950,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29552077,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29553204,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29554331,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29555458,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29556800,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29557926,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29559053,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29560180,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29561312,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29562439,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29563566,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29564693,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29565820,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29566953,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29568080,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29569207,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29570334,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29571461,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29572592,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29573720,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29574847,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.08226776,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29575974,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29577311,0.5,0,0,0,0,0,0,0,0,0,8.53843403,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29578443,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29579570,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29580697,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29581826,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29582953,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29584084,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29585211,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29586338,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29587465,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29588597,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29589724,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29590851,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08226776,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29591978,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29593105,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08226776,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29594237,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29595364,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29596491,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29597828,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29598956,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29600087,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0.00714798551,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29601214,0.5,0,0,0,0,0,0,0,0,0,8.53843403,8.08649063,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
29602341,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,34,0,0,0,36,36,0,0,0,0,,,,50
