t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
267103907,0.5,1,0,0,0.00805860758,0,0.297970891,0.297970891,15.9258718,0,8.53542042,8.44330978,0,13.3166971,0,0,0,0,0,,51
267105237,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.5565176,8.44542122,0,13.3166971,0,0,0,0,0,,51
267106367,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.5444622,8.44330978,0,13.3166971,0,0,0,0,0,,51
267107494,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.53240585,8.44119835,0,13.3166971,0,0,0,0,0,,51
267108623,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.55350399,8.44119835,0,13.3166971,0,0,0,0,0,,51
267109750,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.54144764,8.44330978,0,13.3166971,0,0,0,0,0,,51
267110879,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9258718,0,8.53542042,8.44119835,0,13.3166971,0,0,0,0,0,,51
267112016,0.5,1,0,0,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.53542042,8.43486404,0,13.3095493,0,0,0,0,0,,51
267113146,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.57460117,8.43697548,0,13.3166971,0,0,0,0,0,,51
267114273,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.55048943,8.43486404,0,13.3166971,0,0,0,0,0,,51
267115402,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.5565176,8.43486404,0,13.3166971,0,0,0,0,0,,51
267116528,0.5,1,0,0,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.58062935,8.44119835,0,13.3166971,0,0,0,0,0,,51
267117658,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.52939224,8.44119835,0,13.3238449,0,0,0,0,0,,51
267118784,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9304171,0,8.56254578,8.43908691,0,13.3238449,0,0,0,0,0,,51
267119918,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.53843403,8.44119835,0,13.3166971,0,0,0,0,0,,51
267121045,0.5,1,0,0,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.60775471,8.43908691,0,13.3024006,0,0,0,0,0,,51
267122174,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.57158756,8.43064213,0,13.3238449,0,0,0,0,0,,51
267123300,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.58364296,8.43908691,0,13.3166971,0,0,0,0,0,,51
267124430,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.54747581,8.43697548,0,13.3238449,0,0,0,0,0,,51
267125557,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.56254578,8.43908691,0,13.3238449,0,0,0,0,0,,51
267126895,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.55048943,8.44119835,0,13.3166971,0,0,0,0,0,,51
267128021,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.53240585,8.44119835,0,13.3166971,0,0,0,0,0,,51
267129150,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.568573,8.44119835,0,13.3166971,0,0,0,0,0,,51
267130277,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.51733685,8.44119835,0,13.3166971,0,0,0,0,0,,51
267131406,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.56555939,8.44119835,0,13.3166971,0,0,0,0,0,,51
267132533,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.53240585,8.43064213,0,13.3238449,0,0,0,0,0,,51
267133662,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.50829506,8.43486404,0,13.3166971,0,0,0,0,0,,51
267134794,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.55350399,8.43697548,0,13.3238449,0,0,0,0,0,,51
267135924,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.55048943,8.44119835,0,13.3238449,0,0,0,0,0,,51
267137050,0.5,1,0,0,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.54747581,8.44119835,0,13.3024006,0,0,0,0,0,,51
267138180,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.57158756,8.44119835,0,13.3166971,0,0,0,0,0,,51
267139306,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.57158756,8.43697548,0,13.3166971,0,0,0,0,0,,51
267140435,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.54747581,8.44119835,0,13.3166971,0,0,0,0,0,,51
267141562,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.56254578,8.44119835,0,13.3166971,0,0,0,0,0,,51
267142696,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.53843403,8.43908691,0,13.3238449,0,0,0,0,0,,51
267143823,0.5,1,0,0,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.59569836,8.44119835,0,13.3166971,0,0,0,0,0,,51
267144953,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.56254578,8.44119835,0,13.3166971,0,0,0,0,0,,51
267146080,0.5,1,0,0,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.568573,8.44119835,0,13.2952528,0,0,0,0,0,,51
