t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
96739986,0.5,1,0,0,0.0161172152,0,0,0,15.9167824,0,8.58062935,8.43908691,0,13.4239168,0,0,0,,,,50
96741317,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.53843403,8.44542122,0,13.4239168,0,0,0,,,,50
96742446,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54747581,8.44542122,0,13.4310646,0,0,0,,,,50
96743573,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.54747581,8.43275356,0,13.4239168,0,0,0,,,,50
96744703,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5444622,8.44330978,0,13.4310646,0,0,0,,,,50
96745830,0.5,0,0,0,0,0,0,0,15.9258718,0,8.5444622,8.44542122,0,13.416769,0,0,0,,,,50
96746960,0.5,1,0,0,0.00805860758,0,0,0,15.9213276,0,8.52939224,8.44964409,0,13.4239168,0,0,0,,,,50
96748097,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.56254578,8.43486404,0,13.4310646,0,0,0,,,,50
96749227,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.56254578,8.43697548,0,13.4310646,0,0,0,,,,50
96750354,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.56254578,8.43697548,0,13.4310646,0,0,0,,,,50
96751484,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53240585,8.44330978,0,13.4310646,0,0,0,,,,50
96752611,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52035046,8.44330978,0,13.4310646,0,0,0,,,,50
96753741,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55953121,8.44119835,0,13.4310646,0,0,0,,,,50
96754867,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.43697548,0,13.4310646,0,0,0,,,,50
96756002,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5565176,8.43908691,0,13.4310646,0,0,0,,,,50
96757129,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5565176,8.44119835,0,13.4310646,0,0,0,,,,50
96758258,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54747581,8.44753265,0,13.4310646,0,0,0,,,,50
96759385,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.5444622,8.43697548,0,13.4310646,0,0,0,,,,50
96760515,0.5,0,0,0,0,0,0,0,15.9304171,0,8.53843403,8.43486404,0,13.4310646,0,0,0,,,,50
96761846,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57460117,8.43697548,0,13.4239168,0,0,0,,,,50
96762981,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.53843403,8.43064213,0,13.4310646,0,0,0,,,,50
96764107,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.54747581,8.43697548,0,13.4310646,0,0,0,,,,50
96765237,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.57761478,8.43697548,0,13.4310646,0,0,0,,,,50
96766364,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.5565176,8.43275356,0,13.4310646,0,0,0,,,,50
96767494,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52939224,8.43908691,0,13.4310646,0,0,0,,,,50
96768621,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.43908691,0,13.4382124,0,0,0,,,,50
96769751,0.5,0.5,0,0,0.00805860758,0.00805860758,0,0,15.9304171,0,8.55953121,8.43697548,0,13.4310646,0,0,0,,,,50
96770883,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54747581,8.43486404,0,13.4310646,0,0,0,,,,50
96772013,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.57460117,8.43908691,0,13.4239168,0,0,0,,,,50
96773140,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.5565176,8.43697548,0,13.4310646,0,0,0,,,,50
96774270,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57158756,8.44330978,0,13.4310646,0,0,0,,,,50
96775397,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.56254578,8.44119835,0,13.4310646,0,0,0,,,,50
96776527,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55350399,8.44119835,0,13.4310646,0,0,0,,,,50
96777654,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.43908691,0,13.4310646,0,0,0,,,,50
96778788,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.44119835,0,13.4310646,0,0,0,,,,50
96779915,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.58665657,8.43486404,0,13.4310646,0,0,0,,,,50
96781045,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57158756,8.43275356,0,13.416769,0,0,0,,,,50
96782172,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54144764,8.43486404,0,13.4310646,0,0,0,,,,50
96783506,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.44119835,0,13.4310646,0,0,0,,,,50
96784633,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.53843403,8.43908691,0,13.4310646,0,0,0,,,,50
96785767,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.56555939,8.44330978,0,13.4310646,0,0,0,,,,50
96786894,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5565176,8.43486404,0,13.4310646,0,0,0,,,,50
96788024,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57460117,8.43908691,0,13.4239168,0,0,0,,,,50
96789151,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57158756,8.44330978,0,13.4310646,0,0,0,,,,50
96790280,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.56555939,8.44119835,0,13.4310646,0,0,0,,,,50
96791407,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.44119835,0,13.4382124,0,0,0,,,,50
96792537,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.54144764,8.44119835,0,13.4382124,0,0,0,,,,50
96793669,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53542042,8.43908691,0,13.4310646,0,0,0,,,,50
96794799,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.54747581,8.43908691,0,13.4310646,0,0,0,,,,50
96795926,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53843403,8.43064213,0,13.4239168,0,0,0,,,,50
96797055,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.43486404,0,13.4239168,0,0,0,,,,50
96798182,0.5,0.5,0,0,0.00805860758,0.00805860758,0,0,15.9304171,0,8.568573,8.44119835,0,13.4310646,0,0,0,,,,50
96799312,0.5,0,0,0,0,0,0,0,15.9304171,0,8.54747581,8.44753265,0,13.4310646,0,0,0,,,,50
96800439,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55953121,8.43908691,0,13.4310646,0,0,0,,,,50
96801574,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55350399,8.44330978,0,13.4310646,0,0,0,,,,50
