t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
55643859,0.5,1,0,0,0.00805860758,0,0,0,15.9213276,0,8.55953121,8.43064213,0,13.4239168,0,0,0,,,,50
55645190,0.5,1,0,0,0.00805860758,0,0,0,15.9213276,0,8.55048943,8.44753265,0,13.4310646,0,0,0,,,,50
55646321,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.5565176,8.44542122,0,13.4310646,0,0,0,,,,50
55647448,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.52939224,8.44119835,0,13.4239168,0,0,0,,,,50
55648578,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55350399,8.44330978,0,13.4310646,0,0,0,,,,50
55649705,0.5,1,0,0,0.00805860758,0,0,0,15.9167824,0,8.57158756,8.44330978,0,13.4239168,0,0,0,,,,50
55650835,0.5,1,0,0,0.0161172152,0,0,0,15.9167824,0,8.5444622,8.44119835,0,13.4239168,0,0,0,,,,50
55651973,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.43486404,0,13.4310646,0,0,0,,,,50
55653103,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54747581,8.43697548,0,13.4310646,0,0,0,,,,50
55654230,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.52939224,8.43486404,0,13.4239168,0,0,0,,,,50
55655361,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.53542042,8.44119835,0,13.4310646,0,0,0,,,,50
55656488,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.568573,8.43486404,0,13.4310646,0,0,0,,,,50
55657618,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.51733685,8.44330978,0,13.4310646,0,0,0,,,,50
55658746,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.55953121,8.44330978,0,13.4310646,0,0,0,,,,50
55659880,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.568573,8.44119835,0,13.4310646,0,0,0,,,,50
55661008,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.43697548,0,13.4310646,0,0,0,,,,50
55662138,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.43908691,0.00714798551,13.4310646,0,0,0,,,,50
55663265,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.43908691,0,13.4310646,0,0,0,,,,50
55664396,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.55350399,8.43486404,0,13.4310646,0,0,0,,,,50
55665523,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54747581,8.43486404,0,13.4310646,0,0,0,,,,50
55666862,0.5,0.5,0,0,0.00805860758,0.00805860758,0,0,15.9304171,0,8.57761478,8.44119835,0,13.4239168,0,0,0,,,,50
55667989,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52939224,8.43908691,0,13.4310646,0,0,0,,,,50
