t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,fault_flags,ps_phase,dc_phase,trap_phase,flags
186831676,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9167824,0,8.54747581,8.45597839,0,13.4596567,0,0,36102,0,0,0,0,0,,0,51
186833008,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.57158756,8.45386696,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186834138,0.5,0.5,0,0,0.00805860758,0.00805860758,0.324341148,0.27556625,15.9258718,0,8.55048943,8.46231174,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186835266,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.53240585,8.44964409,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186836397,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.52939224,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186837525,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9258718,0,8.56254578,8.45597839,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186838666,0.5,0.5,0,0,0.00805860758,0.00805860758,0.324341148,0.27556625,15.9258718,0,8.54747581,8.44330978,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186839794,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.53542042,8.44330978,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186840925,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.54144764,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186842052,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.52336502,8.44964409,0,13.4525089,0,0,36102,0,0,0,0,0,,0,51
186843183,0.5,0.5,0,0,0.00805860758,0.00805860758,0.324341148,0.27556625,15.9304171,0,8.56555939,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186844316,0.5,1,0,0,0.0161172152,0,0.324341148,0.27556625,15.9304171,0,8.51130867,8.44753265,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186845446,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.5444622,8.45175552,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186846574,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52035046,8.45386696,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186847704,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53240585,8.44330978,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186848832,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52939224,8.44330978,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186849963,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9349623,0,8.53240585,8.45175552,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186851096,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9258718,0,8.5565176,8.45808983,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186852226,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9349623,0,8.54747581,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186853558,0.5,0.5,0,0,0.00805860758,0.00805860758,0.324341148,0.27556625,15.9304171,0,8.49925327,8.44964409,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186854689,0.5,1,0,0,0.0161172152,0,0.324341148,0.27556625,15.9304171,0,8.55048943,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186855817,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9349623,0,8.55048943,8.46020031,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186856953,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9258718,0,8.54144764,8.44753265,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186858080,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9304171,0,8.56555939,8.44753265,0,13.4453611,0,0,36102,0,0,0,0,0,,0,51
186859211,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9258718,0,8.54747581,8.45386696,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186860338,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.54747581,8.45386696,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186861469,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53542042,8.45175552,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186862597,0.5,0.666666687,0,0,0.0161172152,0.00805860758,0.324341148,0.27556625,15.9258718,0,8.52637863,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186863732,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.55350399,8.44753265,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186864860,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.5444622,8.45386696,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186865990,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9304171,0,8.54144764,8.45597839,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186867118,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.54144764,8.44964409,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186868249,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.5444622,8.44753265,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186869377,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53843403,8.44753265,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186870512,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52637863,8.46231174,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186871640,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.50226688,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186872770,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9304171,0,8.52035046,8.44330978,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186874102,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9304171,0,8.5565176,8.44964409,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186875233,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9258718,0,8.5444622,8.44542122,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186876365,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53240585,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186877496,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53843403,8.45175552,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186878624,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.56555939,8.45808983,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186879754,0.5,0.5,0,0,0.00805860758,0.00805860758,0.324341148,0.27556625,15.9304171,0,8.55048943,8.45597839,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186880882,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52035046,8.44542122,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186882013,0.5,0,0,0,0,0,0.324341148,0.27556625,15.9304171,0,8.55953121,8.45597839,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186883145,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.5565176,8.44753265,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186884276,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52637863,8.45175552,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186885404,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.53240585,8.45386696,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186886534,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.57158756,8.44542122,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186887662,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.52939224,8.44753265,0,13.4668045,0,0,36102,0,0,0,0,0,,0,51
186888797,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.51733685,8.44964409,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
186889925,0.5,1,0,0,0.00805860758,0,0.324341148,0.27556625,15.9304171,0,8.54144764,8.45175552,0,13.4739523,0,0,36102,0,0,0,0,0,,0,51
