t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,fault_flags,ps_phase,dc_phase,trap_phase,flags
39467542,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.58665657,8.44119835,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39468873,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57460117,8.44330978,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39470002,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55953121,8.44119835,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39471129,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55048943,8.44119835,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39472258,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55350399,8.44119835,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39473384,0.5,1,0,0,0.0241758227,0,0,0,15.9258718,0,8.51733685,8.44330978,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39474525,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39475651,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39476780,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54144764,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39477907,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53240585,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39479036,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.59268475,8.43697548,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39480168,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39481298,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53542042,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39482425,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5444622,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39483554,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39484681,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39485810,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39486942,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5444622,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39488071,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58062935,8.43908691,0,13.3238449,0,0,3291,0,0,0,0,,,,50
39489401,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53843403,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39490531,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39491658,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39492792,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55350399,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39493919,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.54144764,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39495048,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3309927,0,0,3291,0,0,0,0,,,,50
39496174,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56555939,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39497304,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39498430,0.5,0.666666687,0,0,0.0161172152,0.00805860758,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39499564,0.5,1,0,0,0.0322344303,0,0,0,15.9349623,0,8.55953121,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39500690,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.49925327,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39501820,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.52939224,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39502946,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39504076,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.57761478,8.43908691,0,13.3309927,0,0,3291,0,0,0,0,,,,50
39505202,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57460117,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39506336,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39507463,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39508593,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.58364296,8.43697548,0,13.352437,0,0,3291,0,0,0,0,,,,50
39509923,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.55350399,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39511053,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52939224,8.43697548,0,13.3309927,0,0,3291,0,0,0,0,,,,50
39512184,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39513314,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55350399,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39514441,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57158756,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39515570,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58062935,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39516697,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57158756,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39517826,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39518958,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52637863,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39520087,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39521213,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39522342,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52939224,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39523469,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55350399,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39524603,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39525729,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51733685,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39526859,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52637863,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39527985,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.568573,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39529115,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54144764,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39530241,0.5,1,0,0,0.0241758227,0,0,0,15.9258718,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39531579,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.568573,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39532706,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39533835,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58967113,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39534961,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.44119835,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39536091,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.59569836,8.43697548,0,13.352437,0,0,3291,0,0,0,0,,,,50
39537222,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39538351,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39539478,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.568573,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39540607,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.50829506,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39541734,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55953121,8.43486404,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39542863,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39543995,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39545124,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53542042,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39546251,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58062935,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39547380,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58665657,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39548507,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39549640,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39550767,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52939224,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39552100,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.57460117,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39553227,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39554356,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56254578,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39555482,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39556617,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.54747581,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39557743,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.51432323,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39558873,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.57460117,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39559999,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39561129,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.59268475,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39562256,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39563390,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.50528145,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39564517,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5444622,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39565646,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57761478,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39566773,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54144764,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39567903,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53240585,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39569034,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.59268475,8.43697548,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39570163,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55048943,8.43275356,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39571290,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.59268475,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39572419,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53542042,8.43908691,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39573749,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43486404,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39574879,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.60172653,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39576010,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56555939,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39577139,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55048943,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39578266,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52336502,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39579395,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53843403,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39580522,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58062935,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39581655,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.59268475,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39582782,0.5,1,0,0,0.0322344303,0,0,0,15.9349623,0,8.58665657,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39583911,0.5,1,0,0,0.0322344303,0,0,0,15.9349623,0,8.53843403,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39585038,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.58062935,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39586168,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.55953121,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39587294,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39588429,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39589555,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39590684,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.568573,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39591811,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.58062935,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39592940,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39594276,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.43697548,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39595406,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58364296,8.43908691,0,13.3381405,0,0,3291,0,0,0,0,,,,50
39596532,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.352437,0,0,3291,0,0,0,0,,,,50
39597661,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.50528145,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39598788,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39599917,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.58062935,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39601049,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5565176,8.43908691,0,13.3309927,0,0,3291,0,0,0,0,,,,50
39602178,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.50528145,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39603304,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39604433,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54144764,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39605560,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.56555939,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39606689,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39607821,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53843403,8.43486404,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39608951,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
39610077,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.43908691,0,13.3238449,0,0,3291,0,0,0,0,,,,50
39611207,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.53240585,8.43908691,0,13.3452892,0,0,3291,0,0,0,0,,,,50
