t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
53563614,0.5,1,0,0,0.0241758227,0,0,0,15.9213276,0,8.54144764,8.42430782,0,13.3238449,0,0,0,,,,50
53564944,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43275356,0,13.3238449,0,0,0,,,,50
53566070,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57158756,8.43064213,0,13.3024006,0,0,0,,,,50
53567196,0.5,1,0,0,0.0241758227,0,0,0,15.9258718,0,8.57158756,8.43064213,0,13.3238449,0,0,0,,,,50
53568322,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51432323,8.43064213,0,13.3238449,0,0,0,,,,50
53569448,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.58364296,8.42853069,0,13.3238449,0,0,0,,,,50
53570574,0.5,1,0,0,0.0322344303,0,0,0,15.9304171,0,8.54144764,8.42853069,0,13.3309927,0,0,0,,,,50
53571710,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53843403,8.41797352,0,13.3309927,0,0,0,,,,50
53572836,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53542042,8.42641926,0,13.3238449,0,0,0,,,,50
53573962,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56254578,8.42219639,0,13.3309927,0,0,0,,,,50
53575088,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51432323,8.42430782,0,13.3309927,0,0,0,,,,50
53576214,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.42641926,0,13.3238449,0,0,0,,,,50
53577340,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57158756,8.42641926,0,13.3309927,0,0,0,,,,50
53578466,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.42641926,0,13.3238449,0,0,0,,,,50
53579597,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53542042,8.41797352,0,13.3309927,0,0,0,,,,50
53580723,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.42641926,0,13.3309927,0,0,0,,,,50
53581849,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.56254578,8.42641926,0,13.3309927,0,0,0,,,,50
53582975,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.42641926,0,13.3309927,0,0,0,,,,50
53584101,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.42641926,0,13.3309927,0,0,0,,,,50
53585431,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.49925327,8.42641926,0,13.3238449,0,0,0,,,,50
53586561,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5444622,8.42641926,0,13.3238449,0,0,0,,,,50
53587687,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.42641926,0,13.3309927,0,0,0,,,,50
53588813,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56254578,8.42641926,0,13.3309927,0,0,0,,,,50
53589939,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55048943,8.42641926,0,13.3238449,0,0,0,,,,50
53591065,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5565176,8.42008495,0,13.3024006,0,0,0,,,,50
53592191,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53843403,8.42641926,0,13.3381405,0,0,0,,,,50
53593317,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53542042,8.42430782,0,13.3309927,0,0,0,,,,50
53594448,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.42641926,0,13.3238449,0,0,0,,,,50
53595574,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51432323,8.42853069,0,13.3309927,0,0,0,,,,50
53596700,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56555939,8.42641926,0,13.3309927,0,0,0,,,,50
53597826,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.52035046,8.42641926,0,13.3309927,0,0,0,,,,50
53598952,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55048943,8.42641926,0,13.3309927,0,0,0,,,,50
53600078,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53843403,8.42853069,0,13.3095493,0,0,0,,,,50
53601204,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54144764,8.42430782,0,13.3309927,0,0,0,,,,50
53602335,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.42641926,0,13.3238449,0,0,0,,,,50
53603460,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56254578,8.42641926,0,13.3309927,0,0,0,,,,50
53604586,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.58364296,8.42430782,0,13.3309927,0,0,0,,,,50
53605916,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51432323,8.42641926,0,13.3309927,0,0,0,,,,50
53607042,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.42641926,0,13.3166971,0,0,0,,,,50
53608168,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.568573,8.42430782,0,13.3238449,0,0,0,,,,50
