t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
113047613,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.58364296,8.43908691,0,13.3238449,0,0,0,,,,50
113048944,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.568573,8.44330978,0,13.3238449,0,0,0,,,,50
113050072,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.54144764,8.44330978,0,13.3024006,0,0,0,,,,50
113051198,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53240585,8.43908691,0,13.3238449,0,0,0,,,,50
113052327,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53542042,8.43486404,0,13.3238449,0,0,0,,,,50
113053453,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.55048943,8.44119835,0,13.3166971,0,0,0,,,,50
113054582,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.53542042,8.44330978,0,13.3238449,0,0,0,,,,50
113055719,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5444622,8.43697548,0,13.3238449,0,0,0,,,,50
113056848,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57158756,8.43697548,0,13.3238449,0,0,0,,,,50
113057974,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57460117,8.44119835,0,13.3309927,0,0,0,,,,50
113059103,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43064213,0,13.3238449,0,0,0,,,,50
113060229,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43486404,0,13.3238449,0,0,0,,,,50
113061358,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57761478,8.43275356,0,13.3238449,0,0,0,,,,50
113062485,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.52336502,8.43697548,0,13.3309927,0,0,0,,,,50
113063618,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55048943,8.43697548,0,13.3238449,0,0,0,,,,50
113064744,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54144764,8.43697548,0,13.3238449,0,0,0,,,,50
113065874,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55350399,8.43697548,0,13.3238449,0,0,0,,,,50
113067000,0.5,1,0,0,0.0322344303,0,0,0,15.9349623,0,8.568573,8.43697548,0,13.3238449,0,0,0,,,,50
113068128,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54144764,8.43486404,0,13.3238449,0,0,0,,,,50
113069459,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.43486404,0,13.3166971,0,0,0,,,,50
113070593,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.43908691,0,13.3238449,0,0,0,,,,50
113071719,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.5565176,8.43908691,0,13.3238449,0,0,0,,,,50
113072848,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43697548,0,13.3309927,0,0,0,,,,50
113073974,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57761478,8.43908691,0,13.3238449,0,0,0,,,,50
113075103,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.54144764,8.43697548,0,13.3238449,0,0,0,,,,50
113076229,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.5565176,8.43486404,0,13.3238449,0,0,0,,,,50
113077359,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57158756,8.43275356,0,13.3238449,0,0,0,,,,50
113078490,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.56254578,8.43697548,0,13.3238449,0,0,0,,,,50
113079619,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57158756,8.43697548,0,13.3238449,0,0,0,,,,50
113080745,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43697548,0,13.3238449,0,0,0,,,,50
113081874,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.53542042,8.43908691,0,13.3238449,0,0,0,,,,50
