t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,fault_flags,ps_phase,dc_phase,trap_phase,flags
43510034,0.5,0.75,,,0.193406582,0.0644688606,0.301104814,0.29490149,15.9213276,3,0,0,,,1
43511126,0.5,0.678571403,,,0.153113544,0.0725274682,0.310028881,0.286815733,15.9213276,3,0,0,,,1
43512299,0.5,0.515151501,,,0.136996329,0.128937721,0.320075184,0.278722376,15.9167824,3,0,0,,,1
43513470,0.5,0.666666687,,,0.193406582,0.0967032909,0.328631878,0.272542924,15.9122372,3,0,0,,,1
43514643,0.5,0.5625,,,0.145054936,0.112820506,0.337606043,0.266664296,15.907692,3,0,0,,,1
43515813,0.5,0.639999986,,,0.128937721,0.0725274682,0.347021013,0.261069685,15.907692,3,0,0,,,1
43516986,0.5,0.565217376,,,0.104761899,0.0805860758,0.356667072,0.255863756,15.907692,3,0,0,,,1
43518157,0.5,0.555555582,,,0.120879114,0.0967032909,0.365222573,0.251635075,15.9167824,3,0,0,,,1
43519330,0.5,0.568181813,,,0.201465189,0.153113544,0.372533649,0.248277918,15.907692,3,0,0,,,1
43520504,0.5,0.485714287,,,0.136996329,0.145054936,0.378158122,0.245841056,15.9031467,3,0,0,,,1
43521685,0.5,0.555555582,,,0.120879114,0.0967032909,0.381948024,0.244265392,15.9122372,3,0,0,,,1
43522858,0.5,0.541666687,,,0.104761899,0.0886446834,0.386056811,0.242614061,15.9122372,3,0,0,,,1
43524028,0.5,0.545454562,,,0.0967032909,0.0805860758,0.390851378,0.240758032,15.9258718,3,0,0,,,1
43525202,0.5,0.485714287,,,0.136996329,0.145054936,0.394597977,0.239358142,15.9167824,3,0,0,,,1
43526372,0.5,0.5,,,0.136996329,0.136996329,0.396212339,0.238767996,15.9167824,3,0,0,,,1
43527546,0.5,0.444444448,,,0.128937721,0.161172152,0.395473301,0.239037186,15.9122372,3,0,0,,,1
43528719,0.5,0.518518507,,,0.112820506,0.104761899,0.393654227,0.23970671,15.9167824,3,0,0,,,1
43529890,0.5,0.458333343,,,0.0886446834,0.104761899,0.391977489,0.240332708,15.9213276,3,0,0,,,1
43531063,0.5,0.538461566,,,0.112820506,0.0967032909,0.390934944,0.240726337,15.9213276,3,0,0,,,1
43532153,0.5,0.514285743,,,0.145054936,0.136996329,0.391601861,0.240474164,15.9122372,3,0,0,,,1
43533332,0.5,0.483870953,,,0.120879114,0.128937721,0.392523497,0.240127936,15.9122372,3,0,0,,,1
43534502,0.5,0.538461566,,,0.112820506,0.0967032909,0.39330405,0.239836723,15.9122372,3,0,0,,,1
43535675,0.5,0.523809552,,,0.0886446834,0.0805860758,0.395303488,0.239099279,15.9167824,3,0,0,,,1
43536846,0.5,0.411764711,,,0.112820506,0.161172152,0.39552775,0.239017293,15.9258718,3,0,0,,,1
43538019,0.5,0.405405402,,,0.120879114,0.177289367,0.390764147,0.240791157,15.9213276,3,0,0,,,1
43539193,0.5,0.470588237,,,0.128937721,0.145054936,0.384013653,0.243427977,15.9213276,3,0,0,,,1
43540363,0.5,0.5,,,0.112820506,0.112820506,0.37933287,0.245347083,15.9167824,3,0,0,,,1
43541536,0.5,0.5,,,0.0805860758,0.0805860758,0.37713033,0.246277392,15.9167824,3,0,0,,,1
43542707,0.5,0.478260875,,,0.0886446834,0.0967032909,0.375783652,0.246855095,15.9213276,3,0,0,,,1
43543885,0.5,0.53125,,,0.136996329,0.120879114,0.375148565,0.247129917,15.9213276,3,0,0,,,1
43545056,0.5,0.454545468,,,0.120879114,0.145054936,0.374745756,0.247305036,15.9213276,3,0,0,,,1
43546229,0.5,0.45161289,,,0.112820506,0.136996329,0.37256369,0.248264626,15.9122372,3,0,0,,,1
43547402,0.5,0.444444448,,,0.128937721,0.161172152,0.368604779,0.25005421,15.9122372,3,0,0,,,1
43548573,0.5,0.538461566,,,0.112820506,0.0967032909,0.365571469,0.251469731,15.9122372,3,0,0,,,1
