t_s,v_ref,dec_v,dec_alpha,dec_i,dec_vbus,dec500_v,dec500_alpha,dec500_i,dec500_vbus,mimo_v,mimo_alpha,mimo_i,mimo_vbus
1.9615000e+01,-2.0000000e+00,-2.0000000e+00,2.3156659e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3156677e-09,-5.3929851e-01,1.0477860e-01,-1.9434951e+00,-7.3918520e-05,-5.3929859e-01,1.0289013e-01
1.9620000e+01,-2.0000000e+00,-2.0000000e+00,2.3156179e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3156161e-09,-5.3929851e-01,1.0477860e-01,-1.9435295e+00,-7.3870446e-05,-5.3929859e-01,1.0289129e-01
1.9625000e+01,-2.0000000e+00,-2.0000000e+00,2.3155700e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3155717e-09,-5.3929851e-01,1.0477860e-01,-1.9435640e+00,-7.3828451e-05,-5.3929859e-01,1.0289243e-01
1.9630000e+01,-2.0000000e+00,-2.0000000e+00,2.3155255e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3155255e-09,-5.3929851e-01,1.0477860e-01,-1.9435983e+00,-7.3780436e-05,-5.3929859e-01,1.0289359e-01
1.9635000e+01,-2.0000000e+00,-2.0000000e+00,2.3154705e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3154705e-09,-5.3929851e-01,1.0477860e-01,-1.9436327e+00,-7.3738493e-05,-5.3929859e-01,1.0289473e-01
1.9640000e+01,-2.0000000e+00,-2.0000000e+00,2.3154314e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3154314e-09,-5.3929851e-01,1.0477860e-01,-1.9436671e+00,-7.3690536e-05,-5.3929859e-01,1.0289588e-01
1.9645000e+01,-2.0000000e+00,-2.0000000e+00,2.3153817e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3153781e-09,-5.3929851e-01,1.0477860e-01,-1.9437014e+00,-7.3648644e-05,-5.3929859e-01,1.0289703e-01
1.9650000e+01,-2.0000000e+00,-2.0000000e+00,2.3153355e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3153355e-09,-5.3929851e-01,1.0477860e-01,-1.9437357e+00,-7.3600745e-05,-5.3929859e-01,1.0289818e-01
1.9655000e+01,-2.0000000e+00,-2.0000000e+00,2.3152875e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3152840e-09,-5.3929851e-01,1.0477860e-01,-1.9437700e+00,-7.3558904e-05,-5.3929859e-01,1.0289932e-01
1.9660000e+01,-2.0000000e+00,-2.0000000e+00,2.3152413e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3152431e-09,-5.3929851e-01,1.0477860e-01,-1.9438043e+00,-7.3511064e-05,-5.3929859e-01,1.0290047e-01
1.9665000e+01,-2.0000000e+00,-2.0000000e+00,2.3151951e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3151969e-09,-5.3929851e-01,1.0477860e-01,-1.9438385e+00,-7.3469274e-05,-5.3929859e-01,1.0290161e-01
1.9670000e+01,-2.0000000e+00,-2.0000000e+00,2.3151454e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3151472e-09,-5.3929851e-01,1.0477860e-01,-1.9438727e+00,-7.3421492e-05,-5.3929859e-01,1.0290276e-01
1.9675000e+01,-2.0000000e+00,-2.0000000e+00,2.3151028e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3150992e-09,-5.3929851e-01,1.0477860e-01,-1.9439069e+00,-7.3379753e-05,-5.3929859e-01,1.0290390e-01
1.9680000e+01,-2.0000000e+00,-2.0000000e+00,2.3150548e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3150566e-09,-5.3929851e-01,1.0477860e-01,-1.9439411e+00,-7.3332029e-05,-5.3929859e-01,1.0290504e-01
1.9685000e+01,-2.0000000e+00,-2.0000000e+00,2.3150086e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3150069e-09,-5.3929851e-01,1.0477860e-01,-1.9439753e+00,-7.3290341e-05,-5.3929859e-01,1.0290618e-01
1.9690000e+01,-2.0000000e+00,-2.0000000e+00,2.3149571e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3149607e-09,-5.3929851e-01,1.0477860e-01,-1.9440094e+00,-7.3242676e-05,-5.3929859e-01,1.0290733e-01
1.9695000e+01,-2.0000000e+00,-2.0000000e+00,2.3149127e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3149109e-09,-5.3929851e-01,1.0477860e-01,-1.9440436e+00,-7.3201038e-05,-5.3929859e-01,1.0290846e-01
1.9700000e+01,-2.0000000e+00,-2.0000000e+00,2.3148647e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3148665e-09,-5.3929851e-01,1.0477860e-01,-1.9440777e+00,-7.3153431e-05,-5.3929859e-01,1.0290961e-01
1.9705000e+01,-2.0000000e+00,-2.0000000e+00,2.3148239e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3148239e-09,-5.3929851e-01,1.0477860e-01,-1.9441117e+00,-7.3111843e-05,-5.3929859e-01,1.0291074e-01
1.9710000e+01,-2.0000000e+00,-2.0000000e+00,2.3147742e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3147724e-09,-5.3929851e-01,1.0477860e-01,-1.9441458e+00,-7.3064294e-05,-5.3929859e-01,1.0291188e-01
1.9715000e+01,-2.0000000e+00,-2.0000000e+00,2.3147280e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3147262e-09,-5.3929851e-01,1.0477860e-01,-1.9441798e+00,-7.3022758e-05,-5.3929859e-01,1.0291302e-01
1.9720000e+01,-2.0000000e+00,-2.0000000e+00,2.3146747e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3146800e-09,-5.3929851e-01,1.0477860e-01,-1.9442139e+00,-7.2975267e-05,-5.3929859e-01,1.0291416e-01
1.9725000e+01,-2.0000000e+00,-2.0000000e+00,2.3146320e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3146285e-09,-5.3929851e-01,1.0477860e-01,-1.9442479e+00,-7.2933781e-05,-5.3929859e-01,1.0291529e-01
1.9730000e+01,-2.0000000e+00,-2.0000000e+00,2.3145859e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3145876e-09,-5.3929851e-01,1.0477860e-01,-1.9442818e+00,-7.2886348e-05,-5.3929859e-01,1.0291643e-01
1.9735000e+01,-2.0000000e+00,-2.0000000e+00,2.3145397e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3145414e-09,-5.3929851e-01,1.0477860e-01,-1.9443158e+00,-7.2844912e-05,-5.3929859e-01,1.0291756e-01
1.9740000e+01,-2.0000000e+00,-2.0000000e+00,2.3145006e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3145006e-09,-5.3929851e-01,1.0477860e-01,-1.9443497e+00,-7.2797537e-05,-5.3929859e-01,1.0291870e-01
1.9745000e+01,-2.0000000e+00,-2.0000000e+00,2.3144473e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3144491e-09,-5.3929851e-01,1.0477860e-01,-1.9443836e+00,-7.2756152e-05,-5.3929859e-01,1.0291983e-01
1.9750000e+01,-2.0000000e+00,-2.0000000e+00,2.3144047e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3144047e-09,-5.3929851e-01,1.0477860e-01,-1.9444175e+00,-7.2708834e-05,-5.3929859e-01,1.0292096e-01
1.9755000e+01,-2.0000000e+00,-2.0000000e+00,2.3143603e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3143567e-09,-5.3929851e-01,1.0477860e-01,-1.9444514e+00,-7.2667500e-05,-5.3929859e-01,1.0292209e-01
1.9760000e+01,-2.0000000e+00,-2.0000000e+00,2.3143087e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3143087e-09,-5.3929851e-01,1.0477860e-01,-1.9444853e+00,-7.2620240e-05,-5.3929859e-01,1.0292323e-01
1.9765000e+01,-2.0000000e+00,-2.0000000e+00,2.3142626e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3142643e-09,-5.3929851e-01,1.0477860e-01,-1.9445191e+00,-7.2578956e-05,-5.3929859e-01,1.0292436e-01
1.9770000e+01,-2.0000000e+00,-2.0000000e+00,2.3142199e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3142217e-09,-5.3929851e-01,1.0477860e-01,-1.9445529e+00,-7.2531753e-05,-5.3929859e-01,1.0292549e-01
1.9775000e+01,-2.0000000e+00,-2.0000000e+00,2.3141720e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3141702e-09,-5.3929851e-01,1.0477860e-01,-1.9445867e+00,-7.2490520e-05,-5.3929859e-01,1.0292662e-01
1.9780000e+01,-2.0000000e+00,-2.0000000e+00,2.3141240e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3141222e-09,-5.3929851e-01,1.0477860e-01,-1.9446205e+00,-7.2443375e-05,-5.3929859e-01,1.0292775e-01
1.9785000e+01,-2.0000000e+00,-2.0000000e+00,2.3140814e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3140778e-09,-5.3929851e-01,1.0477860e-01,-1.9446542e+00,-7.2402191e-05,-5.3929859e-01,1.0292887e-01
1.9790000e+01,-2.0000000e+00,-2.0000000e+00,2.3140299e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3140334e-09,-5.3929851e-01,1.0477860e-01,-1.9446879e+00,-7.2355104e-05,-5.3929859e-01,1.0293000e-01
1.9795000e+01,-2.0000000e+00,-2.0000000e+00,2.3139854e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3139819e-09,-5.3929851e-01,1.0477860e-01,-1.9447217e+00,-7.2313970e-05,-5.3929859e-01,1.0293113e-01
1.9800000e+01,-2.0000000e+00,-2.0000000e+00,2.3139357e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3139410e-09,-5.3929851e-01,1.0477860e-01,-1.9447553e+00,-7.2266940e-05,-5.3929859e-01,1.0293225e-01
1.9805000e+01,-2.0000000e+00,-2.0000000e+00,2.3138895e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3138877e-09,-5.3929851e-01,1.0477860e-01,-1.9447890e+00,-7.2225857e-05,-5.3929859e-01,1.0293338e-01
1.9810000e+01,-2.0000000e+00,-2.0000000e+00,2.3138433e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3138469e-09,-5.3929851e-01,1.0477860e-01,-1.9448227e+00,-7.2178884e-05,-5.3929859e-01,1.0293450e-01
1.9815000e+01,-2.0000000e+00,-2.0000000e+00,2.3138007e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3138007e-09,-5.3929851e-01,1.0477860e-01,-1.9448563e+00,-7.2137851e-05,-5.3929859e-01,1.0293563e-01
1.9820000e+01,-2.0000000e+00,-2.0000000e+00,2.3137563e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3137581e-09,-5.3929851e-01,1.0477860e-01,-1.9448899e+00,-7.2090935e-05,-5.3929859e-01,1.0293675e-01
1.9825000e+01,-2.0000000e+00,-2.0000000e+00,2.3137119e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3137119e-09,-5.3929851e-01,1.0477860e-01,-1.9449235e+00,-7.2049952e-05,-5.3929859e-01,1.0293787e-01
1.9830000e+01,-2.0000000e+00,-2.0000000e+00,2.3136639e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3136622e-09,-5.3929851e-01,1.0477860e-01,-1.9449570e+00,-7.2003094e-05,-5.3929859e-01,1.0293900e-01
1.9835000e+01,-2.0000000e+00,-2.0000000e+00,2.3136177e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3136142e-09,-5.3929851e-01,1.0477860e-01,-1.9449906e+00,-7.1962160e-05,-5.3929859e-01,1.0294011e-01
1.9840000e+01,-2.0000000e+00,-2.0000000e+00,2.3135662e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3135698e-09,-5.3929851e-01,1.0477860e-01,-1.9450241e+00,-7.1915359e-05,-5.3929859e-01,1.0294124e-01
1.9845000e+01,-2.0000000e+00,-2.0000000e+00,2.3135183e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3135183e-09,-5.3929851e-01,1.0477860e-01,-1.9450576e+00,-7.1874476e-05,-5.3929859e-01,1.0294235e-01
1.9850000e+01,-2.0000000e+00,-2.0000000e+00,2.3134756e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3134774e-09,-5.3929851e-01,1.0477860e-01,-1.9450911e+00,-7.1827732e-05,-5.3929859e-01,1.0294348e-01
1.9855000e+01,-2.0000000e+00,-2.0000000e+00,2.3134330e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3134312e-09,-5.3929851e-01,1.0477860e-01,-1.9451246e+00,-7.1786898e-05,-5.3929859e-01,1.0294459e-01
1.9860000e+01,-2.0000000e+00,-2.0000000e+00,2.3133868e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3133868e-09,-5.3929851e-01,1.0477860e-01,-1.9451580e+00,-7.1740211e-05,-5.3929859e-01,1.0294571e-01
1.9865000e+01,-2.0000000e+00,-2.0000000e+00,2.3133406e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3133389e-09,-5.3929851e-01,1.0477860e-01,-1.9451914e+00,-7.1699427e-05,-5.3929859e-01,1.0294683e-01
1.9870000e+01,-2.0000000e+00,-2.0000000e+00,2.3132927e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3132998e-09,-5.3929851e-01,1.0477860e-01,-1.9452248e+00,-7.1652796e-05,-5.3929859e-01,1.0294794e-01
1.9875000e+01,-2.0000000e+00,-2.0000000e+00,2.3132536e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3132500e-09,-5.3929851e-01,1.0477860e-01,-1.9452582e+00,-7.1612062e-05,-5.3929859e-01,1.0294906e-01
1.9880000e+01,-2.0000000e+00,-2.0000000e+00,2.3132074e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3132039e-09,-5.3929851e-01,1.0477860e-01,-1.9452916e+00,-7.1565489e-05,-5.3929859e-01,1.0295018e-01
1.9885000e+01,-2.0000000e+00,-2.0000000e+00,2.3131612e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3131612e-09,-5.3929851e-01,1.0477860e-01,-1.9453249e+00,-7.1524804e-05,-5.3929859e-01,1.0295129e-01
1.9890000e+01,-2.0000000e+00,-2.0000000e+00,2.3131168e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3131204e-09,-5.3929851e-01,1.0477860e-01,-1.9453582e+00,-7.1478287e-05,-5.3929859e-01,1.0295240e-01
1.9895000e+01,-2.0000000e+00,-2.0000000e+00,2.3130688e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3130688e-09,-5.3929851e-01,1.0477860e-01,-1.9453915e+00,-7.1437653e-05,-5.3929859e-01,1.0295351e-01
1.9900000e+01,-2.0000000e+00,-2.0000000e+00,2.3130209e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3130262e-09,-5.3929851e-01,1.0477860e-01,-1.9454248e+00,-7.1391192e-05,-5.3929859e-01,1.0295463e-01
1.9905000e+01,-2.0000000e+00,-2.0000000e+00,2.3129765e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3129747e-09,-5.3929851e-01,1.0477860e-01,-1.9454581e+00,-7.1350607e-05,-5.3929859e-01,1.0295574e-01
1.9910000e+01,-2.0000000e+00,-2.0000000e+00,2.3129303e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3129303e-09,-5.3929851e-01,1.0477860e-01,-1.9454913e+00,-7.1304203e-05,-5.3929859e-01,1.0295685e-01
1.9915000e+01,-2.0000000e+00,-2.0000000e+00,2.3128859e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3128859e-09,-5.3929851e-01,1.0477860e-01,-1.9455245e+00,-7.1263667e-05,-5.3929859e-01,1.0295796e-01
1.9920000e+01,-2.0000000e+00,-2.0000000e+00,2.3128379e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3128379e-09,-5.3929851e-01,1.0477860e-01,-1.9455577e+00,-7.1217320e-05,-5.3929859e-01,1.0295907e-01
1.9925000e+01,-2.0000000e+00,-2.0000000e+00,2.3127917e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3127917e-09,-5.3929851e-01,1.0477860e-01,-1.9455909e+00,-7.1176834e-05,-5.3929859e-01,1.0296018e-01
1.9930000e+01,-2.0000000e+00,-2.0000000e+00,2.3127402e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3127402e-09,-5.3929851e-01,1.0477860e-01,-1.9456241e+00,-7.1130543e-05,-5.3929859e-01,1.0296129e-01
1.9935000e+01,-2.0000000e+00,-2.0000000e+00,2.3126976e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3126940e-09,-5.3929851e-01,1.0477860e-01,-1.9456572e+00,-7.1090106e-05,-5.3929859e-01,1.0296239e-01
1.9940000e+01,-2.0000000e+00,-2.0000000e+00,2.3126461e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3126496e-09,-5.3929851e-01,1.0477860e-01,-1.9456903e+00,-7.1043872e-05,-5.3929859e-01,1.0296350e-01
1.9945000e+01,-2.0000000e+00,-2.0000000e+00,2.3126034e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3126034e-09,-5.3929851e-01,1.0477860e-01,-1.9457234e+00,-7.1003484e-05,-5.3929859e-01,1.0296461e-01
1.9950000e+01,-2.0000000e+00,-2.0000000e+00,2.3125537e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3125555e-09,-5.3929851e-01,1.0477860e-01,-1.9457565e+00,-7.0957306e-05,-5.3929859e-01,1.0296571e-01
1.9955000e+01,-2.0000000e+00,-2.0000000e+00,2.3125057e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3125075e-09,-5.3929851e-01,1.0477860e-01,-1.9457896e+00,-7.0916967e-05,-5.3929859e-01,1.0296682e-01
1.9960000e+01,-2.0000000e+00,-2.0000000e+00,2.3124613e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3124613e-09,-5.3929851e-01,1.0477860e-01,-1.9458226e+00,-7.0870846e-05,-5.3929859e-01,1.0296792e-01
1.9965000e+01,-2.0000000e+00,-2.0000000e+00,2.3124134e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3124134e-09,-5.3929851e-01,1.0477860e-01,-1.9458556e+00,-7.0830556e-05,-5.3929859e-01,1.0296902e-01
1.9970000e+01,-2.0000000e+00,-2.0000000e+00,2.3123654e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3123654e-09,-5.3929851e-01,1.0477860e-01,-1.9458886e+00,-7.0784491e-05,-5.3929859e-01,1.0297013e-01
1.9975000e+01,-2.0000000e+00,-2.0000000e+00,2.3123228e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3123246e-09,-5.3929851e-01,1.0477860e-01,-1.9459216e+00,-7.0744251e-05,-5.3929859e-01,1.0297123e-01
1.9980000e+01,-2.0000000e+00,-2.0000000e+00,2.3122784e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3122766e-09,-5.3929851e-01,1.0477860e-01,-1.9459545e+00,-7.0698241e-05,-5.3929859e-01,1.0297233e-01
1.9985000e+01,-2.0000000e+00,-2.0000000e+00,2.3122269e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3122304e-09,-5.3929851e-01,1.0477860e-01,-1.9459875e+00,-7.0658050e-05,-5.3929859e-01,1.0297343e-01
1.9990000e+01,-2.0000000e+00,-2.0000000e+00,2.3121842e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3121842e-09,-5.3929851e-01,1.0477860e-01,-1.9460204e+00,-7.0612097e-05,-5.3929859e-01,1.0297453e-01
1.9995000e+01,-2.0000000e+00,-2.0000000e+00,2.3121327e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3121345e-09,-5.3929851e-01,1.0477860e-01,-1.9460533e+00,-7.0571954e-05,-5.3929859e-01,1.0297563e-01
2.0000000e+01,-2.0000000e+00,-2.0000000e+00,2.3120883e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3120901e-09,-5.3929851e-01,1.0477860e-01,-1.9460862e+00,-7.0526057e-05,-5.3929859e-01,1.0297673e-01
2.0005000e+01,-2.0000000e+00,-2.0000000e+00,2.3120421e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3120421e-09,-5.3929851e-01,1.0477860e-01,-1.9461190e+00,-7.0485964e-05,-5.3929859e-01,1.0297783e-01
2.0010000e+01,-2.0000000e+00,-2.0000000e+00,2.3119995e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3119977e-09,-5.3929851e-01,1.0477860e-01,-1.9461519e+00,-7.0440122e-05,-5.3929859e-01,1.0297893e-01
2.0015000e+01,-2.0000000e+00,-2.0000000e+00,2.3119480e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3119462e-09,-5.3929851e-01,1.0477860e-01,-1.9461847e+00,-7.0400078e-05,-5.3929859e-01,1.0298002e-01
2.0020000e+01,-2.0000000e+00,-2.0000000e+00,2.3119018e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3119018e-09,-5.3929851e-01,1.0477860e-01,-1.9462175e+00,-7.0354292e-05,-5.3929859e-01,1.0298112e-01
2.0025000e+01,-2.0000000e+00,-2.0000000e+00,2.3118574e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3118574e-09,-5.3929851e-01,1.0477860e-01,-1.9462502e+00,-7.0314296e-05,-5.3929859e-01,1.0298221e-01
2.0030000e+01,-2.0000000e+00,-2.0000000e+00,2.3118094e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3118094e-09,-5.3929851e-01,1.0477860e-01,-1.9462830e+00,-7.0268567e-05,-5.3929859e-01,1.0298331e-01
2.0035000e+01,-2.0000000e+00,-2.0000000e+00,2.3117614e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3117614e-09,-5.3929851e-01,1.0477860e-01,-1.9463157e+00,-7.0228619e-05,-5.3929859e-01,1.0298440e-01
2.0040000e+01,-2.0000000e+00,-2.0000000e+00,2.3117206e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3117206e-09,-5.3929851e-01,1.0477860e-01,-1.9463485e+00,-7.0182946e-05,-5.3929859e-01,1.0298550e-01
2.0045000e+01,-2.0000000e+00,-2.0000000e+00,2.3116726e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3116709e-09,-5.3929851e-01,1.0477860e-01,-1.9463812e+00,-7.0143047e-05,-5.3929859e-01,1.0298659e-01
2.0050000e+01,-2.0000000e+00,-2.0000000e+00,2.3116247e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3116300e-09,-5.3929851e-01,1.0477860e-01,-1.9464138e+00,-7.0097429e-05,-5.3929859e-01,1.0298768e-01
2.0055000e+01,-2.0000000e+00,-2.0000000e+00,2.3115785e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3115767e-09,-5.3929851e-01,1.0477860e-01,-1.9464465e+00,-7.0057579e-05,-5.3929859e-01,1.0298877e-01
2.0060000e+01,-2.0000000e+00,-2.0000000e+00,2.3115270e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3115305e-09,-5.3929851e-01,1.0477860e-01,-1.9464791e+00,-7.0012016e-05,-5.3929859e-01,1.0298987e-01
2.0065000e+01,-2.0000000e+00,-2.0000000e+00,2.3114879e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3114826e-09,-5.3929851e-01,1.0477860e-01,-1.9465117e+00,-6.9972215e-05,-5.3929859e-01,1.0299095e-01
2.0070000e+01,-2.0000000e+00,-2.0000000e+00,2.3114417e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3114382e-09,-5.3929851e-01,1.0477860e-01,-1.9465443e+00,-6.9926708e-05,-5.3929859e-01,1.0299204e-01
2.0075000e+01,-2.0000000e+00,-2.0000000e+00,2.3113937e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3113937e-09,-5.3929851e-01,1.0477860e-01,-1.9465769e+00,-6.9886955e-05,-5.3929859e-01,1.0299313e-01
2.0080000e+01,-2.0000000e+00,-2.0000000e+00,2.3113458e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3113476e-09,-5.3929851e-01,1.0477860e-01,-1.9466095e+00,-6.9841503e-05,-5.3929859e-01,1.0299422e-01
2.0085000e+01,-2.0000000e+00,-2.0000000e+00,2.3112996e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3113014e-09,-5.3929851e-01,1.0477860e-01,-1.9466420e+00,-6.9801799e-05,-5.3929859e-01,1.0299531e-01
2.0090000e+01,-2.0000000e+00,-2.0000000e+00,2.3112534e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3112552e-09,-5.3929851e-01,1.0477860e-01,-1.9466745e+00,-6.9756403e-05,-5.3929859e-01,1.0299640e-01
2.0095000e+01,-2.0000000e+00,-2.0000000e+00,2.3112054e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3112037e-09,-5.3929851e-01,1.0477860e-01,-1.9467070e+00,-6.9716747e-05,-5.3929859e-01,1.0299748e-01
2.0100000e+01,-2.0000000e+00,-2.0000000e+00,2.3111593e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3111610e-09,-5.3929851e-01,1.0477860e-01,-1.9467395e+00,-6.9671406e-05,-5.3929859e-01,1.0299857e-01
2.0105000e+01,-2.0000000e+00,-2.0000000e+00,2.3111184e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3111149e-09,-5.3929851e-01,1.0477860e-01,-1.9467720e+00,-6.9631798e-05,-5.3929859e-01,1.0299965e-01
2.0110000e+01,-2.0000000e+00,-2.0000000e+00,2.3110704e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3110758e-09,-5.3929851e-01,1.0477860e-01,-1.9468044e+00,-6.9586512e-05,-5.3929859e-01,1.0300074e-01
2.0115000e+01,-2.0000000e+00,-2.0000000e+00,2.3110172e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3110207e-09,-5.3929851e-01,1.0477860e-01,-1.9468368e+00,-6.9546953e-05,-5.3929859e-01,1.0300182e-01
2.0120000e+01,-2.0000000e+00,-2.0000000e+00,2.3109781e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3109799e-09,-5.3929851e-01,1.0477860e-01,-1.9468692e+00,-6.9501722e-05,-5.3929859e-01,1.0300290e-01
2.0125000e+01,-2.0000000e+00,-2.0000000e+00,2.3109283e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.3109301e-09,-5.3929851e-01,1.0477860e-01,-1.9469016e+00,-6.9462211e-05,-5.3929859e-01,1.0300398e-01
