t_s,v_ref,dec_v,dec_alpha,dec_i,dec_vbus,dec500_v,dec500_alpha,dec500_i,dec500_vbus,mimo_v,mimo_alpha,mimo_i,mimo_vbus
2.4130000e+01,-2.0000000e+00,-2.0000000e+00,2.2741684e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2741684e-09,-5.3929851e-01,1.0477860e-01,-1.9674152e+00,-4.2625042e-05,-5.3929856e-01,1.0368957e-01
2.4135000e+01,-2.0000000e+00,-2.0000000e+00,2.2741240e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2741258e-09,-5.3929851e-01,1.0477860e-01,-1.9674350e+00,-4.2600810e-05,-5.3929856e-01,1.0369024e-01
2.4140000e+01,-2.0000000e+00,-2.0000000e+00,2.2740760e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2740760e-09,-5.3929851e-01,1.0477860e-01,-1.9674549e+00,-4.2573104e-05,-5.3929856e-01,1.0369090e-01
2.4145000e+01,-2.0000000e+00,-2.0000000e+00,2.2740352e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2740387e-09,-5.3929851e-01,1.0477860e-01,-1.9674747e+00,-4.2548902e-05,-5.3929856e-01,1.0369156e-01
2.4150000e+01,-2.0000000e+00,-2.0000000e+00,2.2739925e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2739890e-09,-5.3929851e-01,1.0477860e-01,-1.9674945e+00,-4.2521230e-05,-5.3929856e-01,1.0369223e-01
2.4155000e+01,-2.0000000e+00,-2.0000000e+00,2.2739393e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2739393e-09,-5.3929851e-01,1.0477860e-01,-1.9675143e+00,-4.2497057e-05,-5.3929856e-01,1.0369289e-01
2.4160000e+01,-2.0000000e+00,-2.0000000e+00,2.2738966e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2738984e-09,-5.3929851e-01,1.0477860e-01,-1.9675341e+00,-4.2469418e-05,-5.3929856e-01,1.0369355e-01
2.4165000e+01,-2.0000000e+00,-2.0000000e+00,2.2738540e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2738487e-09,-5.3929851e-01,1.0477860e-01,-1.9675539e+00,-4.2445275e-05,-5.3929856e-01,1.0369421e-01
2.4170000e+01,-2.0000000e+00,-2.0000000e+00,2.2738060e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2738025e-09,-5.3929851e-01,1.0477860e-01,-1.9675737e+00,-4.2417670e-05,-5.3929856e-01,1.0369487e-01
2.4175000e+01,-2.0000000e+00,-2.0000000e+00,2.2737581e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2737545e-09,-5.3929851e-01,1.0477860e-01,-1.9675935e+00,-4.2393556e-05,-5.3929856e-01,1.0369553e-01
2.4180000e+01,-2.0000000e+00,-2.0000000e+00,2.2737172e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2737154e-09,-5.3929851e-01,1.0477860e-01,-1.9676132e+00,-4.2365985e-05,-5.3929856e-01,1.0369619e-01
2.4185000e+01,-2.0000000e+00,-2.0000000e+00,2.2736693e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2736675e-09,-5.3929851e-01,1.0477860e-01,-1.9676329e+00,-4.2341900e-05,-5.3929856e-01,1.0369685e-01
2.4190000e+01,-2.0000000e+00,-2.0000000e+00,2.2736231e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2736213e-09,-5.3929851e-01,1.0477860e-01,-1.9676527e+00,-4.2314362e-05,-5.3929856e-01,1.0369751e-01
2.4195000e+01,-2.0000000e+00,-2.0000000e+00,2.2735769e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2735769e-09,-5.3929851e-01,1.0477860e-01,-1.9676724e+00,-4.2290307e-05,-5.3929856e-01,1.0369817e-01
2.4200000e+01,-2.0000000e+00,-2.0000000e+00,2.2735289e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2735289e-09,-5.3929851e-01,1.0477860e-01,-1.9676921e+00,-4.2262803e-05,-5.3929856e-01,1.0369883e-01
2.4205000e+01,-2.0000000e+00,-2.0000000e+00,2.2734863e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2734881e-09,-5.3929851e-01,1.0477860e-01,-1.9677118e+00,-4.2238777e-05,-5.3929856e-01,1.0369949e-01
2.4210000e+01,-2.0000000e+00,-2.0000000e+00,2.2734437e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2734437e-09,-5.3929851e-01,1.0477860e-01,-1.9677315e+00,-4.2211307e-05,-5.3929856e-01,1.0370014e-01
2.4215000e+01,-2.0000000e+00,-2.0000000e+00,2.2733975e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2733921e-09,-5.3929851e-01,1.0477860e-01,-1.9677511e+00,-4.2187310e-05,-5.3929856e-01,1.0370080e-01
2.4220000e+01,-2.0000000e+00,-2.0000000e+00,2.2733548e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2733495e-09,-5.3929851e-01,1.0477860e-01,-1.9677708e+00,-4.2159873e-05,-5.3929856e-01,1.0370146e-01
2.4225000e+01,-2.0000000e+00,-2.0000000e+00,2.2733069e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2733033e-09,-5.3929851e-01,1.0477860e-01,-1.9677904e+00,-4.2135905e-05,-5.3929856e-01,1.0370211e-01
2.4230000e+01,-2.0000000e+00,-2.0000000e+00,2.2732571e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2732642e-09,-5.3929851e-01,1.0477860e-01,-1.9678100e+00,-4.2108502e-05,-5.3929856e-01,1.0370277e-01
2.4235000e+01,-2.0000000e+00,-2.0000000e+00,2.2732145e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2732127e-09,-5.3929851e-01,1.0477860e-01,-1.9678297e+00,-4.2084563e-05,-5.3929856e-01,1.0370343e-01
2.4240000e+01,-2.0000000e+00,-2.0000000e+00,2.2731683e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2731683e-09,-5.3929851e-01,1.0477860e-01,-1.9678493e+00,-4.2057193e-05,-5.3929856e-01,1.0370408e-01
2.4245000e+01,-2.0000000e+00,-2.0000000e+00,2.2731275e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2731221e-09,-5.3929851e-01,1.0477860e-01,-1.9678689e+00,-4.2033284e-05,-5.3929856e-01,1.0370474e-01
2.4250000e+01,-2.0000000e+00,-2.0000000e+00,2.2730795e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2730777e-09,-5.3929851e-01,1.0477860e-01,-1.9678884e+00,-4.2005947e-05,-5.3929856e-01,1.0370539e-01
2.4255000e+01,-2.0000000e+00,-2.0000000e+00,2.2730315e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2730298e-09,-5.3929851e-01,1.0477860e-01,-1.9679080e+00,-4.1982067e-05,-5.3929856e-01,1.0370604e-01
2.4260000e+01,-2.0000000e+00,-2.0000000e+00,2.2729871e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2729871e-09,-5.3929851e-01,1.0477860e-01,-1.9679276e+00,-4.1954764e-05,-5.3929856e-01,1.0370670e-01
2.4265000e+01,-2.0000000e+00,-2.0000000e+00,2.2729392e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2729392e-09,-5.3929851e-01,1.0477860e-01,-1.9679471e+00,-4.1930913e-05,-5.3929856e-01,1.0370735e-01
2.4270000e+01,-2.0000000e+00,-2.0000000e+00,2.2728983e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2728983e-09,-5.3929851e-01,1.0477860e-01,-1.9679666e+00,-4.1903643e-05,-5.3929856e-01,1.0370800e-01
2.4275000e+01,-2.0000000e+00,-2.0000000e+00,2.2728486e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2728468e-09,-5.3929851e-01,1.0477860e-01,-1.9679862e+00,-4.1879821e-05,-5.3929856e-01,1.0370866e-01
2.4280000e+01,-2.0000000e+00,-2.0000000e+00,2.2728059e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2728059e-09,-5.3929851e-01,1.0477860e-01,-1.9680057e+00,-4.1852584e-05,-5.3929856e-01,1.0370931e-01
2.4285000e+01,-2.0000000e+00,-2.0000000e+00,2.2727580e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2727544e-09,-5.3929851e-01,1.0477860e-01,-1.9680252e+00,-4.1828791e-05,-5.3929856e-01,1.0370996e-01
2.4290000e+01,-2.0000000e+00,-2.0000000e+00,2.2727136e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2727153e-09,-5.3929851e-01,1.0477860e-01,-1.9680447e+00,-4.1801587e-05,-5.3929856e-01,1.0371061e-01
2.4295000e+01,-2.0000000e+00,-2.0000000e+00,2.2726692e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2726692e-09,-5.3929851e-01,1.0477860e-01,-1.9680641e+00,-4.1777823e-05,-5.3929856e-01,1.0371126e-01
2.4300000e+01,-2.0000000e+00,-2.0000000e+00,2.2726248e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2726230e-09,-5.3929851e-01,1.0477860e-01,-1.9680836e+00,-4.1750653e-05,-5.3929856e-01,1.0371191e-01
2.4305000e+01,-2.0000000e+00,-2.0000000e+00,2.2725786e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2725750e-09,-5.3929851e-01,1.0477860e-01,-1.9681031e+00,-4.1726918e-05,-5.3929856e-01,1.0371256e-01
2.4310000e+01,-2.0000000e+00,-2.0000000e+00,2.2725342e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2725359e-09,-5.3929851e-01,1.0477860e-01,-1.9681225e+00,-4.1699780e-05,-5.3929856e-01,1.0371321e-01
2.4315000e+01,-2.0000000e+00,-2.0000000e+00,2.2724844e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2724809e-09,-5.3929851e-01,1.0477860e-01,-1.9681419e+00,-4.1676074e-05,-5.3929856e-01,1.0371386e-01
2.4320000e+01,-2.0000000e+00,-2.0000000e+00,2.2724418e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2724418e-09,-5.3929851e-01,1.0477860e-01,-1.9681613e+00,-4.1648970e-05,-5.3929856e-01,1.0371451e-01
2.4325000e+01,-2.0000000e+00,-2.0000000e+00,2.2723938e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2723921e-09,-5.3929851e-01,1.0477860e-01,-1.9681807e+00,-4.1625292e-05,-5.3929856e-01,1.0371516e-01
2.4330000e+01,-2.0000000e+00,-2.0000000e+00,2.2723512e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2723547e-09,-5.3929851e-01,1.0477860e-01,-1.9682001e+00,-4.1598221e-05,-5.3929856e-01,1.0371581e-01
2.4335000e+01,-2.0000000e+00,-2.0000000e+00,2.2723068e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2723050e-09,-5.3929851e-01,1.0477860e-01,-1.9682195e+00,-4.1574573e-05,-5.3929856e-01,1.0371645e-01
2.4340000e+01,-2.0000000e+00,-2.0000000e+00,2.2722606e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2722588e-09,-5.3929851e-01,1.0477860e-01,-1.9682389e+00,-4.1547534e-05,-5.3929856e-01,1.0371710e-01
2.4345000e+01,-2.0000000e+00,-2.0000000e+00,2.2722162e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2722109e-09,-5.3929851e-01,1.0477860e-01,-1.9682582e+00,-4.1523915e-05,-5.3929856e-01,1.0371775e-01
2.4350000e+01,-2.0000000e+00,-2.0000000e+00,2.2721682e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2721700e-09,-5.3929851e-01,1.0477860e-01,-1.9682776e+00,-4.1496909e-05,-5.3929856e-01,1.0371840e-01
2.4355000e+01,-2.0000000e+00,-2.0000000e+00,2.2721220e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2721203e-09,-5.3929851e-01,1.0477860e-01,-1.9682969e+00,-4.1473319e-05,-5.3929856e-01,1.0371904e-01
2.4360000e+01,-2.0000000e+00,-2.0000000e+00,2.2720776e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2720794e-09,-5.3929851e-01,1.0477860e-01,-1.9683162e+00,-4.1446346e-05,-5.3929856e-01,1.0371969e-01
2.4365000e+01,-2.0000000e+00,-2.0000000e+00,2.2720332e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2720297e-09,-5.3929851e-01,1.0477860e-01,-1.9683355e+00,-4.1422784e-05,-5.3929856e-01,1.0372033e-01
2.4370000e+01,-2.0000000e+00,-2.0000000e+00,2.2719853e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2719870e-09,-5.3929851e-01,1.0477860e-01,-1.9683548e+00,-4.1395844e-05,-5.3929856e-01,1.0372098e-01
2.4375000e+01,-2.0000000e+00,-2.0000000e+00,2.2719409e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2719355e-09,-5.3929851e-01,1.0477860e-01,-1.9683741e+00,-4.1372311e-05,-5.3929856e-01,1.0372162e-01
2.4380000e+01,-2.0000000e+00,-2.0000000e+00,2.2718947e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2718964e-09,-5.3929851e-01,1.0477860e-01,-1.9683934e+00,-4.1345404e-05,-5.3929856e-01,1.0372227e-01
2.4385000e+01,-2.0000000e+00,-2.0000000e+00,2.2718538e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2718503e-09,-5.3929851e-01,1.0477860e-01,-1.9684127e+00,-4.1321900e-05,-5.3929856e-01,1.0372291e-01
2.4390000e+01,-2.0000000e+00,-2.0000000e+00,2.2718041e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2718094e-09,-5.3929851e-01,1.0477860e-01,-1.9684319e+00,-4.1295026e-05,-5.3929856e-01,1.0372355e-01
2.4395000e+01,-2.0000000e+00,-2.0000000e+00,2.2717597e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2717579e-09,-5.3929851e-01,1.0477860e-01,-1.9684511e+00,-4.1271550e-05,-5.3929856e-01,1.0372420e-01
2.4400000e+01,-2.0000000e+00,-2.0000000e+00,2.2717170e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2717188e-09,-5.3929851e-01,1.0477860e-01,-1.9684704e+00,-4.1244708e-05,-5.3929856e-01,1.0372484e-01
2.4405000e+01,-2.0000000e+00,-2.0000000e+00,2.2716691e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2716673e-09,-5.3929851e-01,1.0477860e-01,-1.9684896e+00,-4.1221261e-05,-5.3929856e-01,1.0372548e-01
2.4410000e+01,-2.0000000e+00,-2.0000000e+00,2.2716264e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2716229e-09,-5.3929851e-01,1.0477860e-01,-1.9685088e+00,-4.1194452e-05,-5.3929856e-01,1.0372612e-01
2.4415000e+01,-2.0000000e+00,-2.0000000e+00,2.2715785e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2715820e-09,-5.3929851e-01,1.0477860e-01,-1.9685280e+00,-4.1171034e-05,-5.3929856e-01,1.0372676e-01
2.4420000e+01,-2.0000000e+00,-2.0000000e+00,2.2715305e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2715287e-09,-5.3929851e-01,1.0477860e-01,-1.9685472e+00,-4.1144258e-05,-5.3929856e-01,1.0372741e-01
2.4425000e+01,-2.0000000e+00,-2.0000000e+00,2.2714843e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2714861e-09,-5.3929851e-01,1.0477860e-01,-1.9685663e+00,-4.1120867e-05,-5.3929856e-01,1.0372805e-01
2.4430000e+01,-2.0000000e+00,-2.0000000e+00,2.2714417e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2714435e-09,-5.3929851e-01,1.0477860e-01,-1.9685855e+00,-4.1094124e-05,-5.3929856e-01,1.0372869e-01
2.4435000e+01,-2.0000000e+00,-2.0000000e+00,2.2713937e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2713920e-09,-5.3929851e-01,1.0477860e-01,-1.9686046e+00,-4.1070762e-05,-5.3929856e-01,1.0372933e-01
2.4440000e+01,-2.0000000e+00,-2.0000000e+00,2.2713511e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2713529e-09,-5.3929851e-01,1.0477860e-01,-1.9686238e+00,-4.1044052e-05,-5.3929856e-01,1.0372997e-01
2.4445000e+01,-2.0000000e+00,-2.0000000e+00,2.2713049e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2713049e-09,-5.3929851e-01,1.0477860e-01,-1.9686429e+00,-4.1020718e-05,-5.3929856e-01,1.0373060e-01
2.4450000e+01,-2.0000000e+00,-2.0000000e+00,2.2712570e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2712570e-09,-5.3929851e-01,1.0477860e-01,-1.9686620e+00,-4.0994040e-05,-5.3929856e-01,1.0373124e-01
2.4455000e+01,-2.0000000e+00,-2.0000000e+00,2.2712143e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2712108e-09,-5.3929851e-01,1.0477860e-01,-1.9686811e+00,-4.0970735e-05,-5.3929856e-01,1.0373188e-01
2.4460000e+01,-2.0000000e+00,-2.0000000e+00,2.2711699e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2711681e-09,-5.3929851e-01,1.0477860e-01,-1.9687002e+00,-4.0944089e-05,-5.3929856e-01,1.0373252e-01
2.4465000e+01,-2.0000000e+00,-2.0000000e+00,2.2711237e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2711184e-09,-5.3929851e-01,1.0477860e-01,-1.9687193e+00,-4.0920813e-05,-5.3929856e-01,1.0373316e-01
2.4470000e+01,-2.0000000e+00,-2.0000000e+00,2.2710793e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2710775e-09,-5.3929851e-01,1.0477860e-01,-1.9687383e+00,-4.0894200e-05,-5.3929856e-01,1.0373379e-01
2.4475000e+01,-2.0000000e+00,-2.0000000e+00,2.2710314e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2710296e-09,-5.3929851e-01,1.0477860e-01,-1.9687574e+00,-4.0870952e-05,-5.3929856e-01,1.0373443e-01
2.4480000e+01,-2.0000000e+00,-2.0000000e+00,2.2709870e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2709887e-09,-5.3929851e-01,1.0477860e-01,-1.9687764e+00,-4.0844371e-05,-5.3929856e-01,1.0373507e-01
2.4485000e+01,-2.0000000e+00,-2.0000000e+00,2.2709408e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2709408e-09,-5.3929851e-01,1.0477860e-01,-1.9687954e+00,-4.0821151e-05,-5.3929856e-01,1.0373570e-01
2.4490000e+01,-2.0000000e+00,-2.0000000e+00,2.2708946e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2708946e-09,-5.3929851e-01,1.0477860e-01,-1.9688145e+00,-4.0794603e-05,-5.3929856e-01,1.0373634e-01
2.4495000e+01,-2.0000000e+00,-2.0000000e+00,2.2708502e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2708502e-09,-5.3929851e-01,1.0477860e-01,-1.9688335e+00,-4.0771411e-05,-5.3929856e-01,1.0373697e-01
2.4500000e+01,-2.0000000e+00,-2.0000000e+00,2.2708040e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2708004e-09,-5.3929851e-01,1.0477860e-01,-1.9688525e+00,-4.0744895e-05,-5.3929856e-01,1.0373761e-01
2.4505000e+01,-2.0000000e+00,-2.0000000e+00,2.2707614e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2707631e-09,-5.3929851e-01,1.0477860e-01,-1.9688714e+00,-4.0721732e-05,-5.3929856e-01,1.0373824e-01
2.4510000e+01,-2.0000000e+00,-2.0000000e+00,2.2707116e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2707152e-09,-5.3929851e-01,1.0477860e-01,-1.9688904e+00,-4.0695248e-05,-5.3929856e-01,1.0373888e-01
2.4515000e+01,-2.0000000e+00,-2.0000000e+00,2.2706672e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2706672e-09,-5.3929851e-01,1.0477860e-01,-1.9689094e+00,-4.0672113e-05,-5.3929856e-01,1.0373951e-01
2.4520000e+01,-2.0000000e+00,-2.0000000e+00,2.2706210e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2706210e-09,-5.3929851e-01,1.0477860e-01,-1.9689283e+00,-4.0645662e-05,-5.3929856e-01,1.0374014e-01
2.4525000e+01,-2.0000000e+00,-2.0000000e+00,2.2705784e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2705784e-09,-5.3929851e-01,1.0477860e-01,-1.9689473e+00,-4.0622555e-05,-5.3929856e-01,1.0374078e-01
2.4530000e+01,-2.0000000e+00,-2.0000000e+00,2.2705304e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2705287e-09,-5.3929851e-01,1.0477860e-01,-1.9689662e+00,-4.0596136e-05,-5.3929856e-01,1.0374141e-01
2.4535000e+01,-2.0000000e+00,-2.0000000e+00,2.2704825e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2704789e-09,-5.3929851e-01,1.0477860e-01,-1.9689851e+00,-4.0573057e-05,-5.3929856e-01,1.0374204e-01
2.4540000e+01,-2.0000000e+00,-2.0000000e+00,2.2704416e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2704398e-09,-5.3929851e-01,1.0477860e-01,-1.9690040e+00,-4.0546670e-05,-5.3929856e-01,1.0374267e-01
2.4545000e+01,-2.0000000e+00,-2.0000000e+00,2.2703954e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2703937e-09,-5.3929851e-01,1.0477860e-01,-1.9690229e+00,-4.0523620e-05,-5.3929856e-01,1.0374330e-01
2.4550000e+01,-2.0000000e+00,-2.0000000e+00,2.2703510e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2703528e-09,-5.3929851e-01,1.0477860e-01,-1.9690418e+00,-4.0497265e-05,-5.3929856e-01,1.0374394e-01
2.4555000e+01,-2.0000000e+00,-2.0000000e+00,2.2702977e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2703013e-09,-5.3929851e-01,1.0477860e-01,-1.9690606e+00,-4.0474242e-05,-5.3929856e-01,1.0374457e-01
2.4560000e+01,-2.0000000e+00,-2.0000000e+00,2.2702569e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2702604e-09,-5.3929851e-01,1.0477860e-01,-1.9690795e+00,-4.0447919e-05,-5.3929856e-01,1.0374520e-01
2.4565000e+01,-2.0000000e+00,-2.0000000e+00,2.2702142e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2702142e-09,-5.3929851e-01,1.0477860e-01,-1.9690983e+00,-4.0424925e-05,-5.3929856e-01,1.0374583e-01
2.4570000e+01,-2.0000000e+00,-2.0000000e+00,2.2701698e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2701681e-09,-5.3929851e-01,1.0477860e-01,-1.9691172e+00,-4.0398634e-05,-5.3929856e-01,1.0374646e-01
2.4575000e+01,-2.0000000e+00,-2.0000000e+00,2.2701236e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2701236e-09,-5.3929851e-01,1.0477860e-01,-1.9691360e+00,-4.0375668e-05,-5.3929856e-01,1.0374708e-01
2.4580000e+01,-2.0000000e+00,-2.0000000e+00,2.2700775e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2700739e-09,-5.3929851e-01,1.0477860e-01,-1.9691548e+00,-4.0349409e-05,-5.3929856e-01,1.0374771e-01
2.4585000e+01,-2.0000000e+00,-2.0000000e+00,2.2700313e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2700313e-09,-5.3929851e-01,1.0477860e-01,-1.9691736e+00,-4.0326471e-05,-5.3929856e-01,1.0374834e-01
2.4590000e+01,-2.0000000e+00,-2.0000000e+00,2.2699851e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2699833e-09,-5.3929851e-01,1.0477860e-01,-1.9691924e+00,-4.0300244e-05,-5.3929856e-01,1.0374897e-01
2.4595000e+01,-2.0000000e+00,-2.0000000e+00,2.2699389e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2699371e-09,-5.3929851e-01,1.0477860e-01,-1.9692111e+00,-4.0277334e-05,-5.3929856e-01,1.0374960e-01
2.4600000e+01,-2.0000000e+00,-2.0000000e+00,2.2698963e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2698963e-09,-5.3929851e-01,1.0477860e-01,-1.9692299e+00,-4.0251139e-05,-5.3929856e-01,1.0375022e-01
2.4605000e+01,-2.0000000e+00,-2.0000000e+00,2.2698483e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2698448e-09,-5.3929851e-01,1.0477860e-01,-1.9692487e+00,-4.0228257e-05,-5.3929856e-01,1.0375085e-01
2.4610000e+01,-2.0000000e+00,-2.0000000e+00,2.2698057e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2698057e-09,-5.3929851e-01,1.0477860e-01,-1.9692674e+00,-4.0202094e-05,-5.3929856e-01,1.0375148e-01
2.4615000e+01,-2.0000000e+00,-2.0000000e+00,2.2697613e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2697577e-09,-5.3929851e-01,1.0477860e-01,-1.9692861e+00,-4.0179239e-05,-5.3929856e-01,1.0375210e-01
2.4620000e+01,-2.0000000e+00,-2.0000000e+00,2.2697133e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2697133e-09,-5.3929851e-01,1.0477860e-01,-1.9693048e+00,-4.0153108e-05,-5.3929856e-01,1.0375273e-01
2.4625000e+01,-2.0000000e+00,-2.0000000e+00,2.2696724e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2696707e-09,-5.3929851e-01,1.0477860e-01,-1.9693236e+00,-4.0130281e-05,-5.3929856e-01,1.0375335e-01
2.4630000e+01,-2.0000000e+00,-2.0000000e+00,2.2696227e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2696263e-09,-5.3929851e-01,1.0477860e-01,-1.9693422e+00,-4.0104182e-05,-5.3929856e-01,1.0375398e-01
2.4635000e+01,-2.0000000e+00,-2.0000000e+00,2.2695783e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2695765e-09,-5.3929851e-01,1.0477860e-01,-1.9693609e+00,-4.0081383e-05,-5.3929856e-01,1.0375460e-01
2.4640000e+01,-2.0000000e+00,-2.0000000e+00,2.2695321e-09,-5.3929851e-01,1.0477860e-01,-2.0000000e+00,2.2695286e-09,-5.3929851e-01,1.0477860e-01,-1.9693796e+00,-4.0055316e-05,-5.3929856e-01,1.0375523e-01
