w_rad_s,ratio12_nominal,cond_nominal,sigmax_nominal,sigmin_nominal,ratio12_light_load_0p5A,cond_light_load_0p5A,sigmax_light_load_0p5A,sigmin_light_load_0p5A,ratio12_fc_cruise_r0p85,cond_fc_cruise_r0p85,sigmax_fc_cruise_r0p85,sigmin_fc_cruise_r0p85
2.61661380e+03,2.13425936e-01,1.23690326e+03,2.98485744e+00,2.41316968e-03,3.41481498e+00,1.49781218e+04,1.03868630e+01,6.93468994e-04,1.41974644e-01,9.25260819e+02,2.26043021e+00,2.44301949e-03
2.67765077e+03,2.09478521e-01,1.26350106e+03,2.92235322e+00,2.31290129e-03,3.35165634e+00,1.48073999e+04,1.00042447e+01,6.75624670e-04,1.39348755e-01,9.45983193e+02,2.21406264e+00,2.34048834e-03
2.74011153e+03,2.05594278e-01,1.29059836e+03,2.86059571e+00,2.21648794e-03,3.28950845e+00,1.46372869e+04,9.63365790e+00,6.58158714e-04,1.36764889e-01,9.67088339e+02,2.16818977e+00,2.24197696e-03
2.80402929e+03,2.01773742e-01,1.31819888e+03,2.79959714e+00,2.12380483e-03,3.22837987e+00,1.44680125e+04,9.27490585e+00,6.41062888e-04,1.34223402e-01,9.88578718e+02,2.12282401e+00,2.14734950e-03
2.86943805e+03,1.98017354e-01,1.34630593e+03,2.73936836e+00,2.03472948e-03,3.16827766e+00,1.42997954e+04,8.92777976e+00,6.24329198e-04,1.31724588e-01,1.01045651e+03,2.07797664e+00,2.05647310e-03
2.93637257e+03,1.94325466e-01,1.37492242e+03,2.67991887e+00,1.94914188e-03,3.10920746e+00,1.41328431e+04,8.59206035e+00,6.07949885e-04,1.29268680e-01,1.03272362e+03,2.03365789e+00,1.96921795e-03
3.00486846e+03,1.90698346e-01,1.40405083e+03,2.62125688e+00,1.86692449e-03,3.05117353e+00,1.39673522e+04,8.26751916e+00,5.91917425e-04,1.26855856e-01,1.05538160e+03,1.98987693e+00,1.88545729e-03
3.07496213e+03,1.87136178e-01,1.43369316e+03,2.56338937e+00,1.78796233e-03,2.99417884e+00,1.38035080e+04,7.95391980e+00,5.76224523e-04,1.24486240e-01,1.07843169e+03,1.94664198e+00,1.80506748e-03
3.14669085e+03,1.83639071e-01,1.46385093e+03,2.50632217e+00,1.71214304e-03,2.93822513e+00,1.36414847e+04,7.65101919e+00,5.60864109e-04,1.22159903e-01,1.10187476e+03,1.90396026e+00,1.72792800e-03
3.22009277e+03,1.80207060e-01,1.49452509e+03,2.45005998e+00,1.63935688e-03,2.88331295e+00,1.34814459e+04,7.35856869e+00,5.45829337e-04,1.19876870e-01,1.12571127e+03,1.86183808e+00,1.65392151e-03
3.29520691e+03,1.76840111e-01,1.52571606e+03,2.39460643e+00,1.56949678e-03,2.82944177e+00,1.33235441e+04,7.07631519e+00,5.31113578e-04,1.17637117e-01,1.14994129e+03,1.82028089e+00,1.58293377e-03
3.37207322e+03,1.73538124e-01,1.55742363e+03,2.33996418e+00,1.50245837e-03,2.77660999e+00,1.31679215e+04,6.80400216e+00,5.16710415e-04,1.15440578e-01,1.17456442e+03,1.77929328e+00,1.51485373e-03
3.45073256e+03,1.70300940e-01,1.58964700e+03,2.28613493e+00,1.43814000e-03,2.72481503e+00,1.30147095e+04,6.54137057e+00,5.02613643e-04,1.13287147e-01,1.19957980e+03,1.73887905e+00,1.44957347e-03
3.53122677e+03,1.67128338e-01,1.62238464e+03,2.23311951e+00,1.37644271e-03,2.67405340e+00,1.28640298e+04,6.28815983e+00,4.88817260e-04,1.11176677e-01,1.22498609e+03,1.69904124e+00,1.38698819e-03
3.61359864e+03,1.64020046e-01,1.65563437e+03,2.18091791e+00,1.31727025e-03,2.62432073e+00,1.27159939e+04,6.04410858e+00,4.75315467e-04,1.09108987e-01,1.25078140e+03,1.65978219e+00,1.32699622e-03
3.69789198e+03,1.60975739e-01,1.68939325e+03,2.12952938e+00,1.26052912e-03,2.57561183e+00,1.25707036e+04,5.80895552e+00,4.62102658e-04,1.07083861e-01,1.27696331e+03,1.62110356e+00,1.26949893e-03
3.78415160e+03,1.57995048e-01,1.72365756e+03,2.07895243e+00,1.20612846e-03,2.52792077e+00,1.24282512e+04,5.58244007e+00,4.49173418e-04,1.05101054e-01,1.30352881e+03,1.58300638e+00,1.21440076e-03
3.87242337e+03,1.55077555e-01,1.75842278e+03,2.02918494e+00,1.15398012e-03,2.48124088e+00,1.22887200e+04,5.36430305e+00,4.36522520e-04,1.03160287e-01,1.33047428e+03,1.54549111e+00,1.16160916e-03
3.96275423e+03,1.52222805e-01,1.79368355e+03,1.98022416e+00,1.10399862e-03,2.43556488e+00,1.21521845e+04,5.15428726e+00,4.24144916e-04,1.01261257e-01,1.35779549e+03,1.50855766e+00,1.11103452e-03
4.05519222e+03,1.49430302e-01,1.82943365e+03,1.93206682e+00,1.05610106e-03,2.39088483e+00,1.20187102e+04,4.95213805e+00,4.12035731e-04,9.94036356e-02,1.38548754e+03,1.47220542e+00,1.06259016e-03
4.14978648e+03,1.46699516e-01,1.86566592e+03,1.88470911e+00,1.01020719e-03,2.34719226e+00,1.18883547e+04,4.75760377e+00,4.00190260e-04,9.75870695e-02,1.41354483e+03,1.43643334e+00,1.01619228e-03
4.24658731e+03,1.44029885e-01,1.90237228e+03,1.83814681e+00,9.66239273e-04,2.30447816e+00,1.17611674e+04,4.57043625e+00,3.88603963e-04,9.58111843e-02,1.44196108e+03,1.40123991e+00,9.71759874e-04
4.34564618e+03,1.41420815e-01,1.93954370e+03,1.79237526e+00,9.24122129e-04,2.26273304e+00,1.16371898e+04,4.39039115e+00,3.77272453e-04,9.40755856e-02,1.47072927e+03,1.36662328e+00,9.29214714e-04
4.44701577e+03,1.38871686e-01,1.97717014e+03,1.74738944e+00,8.83783041e-04,2.22194697e+00,1.15164563e+04,4.21722834e+00,3.66191495e-04,9.23798606e-02,1.49984163e+03,1.33258119e+00,8.88481263e-04
4.55074998e+03,1.36381852e-01,2.01524054e+03,1.70318402e+00,8.45151728e-04,2.18210963e+00,1.13989937e+04,4.05071219e+00,3.55356997e-04,9.07235795e-02,1.52928962e+03,1.29911109e+00,8.49486631e-04
4.65690396e+03,1.33950643e-01,2.05374280e+03,1.65975340e+00,8.08160298e-04,2.14321029e+00,1.12848224e+04,3.89061182e+00,3.44765004e-04,8.91062974e-02,1.55906392e+03,1.26621015e+00,8.12160508e-04
4.76553417e+03,1.31577370e-01,2.09266378e+03,1.61709170e+00,7.72743197e-04,2.10523792e+00,1.11739556e+04,3.73670136e+00,3.34411688e-04,8.75275548e-02,1.58915440e+03,1.23387526e+00,7.76435104e-04
4.87669836e+03,1.29261323e-01,2.13198925e+03,1.57519287e+00,7.38837156e-04,2.06818117e+00,1.10664007e+04,3.58876011e+00,3.24293346e-04,8.59868800e-02,1.61955011e+03,1.20210310e+00,7.42245082e-04
4.99045565e+03,1.27001775e-01,2.17170388e+03,1.53405067e+00,7.06381144e-04,2.03202839e+00,1.09621587e+04,3.44657269e+00,3.14406386e-04,8.44837892e-02,1.65023928e+03,1.17089015e+00,7.09527498e-04
5.10686652e+03,1.24797983e-01,2.21179127e+03,1.49365871e+00,6.75316307e-04,1.99676772e+00,1.08612248e+04,3.30992922e+00,3.04747327e-04,8.30177886e-02,1.68120931e+03,1.14023270e+00,6.78221735e-04
5.22599287e+03,1.22649190e-01,2.25223391e+03,1.45401050e+00,6.45585920e-04,1.96238705e+00,1.07635887e+04,3.17862536e+00,2.95312785e-04,8.15883745e-02,1.71244677e+03,1.11012690e+00,6.48269437e-04
5.34789804e+03,1.20554628e-01,2.29301318e+03,1.41509945e+00,6.17135330e-04,1.92887405e+00,1.06692349e+04,3.05246241e+00,2.86099466e-04,8.01950352e-02,1.74393737e+03,1.08056879e+00,6.19614444e-04
5.47264686e+03,1.18513515e-01,2.33410939e+03,1.37691890e+00,5.89911898e-04,1.89621624e+00,1.05781427e+04,2.93124736e+00,2.77104161e-04,7.88372512e-02,1.77566603e+03,1.05155427e+00,5.92202731e-04
5.60030566e+03,1.16525060e-01,2.37550174e+03,1.33946216e+00,5.63864945e-04,1.86440096e+00,1.04902866e+04,2.81479291e+00,2.68323739e-04,7.75144965e-02,1.80761680e+03,1.02307918e+00,5.65982337e-04
5.73094232e+03,1.14588464e-01,2.41716840e+03,1.30272251e+00,5.38945697e-04,1.83341543e+00,1.04056365e+04,2.70291749e+00,2.59755133e-04,7.62262392e-02,1.83977296e+03,9.95139280e-01,5.40903308e-04
5.86462630e+03,1.12702920e-01,2.45908646e+03,1.26669321e+00,5.15107228e-04,1.80324672e+00,1.03241581e+04,2.59544522e+00,2.51395338e-04,7.49719422e-02,1.87211697e+03,9.67730266e-01,5.16917631e-04
6.00142868e+03,1.10867613e-01,2.50123202e+03,1.23136755e+00,4.92304406e-04,1.77388181e+00,1.02458130e+04,2.49220593e+00,2.43241403e-04,7.37510642e-02,1.90463052e+03,9.40847798e-01,4.93979168e-04
6.14142222e+03,1.09081724e-01,2.54358020e+03,1.19673880e+00,4.70493835e-04,1.74530758e+00,1.01705588e+04,2.39303506e+00,2.35290421e-04,7.25630598e-02,1.93729456e+03,9.14487502e-01,4.72043601e-04
6.28468134e+03,1.07344428e-01,2.58610515e+03,1.16280029e+00,4.49633803e-04,1.71751085e+00,1.00983494e+04,2.29777362e+00,2.27539524e-04,7.14073805e-02,1.97008933e+03,8.88644983e-01,4.51068369e-04
6.43128222e+03,1.05654898e-01,2.62878017e+03,1.12954538e+00,4.29684227e-04,1.69047836e+00,1.00291356e+04,2.20626817e+00,2.19985874e-04,7.02834753e-02,2.00299439e+03,8.63315829e-01,4.31012605e-04
6.58130282e+03,1.04012300e-01,2.67157770e+03,1.09696744e+00,4.10606602e-04,1.66419680e+00,9.96286482e+03,2.11837066e+00,2.12626659e-04,6.91907910e-02,2.03598864e+03,8.38495621e-01,4.11837083e-04
6.73482291e+03,1.02415802e-01,2.71446941e+03,1.06505993e+00,3.92363946e-04,1.63865283e+00,9.89948142e+03,2.03393838e+00,2.05459083e-04,6.81287726e-02,2.06905041e+03,8.14179935e-01,3.93504157e-04
6.89192411e+03,1.00864567e-01,2.75742624e+03,1.03381631e+00,3.74920747e-04,1.61383307e+00,9.83892717e+03,1.95283387e+00,1.98480366e-04,6.70968641e-02,2.10215747e+03,7.90364344e-01,3.75977706e-04
7.05268996e+03,9.93577583e-02,2.80041852e+03,1.00323011e+00,3.58242919e-04,1.58972413e+00,9.78114127e+03,1.87492479e+00,1.91687733e-04,6.60945088e-02,2.13528713e+03,7.67044425e-01,3.59223082e-04
7.21720595e+03,9.78945382e-02,2.84341599e+03,9.73294886e-01,3.42297747e-04,1.56631261e+00,9.72606060e+03,1.80008381e+00,1.85078408e-04,6.51211493e-02,2.16841625e+03,7.44215752e-01,3.43207054e-04
7.38555956e+03,9.64740691e-02,2.88638793e+03,9.44004251e-01,3.27053839e-04,1.54358511e+00,9.67361996e+03,1.72818850e+00,1.78649617e-04,6.41762286e-02,2.20152132e+03,7.21873899e-01,3.27897755e-04
7.55784030e+03,9.50955140e-02,2.92930322e+03,9.15351835e-01,3.12481081e-04,1.52152822e+00,9.62375230e+03,1.65912119e+00,1.72398576e-04,6.32591897e-02,2.23457856e+03,7.00014436e-01,3.13264635e-04
7.73413979e+03,9.37580369e-02,2.97213045e+03,8.87331298e-01,2.98550590e-04,1.50012859e+00,9.57638888e+03,1.59276885e+00,1.66322491e-04,6.23694767e-02,2.26756394e+03,6.78632928e-01,2.99278409e-04
7.91455175e+03,9.24608034e-02,3.01483801e+03,8.59936319e-01,2.85234668e-04,1.47937285e+00,9.53145954e+03,1.52902295e+00,1.60418554e-04,6.15065344e-02,2.30045329e+03,6.57724926e-01,2.85911011e-04
8.09917214e+03,9.12029811e-02,3.05739418e+03,8.33160586e-01,2.72506761e-04,1.45924770e+00,9.48889286e+03,1.46777934e+00,1.54683941e-04,6.06698092e-02,2.33322236e+03,6.37285967e-01,2.73135547e-04
8.28809911e+03,8.99837402e-02,3.09976726e+03,8.06997787e-01,2.60341413e-04,1.43973984e+00,9.44861642e+03,1.40893809e+00,1.49115810e-04,5.98587489e-02,2.36584692e+03,6.17311562e-01,2.60926249e-04
8.48143312e+03,8.88022537e-02,3.14192564e+03,7.81441601e-01,2.48714225e-04,1.42083606e+00,9.41055699e+03,1.35240336e+00,1.43711298e-04,5.90728036e-02,2.39830280e+03,5.97797197e-01,2.49258433e-04
8.67927698e+03,8.76576982e-02,3.18383795e+03,7.56485685e-01,2.37601818e-04,1.40252317e+00,9.37464069e+03,1.29808327e+00,1.38467522e-04,5.83114253e-02,2.43056602e+03,5.78738318e-01,2.38108455e-04
8.88173588e+03,8.65492538e-02,3.22547311e+03,7.32123664e-01,2.26981791e-04,1.38478806e+00,9.34079327e+03,1.24588975e+00,1.33381578e-04,5.75740688e-02,2.46261283e+03,5.60130331e-01,2.27453673e-04
9.08891748e+03,8.54761050e-02,3.26680050e+03,7.08349121e-01,2.16832684e-04,1.36761768e+00,9.30894023e+03,1.19573839e+00,1.28450539e-04,5.68601916e-02,2.49441981e+03,5.41968589e-01,2.17272404e-04
9.30093194e+03,8.44374411e-02,3.30779002e+03,6.85155584e-01,2.07133941e-04,1.35099906e+00,9.27900707e+03,1.14754834e+00,1.23671458e-04,5.61692543e-02,2.52596398e+03,5.24248387e-01,2.07543888e-04
9.51789200e+03,8.34324562e-02,3.34841220e+03,6.62536516e-01,1.97865877e-04,1.33491930e+00,9.25091944e+03,1.10124211e+00,1.19041369e-04,5.55007209e-02,2.55722282e+03,5.06964954e-01,1.98248252e-04
9.73991302e+03,8.24603501e-02,3.38863832e+03,6.40485306e-01,1.89009639e-04,1.31936560e+00,9.22460333e+03,1.05674551e+00,1.14557285e-04,5.48540590e-02,2.58817438e+03,4.90113448e-01,1.89366471e-04
9.96711306e+03,8.15203283e-02,3.42844050e+03,6.18995255e-01,1.80547177e-04,1.30432525e+00,9.19998524e+03,1.01398744e+00,1.10216203e-04,5.42287401e-02,2.61879736e+03,4.73688945e-01,1.80880335e-04
1.01996129e+04,8.06116026e-02,3.46779178e+03,5.98059570e-01,1.72461211e-04,1.28978564e+00,9.17699238e+03,9.72899820e-01,1.06015106e-04,5.36242400e-02,2.64907117e+03,4.57686435e-01,1.72772419e-04
1.04375363e+04,7.97333917e-02,3.50666623e+03,5.77671355e-01,1.64735198e-04,1.27573427e+00,9.15555278e+03,9.33417421e-01,1.01950963e-04,5.30400388e-02,2.67897601e+03,4.42100819e-01,1.65026046e-04
1.06810095e+04,7.88849211e-02,3.54503901e+03,5.57823602e-01,1.57353304e-04,1.26215874e+00,9.13559546e+03,8.95477765e-01,9.80207332e-05,5.24756215e-02,2.70849290e+03,4.26926898e-01,1.57625260e-04
1.09301623e+04,7.80654241e-02,3.58288645e+03,5.38509187e-01,1.50300378e-04,1.24904679e+00,9.11705058e+03,8.59020991e-01,9.42213694e-05,5.19304777e-02,2.73760380e+03,4.12159374e-01,1.50554794e-04
1.11851269e+04,7.72741415e-02,3.62018615e+03,5.19720860e-01,1.43561916e-04,1.23638626e+00,9.09984959e+03,8.23989740e-01,9.05498197e-05,5.14041028e-02,2.76629158e+03,3.97792843e-01,1.43800041e-04
1.14460390e+04,7.65103226e-02,3.65691698e+03,5.01451244e-01,1.37124044e-04,1.22416516e+00,9.08392530e+03,7.90329040e-01,8.70030316e-05,5.08959972e-02,2.79454014e+03,3.83821792e-01,1.37347032e-04
1.17130373e+04,7.57732254e-02,3.69305921e+03,4.83692834e-01,1.30973485e-04,1.21237161e+00,9.06921203e+03,7.57986194e-01,8.35779550e-05,5.04056673e-02,2.82233442e+03,3.70240603e-01,1.31182400e-04
1.19862639e+04,7.50621167e-02,3.72859448e+03,4.66437989e-01,1.25097538e-04,1.20099387e+00,9.05564571e+03,7.26910679e-01,8.02715458e-05,4.99326254e-02,2.84966043e+03,3.57043543e-01,1.25293365e-04
1.22658639e+04,7.43762727e-02,3.76350592e+03,4.49678936e-01,1.19484052e-04,1.19002036e+00,9.04316396e+03,6.97054035e-01,7.70807693e-05,4.94763901e-02,2.87650530e+03,3.44224773e-01,1.19667700e-04
1.25519860e+04,7.37149795e-02,3.79777809e+03,4.33407771e-01,1.14121405e-04,1.17943967e+00,9.03170620e+03,6.68369775e-01,7.40026037e-05,4.90364864e-02,2.90285728e+03,3.31778343e-01,1.14293715e-04
1.28447824e+04,7.30775331e-02,3.83139708e+03,4.17616458e-01,1.08998480e-04,1.16924053e+00,9.02121367e+03,6.40813287e-01,7.10340438e-05,4.86124460e-02,2.92870577e+03,3.19698196e-01,1.09160230e-04
1.31444088e+04,7.24632400e-02,3.86435046e+03,4.02296836e-01,1.04104646e-04,1.15941184e+00,9.01162953e+03,6.14341747e-01,6.81721041e-05,4.82038075e-02,2.95404132e+03,3.07978172e-01,1.04256555e-04
1.34510245e+04,7.18714171e-02,3.89662734e+03,3.87440620e-01,9.94297340e-05,1.14994267e+00,9.00289890e+03,5.88914030e-01,6.54138224e-05,4.78101166e-02,2.97885566e+03,2.96612012e-01,9.95724686e-05
1.37647926e+04,7.13013927e-02,3.92821832e+03,3.73039409e-01,9.49640216e-05,1.14082228e+00,8.99496887e+03,5.64490632e-01,6.27562630e-05,4.74309265e-02,3.00314166e+03,2.85593360e-01,9.50981981e-05
1.40858798e+04,7.07525062e-02,3.95911552e+03,3.59084695e-01,9.06982111e-05,1.13204010e+00,8.98778860e+03,5.41033594e-01,6.01965198e-05,4.70657976e-02,3.02689333e+03,2.74915773e-01,9.08244006e-05
1.44144569e+04,7.02241083e-02,3.98931252e+03,3.45567864e-01,8.66234126e-05,1.12358573e+00,8.98130924e+03,5.18506427e-01,5.77317196e-05,4.67142981e-02,3.05010584e+03,2.64572721e-01,8.67421445e-05
1.47506986e+04,6.97155619e-02,4.01880437e+03,3.32480212e-01,8.27311264e-05,1.11544899e+00,8.97548403e+03,4.96874043e-01,5.53590248e-05,4.63760042e-02,3.07277545e+03,2.54557603e-01,8.28428914e-05
1.50947837e+04,6.92262417e-02,4.04758754e+03,3.19812951e-01,7.90132265e-05,1.10761987e+00,8.97026822e+03,4.76102691e-01,5.30756360e-05,4.60504999e-02,3.09489954e+03,2.44863747e-01,7.91184798e-05
1.54468953e+04,6.87555344e-02,4.07565990e+03,3.07557220e-01,7.54619442e-05,1.10008855e+00,8.96561915e+03,4.56159896e-01,5.08787948e-05,4.57373773e-02,3.11647652e+03,2.35484420e-01,7.55611082e-05
1.58072204e+04,6.83028395e-02,4.10302064e+03,2.95704095e-01,7.20698532e-05,1.09284543e+00,8.96149614e+03,4.37014401e-01,4.87657858e-05,4.54362367e-02,3.13750586e+03,2.26412839e-01,7.21633201e-05
1.61759507e+04,6.78675686e-02,4.12967025e+03,2.84244603e-01,6.88298545e-05,1.08588110e+00,8.95786054e+03,4.18636112e-01,4.67339394e-05,4.51466869e-02,3.15798799e+03,2.17642180e-01,6.89179884e-05
1.65532822e+04,6.74491463e-02,4.15561050e+03,2.73169732e-01,6.57351627e-05,1.07918634e+00,8.95467566e+03,4.00996045e-01,4.47806331e-05,4.48683451e-02,3.17792433e+03,2.09165583e-01,6.58183020e-05
1.69394157e+04,6.70470097e-02,4.18084429e+03,2.62470443e-01,6.27792917e-05,1.07275216e+00,8.95190675e+03,3.84066284e-01,4.29032936e-05,4.46008369e-02,3.19731717e+03,2.00976167e-01,6.28577511e-05
1.73345564e+04,6.66606091e-02,4.20537571e+03,2.52137685e-01,5.99560426e-05,1.06656975e+00,8.94952096e+03,3.67819928e-01,4.10993985e-05,4.43437965e-02,3.21616971e+03,1.93067036e-01,6.00301146e-05
1.77389144e+04,6.62894075e-02,4.22920987e+03,2.42162403e-01,5.72594908e-05,1.06063052e+00,8.94748726e+03,3.52231055e-01,3.93664774e-05,4.40968667e-02,3.23448592e+03,1.85431291e-01,5.73294477e-05
1.81527048e+04,6.59328809e-02,4.25235291e+03,2.32535555e-01,5.46839738e-05,1.05492610e+00,8.94577646e+03,3.37274679e-01,3.77021135e-05,4.38596991e-02,3.25227058e+03,1.78062039e-01,5.47500692e-05
1.85761475e+04,6.55905185e-02,4.27481191e+03,2.23248121e-01,5.22240806e-05,1.04944830e+00,8.94436106e+03,3.22926711e-01,3.61039440e-05,4.36319536e-02,3.26952916e+03,1.70952401e-01,5.22865505e-05
1.90094677e+04,6.52618221e-02,4.29659481e+03,2.14291118e-01,4.98746398e-05,1.04418915e+00,8.94321530e+03,3.09163927e-01,3.45696616e-05,4.34132991e-02,3.28626781e+03,1.64095525e-01,4.99337044e-05
1.94528959e+04,6.49463069e-02,4.31771037e+03,2.05655610e-01,4.76307098e-05,1.03914091e+00,8.94231499e+03,2.95963932e-01,3.30970149e-05,4.32034129e-02,3.30249331e+03,1.57484593e-01,4.76865742e-05
1.99066678e+04,6.46435009e-02,4.33816810e+03,1.97332719e-01,4.54875685e-05,1.03429601e+00,8.94163754e+03,2.83305132e-01,3.16838086e-05,4.30019810e-02,3.31821300e+03,1.51112827e-01,4.55404242e-05
2.03710247e+04,6.43529449e-02,4.35797817e+03,1.89313638e-01,4.34407037e-05,1.02964712e+00,8.94116185e+03,2.71166700e-01,3.03279042e-05,4.28086981e-02,3.33343472e+03,1.44973507e-01,4.34907293e-05
2.08462135e+04,6.40741926e-02,4.37715137e+03,1.81589643e-01,4.14858039e-05,1.02518708e+00,8.94086825e+03,2.59528550e-01,2.90272201e-05,4.26232672e-02,3.34816680e+03,1.39059968e-01,4.15331663e-05
2.13324869e+04,6.38068102e-02,4.39569904e+03,1.74152099e-01,3.96187495e-05,1.02090896e+00,8.94073844e+03,2.48371313e-01,2.77797315e-05,4.24453999e-02,3.36241798e+03,1.33365617e-01,3.96636045e-05
2.18301035e+04,6.35503769e-02,4.41363300e+03,1.66992472e-01,3.78356042e-05,1.01680603e+00,8.94075543e+03,2.37676307e-01,2.65834704e-05,4.22748159e-02,3.37619739e+03,1.27883934e-01,3.78780976e-05
2.23393278e+04,6.33044839e-02,4.43096552e+03,1.60102338e-01,3.61326074e-05,1.01287174e+00,8.94090348e+03,2.27425517e-01,2.54365253e-05,4.21112436e-02,3.38951445e+03,1.22608484e-01,3.61728755e-05
2.28604306e+04,6.30687350e-02,4.44770920e+03,1.53473392e-01,3.45061660e-05,1.00909976e+00,8.94116800e+03,2.17601571e-01,2.43370409e-05,4.19544194e-02,3.40237889e+03,1.17532920e-01,3.45443362e-05
2.33936890e+04,6.28427460e-02,4.46387699e+03,1.47097455e-01,3.29528470e-05,1.00548394e+00,8.94153555e+03,2.08187718e-01,2.32832176e-05,4.18040875e-02,3.41480068e+03,1.12650992e-01,3.29890388e-05
2.39393866e+04,6.26261446e-02,4.47948208e+03,1.40966482e-01,3.14693707e-05,1.00201831e+00,8.94199372e+03,1.99167807e-01,2.22733110e-05,4.16600006e-02,3.42678997e+03,1.07956549e-01,3.15036960e-05
2.44978135e+04,6.24185706e-02,4.49453788e+03,1.35072567e-01,3.00526040e-05,9.98697130e-01,8.94253110e+03,1.90526268e-01,2.13056310e-05,4.15219187e-02,3.43835709e+03,1.03443549e-01,3.00851675e-05
2.50692667e+04,6.22196750e-02,4.50905795e+03,1.29407950e-01,2.86995535e-05,9.95514801e-01,8.94313721e+03,1.82248094e-01,2.03785417e-05,4.13896099e-02,3.44951246e+03,9.91060571e-02,2.87304534e-05
2.56540500e+04,6.20291205e-02,4.52305597e+03,1.23965021e-01,2.74073596e-05,9.92465928e-01,8.94380246e+03,1.74318820e-01,1.94904596e-05,4.12628497e-02,3.46026663e+03,9.49382565e-02,2.74366882e-05
2.62524744e+04,6.18465807e-02,4.53654570e+03,1.18736329e-01,2.61732905e-05,9.89545292e-01,8.94451806e+03,1.66724508e-01,1.86398536e-05,4.11414211e-02,3.47063016e+03,9.09344470e-02,2.62011343e-05
2.68648580e+04,6.16717404e-02,4.54954093e+03,1.13714577e-01,2.49947367e-05,9.86747846e-01,8.94527602e+03,1.59451727e-01,1.78252439e-05,4.10251143e-02,3.48061368e+03,8.70890505e-02,2.50211769e-05
2.74915265e+04,6.15042948e-02,4.56205542e+03,1.08892637e-01,2.38692051e-05,9.84068717e-01,8.94606904e+03,1.52487540e-01,1.70452005e-05,4.09137265e-02,3.49022777e+03,8.33966127e-02,2.38943181e-05
2.81328131e+04,6.13439498e-02,4.57410294e+03,1.04263542e-01,2.27943146e-05,9.81503198e-01,8.94689051e+03,1.45819487e-01,1.62983427e-05,4.08070623e-02,3.49948302e+03,7.98518058e-02,2.28181721e-05
2.87890589e+04,6.11904216e-02,4.58569715e+03,9.98204943e-02,2.17677904e-05,9.79046746e-01,8.94773443e+03,1.39435569e-01,1.55833379e-05,4.07049326e-02,3.50838993e+03,7.64494297e-02,2.17904598e-05
2.94606126e+04,6.10434362e-02,4.59685162e+03,9.55568668e-02,2.07874595e-05,9.76694978e-01,8.94859540e+03,1.33324233e-01,1.48989006e-05,4.06071554e-02,3.51695895e+03,7.31844138e-02,2.08090043e-05
3.01478316e+04,6.09027293e-02,4.60757980e+03,9.14662018e-02,1.98512464e-05,9.74443669e-01,8.94946852e+03,1.27474358e-01,1.42437909e-05,4.05135547e-02,3.52520041e+03,7.00518176e-02,1.98717263e-05
3.08510810e+04,6.07680464e-02,4.61789499e+03,8.75422131e-02,1.89571684e-05,9.72288742e-01,8.95034943e+03,1.21875242e-01,1.36168138e-05,4.04239613e-02,3.53312453e+03,6.70468314e-02,1.89766398e-05
3.15707350e+04,6.06391419e-02,4.62781031e+03,8.37787861e-02,1.81033319e-05,9.70226271e-01,8.95123420e+03,1.16516585e-01,1.30168179e-05,4.03382118e-02,3.54074141e+03,6.41647763e-02,1.81218476e-05
3.23071761e+04,6.05157796e-02,4.63733870e+03,8.01699774e-02,1.72879280e-05,9.68252473e-01,8.95211933e+03,1.11388482e-01,1.24426940e-05,4.02561490e-02,3.54806099e+03,6.14011043e-02,1.73055380e-05
3.30607959e+04,6.03977315e-02,4.64649286e+03,7.67100142e-02,1.65092289e-05,9.66363705e-01,8.95300173e+03,1.06481402e-01,1.18933744e-05,4.01776214e-02,3.55509305e+03,5.87513977e-02,1.65259803e-05
3.38319952e+04,6.02847787e-02,4.65528532e+03,7.33932932e-02,1.57655843e-05,9.64556459e-01,8.95387865e+03,1.01786182e-01,1.13678313e-05,4.01024832e-02,3.56184720e+03,5.62113682e-02,1.57815215e-05
3.46211841e+04,6.01767100e-02,4.66372832e+03,7.02143795e-02,1.50554180e-05,9.62827361e-01,8.95474766e+03,9.72940130e-02,1.08650759e-05,4.00305941e-02,3.56833286e+03,5.37768564e-02,1.50705829e-05
3.54287821e+04,6.00733227e-02,4.67183388e+03,6.71680047e-02,1.43772245e-05,9.61173163e-01,8.95560666e+03,9.29964256e-02,1.03841570e-05,3.99618190e-02,3.57455927e+03,5.14438299e-02,1.43916567e-05
3.62552187e+04,5.99744214e-02,4.67961376e+03,6.42490650e-02,1.37295658e-05,9.59590742e-01,8.95645381e+03,8.88852816e-02,9.92416011e-06,3.98960281e-02,3.58053547e+03,4.92083823e-02,1.37433026e-05
3.71009334e+04,5.98798185e-02,4.68707944e+03,6.14526193e-02,1.31110684e-05,9.58077095e-01,8.95728751e+03,8.49527611e-02,9.48420612e-06,3.98330966e-02,3.58627027e+03,4.70667315e-02,1.31241451e-05
3.79663758e+04,5.97893336e-02,4.69424215e+03,5.87738862e-02,1.25204206e-05,9.56629337e-01,8.95810642e+03,8.11913518e-02,9.06345025e-06,3.97729045e-02,3.59177231e+03,4.50152176e-02,1.25328706e-05
3.88520061e+04,5.97027933e-02,4.70111281e+03,5.62082420e-02,1.19563696e-05,9.55244693e-01,8.95890938e+03,7.75938387e-02,8.66108088e-06,3.97153364e-02,3.59704999e+03,4.30503011e-02,1.19682243e-05
