w_rad_s,ratio12_nominal,cond_nominal,sigmax_nominal,sigmin_nominal,ratio12_light_load_0p5A,cond_light_load_0p5A,sigmax_light_load_0p5A,sigmin_light_load_0p5A,ratio12_fc_cruise_r0p85,cond_fc_cruise_r0p85,sigmax_fc_cruise_r0p85,sigmin_fc_cruise_r0p85
1.00000000e-02,1.57101955e+00,2.12377472e+01,1.48253749e+02,6.98067208e+00,2.51363128e+01,5.10638949e+01,2.29883833e+02,4.50188598e+00,1.04506953e+00,2.75883434e+01,1.47950883e+02,5.36280418e+00
1.02332670e-02,1.57080544e+00,2.12344040e+01,1.48230393e+02,6.98067124e+00,2.51328870e+01,5.10571322e+01,2.29850489e+02,4.50182920e+00,1.04492710e+00,2.75839957e+01,1.47927563e+02,5.36280401e+00
1.04719754e-02,1.57058134e+00,2.12309047e+01,1.48205947e+02,6.98067036e+00,2.51293014e+01,5.10500540e+01,2.29815589e+02,4.50176975e+00,1.04477802e+00,2.75794449e+01,1.47903153e+02,5.36280384e+00
1.07162520e-02,1.57034678e+00,2.12272421e+01,1.48180361e+02,6.98066945e+00,2.51255485e+01,5.10426456e+01,2.29779060e+02,4.50170749e+00,1.04462199e+00,2.75746818e+01,1.47877604e+02,5.36280365e+00
1.09662268e-02,1.57010130e+00,2.12234087e+01,1.48153581e+02,6.98066849e+00,2.51216207e+01,5.10348920e+01,2.29740829e+02,4.50164230e+00,1.04445869e+00,2.75696965e+01,1.47850864e+02,5.36280346e+00
1.12220327e-02,1.56984437e+00,2.12193967e+01,1.48125552e+02,6.98066748e+00,2.51175099e+01,5.10267773e+01,2.29700815e+02,4.50157403e+00,1.04428778e+00,2.75644788e+01,1.47822877e+02,5.36280326e+00
1.14838057e-02,1.56957548e+00,2.12151976e+01,1.48096218e+02,6.98066643e+00,2.51132077e+01,5.10182847e+01,2.29658939e+02,4.50150254e+00,1.04410891e+00,2.75590180e+01,1.47793586e+02,5.36280305e+00
1.17516850e-02,1.56929408e+00,2.12108031e+01,1.48065518e+02,6.98066532e+00,2.51087053e+01,5.10093972e+01,2.29615113e+02,4.50142769e+00,1.04392172e+00,2.75533030e+01,1.47762931e+02,5.36280283e+00
1.20258131e-02,1.56899960e+00,2.12062041e+01,1.48033389e+02,6.98066417e+00,2.51039936e+01,5.10000964e+01,2.29569248e+02,4.50134930e+00,1.04372582e+00,2.75473220e+01,1.47730850e+02,5.36280260e+00
1.23063356e-02,1.56869143e+00,2.12013913e+01,1.47999767e+02,6.98066296e+00,2.50990629e+01,5.09903636e+01,2.29521252e+02,4.50126722e+00,1.04352082e+00,2.75410630e+01,1.47697278e+02,5.36280236e+00
1.25934018e-02,1.56836895e+00,2.11963548e+01,1.47964582e+02,6.98066169e+00,2.50939032e+01,5.09801790e+01,2.29471027e+02,4.50118127e+00,1.04330630e+00,2.75345131e+01,1.47662145e+02,5.36280211e+00
1.28871644e-02,1.56803151e+00,2.11910845e+01,1.47927763e+02,6.98066037e+00,2.50885042e+01,5.09695219e+01,2.29418470e+02,4.50109127e+00,1.04308183e+00,2.75276590e+01,1.47625381e+02,5.36280185e+00
1.31877794e-02,1.56767842e+00,2.11855696e+01,1.47889237e+02,6.98065898e+00,2.50828548e+01,5.09583710e+01,2.29363477e+02,4.50099703e+00,1.04284695e+00,2.75204870e+01,1.47586911e+02,5.36280157e+00
1.34954068e-02,1.56730898e+00,2.11797991e+01,1.47848924e+02,6.98065752e+00,2.50769438e+01,5.09467037e+01,2.29305934e+02,4.50089834e+00,1.04260119e+00,2.75129825e+01,1.47546658e+02,5.36280128e+00
1.38102101e-02,1.56692245e+00,2.11737612e+01,1.47806743e+02,6.98065600e+00,2.50707591e+01,5.09344966e+01,2.29245728e+02,4.50079501e+00,1.04234406e+00,2.75051303e+01,1.47504540e+02,5.36280098e+00
1.41323568e-02,1.56651803e+00,2.11674440e+01,1.47762611e+02,6.98065440e+00,2.50642885e+01,5.09217253e+01,2.29182737e+02,4.50068680e+00,1.04207504e+00,2.74969148e+01,1.47460473e+02,5.36280066e+00
1.44620180e-02,1.56609494e+00,2.11608346e+01,1.47716438e+02,6.98065273e+00,2.50575191e+01,5.09083643e+01,2.29116835e+02,4.50057350e+00,1.04179359e+00,2.74883194e+01,1.47414368e+02,5.36280033e+00
1.47993692e-02,1.56565232e+00,2.11539200e+01,1.47668132e+02,6.98065098e+00,2.50504372e+01,5.08943870e+01,2.29047891e+02,4.50045486e+00,1.04149915e+00,2.74793269e+01,1.47366134e+02,5.36279998e+00
1.51445897e-02,1.56518930e+00,2.11466863e+01,1.47617598e+02,6.98064915e+00,2.50430289e+01,5.08797656e+01,2.28975767e+02,4.50033063e+00,1.04119115e+00,2.74699195e+01,1.47315674e+02,5.36279961e+00
1.54978630e-02,1.56470496e+00,2.11391191e+01,1.47564733e+02,6.98064723e+00,2.50352794e+01,5.08644712e+01,2.28900321e+02,4.50020054e+00,1.04086895e+00,2.74600784e+01,1.47262887e+02,5.36279923e+00
1.58593770e-02,1.56419834e+00,2.11312035e+01,1.47509435e+02,6.98064523e+00,2.50271735e+01,5.08484737e+01,2.28821403e+02,4.50006433e+00,1.04053194e+00,2.74497842e+01,1.47207671e+02,5.36279883e+00
1.62293239e-02,1.56366845e+00,2.11229238e+01,1.47451593e+02,6.98064312e+00,2.50186952e+01,5.08317417e+01,2.28738858e+02,4.49992170e+00,1.04017945e+00,2.74390166e+01,1.47149914e+02,5.36279841e+00
1.66079005e-02,1.56311425e+00,2.11142639e+01,1.47391094e+02,6.98064092e+00,2.50098280e+01,5.08142424e+01,2.28652523e+02,4.49977236e+00,1.03981078e+00,2.74277543e+01,1.47089505e+02,5.36279797e+00
1.69953081e-02,1.56253466e+00,2.11052066e+01,1.47327820e+02,6.98063861e+00,2.50005545e+01,5.07959418e+01,2.28562231e+02,4.49961598e+00,1.03942523e+00,2.74159753e+01,1.47026324e+02,5.36279751e+00
1.73917525e-02,1.56192854e+00,2.10957343e+01,1.47261647e+02,6.98063620e+00,2.49908567e+01,5.07768043e+01,2.28467806e+02,4.49945224e+00,1.03902203e+00,2.74036566e+01,1.46960249e+02,5.36279703e+00
1.77974448e-02,1.56129474e+00,2.10858287e+01,1.47192446e+02,6.98063367e+00,2.49807158e+01,5.07567930e+01,2.28369064e+02,4.49928079e+00,1.03860041e+00,2.73907744e+01,1.46891150e+02,5.36279653e+00
1.82126004e-02,1.56063202e+00,2.10754705e+01,1.47120083e+02,6.98063102e+00,2.49701123e+01,5.07358694e+01,2.28265814e+02,4.49910127e+00,1.03815956e+00,2.73773035e+01,1.46818894e+02,5.36279600e+00
1.86374403e-02,1.55993912e+00,2.10646398e+01,1.47044419e+02,6.98062824e+00,2.49590259e+01,5.07139935e+01,2.28157859e+02,4.49891330e+00,1.03769863e+00,2.73632182e+01,1.46743342e+02,5.36279545e+00
1.90721903e-02,1.55921471e+00,2.10533158e+01,1.46965310e+02,6.98062534e+00,2.49474354e+01,5.06911235e+01,2.28044993e+02,4.49871648e+00,1.03721674e+00,2.73484914e+01,1.46664349e+02,5.36279487e+00
1.95170816e-02,1.55845743e+00,2.10414770e+01,1.46882604e+02,6.98062230e+00,2.49353188e+01,5.06672163e+01,2.27926999e+02,4.49851040e+00,1.03671298e+00,2.73330950e+01,1.46581765e+02,5.36279427e+00
1.99723508e-02,1.55766583e+00,2.10291008e+01,1.46796143e+02,6.98061911e+00,2.49226533e+01,5.06422268e+01,2.27803656e+02,4.49829462e+00,1.03618640e+00,2.73169998e+01,1.46495432e+02,5.36279363e+00
2.04382398e-02,1.55683844e+00,2.10161640e+01,1.46705766e+02,6.98061577e+00,2.49094150e+01,5.06161082e+01,2.27674732e+02,4.49806869e+00,1.03563601e+00,2.73001753e+01,1.46405188e+02,5.36279297e+00
2.09149965e-02,1.55597371e+00,2.10026422e+01,1.46611302e+02,6.98061228e+00,2.48955794e+01,5.05888119e+01,2.27539984e+02,4.49783214e+00,1.03506077e+00,2.72825901e+01,1.46310863e+02,5.36279227e+00
2.14028744e-02,1.55507004e+00,2.09885101e+01,1.46512575e+02,6.98060862e+00,2.48811207e+01,5.05602874e+01,2.27399163e+02,4.49758446e+00,1.03445964e+00,2.72642113e+01,1.46212282e+02,5.36279154e+00
2.19021329e-02,1.55412577e+00,2.09737417e+01,1.46409402e+02,6.98060479e+00,2.48660122e+01,5.05304824e+01,2.27252009e+02,4.49732514e+00,1.03383149e+00,2.72450049e+01,1.46109261e+02,5.36279078e+00
2.24130374e-02,1.55313916e+00,2.09583097e+01,1.46301593e+02,6.98060078e+00,2.48502265e+01,5.04993426e+01,2.27098251e+02,4.49705362e+00,1.03317518e+00,2.72249354e+01,1.46001611e+02,5.36278998e+00
2.29358596e-02,1.55210843e+00,2.09421858e+01,1.46188951e+02,6.98059658e+00,2.48337348e+01,5.04668115e+01,2.26937610e+02,4.49676934e+00,1.03248952e+00,2.72039662e+01,1.45889135e+02,5.36278914e+00
2.34708775e-02,1.55103172e+00,2.09253409e+01,1.46071271e+02,6.98059218e+00,2.48165075e+01,5.04328307e+01,2.26769796e+02,4.49647170e+00,1.03177327e+00,2.71820592e+01,1.45771628e+02,5.36278827e+00
2.40183757e-02,1.54990710e+00,2.09077445e+01,1.45948341e+02,6.98058757e+00,2.47985136e+01,5.03973398e+01,2.26594507e+02,4.49616007e+00,1.03102516e+00,2.71591749e+01,1.45648879e+02,5.36278735e+00
2.45786452e-02,1.54873259e+00,2.08893652e+01,1.45819942e+02,6.98058274e+00,2.47797214e+01,5.03602761e+01,2.26411432e+02,4.49583381e+00,1.03024385e+00,2.71352724e+01,1.45520669e+02,5.36278639e+00
2.51519839e-02,1.54750612e+00,2.08701704e+01,1.45685846e+02,6.98057769e+00,2.47600978e+01,5.03215747e+01,2.26220248e+02,4.49549222e+00,1.02942798e+00,2.71103093e+01,1.45386770e+02,5.36278538e+00
2.57386967e-02,1.54622555e+00,2.08501264e+01,1.45545817e+02,6.98057240e+00,2.47396087e+01,5.02811686e+01,2.26020620e+02,4.49513460e+00,1.02857612e+00,2.70842417e+01,1.45246947e+02,5.36278433e+00
2.63390956e-02,1.54488868e+00,2.08291983e+01,1.45399611e+02,6.98056686e+00,2.47182188e+01,5.02389883e+01,2.25812204e+02,4.49476019e+00,1.02768681e+00,2.70570243e+01,1.45100956e+02,5.36278323e+00
2.69534998e-02,1.54349322e+00,2.08073499e+01,1.45246977e+02,6.98056105e+00,2.46958915e+01,5.01949624e+01,2.25594643e+02,4.49436820e+00,1.02675853e+00,2.70286102e+01,1.44948546e+02,5.36278207e+00
2.75822360e-02,1.54203683e+00,2.07845441e+01,1.45087653e+02,6.98055498e+00,2.46725893e+01,5.01490168e+01,2.25367566e+02,4.49395782e+00,1.02578972e+00,2.69989508e+01,1.44789456e+02,5.36278086e+00
2.82256386e-02,1.54051707e+00,2.07607423e+01,1.44921371e+02,6.98054861e+00,2.46482731e+01,5.01010752e+01,2.25130594e+02,4.49352820e+00,1.02477875e+00,2.69679959e+01,1.44623418e+02,5.36277959e+00
2.88840497e-02,1.53893143e+00,2.07359047e+01,1.44747853e+02,6.98054195e+00,2.46229029e+01,5.00510592e+01,2.24883334e+02,4.49307843e+00,1.02372395e+00,2.69356941e+01,1.44450155e+02,5.36277827e+00
2.95578193e-02,1.53727734e+00,2.07099904e+01,1.44566812e+02,6.98053497e+00,2.45964375e+01,4.99988876e+01,2.24625381e+02,4.49260757e+00,1.02262362e+00,2.69019918e+01,1.44269380e+02,5.36277688e+00
3.02473057e-02,1.53555214e+00,2.06829570e+01,1.44377954e+02,6.98052766e+00,2.45688342e+01,4.99444771e+01,2.24356317e+02,4.49211465e+00,1.02147599e+00,2.68668342e+01,1.44080798e+02,5.36277542e+00
3.09528755e-02,1.53375308e+00,2.06547612e+01,1.44180974e+02,6.98052001e+00,2.45400492e+01,4.98877420e+01,2.24075714e+02,4.49159863e+00,1.02027922e+00,2.68301646e+01,1.43884107e+02,5.36277390e+00
3.16749040e-02,1.53187736e+00,2.06253581e+01,1.43975559e+02,6.98051199e+00,2.45100377e+01,4.98285944e+01,2.23783130e+02,4.49105846e+00,1.01903146e+00,2.67919250e+01,1.43678993e+02,5.36277230e+00
3.24137750e-02,1.52992209e+00,2.05947017e+01,1.43761390e+02,6.98050360e+00,2.44787535e+01,4.97669439e+01,2.23478113e+02,4.49049299e+00,1.01773078e+00,2.67520553e+01,1.43465137e+02,5.36277063e+00
3.31698815e-02,1.52788432e+00,2.05627449e+01,1.43538134e+02,6.98049481e+00,2.44461491e+01,4.97026977e+01,2.23160195e+02,4.48990106e+00,1.01637522e+00,2.67104943e+01,1.43242207e+02,5.36276888e+00
3.39436254e-02,1.52576100e+00,2.05294390e+01,1.43305453e+02,6.98048561e+00,2.44121760e+01,4.96357612e+01,2.22828902e+02,4.48928145e+00,1.01496275e+00,2.66671787e+01,1.43009867e+02,5.36276705e+00
3.47354182e-02,1.52354903e+00,2.04947345e+01,1.43063001e+02,6.98047597e+00,2.43767845e+01,4.95660373e+01,2.22483744e+02,4.48863286e+00,1.01349131e+00,2.66220440e+01,1.42767769e+02,5.36276513e+00
3.55456809e-02,1.52124524e+00,2.04585803e+01,1.42810422e+02,6.98046588e+00,2.43399239e+01,4.94934268e+01,2.22124221e+02,4.48795396e+00,1.01195879e+00,2.65750239e+01,1.42515558e+02,5.36276312e+00
3.63748444e-02,1.51884639e+00,2.04209246e+01,1.42547352e+02,6.98045531e+00,2.43015423e+01,4.94178286e+01,2.21749823e+02,4.48724335e+00,1.01036303e+00,2.65260509e+01,1.42252872e+02,5.36276101e+00
3.72233496e-02,1.51634917e+00,2.03817142e+01,1.42273419e+02,6.98044424e+00,2.42615867e+01,4.93391397e+01,2.21360029e+02,4.48649956e+00,1.00870184e+00,2.64750557e+01,1.41979338e+02,5.36275881e+00
3.80916475e-02,1.51375021e+00,2.03408948e+01,1.41988246e+02,6.98043265e+00,2.42200034e+01,4.92572553e+01,2.20954307e+02,4.48572106e+00,1.00697297e+00,2.64219679e+01,1.41694580e+02,5.36275650e+00
3.89802000e-02,1.51104610e+00,2.02984112e+01,1.41691446e+02,6.98042051e+00,2.41767375e+01,4.91720688e+01,2.20532118e+02,4.48490624e+00,1.00517414e+00,2.63667155e+01,1.41398211e+02,5.36275409e+00
3.98894795e-02,1.50823335e+00,2.02542072e+01,1.41382626e+02,6.98040780e+00,2.41317335e+01,4.90834722e+01,2.20092913e+02,4.48405344e+00,1.00330305e+00,2.63092255e+01,1.41089840e+02,5.36275155e+00
4.08199694e-02,1.50530844e+00,2.02082257e+01,1.41061387e+02,6.98039448e+00,2.40849351e+01,4.89913563e+01,2.19636134e+02,4.48316091e+00,1.00135736e+00,2.62494237e+01,1.40769068e+02,5.36274890e+00
4.17721647e-02,1.50226782e+00,2.01604089e+01,1.40727326e+02,6.98038054e+00,2.40362852e+01,4.88956106e+01,2.19161217e+02,4.48222682e+00,9.99334683e-01,2.61872346e+01,1.40435491e+02,5.36274613e+00
4.27465715e-02,1.49910789e+00,2.01106981e+01,1.40380032e+02,6.98036594e+00,2.39857263e+01,4.87961237e+01,2.18667594e+02,4.48124927e+00,9.97232641e-01,2.61225822e+01,1.40088701e+02,5.36274322e+00
4.37437080e-02,1.49582502e+00,2.00590341e+01,1.40019092e+02,6.98035066e+00,2.39332004e+01,4.86927835e+01,2.18154687e+02,4.48022626e+00,9.95048819e-01,2.60553892e+01,1.39728283e+02,5.36274018e+00
4.47641044e-02,1.49241557e+00,2.00053572e+01,1.39644088e+02,6.98033465e+00,2.38786492e+01,4.85854777e+01,2.17621920e+02,4.47915571e+00,9.92780794e-01,2.59855781e+01,1.39353821e+02,5.36273699e+00
4.58083033e-02,1.48887589e+00,1.99496073e+01,1.39254600e+02,6.98031788e+00,2.38220142e+01,4.84740935e+01,2.17068709e+02,4.47803546e+00,9.90426135e-01,2.59130706e+01,1.38964896e+02,5.36273365e+00
4.68768599e-02,1.48520231e+00,1.98917240e+01,1.38850207e+02,6.98030032e+00,2.37632370e+01,4.83585186e+01,2.16494474e+02,4.47686322e+00,9.87982409e-01,2.58377881e+01,1.38561086e+02,5.36273016e+00
4.79703424e-02,1.48139120e+00,1.98316468e+01,1.38430486e+02,6.98028193e+00,2.37022592e+01,4.82386412e+01,2.15898630e+02,4.47563664e+00,9.85447191e-01,2.57596520e+01,1.38141968e+02,5.36272649e+00
4.90893322e-02,1.47743892e+00,1.97693153e+01,1.37995013e+02,6.98026268e+00,2.36390228e+01,4.81143501e+01,2.15280598e+02,4.47435324e+00,9.82818067e-01,2.56785836e+01,1.37707122e+02,5.36272266e+00
5.02344244e-02,1.47334189e+00,1.97046692e+01,1.37543370e+02,6.98024252e+00,2.35734702e+01,4.79855357e+01,2.14639802e+02,4.47301045e+00,9.80092646e-01,2.55945046e+01,1.37256127e+02,5.36271865e+00
5.14062278e-02,1.46909653e+00,1.96376488e+01,1.37075136e+02,6.98022140e+00,2.35055445e+01,4.78520899e+01,2.13975671e+02,4.47160556e+00,9.77268564e-01,2.55073371e+01,1.36788565e+02,5.36271444e+00
5.26053656e-02,1.46469937e+00,1.95681948e+01,1.36589900e+02,6.98019928e+00,2.34351900e+01,4.77139068e+01,2.13287642e+02,4.47013578e+00,9.74343497e-01,2.54170040e+01,1.36304023e+02,5.36271004e+00
5.38324752e-02,1.46014698e+00,1.94962488e+01,1.36087250e+02,6.98017613e+00,2.33623517e+01,4.75708831e+01,2.12575161e+02,4.46859817e+00,9.71315167e-01,2.53234293e+01,1.35802092e+02,5.36270543e+00
5.50882093e-02,1.45543602e+00,1.94217533e+01,1.35566788e+02,6.98015187e+00,2.32869764e+01,4.74229187e+01,2.11837688e+02,4.46698968e+00,9.68181355e-01,2.52265382e+01,1.35282372e+02,5.36270060e+00
5.63732355e-02,1.45056326e+00,1.93446521e+01,1.35028119e+02,6.98012648e+00,2.32090122e+01,4.72699169e+01,2.11074696e+02,4.46530712e+00,9.64939909e-01,2.51262575e+01,1.34744469e+02,5.36269554e+00
5.76882371e-02,1.44552558e+00,1.92648906e+01,1.34470860e+02,6.98009988e+00,2.31284093e+01,4.71117852e+01,2.10285676e+02,4.46354718e+00,9.61588755e-01,2.50225160e+01,1.34188003e+02,5.36269025e+00
5.90339134e-02,1.44032000e+00,1.91824156e+01,1.33894642e+02,6.98007203e+00,2.30451199e+01,4.69484361e+01,2.09470137e+02,4.46170638e+00,9.58125911e-01,2.49152448e+01,1.33612602e+02,5.36268470e+00
6.04109798e-02,1.43494369e+00,1.90971762e+01,1.33299108e+02,6.98004286e+00,2.29590990e+01,4.67797871e+01,2.08627612e+02,4.45978113e+00,9.54549495e-01,2.48043772e+01,1.33017910e+02,5.36267890e+00
6.18201687e-02,1.42939399e+00,1.90091236e+01,1.32683917e+02,6.98001231e+00,2.28703038e+01,4.66057617e+01,2.07757658e+02,4.45776767e+00,9.50857741e-01,2.46898500e+01,1.32403587e+02,5.36267282e+00
6.32622293e-02,1.42366844e+00,1.89182115e+01,1.32048744e+02,6.97998032e+00,2.27786951e+01,4.64262900e+01,2.06859860e+02,4.45566208e+00,9.47049007e-01,2.45716027e+01,1.31769309e+02,5.36266645e+00
6.47379284e-02,1.41776478e+00,1.88243965e+01,1.31393287e+02,6.97994682e+00,2.26842365e+01,4.62413092e+01,2.05933834e+02,4.45346029e+00,9.43121791e-01,2.44495788e+01,1.31114773e+02,5.36265978e+00
6.62480508e-02,1.41168099e+00,1.87276383e+01,1.30717262e+02,6.97991174e+00,2.25868958e+01,4.60507642e+01,2.04979230e+02,4.45115806e+00,9.39074744e-01,2.43237257e+01,1.30439696e+02,5.36265279e+00
6.77933993e-02,1.40541527e+00,1.86278998e+01,1.30020412e+02,6.97987500e+00,2.24866444e+01,4.58546087e+01,2.03995735e+02,4.44875097e+00,9.34906681e-01,2.41939952e+01,1.29743819e+02,5.36264548e+00
6.93747956e-02,1.39896612e+00,1.85251478e+01,1.29302503e+02,6.97983652e+00,2.23834579e+01,4.56528052e+01,2.02983074e+02,4.44623442e+00,9.30616594e-01,2.40603439e+01,1.29026910e+02,5.36263782e+00
7.09930808e-02,1.39233231e+00,1.84193528e+01,1.28563329e+02,6.97979622e+00,2.22773169e+01,4.54453260e+01,2.01941017e+02,4.44360365e+00,9.26203665e-01,2.39227334e+01,1.28288763e+02,5.36262980e+00
7.26491151e-02,1.38551291e+00,1.83104898e+01,1.27802715e+02,6.97975402e+00,2.21682065e+01,4.52321538e+01,2.00869377e+02,4.44085369e+00,9.21667282e-01,2.37811310e+01,1.27529202e+02,5.36262140e+00
7.43437794e-02,1.37850732e+00,1.81985382e+01,1.27020516e+02,6.97970983e+00,2.20561172e+01,4.50132823e+01,1.99768018e+02,4.43797937e+00,9.17007045e-01,2.36355097e+01,1.26748082e+02,5.36261260e+00
7.60779745e-02,1.37131530e+00,1.80834821e+01,1.26216621e+02,6.97966355e+00,2.19410447e+01,4.47887170e+01,1.98636855e+02,4.43497533e+00,9.12222784e-01,2.34858489e+01,1.25945293e+02,5.36260339e+00
7.78526227e-02,1.36393693e+00,1.79653109e+01,1.25390955e+02,6.97961508e+00,2.18229909e+01,4.45584754e+01,1.97475855e+02,4.43183599e+00,9.07314569e-01,2.33321345e+01,1.25120758e+02,5.36259374e+00
7.96686675e-02,1.35637271e+00,1.78440192e+01,1.24543480e+02,6.97956432e+00,2.17019634e+01,4.43225878e+01,1.96285044e+02,4.42855559e+00,9.02282718e-01,2.31743592e+01,1.24274439e+02,5.36258364e+00
8.15270747e-02,1.34862350e+00,1.77196071e+01,1.23674196e+02,6.97951116e+00,2.15779761e+01,4.40810979e+01,1.95064506e+02,4.42512811e+00,8.97127809e-01,2.30125231e+01,1.23406337e+02,5.36257306e+00
8.34288325e-02,1.34069058e+00,1.75920805e+01,1.22783143e+02,6.97945549e+00,2.14510494e+01,4.38340632e+01,1.93814386e+02,4.42154734e+00,8.91850693e-01,2.28466338e+01,1.22516490e+02,5.36256197e+00
8.53749519e-02,1.33257565e+00,1.74614514e+01,1.21870405e+02,6.97939719e+00,2.13212104e+01,4.35815555e+01,1.92534893e+02,4.41780681e+00,8.86452497e-01,2.26767065e+01,1.21604981e+02,5.36255037e+00
8.73664679e-02,1.32428082e+00,1.73277378e+01,1.20936106e+02,6.97933613e+00,2.11884931e+01,4.33236609e+01,1.91226300e+02,4.41389984e+00,8.80934632e-01,2.25027646e+01,1.20671935e+02,5.36253822e+00
8.94044394e-02,1.31580866e+00,1.71909640e+01,1.19980417e+02,6.97927218e+00,2.10529385e+01,4.30604808e+01,1.89888948e+02,4.40981950e+00,8.75298804e-01,2.23248395e+01,1.19717521e+02,5.36252549e+00
9.14899501e-02,1.30716217e+00,1.70511610e+01,1.19003552e+02,6.97920522e+00,2.09145948e+01,4.27921319e+01,1.88523246e+02,4.40555863e+00,8.69547012e-01,2.21429711e+01,1.18741952e+02,5.36251216e+00
9.36241088e-02,1.29834482e+00,1.69083661e+01,1.18005771e+02,6.97913508e+00,2.07735172e+01,4.25187460e+01,1.87129669e+02,4.40110978e+00,8.63681557e-01,2.19572079e+01,1.17745488e+02,5.36249820e+00
9.58080504e-02,1.28936052e+00,1.67626233e+01,1.16987381e+02,6.97906163e+00,2.06297683e+01,4.22404708e+01,1.85708764e+02,4.39646531e+00,8.57705041e-01,2.17676066e+01,1.16728433e+02,5.36248358e+00
9.80429362e-02,1.28021363e+00,1.66139831e+01,1.15948734e+02,6.97898470e+00,2.04834180e+01,4.19574695e+01,1.84261148e+02,4.39161727e+00,8.51620370e-01,2.15742330e+01,1.15691140e+02,5.36246828e+00
1.00329954e-01,1.27090897e+00,1.64625028e+01,1.14890229e+02,6.97890413e+00,2.03345435e+01,4.16699212e+01,1.82787504e+02,4.38655747e+00,8.45430748e-01,2.13771613e+01,1.14634007e+02,5.36245224e+00
1.02670321e-01,1.26145180e+00,1.63082463e+01,1.13812312e+02,6.97881976e+00,2.01832289e+01,4.13780204e+01,1.81288589e+02,4.38127747e+00,8.39139679e-01,2.11764742e+01,1.13557476e+02,5.36243545e+00
1.05065281e-01,1.25184785e+00,1.61512840e+01,1.12715473e+02,6.97873139e+00,2.00295656e+01,4.10819770e+01,1.79765223e+02,4.37576855e+00,8.32750960e-01,2.09722630e+01,1.12462038e+02,5.36241787e+00
1.07516108e-01,1.24210324e+00,1.59916927e+01,1.11600248e+02,6.97863884e+00,1.98736518e+01,4.07820162e+01,1.78218296e+02,4.37002171e+00,8.26268677e-01,2.07646273e+01,1.11348226e+02,5.36239945e+00
1.10024104e-01,1.23222454e+00,1.58295555e+01,1.10467217e+02,6.97854191e+00,1.97155926e+01,4.04783779e+01,1.76648764e+02,4.36402772e+00,8.19697193e-01,2.05536750e+01,1.10216619e+02,5.36238016e+00
1.12590603e-01,1.22221871e+00,1.56649617e+01,1.09317001e+02,6.97844039e+00,1.95554993e+01,4.01713166e+01,1.75057642e+02,4.35777706e+00,8.13041140e-01,2.03395217e+01,1.09067837e+02,5.36235997e+00
1.15216971e-01,1.21209310e+00,1.54980062e+01,1.08150264e+02,6.97833407e+00,1.93934896e+01,3.98611007e+01,1.73446010e+02,4.35125993e+00,8.06305411e-01,2.01222908e+01,1.07902541e+02,5.36233881e+00
1.17904602e-01,1.20185544e+00,1.53287898e+01,1.06967709e+02,6.97822271e+00,1.92296871e+01,3.95480118e+01,1.71815005e+02,4.34446630e+00,7.99495142e-01,1.99021131e+01,1.06721433e+02,5.36231666e+00
1.20654928e-01,1.19151379e+00,1.51574187e+01,1.05770075e+02,6.97810609e+00,1.90642207e+01,3.92323447e+01,1.70165817e+02,4.33738585e+00,7.92615698e-01,1.96791261e+01,1.05525249e+02,5.36229345e+00
1.23469409e-01,1.18107655e+00,1.49840038e+01,1.04558138e+02,6.97798394e+00,1.88972248e+01,3.89144058e+01,1.68499689e+02,4.33000802e+00,7.85672662e-01,1.94534740e+01,1.04314764e+02,5.36226915e+00
1.26349543e-01,1.17055240e+00,1.48086611e+01,1.03332705e+02,6.97785600e+00,1.87288383e+01,3.85945132e+01,1.66817913e+02,4.32232199e+00,7.78671811e-01,1.92253071e+01,1.03090782e+02,5.36224370e+00
1.29296861e-01,1.15995028e+00,1.46315106e+01,1.02094613e+02,6.97772201e+00,1.85592045e+01,3.82729952e+01,1.65121822e+02,4.31431669e+00,7.71619101e-01,1.89947812e+01,1.01854139e+02,5.36221705e+00
1.32312931e-01,1.14927940e+00,1.44526763e+01,1.00844729e+02,6.97758167e+00,1.83884705e+01,3.79501897e+01,1.63412789e+02,4.30598081e+00,7.64520647e-01,1.87620573e+01,1.00605700e+02,5.36218913e+00
1.35399355e-01,1.13854916e+00,1.42722858e+01,9.95839419e+01,6.97743467e+00,1.82167866e+01,3.76264436e+01,1.61692223e+02,4.29730284e+00,7.57382702e-01,1.85273008e+01,9.93463495e+01,5.36215990e+00
1.38557775e-01,1.12776912e+00,1.40904697e+01,9.83131627e+01,6.97728072e+00,1.80443059e+01,3.73021112e+01,1.59961563e+02,4.28827103e+00,7.50211633e-01,1.82906814e+01,9.80769981e+01,5.36212928e+00
1.41789871e-01,1.11694901e+00,1.39073613e+01,9.70333209e+01,6.97711946e+00,1.78711841e+01,3.69775537e+01,1.58222272e+02,4.27887341e+00,7.43013903e-01,1.80523718e+01,9.67985725e+01,5.36209720e+00
1.45097361e-01,1.10609863e+00,1.37230958e+01,9.57453611e+01,6.97695056e+00,1.76975781e+01,3.66531382e+01,1.56475834e+02,4.26909787e+00,7.35796047e-01,1.78125478e+01,9.55120146e+01,5.36206362e+00
1.48482004e-01,1.09522790e+00,1.35378105e+01,9.44502395e+01,6.97677364e+00,1.75236464e+01,3.63292362e+01,1.54723750e+02,4.25893209e+00,7.28564647e-01,1.75713873e+01,9.42182786e+01,5.36202844e+00
