t_s,v_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
4.5000000e-01,2.0000000e+00,2.1169371e+00,5.0610183e-03,-3.5917667e+00,5.5980853e-01,2.1169371e+00,5.1341314e-03,-3.5917667e+00,5.5970444e-01,1.4156605e+00,2.1932574e-03,4.8096743e-01,4.7912182e-01
4.5500000e-01,2.0000000e+00,2.1074157e+00,5.6049921e-03,-3.4502597e+00,5.5681889e-01,2.1074157e+00,5.9023742e-03,-3.4502597e+00,5.5731585e-01,1.4158848e+00,2.1174418e-03,4.8842647e-01,4.7886649e-01
4.6000000e-01,2.0000000e+00,2.0982925e+00,5.9309965e-03,-3.2299906e+00,5.5357597e-01,2.0982925e+00,5.9934057e-03,-3.2299906e+00,5.5342898e-01,1.4161308e+00,2.0020125e-03,5.0397497e-01,4.7850282e-01
4.6500000e-01,2.0000000e+00,2.0895902e+00,6.2897264e-03,-3.0794085e+00,5.5013408e-01,2.0895902e+00,6.6100274e-03,-3.0794085e+00,5.5067581e-01,1.4163952e+00,1.8915287e-03,5.0975661e-01,4.7828616e-01
4.7000000e-01,2.0000000e+00,2.0813130e+00,6.4411098e-03,-2.8503854e+00,5.4654235e-01,2.0813130e+00,6.4935730e-03,-2.8503854e+00,5.4636628e-01,1.4166755e+00,1.7306099e-03,5.1222073e-01,4.7799816e-01
4.7500000e-01,2.0000000e+00,2.0734747e+00,6.6474696e-03,-2.6968735e+00,5.4284496e-01,2.0734747e+00,6.9767732e-03,-2.6968735e+00,5.4340655e-01,1.4169714e+00,1.6629546e-03,5.1681732e-01,4.7781803e-01
4.8000000e-01,2.0000000e+00,2.0660708e+00,6.6603066e-03,-2.4672802e+00,5.3908146e-01,2.0660708e+00,6.7036905e-03,-2.4672802e+00,5.3888773e-01,1.4172809e+00,1.5737256e-03,5.2767365e-01,4.7756538e-01
4.8500000e-01,2.0000000e+00,2.0591077e+00,6.7438101e-03,-2.3156468e+00,5.3528699e-01,2.0591077e+00,7.0711681e-03,-2.3156468e+00,5.3584874e-01,1.4176011e+00,1.4816811e-03,5.3101091e-01,4.7741928e-01
4.9000000e-01,2.0000000e+00,2.0525745e+00,6.6496716e-03,-2.0917955e+00,5.3149261e-01,2.0525745e+00,6.6848959e-03,-2.0917955e+00,5.3129052e-01,1.4179303e+00,1.3571694e-03,5.3075779e-01,4.7723124e-01
4.9500000e-01,2.0000000e+00,2.0464718e+00,6.6363935e-03,-1.9456891e+00,5.2772559e-01,2.0464718e+00,6.9534385e-03,-1.9456891e+00,5.2827234e-01,1.4182685e+00,1.3063389e-03,5.3328581e-01,4.7711502e-01
5.0000000e-01,2.0000000e+00,2.0407840e+00,6.4624903e-03,-1.7322804e+00,5.2400962e-01,2.0407840e+00,6.4904870e-03,-1.7322804e+00,5.2380653e-01,1.4186143e+00,1.2467122e-03,5.4071334e-01,4.7695360e-01
5.0500000e-01,2.0000000e+00,2.0355071e+00,6.3751252e-03,-1.5943580e+00,5.2036512e-01,2.0355071e+00,6.6757008e-03,-1.5943580e+00,5.2088561e-01,1.4189653e+00,1.1766916e-03,5.4236905e-01,4.7686365e-01
5.1000000e-01,2.0000000e+00,2.0306223e+00,6.1445566e-03,-1.3947256e+00,5.1680949e-01,2.0306223e+00,6.1662397e-03,-1.3947256e+00,5.1661109e-01,1.4193206e+00,1.0867847e-03,5.4042145e-01,4.7675279e-01
5.1500000e-01,2.0000000e+00,2.0261223e+00,6.0025698e-03,-1.2668101e+00,5.1335734e-01,2.0261223e+00,6.2823867e-03,-1.2668101e+00,5.1384362e-01,1.4196804e+00,1.0537071e-03,5.4158803e-01,4.7668467e-01
5.2000000e-01,2.0000000e+00,2.0219864e+00,5.7346373e-03,-1.0831460e+00,5.1002073e-01,2.0219864e+00,5.7508811e-03,-1.0831460e+00,5.0983129e-01,1.4200438e+00,1.0199444e-03,5.4666996e-01,4.7659035e-01
5.2500000e-01,2.0000000e+00,2.0182048e+00,5.5544766e-03,-9.6636927e-01,5.0680944e-01,2.0182048e+00,5.8107965e-03,-9.6636927e-01,5.0725632e-01,1.4204090e+00,9.7013376e-04,5.4727429e-01,4.7654058e-01
5.3000000e-01,2.0000000e+00,2.0147560e+00,5.2650338e-03,-7.9992865e-01,5.0373110e-01,2.0147560e+00,5.2766579e-03,-7.9992865e-01,5.0355364e-01,1.4207755e+00,9.0857658e-04,5.4444470e-01,4.7648351e-01
