t_s,v_ref,v,i_cmd,regen_v_ref,regen_v,regen_i_cmd
1.5340,2.000000,1.999967,1.427399,0.000000,-0.000010,-1.423620
1.5360,2.000000,1.999972,1.426979,0.000000,-0.000014,-1.423293
1.5380,2.000000,1.999977,1.426568,0.000000,-0.000017,-1.422974
1.5400,2.000000,1.999982,1.426166,0.000000,-0.000020,-1.422664
1.5420,2.000000,1.999987,1.425775,0.000000,-0.000023,-1.422363
1.5440,2.000000,1.999991,1.425392,0.000000,-0.000026,-1.422070
1.5460,2.000000,1.999995,1.425020,0.000000,-0.000028,-1.421785
1.5480,2.000000,1.999999,1.424656,0.000000,-0.000031,-1.421508
1.5500,2.000000,2.000003,1.424302,0.000000,-0.000033,-1.421240
1.5520,2.000000,2.000007,1.423957,0.000000,-0.000035,-1.420979
1.5540,2.000000,2.000010,1.423620,0.000000,-0.000037,-1.420726
1.5560,2.000000,2.000014,1.423293,0.000000,-0.000039,-1.420480
1.5580,2.000000,2.000017,1.422974,0.000000,-0.000041,-1.420243
1.5600,2.000000,2.000020,1.422664,0.000000,-0.000043,-1.420012
1.5620,2.000000,2.000023,1.422363,0.000000,-0.000045,-1.419789
1.5640,2.000000,2.000026,1.422070,0.000000,-0.000046,-1.419573
1.5660,2.000000,2.000028,1.421785,0.000000,-0.000048,-1.419363
1.5680,2.000000,2.000031,1.421508,0.000000,-0.000049,-1.419161
1.5700,2.000000,2.000033,1.421240,0.000000,-0.000050,-1.418965
1.5720,2.000000,2.000035,1.420979,0.000000,-0.000051,-1.418776
1.5740,2.000000,2.000037,1.420726,0.000000,-0.000053,-1.418594
1.5760,2.000000,2.000039,1.420480,0.000000,-0.000054,-1.418417
1.5780,2.000000,2.000041,1.420243,0.000000,-0.000054,-1.418247
1.5800,2.000000,2.000043,1.420012,0.000000,-0.000055,-1.418083
1.5820,2.000000,2.000045,1.419789,0.000000,-0.000056,-1.417925
1.5840,2.000000,2.000046,1.419573,0.000000,-0.000057,-1.417773
1.5860,2.000000,2.000048,1.419363,0.000000,-0.000057,-1.417627
1.5880,2.000000,2.000049,1.419161,0.000000,-0.000058,-1.417486
1.5900,2.000000,2.000050,1.418965,0.000000,-0.000058,-1.417350
1.5920,2.000000,2.000051,1.418776,0.000000,-0.000059,-1.417220
1.5940,2.000000,2.000053,1.418594,0.000000,-0.000059,-1.417095
1.5960,2.000000,2.000054,1.418417,0.000000,-0.000059,-1.416975
1.5980,2.000000,2.000054,1.418247,0.000000,-0.000059,-1.416860
1.6000,2.000000,2.000055,1.418083,0.000000,-0.000059,-1.416750
1.6020,2.000000,2.000056,1.417925,0.000000,-0.000060,-1.416645
1.6040,2.000000,2.000057,1.417773,0.000000,-0.000060,-1.416544
1.6060,2.000000,2.000057,1.417627,0.000000,-0.000060,-1.416448
1.6080,2.000000,2.000058,1.417486,0.000000,-0.000060,-1.416356
1.6100,2.000000,2.000058,1.417350,0.000000,-0.000059,-1.416268
1.6120,2.000000,2.000059,1.417220,0.000000,-0.000059,-1.416185
1.6140,2.000000,2.000059,1.417095,0.000000,-0.000059,-1.416106
1.6160,2.000000,2.000059,1.416975,0.000000,-0.000059,-1.416030
1.6180,2.000000,2.000059,1.416860,0.000000,-0.000059,-1.415958
1.6200,2.000000,2.000059,1.416750,0.000000,-0.000058,-1.415890
1.6220,2.000000,2.000060,1.416645,0.000000,-0.000058,-1.415826
1.6240,2.000000,2.000060,1.416544,0.000000,-0.000058,-1.415765
1.6260,2.000000,2.000060,1.416448,0.000000,-0.000057,-1.415708
1.6280,2.000000,2.000060,1.416356,0.000000,-0.000057,-1.415654
1.6300,2.000000,2.000059,1.416268,0.000000,-0.000056,-1.415603
1.6320,2.000000,2.000059,1.416185,0.000000,-0.000056,-1.415555
1.6340,2.000000,2.000059,1.416106,0.000000,-0.000055,-1.415511
1.6360,2.000000,2.000059,1.416030,0.000000,-0.000055,-1.415469
1.6380,2.000000,2.000059,1.415958,0.000000,-0.000054,-1.415430
1.6400,2.000000,2.000058,1.415890,0.000000,-0.000054,-1.415394
1.6420,2.000000,2.000058,1.415826,0.000000,-0.000053,-1.415360
1.6440,2.000000,2.000058,1.415765,0.000000,-0.000053,-1.415330
1.6460,2.000000,2.000057,1.415708,0.000000,-0.000052,-1.415301
1.6480,2.000000,2.000057,1.415654,0.000000,-0.000051,-1.415275
1.6500,2.000000,2.000056,1.415603,0.000000,-0.000051,-1.415251
1.6520,2.000000,2.000056,1.415555,0.000000,-0.000050,-1.415230
1.6540,2.000000,2.000055,1.415511,0.000000,-0.000049,-1.415211
1.6560,2.000000,2.000055,1.415469,0.000000,-0.000049,-1.415194
1.6580,2.000000,2.000054,1.415430,0.000000,-0.000048,-1.415179
1.6600,2.000000,2.000054,1.415394,0.000000,-0.000047,-1.415165
1.6620,2.000000,2.000053,1.415360,0.000000,-0.000046,-1.415154
1.6640,2.000000,2.000053,1.415330,0.000000,-0.000046,-1.415145
1.6660,2.000000,2.000052,1.415301,0.000000,-0.000045,-1.415137
1.6680,2.000000,2.000051,1.415275,0.000000,-0.000044,-1.415131
1.6700,2.000000,2.000051,1.415251,0.000000,-0.000044,-1.415126
1.6720,2.000000,2.000050,1.415230,0.000000,-0.000043,-1.415123
1.6740,2.000000,2.000049,1.415211,0.000000,-0.000042,-1.415122
1.6760,2.000000,2.000049,1.415194,0.000000,-0.000041,-1.415122
1.6780,2.000000,2.000048,1.415179,0.000000,-0.000041,-1.415123
1.6800,2.000000,2.000047,1.415165,0.000000,-0.000040,-1.415126
1.6820,2.000000,2.000046,1.415154,0.000000,-0.000039,-1.415130
1.6840,2.000000,2.000046,1.415145,0.000000,-0.000038,-1.415135
1.6860,2.000000,2.000045,1.415137,0.000000,-0.000038,-1.415141
1.6880,2.000000,2.000044,1.415131,0.000000,-0.000037,-1.415148
1.6900,2.000000,2.000044,1.415126,0.000000,-0.000036,-1.415157
1.6920,2.000000,2.000043,1.415123,0.000000,-0.000035,-1.415166
1.6940,2.000000,2.000042,1.415122,0.000000,-0.000035,-1.415176
1.6960,2.000000,2.000041,1.415122,0.000000,-0.000034,-1.415187
1.6980,2.000000,2.000041,1.415123,0.000000,-0.000033,-1.415199
1.7000,2.000000,2.000040,1.415126,0.000000,-0.000032,-1.415212
1.7020,2.000000,2.000039,1.415130,0.000000,-0.000032,-1.415225
1.7040,2.000000,2.000038,1.415135,0.000000,-0.000031,-1.415239
1.7060,2.000000,2.000038,1.415141,0.000000,-0.000030,-1.415254
1.7080,2.000000,2.000037,1.415148,0.000000,-0.000029,-1.415270
1.7100,2.000000,2.000036,1.415157,0.000000,-0.000029,-1.415286
1.7120,2.000000,2.000035,1.415166,0.000000,-0.000028,-1.415302
1.7140,2.000000,2.000035,1.415176,0.000000,-0.000027,-1.415319
1.7160,2.000000,2.000034,1.415187,0.000000,-0.000027,-1.415337
1.7180,2.000000,2.000033,1.415199,0.000000,-0.000026,-1.415355
1.7200,2.000000,2.000032,1.415212,0.000000,-0.000025,-1.415373
1.7220,2.000000,2.000032,1.415225,0.000000,-0.000025,-1.415392
1.7240,2.000000,2.000031,1.415239,0.000000,-0.000024,-1.415411
1.7260,2.000000,2.000030,1.415254,0.000000,-0.000023,-1.415431
1.7280,2.000000,2.000029,1.415270,0.000000,-0.000023,-1.415451
1.7300,2.000000,2.000029,1.415286,0.000000,-0.000022,-1.415471
1.7320,2.000000,2.000028,1.415302,0.000000,-0.000021,-1.415491
1.7340,2.000000,2.000027,1.415319,0.000000,-0.000021,-1.415511
1.7360,2.000000,2.000027,1.415337,0.000000,-0.000020,-1.415532
1.7380,2.000000,2.000026,1.415355,0.000000,-0.000020,-1.415553
1.7400,2.000000,2.000025,1.415373,0.000000,-0.000019,-1.415574
1.7420,2.000000,2.000025,1.415392,0.000000,-0.000018,-1.415595
1.7440,2.000000,2.000024,1.415411,0.000000,-0.000018,-1.415616
1.7460,2.000000,2.000023,1.415431,0.000000,-0.000017,-1.415637
1.7480,2.000000,2.000023,1.415451,0.000000,-0.000017,-1.415658
1.7500,2.000000,2.000022,1.415471,0.000000,-0.000016,-1.415680
1.7520,2.000000,2.000021,1.415491,0.000000,-0.000016,-1.415701
1.7540,2.000000,2.000021,1.415511,0.000000,-0.000015,-1.415722
1.7560,2.000000,2.000020,1.415532,0.000000,-0.000015,-1.415744
1.7580,2.000000,2.000020,1.415553,0.000000,-0.000014,-1.415765
1.7600,2.000000,2.000019,1.415574,0.000000,-0.000014,-1.415786
1.7620,2.000000,2.000018,1.415595,0.000000,-0.000013,-1.415807
1.7640,2.000000,2.000018,1.415616,0.000000,-0.000013,-1.415828
1.7660,2.000000,2.000017,1.415637,0.000000,-0.000012,-1.415849
1.7680,2.000000,2.000017,1.415658,0.000000,-0.000012,-1.415870
1.7700,2.000000,2.000016,1.415680,0.000000,-0.000011,-1.415891
1.7720,2.000000,2.000016,1.415701,0.000000,-0.000011,-1.415912
1.7740,2.000000,2.000015,1.415722,0.000000,-0.000010,-1.415932
1.7760,2.000000,2.000015,1.415744,0.000000,-0.000010,-1.415953
1.7780,2.000000,2.000014,1.415765,0.000000,-0.000010,-1.415973
1.7800,2.000000,2.000014,1.415786,0.000000,-0.000009,-1.415993
1.7820,2.000000,2.000013,1.415807,0.000000,-0.000009,-1.416013
1.7840,2.000000,2.000013,1.415828,0.000000,-0.000008,-1.416032
1.7860,2.000000,2.000012,1.415849,0.000000,-0.000008,-1.416052
1.7880,2.000000,2.000012,1.415870,0.000000,-0.000008,-1.416071
1.7900,2.000000,2.000011,1.415891,0.000000,-0.000007,-1.416090
1.7920,2.000000,2.000011,1.415912,0.000000,-0.000007,-1.416109
1.7940,2.000000,2.000010,1.415932,0.000000,-0.000007,-1.416128
1.7960,2.000000,2.000010,1.415953,0.000000,-0.000006,-1.416146
1.7980,2.000000,2.000010,1.415973,0.000000,-0.000006,-1.416164
1.8000,2.000000,2.000009,1.415993,0.000000,-0.000006,-1.416182
1.8020,2.000000,2.000009,1.416013,0.000000,-0.000005,-1.416200
1.8040,2.000000,2.000008,1.416032,0.000000,-0.000005,-1.416217
1.8060,2.000000,2.000008,1.416052,0.000000,-0.000005,-1.416234
1.8080,2.000000,2.000008,1.416071,0.000000,-0.000004,-1.416251
1.8100,2.000000,2.000007,1.416090,0.000000,-0.000004,-1.416268
1.8120,2.000000,2.000007,1.416109,0.000000,-0.000004,-1.416285
1.8140,2.000000,2.000007,1.416128,0.000000,-0.000004,-1.416301
1.8160,2.000000,2.000006,1.416146,0.000000,-0.000003,-1.416317
1.8180,2.000000,2.000006,1.416164,0.000000,-0.000003,-1.416332
1.8200,2.000000,2.000006,1.416182,0.000000,-0.000003,-1.416348
1.8220,2.000000,2.000005,1.416200,0.000000,-0.000003,-1.416363
1.8240,2.000000,2.000005,1.416217,0.000000,-0.000002,-1.416378
1.8260,2.000000,2.000005,1.416234,0.000000,-0.000002,-1.416393
1.8280,2.000000,2.000004,1.416251,0.000000,-0.000002,-1.416407
1.8300,2.000000,2.000004,1.416268,0.000000,-0.000002,-1.416421
1.8320,2.000000,2.000004,1.416285,0.000000,-0.000002,-1.416435
1.8340,2.000000,2.000004,1.416301,0.000000,-0.000001,-1.416448
1.8360,2.000000,2.000003,1.416317,0.000000,-0.000001,-1.416462
1.8380,2.000000,2.000003,1.416332,0.000000,-0.000001,-1.416475
1.8400,2.000000,2.000003,1.416348,0.000000,-0.000001,-1.416488
1.8420,2.000000,2.000003,1.416363,0.000000,-0.000001,-1.416500
1.8440,2.000000,2.000002,1.416378,0.000000,-0.000001,-1.416512
1.8460,2.000000,2.000002,1.416393,0.000000,-0.000000,-1.416524
1.8480,2.000000,2.000002,1.416407,0.000000,-0.000000,-1.416536
1.8500,2.000000,2.000002,1.416421,0.000000,-0.000000,-1.416548
1.8520,2.000000,2.000002,1.416435,0.000000,0.000000,-1.416559
1.8540,2.000000,2.000001,1.416448,0.000000,0.000000,-1.416570
1.8560,2.000000,2.000001,1.416462,0.000000,0.000000,-1.416581
1.8580,2.000000,2.000001,1.416475,0.000000,0.000000,-1.416591
1.8600,2.000000,2.000001,1.416488,0.000000,0.000001,-1.416601
1.8620,2.000000,2.000001,1.416500,0.000000,0.000001,-1.416611
1.8640,2.000000,2.000001,1.416512,0.000000,0.000001,-1.416621
1.8660,2.000000,2.000000,1.416524,0.000000,0.000001,-1.416631
1.8680,2.000000,2.000000,1.416536,0.000000,0.000001,-1.416640
1.8700,2.000000,2.000000,1.416548,0.000000,0.000001,-1.416649
1.8720,2.000000,2.000000,1.416559,0.000000,0.000001,-1.416658
1.8740,2.000000,2.000000,1.416570,0.000000,0.000001,-1.416666
1.8760,2.000000,2.000000,1.416581,0.000000,0.000001,-1.416675
1.8780,2.000000,2.000000,1.416591,0.000000,0.000001,-1.416683
1.8800,2.000000,1.999999,1.416601,0.000000,0.000002,-1.416691
1.8820,2.000000,1.999999,1.416611,0.000000,0.000002,-1.416699
1.8840,2.000000,1.999999,1.416621,0.000000,0.000002,-1.416706
1.8860,2.000000,1.999999,1.416631,0.000000,0.000002,-1.416713
1.8880,2.000000,1.999999,1.416640,0.000000,0.000002,-1.416720
1.8900,2.000000,1.999999,1.416649,0.000000,0.000002,-1.416727
1.8920,2.000000,1.999999,1.416658,0.000000,0.000002,-1.416734
1.8940,2.000000,1.999999,1.416666,0.000000,0.000002,-1.416740
1.8960,2.000000,1.999999,1.416675,0.000000,0.000002,-1.416747
1.8980,2.000000,1.999999,1.416683,0.000000,0.000002,-1.416753
1.9000,2.000000,1.999998,1.416691,0.000000,0.000002,-1.416759
1.9020,2.000000,1.999998,1.416699,0.000000,0.000002,-1.416764
1.9040,2.000000,1.999998,1.416706,0.000000,0.000002,-1.416770
1.9060,2.000000,1.999998,1.416713,0.000000,0.000002,-1.416775
1.9080,2.000000,1.999998,1.416720,0.000000,0.000002,-1.416781
1.9100,2.000000,1.999998,1.416727,0.000000,0.000002,-1.416786
1.9120,2.000000,1.999998,1.416734,0.000000,0.000002,-1.416790
1.9140,2.000000,1.999998,1.416740,0.000000,0.000002,-1.416795
1.9160,2.000000,1.999998,1.416747,0.000000,0.000002,-1.416800
1.9180,2.000000,1.999998,1.416753,0.000000,0.000002,-1.416804
1.9200,2.000000,1.999998,1.416759,0.000000,0.000002,-1.416808
1.9220,2.000000,1.999998,1.416764,0.000000,0.000002,-1.416812
1.9240,2.000000,1.999998,1.416770,0.000000,0.000002,-1.416816
1.9260,2.000000,1.999998,1.416775,0.000000,0.000002,-1.416820
1.9280,2.000000,1.999998,1.416781,0.000000,0.000003,-1.416824
1.9300,2.000000,1.999998,1.416786,0.000000,0.000003,-1.416827
1.9320,2.000000,1.999998,1.416790,0.000000,0.000003,-1.416830
1.9340,2.000000,1.999998,1.416795,0.000000,0.000003,-1.416834
1.9360,2.000000,1.999998,1.416800,0.000000,0.000003,-1.416837
1.9380,2.000000,1.999998,1.416804,0.000000,0.000003,-1.416840
1.9400,2.000000,1.999998,1.416808,0.000000,0.000003,-1.416842
1.9420,2.000000,1.999998,1.416812,0.000000,0.000003,-1.416845
1.9440,2.000000,1.999998,1.416816,0.000000,0.000003,-1.416848
1.9460,2.000000,1.999998,1.416820,0.000000,0.000003,-1.416850
1.9480,2.000000,1.999997,1.416824,0.000000,0.000003,-1.416853
1.9500,2.000000,1.999997,1.416827,0.000000,0.000003,-1.416855
1.9520,2.000000,1.999997,1.416830,0.000000,0.000003,-1.416857
1.9540,2.000000,1.999997,1.416834,0.000000,0.000003,-1.416859
1.9560,2.000000,1.999997,1.416837,0.000000,0.000003,-1.416861
1.9580,2.000000,1.999997,1.416840,0.000000,0.000003,-1.416863
1.9600,2.000000,1.999997,1.416842,0.000000,0.000003,-1.416865
1.9620,2.000000,1.999997,1.416845,0.000000,0.000003,-1.416866
1.9640,2.000000,1.999997,1.416848,0.000000,0.000003,-1.416868
1.9660,2.000000,1.999997,1.416850,0.000000,0.000002,-1.416869
1.9680,2.000000,1.999997,1.416853,0.000000,0.000002,-1.416871
1.9700,2.000000,1.999997,1.416855,0.000000,0.000002,-1.416872
1.9720,2.000000,1.999997,1.416857,0.000000,0.000002,-1.416873
1.9740,2.000000,1.999997,1.416859,0.000000,0.000002,-1.416875
1.9760,2.000000,1.999997,1.416861,0.000000,0.000002,-1.416876
1.9780,2.000000,1.999997,1.416863,0.000000,0.000002,-1.416877
1.9800,2.000000,1.999997,1.416865,0.000000,0.000002,-1.416878
1.9820,2.000000,1.999997,1.416866,0.000000,0.000002,-1.416879
1.9840,2.000000,1.999997,1.416868,0.000000,0.000002,-1.416879
1.9860,2.000000,1.999998,1.416869,0.000000,0.000002,-1.416880
1.9880,2.000000,1.999998,1.416871,0.000000,0.000002,-1.416881
1.9900,2.000000,1.999998,1.416872,0.000000,0.000002,-1.416881
1.9920,2.000000,1.999998,1.416873,0.000000,0.000002,-1.416882
1.9940,2.000000,1.999998,1.416875,0.000000,0.000002,-1.416882
1.9960,2.000000,1.999998,1.416876,0.000000,0.000002,-1.416883
1.9980,2.000000,1.999998,1.416877,0.000000,0.000002,-1.416883
2.0000,2.000000,1.999998,1.416878,0.000000,0.000002,-1.416884
2.0020,2.000000,1.999998,1.416879,0.000000,0.000002,-1.416884
2.0040,2.000000,1.999998,1.416879,0.000000,0.000002,-1.416884
2.0060,2.000000,1.999998,1.416880,0.000000,0.000002,-1.416884
2.0080,2.000000,1.999998,1.416881,0.000000,0.000002,-1.416885
2.0100,2.000000,1.999998,1.416881,0.000000,0.000002,-1.416885
2.0120,2.000000,1.999998,1.416882,0.000000,0.000002,-1.416885
2.0140,2.000000,1.999998,1.416882,0.000000,0.000002,-1.416885
2.0160,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416885
2.0180,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416885
2.0200,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416885
2.0220,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416885
2.0240,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416885
2.0260,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416885
2.0280,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416884
2.0300,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416884
2.0320,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416884
2.0340,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416884
2.0360,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416883
2.0380,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416883
2.0400,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416883
2.0420,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416883
2.0440,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416882
2.0460,2.000000,1.999998,1.416885,0.000000,0.000002,-1.416882
2.0480,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416881
2.0500,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416881
2.0520,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416881
2.0540,2.000000,1.999998,1.416884,0.000000,0.000002,-1.416880
2.0560,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416880
2.0580,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416879
2.0600,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416879
2.0620,2.000000,1.999998,1.416883,0.000000,0.000002,-1.416878
2.0640,2.000000,1.999998,1.416882,0.000000,0.000002,-1.416878
2.0660,2.000000,1.999998,1.416882,0.000000,0.000002,-1.416877
2.0680,2.000000,1.999998,1.416881,0.000000,0.000002,-1.416877
2.0700,2.000000,1.999998,1.416881,0.000000,0.000002,-1.416876
2.0720,2.000000,1.999998,1.416881,0.000000,0.000002,-1.416876
2.0740,2.000000,1.999998,1.416880,0.000000,0.000002,-1.416875
2.0760,2.000000,1.999998,1.416880,0.000000,0.000002,-1.416875
2.0780,2.000000,1.999998,1.416879,0.000000,0.000002,-1.416874
2.0800,2.000000,1.999998,1.416879,0.000000,0.000002,-1.416874
2.0820,2.000000,1.999998,1.416878,0.000000,0.000002,-1.416873
2.0840,2.000000,1.999998,1.416878,0.000000,0.000001,-1.416873
2.0860,2.000000,1.999998,1.416877,0.000000,0.000001,-1.416872
2.0880,2.000000,1.999998,1.416877,0.000000,0.000001,-1.416872
2.0900,2.000000,1.999998,1.416876,0.000000,0.000001,-1.416871
2.0920,2.000000,1.999998,1.416876,0.000000,0.000001,-1.416871
2.0940,2.000000,1.999998,1.416875,0.000000,0.000001,-1.416870
2.0960,2.000000,1.999998,1.416875,0.000000,0.000001,-1.416870
2.0980,2.000000,1.999998,1.416874,0.000000,0.000001,-1.416869
2.1000,2.000000,1.999998,1.416874,0.000000,0.000001,-1.416868
2.1020,2.000000,1.999998,1.416873,0.000000,0.000001,-1.416868
2.1040,2.000000,1.999999,1.416873,0.000000,0.000001,-1.416867
2.1060,2.000000,1.999999,1.416872,0.000000,0.000001,-1.416867
2.1080,2.000000,1.999999,1.416872,0.000000,0.000001,-1.416866
2.1100,2.000000,1.999999,1.416871,0.000000,0.000001,-1.416866
2.1120,2.000000,1.999999,1.416871,0.000000,0.000001,-1.416865
2.1140,2.000000,1.999999,1.416870,0.000000,0.000001,-1.416865
2.1160,2.000000,1.999999,1.416870,0.000000,0.000001,-1.416864
2.1180,2.000000,1.999999,1.416869,0.000000,0.000001,-1.416864
2.1200,2.000000,1.999999,1.416868,0.000000,0.000001,-1.416863
2.1220,2.000000,1.999999,1.416868,0.000000,0.000001,-1.416863
2.1240,2.000000,1.999999,1.416867,0.000000,0.000001,-1.416862
2.1260,2.000000,1.999999,1.416867,0.000000,0.000001,-1.416862
2.1280,2.000000,1.999999,1.416866,0.000000,0.000001,-1.416861
2.1300,2.000000,1.999999,1.416866,0.000000,0.000001,-1.416861
2.1320,2.000000,1.999999,1.416865,0.000000,0.000001,-1.416860
2.1340,2.000000,1.999999,1.416865,0.000000,0.000001,-1.416860
2.1360,2.000000,1.999999,1.416864,0.000000,0.000001,-1.416859
2.1380,2.000000,1.999999,1.416864,0.000000,0.000001,-1.416859
2.1400,2.000000,1.999999,1.416863,0.000000,0.000001,-1.416858
2.1420,2.000000,1.999999,1.416863,0.000000,0.000001,-1.416858
2.1440,2.000000,1.999999,1.416862,0.000000,0.000001,-1.416858
2.1460,2.000000,1.999999,1.416862,0.000000,0.000001,-1.416857
2.1480,2.000000,1.999999,1.416861,0.000000,0.000001,-1.416857
2.1500,2.000000,1.999999,1.416861,0.000000,0.000001,-1.416856
2.1520,2.000000,1.999999,1.416860,0.000000,0.000001,-1.416856
2.1540,2.000000,1.999999,1.416860,0.000000,0.000001,-1.416855
2.1560,2.000000,1.999999,1.416859,0.000000,0.000001,-1.416855
2.1580,2.000000,1.999999,1.416859,0.000000,0.000001,-1.416855
2.1600,2.000000,1.999999,1.416858,0.000000,0.000001,-1.416854
2.1620,2.000000,1.999999,1.416858,0.000000,0.000001,-1.416854
2.1640,2.000000,1.999999,1.416858,0.000000,0.000001,-1.416853
2.1660,2.000000,1.999999,1.416857,0.000000,0.000001,-1.416853
2.1680,2.000000,1.999999,1.416857,0.000000,0.000001,-1.416853
2.1700,2.000000,1.999999,1.416856,0.000000,0.000001,-1.416852
2.1720,2.000000,1.999999,1.416856,0.000000,0.000001,-1.416852
2.1740,2.000000,1.999999,1.416855,0.000000,0.000001,-1.416852
2.1760,2.000000,1.999999,1.416855,0.000000,0.000001,-1.416851
2.1780,2.000000,1.999999,1.416855,0.000000,0.000001,-1.416851
2.1800,2.000000,1.999999,1.416854,0.000000,0.000001,-1.416851
2.1820,2.000000,1.999999,1.416854,0.000000,0.000001,-1.416850
2.1840,2.000000,1.999999,1.416853,0.000000,0.000001,-1.416850
2.1860,2.000000,1.999999,1.416853,0.000000,0.000001,-1.416850
2.1880,2.000000,1.999999,1.416853,0.000000,0.000001,-1.416849
2.1900,2.000000,1.999999,1.416852,0.000000,0.000001,-1.416849
2.1920,2.000000,1.999999,1.416852,0.000000,0.000001,-1.416849
2.1940,2.000000,1.999999,1.416852,0.000000,0.000001,-1.416849
2.1960,2.000000,1.999999,1.416851,0.000000,0.000001,-1.416848
2.1980,2.000000,1.999999,1.416851,0.000000,0.000001,-1.416848
2.2000,2.000000,1.999999,1.416851,0.000000,0.000001,-1.416848
2.2020,2.000000,1.999999,1.416850,0.000000,0.000001,-1.416848
2.2040,2.000000,1.999999,1.416850,0.000000,0.000001,-1.416847
2.2060,2.000000,1.999999,1.416850,0.000000,0.000001,-1.416847
2.2080,2.000000,1.999999,1.416849,0.000000,0.000001,-1.416847
2.2100,2.000000,1.999999,1.416849,0.000000,0.000001,-1.416847
2.2120,2.000000,1.999999,1.416849,0.000000,0.000001,-1.416846
2.2140,2.000000,1.999999,1.416849,0.000000,0.000001,-1.416846
2.2160,2.000000,1.999999,1.416848,0.000000,0.000001,-1.416846
2.2180,2.000000,1.999999,1.416848,0.000000,0.000001,-1.416846
2.2200,2.000000,1.999999,1.416848,0.000000,0.000001,-1.416846
2.2220,2.000000,1.999999,1.416848,0.000000,0.000001,-1.416845
2.2240,2.000000,1.999999,1.416847,0.000000,0.000001,-1.416845
2.2260,2.000000,1.999999,1.416847,0.000000,0.000001,-1.416845
2.2280,2.000000,1.999999,1.416847,0.000000,0.000001,-1.416845
2.2300,2.000000,1.999999,1.416847,0.000000,0.000001,-1.416845
2.2320,2.000000,1.999999,1.416846,0.000000,0.000001,-1.416844
2.2340,2.000000,1.999999,1.416846,0.000000,0.000001,-1.416844
2.2360,2.000000,1.999999,1.416846,0.000000,0.000001,-1.416844
2.2380,2.000000,1.999999,1.416846,0.000000,0.000001,-1.416844
2.2400,2.000000,1.999999,1.416846,0.000000,0.000001,-1.416844
2.2420,2.000000,1.999999,1.416845,0.000000,0.000001,-1.416844
2.2440,2.000000,1.999999,1.416845,0.000000,0.000001,-1.416843
2.2460,2.000000,1.999999,1.416845,0.000000,0.000001,-1.416843
2.2480,2.000000,1.999999,1.416845,0.000000,0.000001,-1.416843
2.2500,2.000000,1.999999,1.416845,0.000000,0.000001,-1.416843
2.2520,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416843
2.2540,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416843
2.2560,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416843
2.2580,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416843
2.2600,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416842
2.2620,2.000000,1.999999,1.416844,0.000000,0.000001,-1.416842
2.2640,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2660,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2680,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2700,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2720,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2740,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2760,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2780,2.000000,1.999999,1.416843,0.000000,0.000001,-1.416842
2.2800,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416842
2.2820,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416842
2.2840,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2860,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2880,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2900,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2920,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2940,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2960,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
2.2980,2.000000,1.999999,1.416842,0.000000,0.000001,-1.416841
