t_s,v_ref,v,i_cmd,regen_v_ref,regen_v,regen_i_cmd
0.7700,2.000000,1.792414,12.000000,0.000000,0.161441,-12.000000
0.7720,2.000000,1.797035,12.000000,0.000000,0.156834,-12.000000
0.7740,2.000000,1.801655,12.000000,0.000000,0.152228,-12.000000
0.7760,2.000000,1.806274,12.000000,0.000000,0.147624,-11.989930
0.7780,2.000000,1.810891,12.000000,0.000000,0.143021,-12.000000
0.7800,2.000000,1.815506,11.991653,0.000000,0.138419,-12.000000
0.7820,2.000000,1.820120,12.000000,0.000000,0.133820,-12.000000
0.7840,2.000000,1.824733,12.000000,0.000000,0.129224,-12.000000
0.7860,2.000000,1.829343,12.000000,0.000000,0.124627,-12.000000
0.7880,2.000000,1.833951,12.000000,0.000000,0.120032,-12.000000
0.7900,2.000000,1.838559,12.000000,0.000000,0.115437,-12.000000
0.7920,2.000000,1.843166,12.000000,0.000000,0.110844,-12.000000
0.7940,2.000000,1.847772,12.000000,0.000000,0.106252,-12.000000
0.7960,2.000000,1.852376,11.989930,0.000000,0.101662,-11.986718
0.7980,2.000000,1.856979,12.000000,0.000000,0.097073,-12.000000
0.8000,2.000000,1.861581,12.000000,0.000000,0.092485,-12.000000
0.8020,2.000000,1.866180,12.000000,0.000000,0.087901,-12.000000
0.8040,2.000000,1.870776,12.000000,0.000000,0.083320,-12.000000
0.8060,2.000000,1.875373,12.000000,0.000000,0.078737,-12.000000
0.8080,2.000000,1.879968,12.000000,0.000000,0.074156,-12.000000
0.8100,2.000000,1.884563,12.000000,0.000000,0.069575,-12.000000
0.8120,2.000000,1.889156,12.000000,0.000000,0.064996,-12.000000
0.8140,2.000000,1.893748,12.000000,0.000000,0.060418,-12.000000
0.8160,2.000000,1.898338,11.986718,0.000000,0.055842,-12.000000
0.8180,2.000000,1.902927,12.000000,0.000000,0.051267,-12.000000
0.8200,2.000000,1.907515,12.000000,0.000000,0.046694,-11.991610
0.8220,2.000000,1.912099,12.000000,0.000000,0.042122,-12.000000
0.8240,2.000000,1.916680,12.000000,0.000000,0.037551,-12.000000
0.8260,2.000000,1.921263,12.000000,0.000000,0.032983,-12.000000
0.8280,2.000000,1.925844,12.000000,0.000000,0.028417,-12.000000
0.8300,2.000000,1.930425,12.000000,0.000000,0.023851,-12.000000
0.8320,2.000000,1.935004,12.000000,0.000000,0.019286,-12.000000
0.8340,2.000000,1.939582,12.000000,0.000000,0.014722,-11.990208
0.8360,2.000000,1.944158,12.000000,0.000000,0.010160,-11.960621
0.8380,2.000000,1.948733,12.000000,0.000000,0.005599,-11.900009
0.8400,2.000000,1.953306,11.991610,0.000000,0.001040,-11.801437
0.8420,2.000000,1.957878,12.000000,0.000000,-0.003512,-11.663483
0.8440,2.000000,1.962449,12.000000,0.000000,-0.008050,-11.487877
0.8460,2.000000,1.967017,12.000000,0.000000,-0.012559,-11.278029
0.8480,2.000000,1.971583,12.000000,0.000000,-0.017023,-11.038106
0.8500,2.000000,1.976149,12.000000,0.000000,-0.021427,-10.772489
0.8520,2.000000,1.980714,12.000000,0.000000,-0.025755,-10.485455
0.8540,2.000000,1.985278,11.990208,0.000000,-0.029991,-10.181006
0.8560,2.000000,1.989840,11.960621,0.000000,-0.034122,-9.862792
0.8580,2.000000,1.994401,11.900009,0.000000,-0.038139,-9.534079
0.8600,2.000000,1.998960,11.801437,0.000000,-0.042030,-9.197752
0.8620,2.000000,2.003512,11.663483,0.000000,-0.045790,-8.856337
0.8640,2.000000,2.008050,11.487877,0.000000,-0.049412,-8.512030
0.8660,2.000000,2.012559,11.278029,0.000000,-0.052892,-8.166725
0.8680,2.000000,2.017023,11.038106,0.000000,-0.056225,-7.822048
0.8700,2.000000,2.021427,10.772489,0.000000,-0.059411,-7.479390
0.8720,2.000000,2.025755,10.485455,0.000000,-0.062448,-7.139931
0.8740,2.000000,2.029991,10.181006,0.000000,-0.065336,-6.804670
0.8760,2.000000,2.034122,9.862792,0.000000,-0.068074,-6.474446
0.8780,2.000000,2.038139,9.534079,0.000000,-0.070664,-6.149959
0.8800,2.000000,2.042030,9.197752,0.000000,-0.073107,-5.831788
0.8820,2.000000,2.045790,8.856337,0.000000,-0.075405,-5.520408
0.8840,2.000000,2.049412,8.512030,0.000000,-0.077560,-5.216201
0.8860,2.000000,2.052892,8.166725,0.000000,-0.079575,-4.919473
0.8880,2.000000,2.056225,7.822048,0.000000,-0.081452,-4.630461
0.8900,2.000000,2.059411,7.479390,0.000000,-0.083194,-4.349342
0.8920,2.000000,2.062448,7.139931,0.000000,-0.084806,-4.076245
0.8940,2.000000,2.065336,6.804670,0.000000,-0.086288,-3.811252
0.8960,2.000000,2.068074,6.474446,0.000000,-0.087646,-3.554410
0.8980,2.000000,2.070664,6.149959,0.000000,-0.088883,-3.305732
0.9000,2.000000,2.073107,5.831788,0.000000,-0.090001,-3.065203
0.9020,2.000000,2.075405,5.520408,0.000000,-0.091005,-2.832786
0.9040,2.000000,2.077560,5.216201,0.000000,-0.091898,-2.608421
0.9060,2.000000,2.079575,4.919473,0.000000,-0.092684,-2.392032
0.9080,2.000000,2.081452,4.630461,0.000000,-0.093366,-2.183529
0.9100,2.000000,2.083194,4.349342,0.000000,-0.093948,-1.982809
0.9120,2.000000,2.084806,4.076245,0.000000,-0.094433,-1.789757
0.9140,2.000000,2.086288,3.811252,0.000000,-0.094824,-1.604250
0.9160,2.000000,2.087646,3.554410,0.000000,-0.095126,-1.426160
0.9180,2.000000,2.088883,3.305732,0.000000,-0.095341,-1.255348
0.9200,2.000000,2.090001,3.065203,0.000000,-0.095473,-1.091675
0.9220,2.000000,2.091005,2.832786,0.000000,-0.095525,-0.934995
0.9240,2.000000,2.091898,2.608421,0.000000,-0.095500,-0.785160
0.9260,2.000000,2.092684,2.392032,0.000000,-0.095402,-0.642020
0.9280,2.000000,2.093366,2.183529,0.000000,-0.095233,-0.505423
0.9300,2.000000,2.093948,1.982809,0.000000,-0.094997,-0.375215
0.9320,2.000000,2.094433,1.789757,0.000000,-0.094696,-0.251243
0.9340,2.000000,2.094824,1.604250,0.000000,-0.094334,-0.133351
0.9360,2.000000,2.095126,1.426160,0.000000,-0.093913,-0.021388
0.9380,2.000000,2.095341,1.255348,0.000000,-0.093436,0.084802
0.9400,2.000000,2.095473,1.091675,0.000000,-0.092906,0.185371
0.9420,2.000000,2.095525,0.934995,0.000000,-0.092325,0.280470
0.9440,2.000000,2.095500,0.785160,0.000000,-0.091696,0.370250
0.9460,2.000000,2.095402,0.642020,0.000000,-0.091022,0.454860
0.9480,2.000000,2.095233,0.505423,0.000000,-0.090305,0.534448
0.9500,2.000000,2.094997,0.375215,0.000000,-0.089546,0.609159
0.9520,2.000000,2.094696,0.251243,0.000000,-0.088750,0.679138
0.9540,2.000000,2.094334,0.133351,0.000000,-0.087917,0.744525
0.9560,2.000000,2.093913,0.021388,0.000000,-0.087050,0.805462
0.9580,2.000000,2.093436,-0.084802,0.000000,-0.086151,0.862087
0.9600,2.000000,2.092906,-0.185371,0.000000,-0.085223,0.914535
0.9620,2.000000,2.092325,-0.280470,0.000000,-0.084266,0.962939
0.9640,2.000000,2.091696,-0.370250,0.000000,-0.083283,1.007431
0.9660,2.000000,2.091022,-0.454860,0.000000,-0.082277,1.048141
0.9680,2.000000,2.090305,-0.534448,0.000000,-0.081248,1.085194
0.9700,2.000000,2.089546,-0.609159,0.000000,-0.080199,1.118716
0.9720,2.000000,2.088750,-0.679138,0.000000,-0.079130,1.148828
0.9740,2.000000,2.087917,-0.744525,0.000000,-0.078045,1.175649
0.9760,2.000000,2.087050,-0.805462,0.000000,-0.076944,1.199299
0.9780,2.000000,2.086151,-0.862087,0.000000,-0.075829,1.219890
0.9800,2.000000,2.085223,-0.914535,0.000000,-0.074701,1.237536
0.9820,2.000000,2.084266,-0.962939,0.000000,-0.073562,1.252347
0.9840,2.000000,2.083283,-1.007431,0.000000,-0.072413,1.264430
0.9860,2.000000,2.082277,-1.048141,0.000000,-0.071255,1.273892
0.9880,2.000000,2.081248,-1.085194,0.000000,-0.070091,1.280834
0.9900,2.000000,2.080199,-1.118716,0.000000,-0.068920,1.285359
0.9920,2.000000,2.079130,-1.148828,0.000000,-0.067744,1.287564
0.9940,2.000000,2.078045,-1.175649,0.000000,-0.066565,1.287546
0.9960,2.000000,2.076944,-1.199299,0.000000,-0.065383,1.285397
0.9980,2.000000,2.075829,-1.219890,0.000000,-0.064200,1.281211
1.0000,2.000000,2.074701,-1.237536,0.000000,-0.063016,1.275075
1.0020,2.000000,2.073562,-1.252347,0.000000,-0.061832,1.267078
1.0040,2.000000,2.072413,-1.264430,0.000000,-0.060649,1.257304
1.0060,2.000000,2.071255,-1.273892,0.000000,-0.059469,1.245836
1.0080,2.000000,2.070091,-1.280834,0.000000,-0.058292,1.232754
1.0100,2.000000,2.068920,-1.285359,0.000000,-0.057118,1.218137
1.0120,2.000000,2.067744,-1.287564,0.000000,-0.055949,1.202061
1.0140,2.000000,2.066565,-1.287546,0.000000,-0.054786,1.184600
1.0160,2.000000,2.065383,-1.285397,0.000000,-0.053628,1.165828
1.0180,2.000000,2.064200,-1.281211,0.000000,-0.052477,1.145812
1.0200,2.000000,2.063016,-1.275075,0.000000,-0.051333,1.124624
1.0220,2.000000,2.061832,-1.267078,0.000000,-0.050198,1.102327
1.0240,2.000000,2.060649,-1.257304,0.000000,-0.049070,1.078987
1.0260,2.000000,2.059469,-1.245836,0.000000,-0.047952,1.054666
1.0280,2.000000,2.058292,-1.232754,0.000000,-0.046843,1.029425
1.0300,2.000000,2.057118,-1.218137,0.000000,-0.045743,1.003323
1.0320,2.000000,2.055949,-1.202061,0.000000,-0.044655,0.976416
1.0340,2.000000,2.054786,-1.184600,0.000000,-0.043577,0.948759
1.0360,2.000000,2.053628,-1.165828,0.000000,-0.042510,0.920407
1.0380,2.000000,2.052477,-1.145812,0.000000,-0.041455,0.891411
1.0400,2.000000,2.051333,-1.124624,0.000000,-0.040412,0.861820
1.0420,2.000000,2.050198,-1.102327,0.000000,-0.039381,0.831684
1.0440,2.000000,2.049070,-1.078987,0.000000,-0.038362,0.801049
1.0460,2.000000,2.047952,-1.054666,0.000000,-0.037357,0.769961
1.0480,2.000000,2.046843,-1.029425,0.000000,-0.036364,0.738462
1.0500,2.000000,2.045743,-1.003323,0.000000,-0.035385,0.706595
1.0520,2.000000,2.044655,-0.976416,0.000000,-0.034419,0.674402
1.0540,2.000000,2.043577,-0.948759,0.000000,-0.033466,0.641920
1.0560,2.000000,2.042510,-0.920407,0.000000,-0.032528,0.609188
1.0580,2.000000,2.041455,-0.891411,0.000000,-0.031604,0.576242
1.0600,2.000000,2.040412,-0.861820,0.000000,-0.030694,0.543118
1.0620,2.000000,2.039381,-0.831684,0.000000,-0.029798,0.509848
1.0640,2.000000,2.038362,-0.801049,0.000000,-0.028916,0.476465
1.0660,2.000000,2.037357,-0.769961,0.000000,-0.028049,0.443001
1.0680,2.000000,2.036364,-0.738462,0.000000,-0.027196,0.409484
1.0700,2.000000,2.035385,-0.706595,0.000000,-0.026358,0.375944
1.0720,2.000000,2.034419,-0.674402,0.000000,-0.025535,0.342409
1.0740,2.000000,2.033466,-0.641920,0.000000,-0.024726,0.308903
1.0760,2.000000,2.032528,-0.609188,0.000000,-0.023932,0.275453
1.0780,2.000000,2.031604,-0.576242,0.000000,-0.023153,0.242083
1.0800,2.000000,2.030694,-0.543118,0.000000,-0.022388,0.208815
1.0820,2.000000,2.029798,-0.509848,0.000000,-0.021638,0.175671
1.0840,2.000000,2.028916,-0.476465,0.000000,-0.020903,0.142673
1.0860,2.000000,2.028049,-0.443001,0.000000,-0.020182,0.109839
1.0880,2.000000,2.027196,-0.409484,0.000000,-0.019476,0.077190
1.0900,2.000000,2.026358,-0.375944,0.000000,-0.018784,0.044742
1.0920,2.000000,2.025535,-0.342409,0.000000,-0.018107,0.012514
1.0940,2.000000,2.024726,-0.308903,0.000000,-0.017444,-0.019480
1.0960,2.000000,2.023932,-0.275453,0.000000,-0.016795,-0.051223
1.0980,2.000000,2.023153,-0.242083,0.000000,-0.016160,-0.082701
1.1000,2.000000,2.022388,-0.208815,0.000000,-0.015540,-0.113901
1.1020,2.000000,2.021638,-0.175671,0.000000,-0.014933,-0.144809
1.1040,2.000000,2.020903,-0.142673,0.000000,-0.014341,-0.175414
1.1060,2.000000,2.020182,-0.109839,0.000000,-0.013762,-0.205705
1.1080,2.000000,2.019476,-0.077190,0.000000,-0.013197,-0.235670
1.1100,2.000000,2.018784,-0.044742,0.000000,-0.012645,-0.265301
1.1120,2.000000,2.018107,-0.012514,0.000000,-0.012106,-0.294587
1.1140,2.000000,2.017444,0.019480,0.000000,-0.011581,-0.323520
1.1160,2.000000,2.016795,0.051223,0.000000,-0.011069,-0.352092
1.1180,2.000000,2.016160,0.082701,0.000000,-0.010569,-0.380297
1.1200,2.000000,2.015540,0.113901,0.000000,-0.010083,-0.408126
1.1220,2.000000,2.014933,0.144809,0.000000,-0.009609,-0.435575
1.1240,2.000000,2.014341,0.175414,0.000000,-0.009148,-0.462638
1.1260,2.000000,2.013762,0.205705,0.000000,-0.008698,-0.489309
1.1280,2.000000,2.013197,0.235670,0.000000,-0.008261,-0.515585
1.1300,2.000000,2.012645,0.265301,0.000000,-0.007836,-0.541461
1.1320,2.000000,2.012106,0.294587,0.000000,-0.007423,-0.566933
1.1340,2.000000,2.011581,0.323520,0.000000,-0.007021,-0.591999
1.1360,2.000000,2.011069,0.352092,0.000000,-0.006631,-0.616656
1.1380,2.000000,2.010569,0.380297,0.000000,-0.006252,-0.640902
1.1400,2.000000,2.010083,0.408126,0.000000,-0.005884,-0.664735
1.1420,2.000000,2.009609,0.435575,0.000000,-0.005527,-0.688154
1.1440,2.000000,2.009148,0.462638,0.000000,-0.005181,-0.711158
1.1460,2.000000,2.008698,0.489309,0.000000,-0.004845,-0.733747
1.1480,2.000000,2.008261,0.515585,0.000000,-0.004519,-0.755919
1.1500,2.000000,2.007836,0.541461,0.000000,-0.004204,-0.777675
1.1520,2.000000,2.007423,0.566933,0.000000,-0.003899,-0.799016
1.1540,2.000000,2.007021,0.591999,0.000000,-0.003604,-0.819942
1.1560,2.000000,2.006631,0.616656,0.000000,-0.003318,-0.840455
1.1580,2.000000,2.006252,0.640902,0.000000,-0.003042,-0.860555
1.1600,2.000000,2.005884,0.664735,0.000000,-0.002775,-0.880244
1.1620,2.000000,2.005527,0.688154,0.000000,-0.002517,-0.899525
1.1640,2.000000,2.005181,0.711158,0.000000,-0.002268,-0.918398
1.1660,2.000000,2.004845,0.733747,0.000000,-0.002027,-0.936867
1.1680,2.000000,2.004519,0.755919,0.000000,-0.001796,-0.954935
1.1700,2.000000,2.004204,0.777675,0.000000,-0.001572,-0.972602
1.1720,2.000000,2.003899,0.799016,0.000000,-0.001357,-0.989874
1.1740,2.000000,2.003604,0.819942,0.000000,-0.001150,-1.006752
1.1760,2.000000,2.003318,0.840455,0.000000,-0.000951,-1.023240
1.1780,2.000000,2.003042,0.860555,0.000000,-0.000759,-1.039342
1.1800,2.000000,2.002775,0.880244,0.000000,-0.000575,-1.055061
1.1820,2.000000,2.002517,0.899525,0.000000,-0.000398,-1.070402
1.1840,2.000000,2.002268,0.918398,0.000000,-0.000229,-1.085367
1.1860,2.000000,2.002027,0.936867,0.000000,-0.000066,-1.099961
1.1880,2.000000,2.001796,0.954935,0.000000,0.000090,-1.114188
1.1900,2.000000,2.001572,0.972602,0.000000,0.000239,-1.128053
1.1920,2.000000,2.001357,0.989874,0.000000,0.000382,-1.141559
1.1940,2.000000,2.001150,1.006752,0.000000,0.000518,-1.154712
1.1960,2.000000,2.000951,1.023240,0.000000,0.000648,-1.167516
1.1980,2.000000,2.000759,1.039342,0.000000,0.000772,-1.179975
1.2000,2.000000,2.000575,1.055061,0.000000,0.000891,-1.192095
1.2020,2.000000,2.000398,1.070402,0.000000,0.001003,-1.203880
1.2040,2.000000,2.000229,1.085367,0.000000,0.001111,-1.215334
1.2060,2.000000,2.000066,1.099961,0.000000,0.001212,-1.226464
1.2080,2.000000,1.999910,1.114188,0.000000,0.001309,-1.237273
1.2100,2.000000,1.999761,1.128053,0.000000,0.001400,-1.247767
1.2120,2.000000,1.999618,1.141559,0.000000,0.001486,-1.257951
1.2140,2.000000,1.999482,1.154712,0.000000,0.001568,-1.267830
1.2160,2.000000,1.999352,1.167516,0.000000,0.001645,-1.277410
1.2180,2.000000,1.999228,1.179975,0.000000,0.001717,-1.286694
1.2200,2.000000,1.999109,1.192095,0.000000,0.001785,-1.295688
1.2220,2.000000,1.998997,1.203880,0.000000,0.001849,-1.304399
1.2240,2.000000,1.998889,1.215334,0.000000,0.001908,-1.312829
1.2260,2.000000,1.998788,1.226464,0.000000,0.001964,-1.320986
1.2280,2.000000,1.998691,1.237273,0.000000,0.002015,-1.328873
1.2300,2.000000,1.998600,1.247767,0.000000,0.002063,-1.336497
1.2320,2.000000,1.998514,1.257951,0.000000,0.002107,-1.343862
1.2340,2.000000,1.998432,1.267830,0.000000,0.002148,-1.350973
1.2360,2.000000,1.998355,1.277410,0.000000,0.002185,-1.357835
1.2380,2.000000,1.998283,1.286694,0.000000,0.002219,-1.364455
1.2400,2.000000,1.998215,1.295688,0.000000,0.002250,-1.370835
1.2420,2.000000,1.998151,1.304399,0.000000,0.002278,-1.376983
1.2440,2.000000,1.998092,1.312829,0.000000,0.002302,-1.382902
1.2460,2.000000,1.998036,1.320986,0.000000,0.002324,-1.388598
1.2480,2.000000,1.997985,1.328873,0.000000,0.002343,-1.394075
1.2500,2.000000,1.997937,1.336497,0.000000,0.002360,-1.399339
1.2520,2.000000,1.997893,1.343862,0.000000,0.002374,-1.404395
1.2540,2.000000,1.997852,1.350973,0.000000,0.002385,-1.409246
1.2560,2.000000,1.997815,1.357835,0.000000,0.002394,-1.413899
1.2580,2.000000,1.997781,1.364455,0.000000,0.002401,-1.418357
1.2600,2.000000,1.997750,1.370835,0.000000,0.002406,-1.422626
1.2620,2.000000,1.997722,1.376983,0.000000,0.002408,-1.426710
1.2640,2.000000,1.997698,1.382902,0.000000,0.002409,-1.430614
1.2660,2.000000,1.997676,1.388598,0.000000,0.002407,-1.434342
1.2680,2.000000,1.997657,1.394075,0.000000,0.002404,-1.437898
1.2700,2.000000,1.997640,1.399339,0.000000,0.002399,-1.441288
1.2720,2.000000,1.997626,1.404395,0.000000,0.002392,-1.444515
1.2740,2.000000,1.997615,1.409246,0.000000,0.002384,-1.447584
1.2760,2.000000,1.997606,1.413899,0.000000,0.002374,-1.450499
1.2780,2.000000,1.997599,1.418357,0.000000,0.002363,-1.453265
1.2800,2.000000,1.997594,1.422626,0.000000,0.002351,-1.455885
1.2820,2.000000,1.997592,1.426710,0.000000,0.002337,-1.458363
1.2840,2.000000,1.997591,1.430614,0.000000,0.002321,-1.460704
1.2860,2.000000,1.997593,1.434342,0.000000,0.002305,-1.462912
1.2880,2.000000,1.997596,1.437898,0.000000,0.002287,-1.464990
1.2900,2.000000,1.997601,1.441288,0.000000,0.002269,-1.466942
1.2920,2.000000,1.997608,1.444515,0.000000,0.002249,-1.468772
1.2940,2.000000,1.997616,1.447584,0.000000,0.002229,-1.470484
1.2960,2.000000,1.997626,1.450499,0.000000,0.002207,-1.472082
1.2980,2.000000,1.997637,1.453265,0.000000,0.002185,-1.473568
1.3000,2.000000,1.997649,1.455885,0.000000,0.002162,-1.474947
1.3020,2.000000,1.997663,1.458363,0.000000,0.002138,-1.476222
1.3040,2.000000,1.997679,1.460704,0.000000,0.002114,-1.477396
1.3060,2.000000,1.997695,1.462912,0.000000,0.002089,-1.478473
1.3080,2.000000,1.997713,1.464990,0.000000,0.002063,-1.479456
1.3100,2.000000,1.997731,1.466942,0.000000,0.002037,-1.480348
1.3120,2.000000,1.997751,1.468772,0.000000,0.002010,-1.481152
1.3140,2.000000,1.997771,1.470484,0.000000,0.001983,-1.481871
1.3160,2.000000,1.997793,1.472082,0.000000,0.001956,-1.482509
1.3180,2.000000,1.997815,1.473568,0.000000,0.001928,-1.483068
1.3200,2.000000,1.997838,1.474947,0.000000,0.001899,-1.483552
1.3220,2.000000,1.997862,1.476222,0.000000,0.001871,-1.483962
1.3240,2.000000,1.997886,1.477396,0.000000,0.001842,-1.484302
1.3260,2.000000,1.997911,1.478473,0.000000,0.001813,-1.484575
1.3280,2.000000,1.997937,1.479456,0.000000,0.001784,-1.484782
1.3300,2.000000,1.997963,1.480348,0.000000,0.001754,-1.484928
1.3320,2.000000,1.997990,1.481152,0.000000,0.001725,-1.485013
1.3340,2.000000,1.998017,1.481871,0.000000,0.001695,-1.485041
1.3360,2.000000,1.998044,1.482509,0.000000,0.001665,-1.485015
1.3380,2.000000,1.998072,1.483068,0.000000,0.001635,-1.484935
1.3400,2.000000,1.998101,1.483552,0.000000,0.001605,-1.484806
1.3420,2.000000,1.998129,1.483962,0.000000,0.001576,-1.484628
1.3440,2.000000,1.998158,1.484302,0.000000,0.001546,-1.484404
1.3460,2.000000,1.998187,1.484575,0.000000,0.001516,-1.484137
1.3480,2.000000,1.998216,1.484782,0.000000,0.001486,-1.483828
1.3500,2.000000,1.998246,1.484928,0.000000,0.001457,-1.483479
1.3520,2.000000,1.998275,1.485013,0.000000,0.001427,-1.483092
1.3540,2.000000,1.998305,1.485041,0.000000,0.001398,-1.482670
1.3560,2.000000,1.998335,1.485015,0.000000,0.001368,-1.482213
1.3580,2.000000,1.998365,1.484935,0.000000,0.001339,-1.481724
1.3600,2.000000,1.998395,1.484806,0.000000,0.001310,-1.481205
1.3620,2.000000,1.998424,1.484628,0.000000,0.001282,-1.480657
1.3640,2.000000,1.998454,1.484404,0.000000,0.001253,-1.480082
1.3660,2.000000,1.998484,1.484137,0.000000,0.001225,-1.479481
1.3680,2.000000,1.998514,1.483828,0.000000,0.001197,-1.478856
1.3700,2.000000,1.998543,1.483479,0.000000,0.001169,-1.478209
1.3720,2.000000,1.998573,1.483092,0.000000,0.001141,-1.477541
1.3740,2.000000,1.998602,1.482670,0.000000,0.001114,-1.476853
1.3760,2.000000,1.998632,1.482213,0.000000,0.001087,-1.476147
1.3780,2.000000,1.998661,1.481724,0.000000,0.001060,-1.475424
1.3800,2.000000,1.998690,1.481205,0.000000,0.001034,-1.474685
1.3820,2.000000,1.998718,1.480657,0.000000,0.001007,-1.473932
1.3840,2.000000,1.998747,1.480082,0.000000,0.000982,-1.473166
1.3860,2.000000,1.998775,1.479481,0.000000,0.000956,-1.472388
1.3880,2.000000,1.998803,1.478856,0.000000,0.000931,-1.471598
1.3900,2.000000,1.998831,1.478209,0.000000,0.000906,-1.470800
1.3920,2.000000,1.998859,1.477541,0.000000,0.000881,-1.469992
1.3940,2.000000,1.998886,1.476853,0.000000,0.000857,-1.469176
1.3960,2.000000,1.998913,1.476147,0.000000,0.000833,-1.468354
1.3980,2.000000,1.998940,1.475424,0.000000,0.000810,-1.467526
1.4000,2.000000,1.998966,1.474685,0.000000,0.000787,-1.466693
1.4020,2.000000,1.998993,1.473932,0.000000,0.000764,-1.465856
1.4040,2.000000,1.999018,1.473166,0.000000,0.000742,-1.465015
1.4060,2.000000,1.999044,1.472388,0.000000,0.000720,-1.464173
1.4080,2.000000,1.999069,1.471598,0.000000,0.000698,-1.463328
1.4100,2.000000,1.999094,1.470800,0.000000,0.000677,-1.462482
1.4120,2.000000,1.999119,1.469992,0.000000,0.000656,-1.461637
1.4140,2.000000,1.999143,1.469176,0.000000,0.000635,-1.460791
1.4160,2.000000,1.999167,1.468354,0.000000,0.000615,-1.459947
1.4180,2.000000,1.999190,1.467526,0.000000,0.000595,-1.459104
1.4200,2.000000,1.999213,1.466693,0.000000,0.000576,-1.458264
1.4220,2.000000,1.999236,1.465856,0.000000,0.000556,-1.457427
1.4240,2.000000,1.999258,1.465015,0.000000,0.000538,-1.456593
1.4260,2.000000,1.999280,1.464173,0.000000,0.000519,-1.455763
1.4280,2.000000,1.999302,1.463328,0.000000,0.000501,-1.454937
1.4300,2.000000,1.999323,1.462482,0.000000,0.000484,-1.454116
1.4320,2.000000,1.999344,1.461637,0.000000,0.000466,-1.453300
1.4340,2.000000,1.999365,1.460791,0.000000,0.000450,-1.452491
1.4360,2.000000,1.999385,1.459947,0.000000,0.000433,-1.451687
1.4380,2.000000,1.999405,1.459104,0.000000,0.000417,-1.450890
1.4400,2.000000,1.999424,1.458264,0.000000,0.000401,-1.450099
1.4420,2.000000,1.999444,1.457427,0.000000,0.000385,-1.449316
1.4440,2.000000,1.999462,1.456593,0.000000,0.000370,-1.448540
1.4460,2.000000,1.999481,1.455763,0.000000,0.000356,-1.447772
1.4480,2.000000,1.999499,1.454937,0.000000,0.000341,-1.447013
1.4500,2.000000,1.999516,1.454116,0.000000,0.000327,-1.446261
1.4520,2.000000,1.999534,1.453300,0.000000,0.000313,-1.445518
1.4540,2.000000,1.999550,1.452491,0.000000,0.000300,-1.444784
1.4560,2.000000,1.999567,1.451687,0.000000,0.000287,-1.444059
1.4580,2.000000,1.999583,1.450890,0.000000,0.000274,-1.443343
1.4600,2.000000,1.999599,1.450099,0.000000,0.000262,-1.442636
1.4620,2.000000,1.999615,1.449316,0.000000,0.000250,-1.441939
1.4640,2.000000,1.999630,1.448540,0.000000,0.000238,-1.441252
1.4660,2.000000,1.999644,1.447772,0.000000,0.000226,-1.440574
1.4680,2.000000,1.999659,1.447013,0.000000,0.000215,-1.439906
1.4700,2.000000,1.999673,1.446261,0.000000,0.000204,-1.439249
1.4720,2.000000,1.999687,1.445518,0.000000,0.000194,-1.438601
1.4740,2.000000,1.999700,1.444784,0.000000,0.000183,-1.437964
1.4760,2.000000,1.999713,1.444059,0.000000,0.000173,-1.437337
1.4780,2.000000,1.999726,1.443343,0.000000,0.000164,-1.436720
1.4800,2.000000,1.999738,1.442636,0.000000,0.000154,-1.436114
1.4820,2.000000,1.999750,1.441939,0.000000,0.000145,-1.435518
1.4840,2.000000,1.999762,1.441252,0.000000,0.000136,-1.434932
1.4860,2.000000,1.999774,1.440574,0.000000,0.000128,-1.434357
1.4880,2.000000,1.999785,1.439906,0.000000,0.000119,-1.433793
1.4900,2.000000,1.999796,1.439249,0.000000,0.000111,-1.433239
1.4920,2.000000,1.999806,1.438601,0.000000,0.000103,-1.432695
1.4940,2.000000,1.999817,1.437964,0.000000,0.000096,-1.432162
1.4960,2.000000,1.999827,1.437337,0.000000,0.000088,-1.431640
1.4980,2.000000,1.999836,1.436720,0.000000,0.000081,-1.431128
1.5000,2.000000,1.999846,1.436114,0.000000,0.000075,-1.430626
1.5020,2.000000,1.999855,1.435518,0.000000,0.000068,-1.430134
1.5040,2.000000,1.999864,1.434932,0.000000,0.000061,-1.429653
1.5060,2.000000,1.999872,1.434357,0.000000,0.000055,-1.429182
1.5080,2.000000,1.999881,1.433793,0.000000,0.000049,-1.428721
1.5100,2.000000,1.999889,1.433239,0.000000,0.000044,-1.428271
1.5120,2.000000,1.999897,1.432695,0.000000,0.000038,-1.427830
1.5140,2.000000,1.999904,1.432162,0.000000,0.000033,-1.427399
1.5160,2.000000,1.999912,1.431640,0.000000,0.000028,-1.426979
1.5180,2.000000,1.999919,1.431128,0.000000,0.000023,-1.426568
1.5200,2.000000,1.999925,1.430626,0.000000,0.000018,-1.426166
1.5220,2.000000,1.999932,1.430134,0.000000,0.000013,-1.425775
1.5240,2.000000,1.999939,1.429653,0.000000,0.000009,-1.425392
1.5260,2.000000,1.999945,1.429182,0.000000,0.000005,-1.425020
1.5280,2.000000,1.999951,1.428721,0.000000,0.000001,-1.424656
1.5300,2.000000,1.999956,1.428271,0.000000,-0.000003,-1.424302
1.5320,2.000000,1.999962,1.427830,0.000000,-0.000007,-1.423957
