t_s,v_ref,alpha_ref,dec_v,dec_alpha,dec_i,dec_r,dec500_v,dec500_alpha,dec500_i,dec500_r,mimo_v,mimo_alpha,mimo_i,mimo_r
3.0260000e+00,-1.5896000e+00,0.0000000e+00,-1.5917328e+00,-2.6225491e-05,4.5587988e-01,4.9709819e-01,-1.5917328e+00,-2.6270741e-05,4.5587988e-01,4.9709907e-01,-1.1912778e+00,-5.5467591e-04,4.4941173e-01,4.9838933e-01
3.0280000e+00,-1.5888000e+00,0.0000000e+00,-1.5909328e+00,-2.6225484e-05,4.5609568e-01,4.9710414e-01,-1.5909328e+00,-2.6270733e-05,4.5609568e-01,4.9710502e-01,-1.1905813e+00,-5.5454058e-04,4.4962747e-01,4.9839492e-01
3.0300000e+00,-1.5880000e+00,0.0000000e+00,-1.5901328e+00,-2.6225472e-05,4.5631148e-01,4.9711009e-01,-1.5901328e+00,-2.6270720e-05,4.5631148e-01,4.9711097e-01,-1.1898847e+00,-5.5440516e-04,4.4984317e-01,4.9840052e-01
3.0320000e+00,-1.5872000e+00,0.0000000e+00,-1.5893328e+00,-2.6225456e-05,4.5652728e-01,4.9711604e-01,-1.5893328e+00,-2.6270704e-05,4.5652728e-01,4.9711692e-01,-1.1891882e+00,-5.5426988e-04,4.5005890e-01,4.9840612e-01
3.0340000e+00,-1.5864000e+00,0.0000000e+00,-1.5885328e+00,-2.6225437e-05,4.5674308e-01,4.9712199e-01,-1.5885328e+00,-2.6270683e-05,4.5674308e-01,4.9712287e-01,-1.1884916e+00,-5.5413453e-04,4.5027461e-01,4.9841171e-01
3.0360000e+00,-1.5856000e+00,0.0000000e+00,-1.5877328e+00,-2.6225414e-05,4.5695888e-01,4.9712794e-01,-1.5877328e+00,-2.6270660e-05,4.5695888e-01,4.9712882e-01,-1.1877950e+00,-5.5399932e-04,4.5049034e-01,4.9841731e-01
3.0380000e+00,-1.5848000e+00,0.0000000e+00,-1.5869328e+00,-2.6225389e-05,4.5717468e-01,4.9713389e-01,-1.5869328e+00,-2.6270633e-05,4.5717468e-01,4.9713476e-01,-1.1870983e+00,-5.5386404e-04,4.5070605e-01,4.9842291e-01
3.0400000e+00,-1.5840000e+00,0.0000000e+00,-1.5861328e+00,-2.6225360e-05,4.5739048e-01,4.9713984e-01,-1.5861328e+00,-2.6270604e-05,4.5739048e-01,4.9714071e-01,-1.1864017e+00,-5.5372889e-04,4.5092178e-01,4.9842850e-01
3.0420000e+00,-1.5832000e+00,0.0000000e+00,-1.5853328e+00,-2.6225328e-05,4.5760628e-01,4.9714578e-01,-1.5853328e+00,-2.6270572e-05,4.5760628e-01,4.9714666e-01,-1.1857050e+00,-5.5359367e-04,4.5113749e-01,4.9843410e-01
3.0440000e+00,-1.5824000e+00,0.0000000e+00,-1.5845328e+00,-2.6225294e-05,4.5782207e-01,4.9715173e-01,-1.5845328e+00,-2.6270537e-05,4.5782207e-01,4.9715261e-01,-1.1850083e+00,-5.5345860e-04,4.5135322e-01,4.9843970e-01
3.0460000e+00,-1.5816000e+00,0.0000000e+00,-1.5837328e+00,-2.6225257e-05,4.5803787e-01,4.9715768e-01,-1.5837328e+00,-2.6270499e-05,4.5803787e-01,4.9715856e-01,-1.1843115e+00,-5.5332344e-04,4.5156892e-01,4.9844530e-01
3.0480000e+00,-1.5808000e+00,0.0000000e+00,-1.5829328e+00,-2.6225218e-05,4.5825366e-01,4.9716363e-01,-1.5829328e+00,-2.6270460e-05,4.5825366e-01,4.9716451e-01,-1.1836148e+00,-5.5318843e-04,4.5178466e-01,4.9845089e-01
3.0500000e+00,-1.5800000e+00,0.0000000e+00,-1.5821328e+00,-2.6225177e-05,4.5846946e-01,4.9716958e-01,-1.5821328e+00,-2.6270418e-05,4.5846946e-01,4.9717046e-01,-1.1829180e+00,-5.5305335e-04,4.5200036e-01,4.9845649e-01
3.0520000e+00,-1.5792000e+00,0.0000000e+00,-1.5813328e+00,-2.6225134e-05,4.5868525e-01,4.9717553e-01,-1.5813328e+00,-2.6270374e-05,4.5868525e-01,4.9717641e-01,-1.1822212e+00,-5.5291840e-04,4.5221610e-01,4.9846209e-01
3.0540000e+00,-1.5784000e+00,0.0000000e+00,-1.5805328e+00,-2.6225090e-05,4.5890104e-01,4.9718148e-01,-1.5805328e+00,-2.6270329e-05,4.5890104e-01,4.9718235e-01,-1.1815243e+00,-5.5278338e-04,4.5243180e-01,4.9846769e-01
3.0560000e+00,-1.5776000e+00,0.0000000e+00,-1.5797328e+00,-2.6225043e-05,4.5911683e-01,4.9718743e-01,-1.5797328e+00,-2.6270282e-05,4.5911683e-01,4.9718830e-01,-1.1808275e+00,-5.5264849e-04,4.5264754e-01,4.9847328e-01
3.0580000e+00,-1.5768000e+00,0.0000000e+00,-1.5789328e+00,-2.6224995e-05,4.5933261e-01,4.9719337e-01,-1.5789328e+00,-2.6270233e-05,4.5933261e-01,4.9719425e-01,-1.1801306e+00,-5.5251354e-04,4.5286324e-01,4.9847888e-01
3.0600000e+00,-1.5760000e+00,0.0000000e+00,-1.5781328e+00,-2.6224946e-05,4.5954840e-01,4.9719932e-01,-1.5781328e+00,-2.6270183e-05,4.5954840e-01,4.9720020e-01,-1.1794337e+00,-5.5237872e-04,4.5307898e-01,4.9848448e-01
3.0620000e+00,-1.5752000e+00,0.0000000e+00,-1.5773328e+00,-2.6224895e-05,4.5976419e-01,4.9720527e-01,-1.5773328e+00,-2.6270132e-05,4.5976419e-01,4.9720615e-01,-1.1787367e+00,-5.5224384e-04,4.5329468e-01,4.9849008e-01
3.0640000e+00,-1.5744000e+00,0.0000000e+00,-1.5765328e+00,-2.6224844e-05,4.5997997e-01,4.9721122e-01,-1.5765328e+00,-2.6270080e-05,4.5997997e-01,4.9721210e-01,-1.1780397e+00,-5.5210909e-04,4.5351041e-01,4.9849567e-01
3.0660000e+00,-1.5736000e+00,0.0000000e+00,-1.5757329e+00,-2.6224791e-05,4.6019575e-01,4.9721717e-01,-1.5757329e+00,-2.6270027e-05,4.6019575e-01,4.9721805e-01,-1.1773428e+00,-5.5197427e-04,4.5372612e-01,4.9850127e-01
3.0680000e+00,-1.5728000e+00,0.0000000e+00,-1.5749329e+00,-2.6224737e-05,4.6041153e-01,4.9722312e-01,-1.5749329e+00,-2.6269973e-05,4.6041153e-01,4.9722400e-01,-1.1766457e+00,-5.5183958e-04,4.5394185e-01,4.9850687e-01
3.0700000e+00,-1.5720000e+00,0.0000000e+00,-1.5741329e+00,-2.6224683e-05,4.6062731e-01,4.9722907e-01,-1.5741329e+00,-2.6269918e-05,4.6062731e-01,4.9722994e-01,-1.1759487e+00,-5.5170483e-04,4.5415756e-01,4.9851247e-01
3.0720000e+00,-1.5712000e+00,0.0000000e+00,-1.5733329e+00,-2.6224628e-05,4.6084309e-01,4.9723501e-01,-1.5733329e+00,-2.6269863e-05,4.6084309e-01,4.9723589e-01,-1.1752516e+00,-5.5157020e-04,4.5437329e-01,4.9851807e-01
3.0740000e+00,-1.5704000e+00,0.0000000e+00,-1.5725329e+00,-2.6224572e-05,4.6105887e-01,4.9724096e-01,-1.5725329e+00,-2.6269806e-05,4.6105887e-01,4.9724184e-01,-1.1745545e+00,-5.5143552e-04,4.5458900e-01,4.9852367e-01
3.0760000e+00,-1.5696000e+00,0.0000000e+00,-1.5717329e+00,-2.6224516e-05,4.6127464e-01,4.9724691e-01,-1.5717329e+00,-2.6269750e-05,4.6127464e-01,4.9724779e-01,-1.1738574e+00,-5.5130096e-04,4.5480473e-01,4.9852926e-01
3.0780000e+00,-1.5688000e+00,0.0000000e+00,-1.5709329e+00,-2.6224460e-05,4.6149042e-01,4.9725286e-01,-1.5709329e+00,-2.6269693e-05,4.6149042e-01,4.9725374e-01,-1.1731603e+00,-5.5116634e-04,4.5502044e-01,4.9853486e-01
3.0800000e+00,-1.5680000e+00,0.0000000e+00,-1.5701329e+00,-2.6224403e-05,4.6170619e-01,4.9725881e-01,-1.5701329e+00,-2.6269636e-05,4.6170619e-01,4.9725969e-01,-1.1724631e+00,-5.5103184e-04,4.5523617e-01,4.9854046e-01
3.0820000e+00,-1.5672000e+00,0.0000000e+00,-1.5693329e+00,-2.6224346e-05,4.6192196e-01,4.9726476e-01,-1.5693329e+00,-2.6269579e-05,4.6192196e-01,4.9726564e-01,-1.1717659e+00,-5.5089729e-04,4.5545188e-01,4.9854606e-01
3.0840000e+00,-1.5664000e+00,0.0000000e+00,-1.5685329e+00,-2.6224289e-05,4.6213773e-01,4.9727071e-01,-1.5685329e+00,-2.6269521e-05,4.6213773e-01,4.9727158e-01,-1.1710687e+00,-5.5076286e-04,4.5566761e-01,4.9855166e-01
3.0860000e+00,-1.5656000e+00,0.0000000e+00,-1.5677329e+00,-2.6224232e-05,4.6235350e-01,4.9727665e-01,-1.5677329e+00,-2.6269464e-05,4.6235350e-01,4.9727753e-01,-1.1703715e+00,-5.5062838e-04,4.5588332e-01,4.9855726e-01
3.0880000e+00,-1.5648000e+00,0.0000000e+00,-1.5669329e+00,-2.6224175e-05,4.6256927e-01,4.9728260e-01,-1.5669329e+00,-2.6269407e-05,4.6256927e-01,4.9728348e-01,-1.1696742e+00,-5.5049401e-04,4.5609905e-01,4.9856286e-01
3.0900000e+00,-1.5640000e+00,0.0000000e+00,-1.5661329e+00,-2.6224118e-05,4.6278504e-01,4.9728855e-01,-1.5661329e+00,-2.6269349e-05,4.6278504e-01,4.9728943e-01,-1.1689769e+00,-5.5035959e-04,4.5631476e-01,4.9856846e-01
3.0920000e+00,-1.5632000e+00,0.0000000e+00,-1.5653329e+00,-2.6224061e-05,4.6300080e-01,4.9729450e-01,-1.5653329e+00,-2.6269292e-05,4.6300080e-01,4.9729538e-01,-1.1682796e+00,-5.5022529e-04,4.5653049e-01,4.9857406e-01
3.0940000e+00,-1.5624000e+00,0.0000000e+00,-1.5645329e+00,-2.6224005e-05,4.6321657e-01,4.9730045e-01,-1.5645329e+00,-2.6269235e-05,4.6321657e-01,4.9730133e-01,-1.1675823e+00,-5.5009094e-04,4.5674619e-01,4.9857965e-01
3.0960000e+00,-1.5616000e+00,0.0000000e+00,-1.5637329e+00,-2.6223948e-05,4.6343233e-01,4.9730640e-01,-1.5637329e+00,-2.6269179e-05,4.6343233e-01,4.9730728e-01,-1.1668849e+00,-5.4995670e-04,4.5696193e-01,4.9858525e-01
3.0980000e+00,-1.5608000e+00,0.0000000e+00,-1.5629329e+00,-2.6223892e-05,4.6364809e-01,4.9731235e-01,-1.5629329e+00,-2.6269122e-05,4.6364809e-01,4.9731322e-01,-1.1661875e+00,-5.4982242e-04,4.5717763e-01,4.9859085e-01
3.1000000e+00,-1.5600000e+00,0.0000000e+00,-1.5621329e+00,-2.6223837e-05,4.6386385e-01,4.9731829e-01,-1.5621329e+00,-2.6269067e-05,4.6386385e-01,4.9731917e-01,-1.1654901e+00,-5.4968824e-04,4.5739336e-01,4.9859645e-01
3.1020000e+00,-1.5592000e+00,0.0000000e+00,-1.5613329e+00,-2.6223782e-05,4.6407961e-01,4.9732424e-01,-1.5613329e+00,-2.6269011e-05,4.6407961e-01,4.9732512e-01,-1.1647927e+00,-5.4955403e-04,4.5760907e-01,4.9860205e-01
3.1040000e+00,-1.5584000e+00,0.0000000e+00,-1.5605329e+00,-2.6223727e-05,4.6429537e-01,4.9733019e-01,-1.5605329e+00,-2.6268956e-05,4.6429537e-01,4.9733107e-01,-1.1640952e+00,-5.4941992e-04,4.5782480e-01,4.9860765e-01
3.1060000e+00,-1.5576000e+00,0.0000000e+00,-1.5597329e+00,-2.6223673e-05,4.6451113e-01,4.9733614e-01,-1.5597329e+00,-2.6268902e-05,4.6451113e-01,4.9733702e-01,-1.1633977e+00,-5.4928577e-04,4.5804051e-01,4.9861325e-01
3.1080000e+00,-1.5568000e+00,0.0000000e+00,-1.5589329e+00,-2.6223619e-05,4.6472688e-01,4.9734209e-01,-1.5589329e+00,-2.6268848e-05,4.6472688e-01,4.9734297e-01,-1.1627002e+00,-5.4915172e-04,4.5825624e-01,4.9861885e-01
3.1100000e+00,-1.5560000e+00,0.0000000e+00,-1.5581329e+00,-2.6223566e-05,4.6494264e-01,4.9734804e-01,-1.5581329e+00,-2.6268795e-05,4.6494264e-01,4.9734891e-01,-1.1620026e+00,-5.4901764e-04,4.5847195e-01,4.9862445e-01
3.1120000e+00,-1.5552000e+00,0.0000000e+00,-1.5573329e+00,-2.6223514e-05,4.6515839e-01,4.9735398e-01,-1.5573329e+00,-2.6268742e-05,4.6515839e-01,4.9735486e-01,-1.1613051e+00,-5.4888365e-04,4.5868768e-01,4.9863005e-01
3.1140000e+00,-1.5544000e+00,0.0000000e+00,-1.5565329e+00,-2.6223462e-05,4.6537414e-01,4.9735993e-01,-1.5565329e+00,-2.6268690e-05,4.6537414e-01,4.9736081e-01,-1.1606075e+00,-5.4874964e-04,4.5890339e-01,4.9863565e-01
3.1160000e+00,-1.5536000e+00,0.0000000e+00,-1.5557329e+00,-2.6223411e-05,4.6558989e-01,4.9736588e-01,-1.5557329e+00,-2.6268639e-05,4.6558989e-01,4.9736676e-01,-1.1599099e+00,-5.4861572e-04,4.5911912e-01,4.9864125e-01
3.1180000e+00,-1.5528000e+00,0.0000000e+00,-1.5549329e+00,-2.6223361e-05,4.6580564e-01,4.9737183e-01,-1.5549329e+00,-2.6268589e-05,4.6580564e-01,4.9737271e-01,-1.1592122e+00,-5.4848177e-04,4.5933483e-01,4.9864685e-01
3.1200000e+00,-1.5520000e+00,0.0000000e+00,-1.5541329e+00,-2.6223311e-05,4.6602139e-01,4.9737778e-01,-1.5541329e+00,-2.6268539e-05,4.6602139e-01,4.9737866e-01,-1.1585146e+00,-5.4834791e-04,4.5955056e-01,4.9865245e-01
3.1220000e+00,-1.5512000e+00,0.0000000e+00,-1.5533329e+00,-2.6223262e-05,4.6623714e-01,4.9738373e-01,-1.5533329e+00,-2.6268490e-05,4.6623714e-01,4.9738460e-01,-1.1578169e+00,-5.4821403e-04,4.5976627e-01,4.9865805e-01
3.1240000e+00,-1.5504000e+00,0.0000000e+00,-1.5525329e+00,-2.6223214e-05,4.6645288e-01,4.9738967e-01,-1.5525329e+00,-2.6268442e-05,4.6645288e-01,4.9739055e-01,-1.1571192e+00,-5.4808024e-04,4.5998200e-01,4.9866365e-01
3.1260000e+00,-1.5496000e+00,0.0000000e+00,-1.5517329e+00,-2.6223167e-05,4.6666863e-01,4.9739562e-01,-1.5517329e+00,-2.6268394e-05,4.6666863e-01,4.9739650e-01,-1.1564214e+00,-5.4794642e-04,4.6019771e-01,4.9866925e-01
3.1280000e+00,-1.5488000e+00,0.0000000e+00,-1.5509329e+00,-2.6223121e-05,4.6688438e-01,4.9740157e-01,-1.5509329e+00,-2.6268348e-05,4.6688438e-01,4.9740245e-01,-1.1557236e+00,-5.4781270e-04,4.6041344e-01,4.9867486e-01
3.1300000e+00,-1.5480000e+00,0.0000000e+00,-1.5501329e+00,-2.6223075e-05,4.6710012e-01,4.9740752e-01,-1.5501329e+00,-2.6268302e-05,4.6710012e-01,4.9740840e-01,-1.1550259e+00,-5.4767895e-04,4.6062915e-01,4.9868046e-01
3.1320000e+00,-1.5472000e+00,0.0000000e+00,-1.5493329e+00,-2.6223030e-05,4.6731586e-01,4.9741347e-01,-1.5493329e+00,-2.6268257e-05,4.6731586e-01,4.9741435e-01,-1.1543280e+00,-5.4754529e-04,4.6084488e-01,4.9868606e-01
3.1340000e+00,-1.5464000e+00,0.0000000e+00,-1.5485329e+00,-2.6222986e-05,4.6753160e-01,4.9741942e-01,-1.5485329e+00,-2.6268213e-05,4.6753160e-01,4.9742029e-01,-1.1536302e+00,-5.4741160e-04,4.6106059e-01,4.9869166e-01
3.1360000e+00,-1.5456000e+00,0.0000000e+00,-1.5477329e+00,-2.6222943e-05,4.6774734e-01,4.9742536e-01,-1.5477329e+00,-2.6268170e-05,4.6774734e-01,4.9742624e-01,-1.1529323e+00,-5.4727800e-04,4.6127631e-01,4.9869726e-01
3.1380000e+00,-1.5448000e+00,0.0000000e+00,-1.5469329e+00,-2.6222901e-05,4.6796309e-01,4.9743131e-01,-1.5469329e+00,-2.6268128e-05,4.6796309e-01,4.9743219e-01,-1.1522344e+00,-5.4714438e-04,4.6149203e-01,4.9870286e-01
3.1400000e+00,-1.5440000e+00,0.0000000e+00,-1.5461329e+00,-2.6222860e-05,4.6817882e-01,4.9743726e-01,-1.5461329e+00,-2.6268087e-05,4.6817882e-01,4.9743814e-01,-1.1515365e+00,-5.4701085e-04,4.6170775e-01,4.9870846e-01
3.1420000e+00,-1.5432000e+00,0.0000000e+00,-1.5453329e+00,-2.6222820e-05,4.6839456e-01,4.9744321e-01,-1.5453329e+00,-2.6268046e-05,4.6839456e-01,4.9744409e-01,-1.1508386e+00,-5.4687730e-04,4.6192346e-01,4.9871406e-01
3.1440000e+00,-1.5424000e+00,0.0000000e+00,-1.5445329e+00,-2.6222780e-05,4.6861030e-01,4.9744916e-01,-1.5445329e+00,-2.6268007e-05,4.6861030e-01,4.9745003e-01,-1.1501406e+00,-5.4674383e-04,4.6213919e-01,4.9871966e-01
3.1460000e+00,-1.5416000e+00,0.0000000e+00,-1.5437329e+00,-2.6222742e-05,4.6882604e-01,4.9745510e-01,-1.5437329e+00,-2.6267968e-05,4.6882604e-01,4.9745598e-01,-1.1494426e+00,-5.4661034e-04,4.6235490e-01,4.9872527e-01
3.1480000e+00,-1.5408000e+00,0.0000000e+00,-1.5429329e+00,-2.6222704e-05,4.6904177e-01,4.9746105e-01,-1.5429329e+00,-2.6267930e-05,4.6904177e-01,4.9746193e-01,-1.1487446e+00,-5.4647694e-04,4.6257063e-01,4.9873087e-01
3.1500000e+00,-1.5400000e+00,0.0000000e+00,-1.5421329e+00,-2.6222667e-05,4.6925751e-01,4.9746700e-01,-1.5421329e+00,-2.6267894e-05,4.6925751e-01,4.9746788e-01,-1.1480466e+00,-5.4634351e-04,4.6278634e-01,4.9873647e-01
3.1520000e+00,-1.5392000e+00,0.0000000e+00,-1.5413329e+00,-2.6222631e-05,4.6947324e-01,4.9747295e-01,-1.5413329e+00,-2.6267858e-05,4.6947324e-01,4.9747383e-01,-1.1473485e+00,-5.4621018e-04,4.6300207e-01,4.9874207e-01
3.1540000e+00,-1.5384000e+00,0.0000000e+00,-1.5405329e+00,-2.6222596e-05,4.6968898e-01,4.9747890e-01,-1.5405329e+00,-2.6267823e-05,4.6968898e-01,4.9747978e-01,-1.1466504e+00,-5.4607682e-04,4.6321778e-01,4.9874767e-01
3.1560000e+00,-1.5376000e+00,0.0000000e+00,-1.5397329e+00,-2.6222562e-05,4.6990471e-01,4.9748485e-01,-1.5397329e+00,-2.6267789e-05,4.6990471e-01,4.9748572e-01,-1.1459523e+00,-5.4594355e-04,4.6343351e-01,4.9875327e-01
3.1580000e+00,-1.5368000e+00,0.0000000e+00,-1.5389329e+00,-2.6222529e-05,4.7012044e-01,4.9749079e-01,-1.5389329e+00,-2.6267755e-05,4.7012044e-01,4.9749167e-01,-1.1452542e+00,-5.4581025e-04,4.6364922e-01,4.9875888e-01
3.1600000e+00,-1.5360000e+00,0.0000000e+00,-1.5381329e+00,-2.6222497e-05,4.7033617e-01,4.9749674e-01,-1.5381329e+00,-2.6267723e-05,4.7033617e-01,4.9749762e-01,-1.1445560e+00,-5.4567704e-04,4.6386495e-01,4.9876448e-01
3.1620000e+00,-1.5352000e+00,0.0000000e+00,-1.5373329e+00,-2.6222465e-05,4.7055191e-01,4.9750269e-01,-1.5373329e+00,-2.6267692e-05,4.7055191e-01,4.9750357e-01,-1.1438578e+00,-5.4554382e-04,4.6408066e-01,4.9877008e-01
3.1640000e+00,-1.5344000e+00,0.0000000e+00,-1.5365329e+00,-2.6222435e-05,4.7076764e-01,4.9750864e-01,-1.5365329e+00,-2.6267661e-05,4.7076764e-01,4.9750952e-01,-1.1431596e+00,-5.4541067e-04,4.6429639e-01,4.9877568e-01
3.1660000e+00,-1.5336000e+00,0.0000000e+00,-1.5357329e+00,-2.6222405e-05,4.7098337e-01,4.9751459e-01,-1.5357329e+00,-2.6267631e-05,4.7098337e-01,4.9751546e-01,-1.1424614e+00,-5.4527751e-04,4.6451210e-01,4.9878128e-01
3.1680000e+00,-1.5328000e+00,0.0000000e+00,-1.5349329e+00,-2.6222376e-05,4.7119910e-01,4.9752053e-01,-1.5349329e+00,-2.6267602e-05,4.7119910e-01,4.9752141e-01,-1.1417631e+00,-5.4514443e-04,4.6472783e-01,4.9878689e-01
3.1700000e+00,-1.5320000e+00,0.0000000e+00,-1.5341329e+00,-2.6222348e-05,4.7141482e-01,4.9752648e-01,-1.5341329e+00,-2.6267574e-05,4.7141482e-01,4.9752736e-01,-1.1410648e+00,-5.4501134e-04,4.6494354e-01,4.9879249e-01
3.1720000e+00,-1.5312000e+00,0.0000000e+00,-1.5333329e+00,-2.6222321e-05,4.7163055e-01,4.9753243e-01,-1.5333329e+00,-2.6267547e-05,4.7163055e-01,4.9753331e-01,-1.1403665e+00,-5.4487832e-04,4.6515927e-01,4.9879809e-01
3.1740000e+00,-1.5304000e+00,0.0000000e+00,-1.5325329e+00,-2.6222295e-05,4.7184628e-01,4.9753838e-01,-1.5325329e+00,-2.6267521e-05,4.7184628e-01,4.9753926e-01,-1.1396682e+00,-5.4474529e-04,4.6537498e-01,4.9880369e-01
3.1760000e+00,-1.5296000e+00,0.0000000e+00,-1.5317329e+00,-2.6222269e-05,4.7206201e-01,4.9754433e-01,-1.5317329e+00,-2.6267495e-05,4.7206201e-01,4.9754520e-01,-1.1389698e+00,-5.4461234e-04,4.6559070e-01,4.9880930e-01
3.1780000e+00,-1.5288000e+00,0.0000000e+00,-1.5309329e+00,-2.6222244e-05,4.7227773e-01,4.9755027e-01,-1.5309329e+00,-2.6267471e-05,4.7227773e-01,4.9755115e-01,-1.1382714e+00,-5.4447937e-04,4.6580642e-01,4.9881490e-01
3.1800000e+00,-1.5280000e+00,0.0000000e+00,-1.5301329e+00,-2.6222221e-05,4.7249346e-01,4.9755622e-01,-1.5301329e+00,-2.6267447e-05,4.7249346e-01,4.9755710e-01,-1.1375730e+00,-5.4434649e-04,4.6602214e-01,4.9882050e-01
3.1820000e+00,-1.5272000e+00,0.0000000e+00,-1.5293329e+00,-2.6222197e-05,4.7270919e-01,4.9756217e-01,-1.5293329e+00,-2.6267424e-05,4.7270919e-01,4.9756305e-01,-1.1368746e+00,-5.4421359e-04,4.6623786e-01,4.9882611e-01
3.1840000e+00,-1.5264000e+00,0.0000000e+00,-1.5285329e+00,-2.6222175e-05,4.7292491e-01,4.9756812e-01,-1.5285329e+00,-2.6267401e-05,4.7292491e-01,4.9756900e-01,-1.1361761e+00,-5.4408076e-04,4.6645358e-01,4.9883171e-01
3.1860000e+00,-1.5256000e+00,0.0000000e+00,-1.5277329e+00,-2.6222154e-05,4.7314064e-01,4.9757407e-01,-1.5277329e+00,-2.6267380e-05,4.7314064e-01,4.9757494e-01,-1.1354776e+00,-5.4394793e-04,4.6666930e-01,4.9883731e-01
3.1880000e+00,-1.5248000e+00,0.0000000e+00,-1.5269329e+00,-2.6222133e-05,4.7335636e-01,4.9758001e-01,-1.5269329e+00,-2.6267359e-05,4.7335636e-01,4.9758089e-01,-1.1347791e+00,-5.4381517e-04,4.6688502e-01,4.9884292e-01
3.1900000e+00,-1.5240000e+00,0.0000000e+00,-1.5261329e+00,-2.6222113e-05,4.7357208e-01,4.9758596e-01,-1.5261329e+00,-2.6267339e-05,4.7357208e-01,4.9758684e-01,-1.1340806e+00,-5.4368240e-04,4.6710073e-01,4.9884852e-01
3.1920000e+00,-1.5232000e+00,0.0000000e+00,-1.5253329e+00,-2.6222093e-05,4.7378781e-01,4.9759191e-01,-1.5253329e+00,-2.6267320e-05,4.7378781e-01,4.9759279e-01,-1.1333820e+00,-5.4354971e-04,4.6731646e-01,4.9885412e-01
3.1940000e+00,-1.5224000e+00,0.0000000e+00,-1.5245329e+00,-2.6222075e-05,4.7400353e-01,4.9759786e-01,-1.5245329e+00,-2.6267301e-05,4.7400353e-01,4.9759874e-01,-1.1326834e+00,-5.4341701e-04,4.6753217e-01,4.9885973e-01
3.1960000e+00,-1.5216000e+00,0.0000000e+00,-1.5237329e+00,-2.6222057e-05,4.7421925e-01,4.9760381e-01,-1.5237329e+00,-2.6267283e-05,4.7421925e-01,4.9760468e-01,-1.1319848e+00,-5.4328437e-04,4.6774790e-01,4.9886533e-01
3.1980000e+00,-1.5208000e+00,0.0000000e+00,-1.5229329e+00,-2.6222040e-05,4.7443498e-01,4.9760975e-01,-1.5229329e+00,-2.6267266e-05,4.7443498e-01,4.9761063e-01,-1.1312862e+00,-5.4315174e-04,4.6796361e-01,4.9887093e-01
3.2000000e+00,-1.5200000e+00,0.0000000e+00,-1.5221329e+00,-2.6222023e-05,4.7465070e-01,4.9761570e-01,-1.5221329e+00,-2.6267249e-05,4.7465070e-01,4.9761658e-01,-1.1305875e+00,-5.4301917e-04,4.6817934e-01,4.9887654e-01
3.2020000e+00,-1.5192000e+00,0.0000000e+00,-1.5213329e+00,-2.6222007e-05,4.7486642e-01,4.9762165e-01,-1.5213329e+00,-2.6267234e-05,4.7486642e-01,4.9762253e-01,-1.1298889e+00,-5.4288660e-04,4.6839505e-01,4.9888214e-01
3.2040000e+00,-1.5184000e+00,0.0000000e+00,-1.5205329e+00,-2.6221992e-05,4.7508214e-01,4.9762760e-01,-1.5205329e+00,-2.6267218e-05,4.7508214e-01,4.9762848e-01,-1.1291901e+00,-5.4275409e-04,4.6861078e-01,4.9888774e-01
3.2060000e+00,-1.5176000e+00,0.0000000e+00,-1.5197329e+00,-2.6221977e-05,4.7529786e-01,4.9763355e-01,-1.5197329e+00,-2.6267204e-05,4.7529786e-01,4.9763443e-01,-1.1284914e+00,-5.4262159e-04,4.6882649e-01,4.9889335e-01
3.2080000e+00,-1.5168000e+00,0.0000000e+00,-1.5189329e+00,-2.6221963e-05,4.7551359e-01,4.9763949e-01,-1.5189329e+00,-2.6267190e-05,4.7551359e-01,4.9764037e-01,-1.1277927e+00,-5.4248915e-04,4.6904222e-01,4.9889895e-01
3.2100000e+00,-1.5160000e+00,0.0000000e+00,-1.5181329e+00,-2.6221950e-05,4.7572931e-01,4.9764544e-01,-1.5181329e+00,-2.6267177e-05,4.7572931e-01,4.9764632e-01,-1.1270939e+00,-5.4235671e-04,4.6925793e-01,4.9890456e-01
3.2120000e+00,-1.5152000e+00,0.0000000e+00,-1.5173329e+00,-2.6221937e-05,4.7594503e-01,4.9765139e-01,-1.5173329e+00,-2.6267164e-05,4.7594503e-01,4.9765227e-01,-1.1263951e+00,-5.4222433e-04,4.6947366e-01,4.9891016e-01
3.2140000e+00,-1.5144000e+00,0.0000000e+00,-1.5165329e+00,-2.6221925e-05,4.7616075e-01,4.9765734e-01,-1.5165329e+00,-2.6267152e-05,4.7616075e-01,4.9765822e-01,-1.1256962e+00,-5.4209195e-04,4.6968937e-01,4.9891577e-01
3.2160000e+00,-1.5136000e+00,0.0000000e+00,-1.5157329e+00,-2.6221913e-05,4.7637647e-01,4.9766329e-01,-1.5157329e+00,-2.6267140e-05,4.7637647e-01,4.9766416e-01,-1.1249974e+00,-5.4195964e-04,4.6990509e-01,4.9892137e-01
3.2180000e+00,-1.5128000e+00,0.0000000e+00,-1.5149329e+00,-2.6221902e-05,4.7659219e-01,4.9766923e-01,-1.5149329e+00,-2.6267129e-05,4.7659219e-01,4.9767011e-01,-1.1242985e+00,-5.4182733e-04,4.7012081e-01,4.9892697e-01
