w,K11_mag,K12_mag,K21_mag,K22_mag,K11_ph,K22_ph
4.535671616e+01,1.732144355e-01,3.268126081e-01,4.351517197e-04,5.655482649e-01,-9.868373632e+01,-4.231673294e+01
4.668452371e+01,1.681160984e-01,3.216206344e-01,4.295277123e-04,5.565837673e-01,-9.893096907e+01,-4.295150649e+01
4.805120251e+01,1.631581515e-01,3.163879764e-01,4.238722140e-04,5.475494273e-01,-9.918475445e+01,-4.357782221e+01
4.945789053e+01,1.583365202e-01,3.111208136e-01,4.181924713e-04,5.384559609e-01,-9.944522240e+01,-4.419489330e+01
5.090575902e+01,1.536472474e-01,3.058253928e-01,4.124957510e-04,5.293142011e-01,-9.971250161e+01,-4.480194638e+01
5.239601353e+01,1.490864912e-01,3.005079945e-01,4.067892981e-04,5.201350414e-01,-9.998671918e+01,-4.539822373e+01
5.392989490e+01,1.446505214e-01,2.951749009e-01,4.010802932e-04,5.109293793e-01,-1.002680001e+02,-4.598298545e+01
5.550868030e+01,1.403357173e-01,2.898323640e-01,3.953758120e-04,5.017080619e-01,-1.005564669e+02,-4.655551133e+01
5.713368428e+01,1.361385646e-01,2.844865748e-01,3.896827854e-04,4.924818325e-01,-1.008522389e+02,-4.711510257e+01
5.880625989e+01,1.320556527e-01,2.791436343e-01,3.840079625e-04,4.832612809e-01,-1.011554320e+02,-4.766108334e+01
6.052779976e+01,1.280836724e-01,2.738095261e-01,3.783578744e-04,4.740567957e-01,-1.014661579e+02,-4.819280206e+01
6.229973732e+01,1.242194137e-01,2.684900904e-01,3.727388024e-04,4.648785202e-01,-1.017845234e+02,-4.870963252e+01
6.412354796e+01,1.204597627e-01,2.631910011e-01,3.671567469e-04,4.557363121e-01,-1.021106297e+02,-4.921097479e+01
6.600075023e+01,1.168017006e-01,2.579177442e-01,3.616174017e-04,4.466397067e-01,-1.024445720e+02,-4.969625589e+01
6.793290717e+01,1.132423002e-01,2.526755992e-01,3.561261291e-04,4.375978849e-01,-1.027864384e+02,-5.016493030e+01
6.992162757e+01,1.097787250e-01,2.474696226e-01,3.506879403e-04,4.286196449e-01,-1.031363089e+02,-5.061648030e+01
7.196856730e+01,1.064082267e-01,2.423046340e-01,3.453074781e-04,4.197133781e-01,-1.034942552e+02,-5.105041608e+01
7.407543073e+01,1.031281433e-01,2.371852046e-01,3.399890032e-04,4.108870496e-01,-1.038603391e+02,-5.146627573e+01
7.624397210e+01,9.993589739e-02,2.321156483e-01,3.347363844e-04,4.021481823e-01,-1.042346118e+02,-5.186362509e+01
7.847599704e+01,9.682899465e-02,2.271000145e-01,3.295530914e-04,3.935038457e-01,-1.046171129e+02,-5.224205741e+01
8.077336399e+01,9.380502180e-02,2.221420839e-01,3.244421916e-04,3.849606480e-01,-1.050078693e+02,-5.260119298e+01
8.313798584e+01,9.086164523e-02,2.172453661e-01,3.194063496e-04,3.765247319e-01,-1.054068941e+02,-5.294067861e+01
8.557183145e+01,8.799660941e-02,2.124130988e-01,3.144478301e-04,3.682017739e-01,-1.058141854e+02,-5.326018701e+01
8.807692734e+01,8.520773534e-02,2.076482493e-01,3.095685036e-04,3.599969868e-01,-1.062297252e+02,-5.355941617e+01
9.065535934e+01,8.249291915e-02,2.029535172e-01,3.047698542e-04,3.519151246e-01,-1.066534780e+02,-5.383808865e+01
9.330927435e+01,7.985013062e-02,1.983313392e-01,3.000529914e-04,3.439604904e-01,-1.070853898e+02,-5.409595084e+01
9.604088213e+01,7.727741179e-02,1.937838947e-01,2.954186626e-04,3.361369464e-01,-1.075253866e+02,-5.433277221e+01
9.885245709e+01,7.477287557e-02,1.893131122e-01,2.908672687e-04,3.284479257e-01,-1.079733733e+02,-5.454834460e+01
1.017463403e+02,7.233470430e-02,1.849206779e-01,2.863988819e-04,3.208964459e-01,-1.084292322e+02,-5.474248142e+01
1.047249412e+02,6.996114843e-02,1.806080437e-01,2.820132642e-04,3.134851242e-01,-1.088928219e+02,-5.491501703e+01
1.077907400e+02,6.765052502e-02,1.763764370e-01,2.777098883e-04,3.062161931e-01,-1.093639760e+02,-5.506580600e+01
1.109462894e+02,6.540121634e-02,1.722268700e-01,2.734879597e-04,2.990915179e-01,-1.098425018e+02,-5.519472250e+01
1.141942168e+02,6.321166838e-02,1.681601506e-01,2.693464395e-04,2.921126139e-01,-1.103281789e+02,-5.530165981e+01
1.175372265e+02,6.108038932e-02,1.641768923e-01,2.652840686e-04,2.852806645e-01,-1.108207585e+02,-5.538652972e+01
1.209781021e+02,5.900594794e-02,1.602775250e-01,2.612993920e-04,2.785965399e-01,-1.113199620e+02,-5.544926221e+01
1.245197085e+02,5.698697196e-02,1.564623061e-01,2.573907844e-04,2.720608147e-01,-1.118254799e+02,-5.548980503e+01
1.281649946e+02,5.502214631e-02,1.527313304e-01,2.535564751e-04,2.656737869e-01,-1.123369711e+02,-5.550812349e+01
1.319169956e+02,5.311021129e-02,1.490845416e-01,2.497945740e-04,2.594354955e-01,-1.128540621e+02,-5.550420029e+01
1.357788357e+02,5.124996070e-02,1.455217417e-01,2.461030963e-04,2.533457384e-01,-1.133763461e+02,-5.547803543e+01
1.397537302e+02,4.944023979e-02,1.420426022e-01,2.424799882e-04,2.474040896e-01,-1.139033828e+02,-5.542964623e+01
1.438449888e+02,4.767994317e-02,1.386466728e-01,2.389231508e-04,2.416099158e-01,-1.144346975e+02,-5.535906743e+01
1.480560181e+02,4.596801259e-02,1.353333919e-01,2.354304640e-04,2.359623929e-01,-1.149697816e+02,-5.526635139e+01
1.523903244e+02,4.430343462e-02,1.321020951e-01,2.319998095e-04,2.304605210e-01,-1.155080920e+02,-5.515156839e+01
1.568515164e+02,4.268523821e-02,1.289520243e-01,2.286290926e-04,2.251031397e-01,-1.160490515e+02,-5.501480697e+01
1.614433089e+02,4.111249225e-02,1.258823357e-01,2.253162624e-04,2.198889416e-01,-1.165920493e+02,-5.485617438e+01
1.661695250e+02,3.958430286e-02,1.228921082e-01,2.220593314e-04,2.148164864e-01,-1.171364414e+02,-5.467579715e+01
1.710341000e+02,3.809981079e-02,1.199803502e-01,2.188563925e-04,2.098842126e-01,-1.176815514e+02,-5.447382161e+01
1.760410844e+02,3.665818865e-02,1.171460071e-01,2.157056356e-04,2.050904499e-01,-1.182266721e+02,-5.425041459e+01
1.811946471e+02,3.525863810e-02,1.143879676e-01,2.126053611e-04,2.004334301e-01,-1.187710661e+02,-5.400576407e+01
1.864990791e+02,3.390038704e-02,1.117050699e-01,2.095539926e-04,1.959112975e-01,-1.193139676e+02,-5.374007997e+01
1.919587972e+02,3.258268678e-02,1.090961072e-01,2.065500870e-04,1.915221184e-01,-1.198545842e+02,-5.345359486e+01
1.975783473e+02,3.130480916e-02,1.065598328e-01,2.035923427e-04,1.872638899e-01,-1.203920988e+02,-5.314656475e+01
2.033624085e+02,3.006604382e-02,1.040949653e-01,2.006796059e-04,1.831345484e-01,-1.209256721e+02,-5.281926989e+01
2.093157967e+02,2.886569540e-02,1.017001923e-01,1.978108750e-04,1.791319770e-01,-1.214544441e+02,-5.247201549e+01
2.154434690e+02,2.770308093e-02,9.937417461e-02,1.949853023e-04,1.752540125e-01,-1.219775376e+02,-5.210513246e+01
2.217505275e+02,2.657752721e-02,9.711554987e-02,1.922021946e-04,1.714984516e-01,-1.224940604e+02,-5.171897811e+01
2.282422238e+02,2.548836847e-02,9.492293538e-02,1.894610113e-04,1.678630570e-01,-1.230031081e+02,-5.131393675e+01
2.349239629e+02,2.443494401e-02,9.279493100e-02,1.867613608e-04,1.643455627e-01,-1.235037673e+02,-5.089042024e+01
2.418013085e+02,2.341659618e-02,9.073012149e-02,1.841029950e-04,1.609436784e-01,-1.239951183e+02,-5.044886841e+01
2.488799867e+02,2.243266839e-02,8.872707858e-02,1.814858027e-04,1.576550946e-01,-1.244762386e+02,-4.998974940e+01
2.561658917e+02,2.148250349e-02,8.678436272e-02,1.789098013e-04,1.544774859e-01,-1.249462057e+02,-4.951355988e+01
2.636650899e+02,2.056544222e-02,8.490052454e-02,1.763751267e-04,1.514085149e-01,-1.254041006e+02,-4.902082504e+01
2.713838254e+02,1.968082202e-02,8.307410601e-02,1.738820233e-04,1.484458356e-01,-1.258490105e+02,-4.851209854e+01
2.793285251e+02,1.882797598e-02,8.130364146e-02,1.714308318e-04,1.455870964e-01,-1.262800325e+02,-4.798796220e+01
2.875058041e+02,1.800623206e-02,7.958765822e-02,1.690219770e-04,1.428299425e-01,-1.266962764e+02,-4.744902550e+01
2.959224711e+02,1.721491260e-02,7.792467726e-02,1.666559553e-04,1.401720188e-01,-1.270968675e+02,-4.689592497e+01
3.045855341e+02,1.645333395e-02,7.631321348e-02,1.643333208e-04,1.376109717e-01,-1.274809503e+02,-4.632932330e+01
3.135022063e+02,1.572080645e-02,7.475177598e-02,1.620546727e-04,1.351444519e-01,-1.278476905e+02,-4.574990824e+01
3.226799120e+02,1.501663453e-02,7.323886818e-02,1.598206413e-04,1.327701158e-01,-1.281962788e+02,-4.515839137e+01
3.321262930e+02,1.434011705e-02,7.177298782e-02,1.576318754e-04,1.304856275e-01,-1.285259326e+02,-4.455550657e+01
3.418492146e+02,1.369054780e-02,7.035262694e-02,1.554890288e-04,1.282886609e-01,-1.288358994e+02,-4.394200836e+01
3.518567726e+02,1.306721618e-02,6.897627179e-02,1.533927488e-04,1.261769006e-01,-1.291254591e+02,-4.331867002e+01
3.621572995e+02,1.246940804e-02,6.764240273e-02,1.513436638e-04,1.241480445e-01,-1.293939263e+02,-4.268628150e+01
3.727593720e+02,1.189640657e-02,6.634949421e-02,1.493423725e-04,1.221998045e-01,-1.296406530e+02,-4.204564721e+01
3.836718178e+02,1.134749337e-02,6.509601465e-02,1.473894337e-04,1.203299084e-01,-1.298650306e+02,-4.139758362e+01
3.949037230e+02,1.082194955e-02,6.388042656e-02,1.454853568e-04,1.185361012e-01,-1.300664926e+02,-4.074291677e+01
4.064644396e+02,1.031905692e-02,6.270118660e-02,1.436305932e-04,1.168161469e-01,-1.302445164e+02,-4.008247958e+01
4.183635935e+02,9.838099143e-03,6.155674589e-02,1.418255290e-04,1.151678295e-01,-1.303986258e+02,-3.941710921e+01
4.306110925e+02,9.378363019e-03,6.044555034e-02,1.400704781e-04,1.135889545e-01,-1.305283933e+02,-3.874764419e+01
4.432171342e+02,8.939139655e-03,5.936604131e-02,1.383656766e-04,1.120773503e-01,-1.306334418e+02,-3.807492168e+01
4.561922150e+02,8.519725681e-03,5.831665631e-02,1.367112780e-04,1.106308697e-01,-1.307134475e+02,-3.739977456e+01
4.695471382e+02,8.119424412e-03,5.729583009e-02,1.351073494e-04,1.092473910e-01,-1.307681413e+02,-3.672302866e+01
4.832930239e+02,7.737546965e-03,5.630199588e-02,1.335538687e-04,1.079248193e-01,-1.307973117e+02,-3.604549996e+01
4.974413171e+02,7.373413319e-03,5.533358701e-02,1.320507219e-04,1.066610877e-01,-1.308008064e+02,-3.536799184e+01
5.120037985e+02,7.026353315e-03,5.438903884e-02,1.305977024e-04,1.054541585e-01,-1.307785345e+02,-3.469129247e+01
5.269925932e+02,6.695707571e-03,5.346679099e-02,1.291945100e-04,1.043020246e-01,-1.307304686e+02,-3.401617227e+01
5.424201814e+02,6.380828335e-03,5.256529011e-02,1.278407512e-04,1.032027100e-01,-1.306566467e+02,-3.334338144e+01
5.582994087e+02,6.081080253e-03,5.168299296e-02,1.265359397e-04,1.021542713e-01,-1.305571734e+02,-3.267364773e+01
5.746434969e+02,5.795841053e-03,5.081836997e-02,1.252794980e-04,1.011547985e-01,-1.304322220e+02,-3.200767428e+01
5.914660545e+02,5.524502155e-03,4.996990936e-02,1.240707588e-04,1.002024158e-01,-1.302820349e+02,-3.134613763e+01
6.087810886e+02,5.266469208e-03,4.913612169e-02,1.229089681e-04,9.929528256e-02,-1.301069244e+02,-3.068968591e+01
6.266030164e+02,5.021162542e-03,4.831554499e-02,1.217932876e-04,9.843159387e-02,-1.299072733e+02,-3.003893717e+01
6.449466771e+02,4.788017564e-03,4.750675038e-02,1.207227981e-04,9.760958154e-02,-1.296835336e+02,-2.939447793e+01
6.638273443e+02,4.566485081e-03,4.670834828e-02,1.196965034e-04,9.682751459e-02,-1.294362258e+02,-2.875686185e+01
6.832607387e+02,4.356031574e-03,4.591899504e-02,1.187133344e-04,9.608369999e-02,-1.291659367e+02,-2.812660861e+01
7.032630413e+02,4.156139413e-03,4.513740014e-02,1.177721540e-04,9.537648322e-02,-1.288733165e+02,-2.750420294e+01
7.238509068e+02,3.966307031e-03,4.436233372e-02,1.168717621e-04,9.470424898e-02,-1.285590748e+02,-2.689009386e+01
7.450414774e+02,3.786049060e-03,4.359263450e-02,1.160109009e-04,9.406542174e-02,-1.282239754e+02,-2.628469401e+01
7.668523971e+02,3.614896429e-03,4.282721793e-02,1.151882612e-04,9.345846645e-02,-1.278688307e+02,-2.568837931e+01
7.893018265e+02,3.452396432e-03,4.206508442e-02,1.144024886e-04,9.288188917e-02,-1.274944939e+02,-2.510148861e+01
8.124084578e+02,3.298112777e-03,4.130532754e-02,1.136521907e-04,9.233423781e-02,-1.271018517e+02,-2.452432365e+01
8.361915305e+02,3.151625606e-03,4.054714197e-02,1.129359440e-04,9.181410289e-02,-1.266918145e+02,-2.395714919e+01
8.606708472e+02,3.012531490e-03,3.978983110e-02,1.122523016e-04,9.132011830e-02,-1.262653068e+02,-2.340019326e+01
8.858667904e+02,2.880443408e-03,3.903281389e-02,1.115998017e-04,9.085096218e-02,-1.258232568e+02,-2.285364773e+01
9.118003391e+02,2.754990698e-03,3.827563088e-02,1.109769753e-04,9.040535772e-02,-1.253665853e+02,-2.231766894e+01
9.384930865e+02,2.635818981e-03,3.751794916e-02,1.103823555e-04,8.998207407e-02,-1.248961952e+02,-2.179237865e+01
9.659672580e+02,2.522590058e-03,3.675956594e-02,1.098144853e-04,8.957992716e-02,-1.244129601e+02,-2.127786518e+01
9.942457296e+02,2.414981768e-03,3.600041060e-02,1.092719272e-04,8.919778051e-02,-1.239177148e+02,-2.077418473e+01
1.023352047e+03,2.312687812e-03,3.524054501e-02,1.087532708e-04,8.883454596e-02,-1.234112451e+02,-2.028136293e+01
1.053310445e+03,2.215417525e-03,3.448016198e-02,1.082571419e-04,8.848918424e-02,-1.228942802e+02,-1.979939658e+01
1.084145869e+03,2.122895614e-03,3.371958175e-02,1.077822097e-04,8.816070548e-02,-1.223674852e+02,-1.932825562e+01
1.115883993e+03,2.034861827e-03,3.295924651e-02,1.073271942e-04,8.784816943e-02,-1.218314566e+02,-1.886788524e+01
1.148551242e+03,1.951070588e-03,3.219971286e-02,1.068908722e-04,8.755068549e-02,-1.212867182e+02,-1.841820807e+01
1.182174819e+03,1.871290559e-03,3.144164248e-02,1.064720835e-04,8.726741247e-02,-1.207337199e+02,-1.797912663e+01
1.216782717e+03,1.795304167e-03,3.068579105e-02,1.060697346e-04,8.699755810e-02,-1.201728385e+02,-1.755052569e+01
1.252403755e+03,1.722907071e-03,2.993299566e-02,1.056828023e-04,8.674037822e-02,-1.196043798e+02,-1.713227480e+01
1.289067589e+03,1.653907588e-03,2.918416106e-02,1.053103358e-04,8.649517561e-02,-1.190285831e+02,-1.672423072e+01
1.326804750e+03,1.588126080e-03,2.844024494e-02,1.049514575e-04,8.626129863e-02,-1.184456270e+02,-1.632623985e+01
1.365646657e+03,1.525394311e-03,2.770224280e-02,1.046053628e-04,8.603813950e-02,-1.178556370e+02,-1.593814058e+01
1.405625652e+03,1.465554784e-03,2.697117257e-02,1.042713184e-04,8.582513233e-02,-1.172586935e+02,-1.555976548e+01
1.446775023e+03,1.408460066e-03,2.624805946e-02,1.039486601e-04,8.562175097e-02,-1.166548415e+02,-1.519094333e+01
1.489129032e+03,1.353972104e-03,2.553392141e-02,1.036367895e-04,8.542750665e-02,-1.160441003e+02,-1.483150101e+01
1.532722946e+03,1.301961560e-03,2.482975538e-02,1.033351692e-04,8.524194551e-02,-1.154264732e+02,-1.448126514e+01
1.577593061e+03,1.252307154e-03,2.413652485e-02,1.030433185e-04,8.506464600e-02,-1.148019574e+02,-1.414006350e+01
1.623776739e+03,1.204895028e-03,2.345514869e-02,1.027608083e-04,8.489521633e-02,-1.141705537e+02,-1.380772625e+01
1.671312434e+03,1.159618152e-03,2.278649157e-02,1.024872550e-04,8.473329189e-02,-1.135322749e+02,-1.348408692e+01
1.720239725e+03,1.116375752e-03,2.213135609e-02,1.022223150e-04,8.457853267e-02,-1.128871539e+02,-1.316898316e+01
1.770599351e+03,1.075072787e-03,2.149047657e-02,1.019656796e-04,8.443062093e-02,-1.122352509e+02,-1.286225731e+01
1.822433244e+03,1.035619467e-03,2.086451461e-02,1.017170689e-04,8.428925886e-02,-1.115766592e+02,-1.256375680e+01
1.875784563e+03,9.979308077e-04,2.025405628e-02,1.014762268e-04,8.415416645e-02,-1.109115103e+02,-1.227333433e+01
1.930697729e+03,9.619262362e-04,1.965961084e-02,1.012429166e-04,8.402507955e-02,-1.102399774e+02,-1.199084797e+01
1.987218465e+03,9.275292340e-04,1.908161094e-02,1.010169158e-04,8.390174808e-02,-1.095622786e+02,-1.171616112e+01
2.045393834e+03,8.946670207e-04,1.852041407e-02,1.007980130e-04,8.378393444e-02,-1.088786786e+02,-1.144914237e+01
2.105272273e+03,8.632702750e-04,1.797630507e-02,1.005860039e-04,8.367141216e-02,-1.081894894e+02,-1.118966527e+01
2.166903639e+03,8.332728895e-04,1.744949962e-02,1.003806886e-04,8.356396461e-02,-1.074950710e+02,-1.093760809e+01
2.230339250e+03,8.046117556e-04,1.694014841e-02,1.001818693e-04,8.346138401e-02,-1.067958303e+02,-1.069285353e+01
2.295631924e+03,7.772265760e-04,1.644834192e-02,9.998934799e-05,8.336347054e-02,-1.060922206e+02,-1.045528838e+01
2.362836026e+03,7.510597003e-04,1.597411548e-02,9.980292508e-05,8.327003158e-02,-1.053847398e+02,-1.022480326e+01
2.432007513e+03,7.260559800e-04,1.551745470e-02,9.962239827e-05,8.318088110e-02,-1.046739287e+02,-1.000129225e+01
2.503203980e+03,7.021626415e-04,1.507830087e-02,9.944756170e-05,8.309583921e-02,-1.039603691e+02,-9.784652631e+00
2.576484707e+03,6.793291722e-04,1.465655639e-02,9.927820548e-05,8.301473170e-02,-1.032446820e+02,-9.574784612e+00
2.651910710e+03,6.575072182e-04,1.425209001e-02,9.911411542e-05,8.293738977e-02,-1.025275247e+02,-9.371591086e+00
2.729544792e+03,6.366504909e-04,1.386474187e-02,9.895507307e-05,8.286364976e-02,-1.018095896e+02,-9.174977412e+00
2.809451595e+03,6.167146810e-04,1.349432818e-02,9.880085586e-05,8.279335297e-02,-1.010916018e+02,-8.984851232e+00
2.891697651e+03,5.976573779e-04,1.314064557e-02,9.865123747e-05,8.272634552e-02,-1.003743174e+02,-8.801122318e+00
2.976351442e+03,5.794379929e-04,1.280347500e-02,9.850598824e-05,8.266247825e-02,-9.965852169e+01,-8.623702444e+00
3.063483453e+03,5.620176861e-04,1.248258517e-02,9.836487573e-05,8.260160661e-02,-9.894502787e+01,-8.452505292e+00
3.153166234e+03,5.453592948e-04,1.217773552e-02,9.822766535e-05,8.254359062e-02,-9.823467562e+01,-8.287446379e+00
3.245474457e+03,5.294272639e-04,1.188867870e-02,9.809412101e-05,8.248829484e-02,-9.752833001e+01,-8.128443011e+00
3.340484984e+03,5.141875776e-04,1.161516249e-02,9.796400582e-05,8.243558828e-02,-9.682688053e+01,-7.975414256e+00
3.438276921e+03,4.996076917e-04,1.135693132e-02,9.783708284e-05,8.238534442e-02,-9.613124018e+01,-7.828280939e+00
3.538931695e+03,4.856564664e-04,1.111372721e-02,9.771311585e-05,8.233744117e-02,-9.544234472e+01,-7.686965652e+00
3.642533115e+03,4.723041000e-04,1.088529031e-02,9.759187012e-05,8.229176079e-02,-9.476115195e+01,-7.551392777e+00
3.749167443e+03,4.595220635e-04,1.067135897e-02,9.747311320e-05,8.224818994e-02,-9.408864092e+01,-7.421488527e+00
3.858923467e+03,4.472830356e-04,1.047166936e-02,9.735661575e-05,8.220661959e-02,-9.342581117e+01,-7.297180994e+00
3.971892573e+03,4.355608382e-04,1.028595483e-02,9.724215242e-05,8.216694499e-02,-9.277368175e+01,-7.178400209e+00
4.088168824e+03,4.243303739e-04,1.011394479e-02,9.712950266e-05,8.212906567e-02,-9.213329010e+01,-7.065078207e+00
4.207849036e+03,4.135675643e-04,9.955363448e-03,9.701845169e-05,8.209288535e-02,-9.150569072e+01,-6.957149106e+00
4.331032859e+03,4.032492893e-04,9.809928235e-03,9.690879139e-05,8.205831194e-02,-9.089195349e+01,-6.854549189e+00
4.457822860e+03,3.933533294e-04,9.677348110e-03,9.680032135e-05,8.202525746e-02,-9.029316156e+01,-6.757216991e+00
4.588324610e+03,3.838583088e-04,9.557321735e-03,9.669284990e-05,8.199363800e-02,-8.971040897e+01,-6.665093400e+00
4.722646769e+03,3.747436420e-04,9.449535615e-03,9.658619521e-05,8.196337367e-02,-8.914479757e+01,-6.578121755e+00
4.860901178e+03,3.659894818e-04,9.353662255e-03,9.648018646e-05,8.193438854e-02,-8.859743359e+01,-6.496247961e+00
5.003202954e+03,3.575766718e-04,9.269358385e-03,9.637466508e-05,8.190661058e-02,-8.806942346e+01,-6.419420600e+00
5.149670582e+03,3.494867009e-04,9.196263316e-03,9.626948607e-05,8.187997157e-02,-8.756186912e+01,-6.347591060e+00
5.300426016e+03,3.417016622e-04,9.133997483e-03,9.616451929e-05,8.185440705e-02,-8.707586255e+01,-6.280713666e+00
5.455594781e+03,3.342042154e-04,9.082161197e-03,9.605965096e-05,8.182985622e-02,-8.661247971e+01,-6.218745820e+00
5.615306077e+03,3.269775544e-04,9.040333670e-03,9.595478500e-05,8.180626184e-02,-8.617277373e+01,-6.161648149e+00
5.779692884e+03,3.200053787e-04,9.008072321e-03,9.584984459e-05,8.178357014e-02,-8.575776741e+01,-6.109384663e+00
5.948892078e+03,3.132718700e-04,8.984912401e-03,9.574477355e-05,8.176173065e-02,-8.536844511e+01,-6.061922923e+00
6.123044540e+03,3.067616750e-04,8.970366941e-03,9.563953783e-05,8.174069610e-02,-8.500574392e+01,-6.019234210e+00
6.302295275e+03,3.004598927e-04,8.963927057e-03,9.553412679e-05,8.172042223e-02,-8.467054441e+01,-5.981293705e+00
6.486793535e+03,2.943520683e-04,8.965062595e-03,9.542855448e-05,8.170086756e-02,-8.436366076e+01,-5.948080680e+00
6.676692939e+03,2.884241930e-04,8.973223146e-03,9.532286065e-05,8.168199323e-02,-8.408583070e+01,-5.919578677e+00
6.872151605e+03,2.826627098e-04,8.987839423e-03,9.521711162e-05,8.166376270e-02,-8.383770510e+01,-5.895775704e+00
7.073332280e+03,2.770545257e-04,9.008325010e-03,9.511140072e-05,8.164614142e-02,-8.361983760e+01,-5.876664415e+00
7.280402472e+03,2.715870295e-04,9.034078484e-03,9.500584853e-05,8.162909657e-02,-8.343267438e+01,-5.862242291e+00
7.493534598e+03,2.662481155e-04,9.064485922e-03,9.490060255e-05,8.161259663e-02,-8.327654425e+01,-5.852511806e+00
7.712906118e+03,2.610262120e-04,9.098923778e-03,9.479583645e-05,8.159661098e-02,-8.315164945e+01,-5.847480576e+00
7.938699689e+03,2.559103146e-04,9.136762139e-03,9.469174871e-05,8.158110943e-02,-8.305805721e+01,-5.847161484e+00
8.171103315e+03,2.508900224e-04,9.177368338e-03,9.458856066e-05,8.156606176e-02,-8.299569252e+01,-5.851572778e+00
8.410310505e+03,2.459555774e-04,9.220110925e-03,9.448651390e-05,8.155143716e-02,-8.296433227e+01,-5.860738139e+00
8.656520431e+03,2.410979041e-04,9.264363930e-03,9.438586703e-05,8.153720373e-02,-8.296360110e+01,-5.874686696e+00
8.909938097e+03,2.363086490e-04,9.309511413e-03,9.428689169e-05,8.152332786e-02,-8.299296910e+01,-5.893453009e+00
9.170774507e+03,2.315802182e-04,9.354952212e-03,9.418986805e-05,8.150977370e-02,-8.305175172e+01,-5.917077000e+00
9.439246843e+03,2.269058107e-04,9.400104827e-03,9.409507968e-05,8.149650260e-02,-8.313911194e+01,-5.945603828e+00
9.715578646e+03,2.222794468e-04,9.444412348e-03,9.400280799e-05,8.148347255e-02,-8.325406485e+01,-5.979083718e+00
1.000000000e+04,2.176959884e-04,9.487347319e-03,9.391332630e-05,8.147063769e-02,-8.339548479e+01,-6.017571741e+00
