t,alpha,v,r_cmd,i_cmd
0.000000000e+00,0.000000000e+00,0.000000000e+00,5.004339432e-01,2.219175553e-01
2.000000000e-02,-8.934301392e-07,4.457530398e-03,5.095644594e-01,9.918654138e-01
4.000000000e-02,-5.206789740e-05,1.414765492e-02,5.119366630e-01,1.178294629e+00
6.000000000e-02,-2.963287519e-05,2.456623370e-02,5.111071495e-01,1.067867062e+00
8.000000000e-02,-8.878408595e-06,3.357045801e-02,5.089346236e-01,8.408367701e-01
1.000000000e-01,2.408480975e-06,4.042201906e-02,5.065110879e-01,5.987878566e-01
1.200000000e-01,7.267868870e-06,4.514560976e-02,5.043792458e-01,3.904734711e-01
1.400000000e-01,8.426498298e-06,4.810907018e-02,5.027374364e-01,2.324299859e-01
1.600000000e-01,7.697171013e-06,4.977478431e-02,5.015937955e-01,1.237588560e-01
1.800000000e-01,6.211777410e-06,5.057068320e-02,5.008685395e-01,5.577655743e-02
2.000000000e-01,4.613846244e-06,5.083730464e-02,5.004552429e-01,1.771144465e-02
2.200000000e-01,3.217440253e-06,5.081834211e-02,5.002531888e-01,-3.533702924e-04
2.400000000e-01,2.133665492e-06,5.067257205e-02,5.001811364e-01,-6.283794709e-03
2.600000000e-01,1.362355131e-06,5.049351283e-02,5.001803239e-01,-5.693994856e-03
2.800000000e-01,8.525114470e-07,5.032930854e-02,5.002120678e-01,-2.232369044e-03
3.000000000e-01,5.383656600e-07,5.019938293e-02,5.002533060e-01,1.958862679e-03
3.200000000e-01,3.582889464e-07,5.010683246e-02,5.002919511e-01,5.782063952e-03
3.400000000e-01,2.627259340e-07,5.004680324e-02,5.003229365e-01,8.799028846e-03
3.600000000e-01,2.157998416e-07,5.001163610e-02,5.003452400e-01,1.094516536e-02
3.800000000e-01,1.937660789e-07,4.999367857e-02,5.003598517e-01,1.233678997e-02
4.000000000e-01,1.822886286e-07,4.998656356e-02,5.003685116e-01,1.315309606e-02
4.200000000e-01,1.736353503e-07,4.998557609e-02,5.003730093e-01,1.357189083e-02
4.400000000e-01,1.643049190e-07,4.998754322e-02,5.003748571e-01,1.374057469e-02
4.600000000e-01,1.532466178e-07,4.999052562e-02,5.003751875e-01,1.376802527e-02
4.800000000e-01,1.406471751e-07,4.999347044e-02,5.003747707e-01,1.372735660e-02
5.000000000e-01,1.271780173e-07,4.999590477e-02,5.003740824e-01,1.366316618e-02
5.200000000e-01,1.135773696e-07,4.999769886e-02,5.003733849e-01,1.359961058e-02
5.400000000e-01,1.004540508e-07,4.999890098e-02,5.003727992e-01,1.354750494e-02
5.600000000e-01,8.822439592e-08,4.999963225e-02,5.003723617e-01,1.350978888e-02
5.800000000e-01,7.711977472e-08,5.000002672e-02,5.003720644e-01,1.348533284e-02
6.000000000e-01,6.722448059e-08,5.000020184e-02,5.003718800e-01,1.347135151e-02
6.200000000e-01,5.852065818e-08,5.000024780e-02,5.003717775e-01,1.346477889e-02
6.400000000e-01,5.092852268e-08,5.000022731e-02,5.003717290e-01,1.346294043e-02
6.600000000e-01,4.433736315e-08,5.000018004e-02,5.003717127e-01,1.346379264e-02
6.800000000e-01,3.862686367e-08,5.000012852e-02,5.003717135e-01,1.346592585e-02
7.000000000e-01,3.368018905e-08,5.000008373e-02,5.003717217e-01,1.346845871e-02
7.200000000e-01,2.939090754e-08,5.000004952e-02,5.003717316e-01,1.347090120e-02
7.400000000e-01,2.566575138e-08,5.000002588e-02,5.003717403e-01,1.347302626e-02
7.600000000e-01,2.242485172e-08,5.000001102e-02,5.003717469e-01,1.347476700e-02
7.800000000e-01,1.960063492e-08,5.000000267e-02,5.003717512e-01,1.347614276e-02
8.000000000e-01,1.713616388e-08,4.999999868e-02,5.003717536e-01,1.347721070e-02
8.200000000e-01,1.498339181e-08,4.999999736e-02,5.003717546e-01,1.347803725e-02
8.400000000e-01,1.310156849e-08,4.999999749e-02,5.003717547e-01,1.347868331e-02
8.600000000e-01,1.145589653e-08,4.999999825e-02,5.003717542e-01,1.347919831e-02
8.800000000e-01,1.001645030e-08,4.999999919e-02,5.003717535e-01,1.347961924e-02
9.000000000e-01,8.757329129e-09,5.000000005e-02,5.003717527e-01,1.347997217e-02
9.200000000e-01,7.656001064e-09,5.000000074e-02,5.003717519e-01,1.348027465e-02
9.400000000e-01,6.692792580e-09,5.000000124e-02,5.003717513e-01,1.348053814e-02
9.600000000e-01,5.850485465e-09,5.000000157e-02,5.003717507e-01,1.348077002e-02
9.800000000e-01,5.113991743e-09,5.000000177e-02,5.003717502e-01,1.348097515e-02
1.000000000e+00,4.470084305e-09,5.000000188e-02,5.003717498e-01,1.348115687e-02
1.020000000e+00,3.907168308e-09,5.000000193e-02,5.003717495e-01,1.348131773e-02
1.040000000e+00,3.415084151e-09,5.000000195e-02,5.003717492e-01,1.348145982e-02
1.060000000e+00,2.984934295e-09,5.000000195e-02,5.003717490e-01,1.348158503e-02
1.080000000e+00,2.608930717e-09,5.000000195e-02,5.003717488e-01,1.348169508e-02
1.100000000e+00,2.280259644e-09,5.000000194e-02,5.003717486e-01,1.348179162e-02
1.120000000e+00,1.992962438e-09,5.000000194e-02,5.003717485e-01,1.348187616e-02
1.140000000e+00,1.741829360e-09,5.000000193e-02,5.003717483e-01,1.348195009e-02
1.160000000e+00,1.522306533e-09,5.000000193e-02,5.003717482e-01,1.348201471e-02
1.180000000e+00,1.330413661e-09,5.000000193e-02,5.003717481e-01,1.348207116e-02
1.200000000e+00,1.162671931e-09,5.000000193e-02,5.003717480e-01,1.348212046e-02
1.220000000e+00,1.016040961e-09,5.000000193e-02,5.003717480e-01,1.348216352e-02
1.240000000e+00,8.878634602e-10,5.000000193e-02,5.003717479e-01,1.348220113e-02
1.260000000e+00,7.758168550e-10,5.000000193e-02,5.003717479e-01,1.348223399e-02
1.280000000e+00,6.778710049e-10,5.000000193e-02,5.003717478e-01,1.348226270e-02
1.300000000e+00,5.922514832e-10,5.000000192e-02,5.003717478e-01,1.348228780e-02
1.320000000e+00,5.174069984e-10,5.000000192e-02,5.003717477e-01,1.348230973e-02
1.340000000e+00,4.519817439e-10,5.000000192e-02,5.003717477e-01,1.348232890e-02
1.360000000e+00,3.947904048e-10,5.000000192e-02,5.003717477e-01,1.348234566e-02
1.380000000e+00,3.447968930e-10,5.000000192e-02,5.003717476e-01,1.348236031e-02
1.400000000e+00,3.010953688e-10,5.000000191e-02,5.003717476e-01,1.348237311e-02
1.420000000e+00,2.628940849e-10,5.000000191e-02,5.003717476e-01,1.348238431e-02
1.440000000e+00,2.295009353e-10,5.000000191e-02,5.003717476e-01,1.348239409e-02
1.460000000e+00,2.003107586e-10,5.000000190e-02,5.003717476e-01,1.348240265e-02
1.480000000e+00,1.747947939e-10,5.000000190e-02,5.003717475e-01,1.348241013e-02
1.500000000e+00,1.524904522e-10,5.000000189e-02,5.003717475e-01,1.348241667e-02
1.520000000e+00,1.329937836e-10,5.000000189e-02,5.003717475e-01,1.348242238e-02
1.540000000e+00,1.159513913e-10,5.000000189e-02,5.003717475e-01,1.348242738e-02
1.560000000e+00,1.010543676e-10,5.000000188e-02,5.003717475e-01,1.348243175e-02
1.580000000e+00,8.803275275e-11,5.000000188e-02,5.003717475e-01,1.348243557e-02
1.600000000e+00,7.665054035e-11,5.000000187e-02,5.003717475e-01,1.348243890e-02
1.620000000e+00,6.670152348e-11,5.000000187e-02,5.003717475e-01,1.348244182e-02
1.640000000e+00,5.800514572e-11,5.000000187e-02,5.003717475e-01,1.348244437e-02
1.660000000e+00,5.040394968e-11,5.000000186e-02,5.003717475e-01,1.348244660e-02
1.680000000e+00,4.376001026e-11,5.000000186e-02,5.003717475e-01,1.348244855e-02
1.700000000e+00,3.795290346e-11,5.000000185e-02,5.003717475e-01,1.348245025e-02
1.720000000e+00,3.287733654e-11,5.000000185e-02,5.003717475e-01,1.348245174e-02
1.740000000e+00,2.844116934e-11,5.000000184e-02,5.003717475e-01,1.348245305e-02
1.760000000e+00,2.456406942e-11,5.000000184e-02,5.003717475e-01,1.348245418e-02
1.780000000e+00,2.117556781e-11,5.000000184e-02,5.003717475e-01,1.348245518e-02
1.800000000e+00,1.821413571e-11,5.000000183e-02,5.003717475e-01,1.348245605e-02
1.820000000e+00,1.562614664e-11,5.000000183e-02,5.003717475e-01,1.348245681e-02
1.840000000e+00,1.336453696e-11,5.000000182e-02,5.003717475e-01,1.348245747e-02
1.860000000e+00,1.138831927e-11,5.000000182e-02,5.003717475e-01,1.348245805e-02
1.880000000e+00,9.661413379e-12,5.000000181e-02,5.003717475e-01,1.348245856e-02
1.900000000e+00,8.152587329e-12,5.000000181e-02,5.003717475e-01,1.348245900e-02
1.920000000e+00,6.834413298e-12,5.000000181e-02,5.003717475e-01,1.348245939e-02
1.940000000e+00,5.682793808e-12,5.000000180e-02,5.003717475e-01,1.348245973e-02
1.960000000e+00,4.676761799e-12,5.000000180e-02,5.003717475e-01,1.348246003e-02
1.980000000e+00,3.798019191e-12,5.000000179e-02,5.003717475e-01,1.348246029e-02
2.000000000e+00,3.030681771e-12,5.000000179e-02,5.003717475e-01,1.348246051e-02
2.020000000e+00,2.360548606e-12,5.000000178e-02,5.003717475e-01,1.348246071e-02
2.040000000e+00,1.775412066e-12,5.000000178e-02,5.003717475e-01,1.348246089e-02
2.060000000e+00,1.264632171e-12,5.000000178e-02,5.003717475e-01,1.348246104e-02
2.080000000e+00,8.188963830e-13,5.000000177e-02,5.003717475e-01,1.348246117e-02
2.100000000e+00,4.298986839e-13,5.000000177e-02,5.003717475e-01,1.348246128e-02
2.120000000e+00,9.053895871e-14,5.000000176e-02,5.003717475e-01,1.348246139e-02
2.140000000e+00,-2.054111005e-13,5.000000176e-02,5.003717475e-01,1.348246147e-02
2.160000000e+00,-4.633949474e-13,5.000000175e-02,5.003717475e-01,1.348246155e-02
2.180000000e+00,-6.882538159e-13,5.000000175e-02,5.003717475e-01,1.348246162e-02
2.200000000e+00,-8.841217689e-13,5.000000175e-02,5.003717475e-01,1.348246168e-02
2.220000000e+00,-1.054653110e-12,5.000000174e-02,5.003717475e-01,1.348246173e-02
2.240000000e+00,-1.203012028e-12,5.000000174e-02,5.003717475e-01,1.348246177e-02
2.260000000e+00,-1.332088248e-12,5.000000173e-02,5.003717475e-01,1.348246181e-02
2.280000000e+00,-1.444145259e-12,5.000000173e-02,5.003717475e-01,1.348246185e-02
2.300000000e+00,-1.541559523e-12,5.000000172e-02,5.003717475e-01,1.348246188e-02
2.320000000e+00,-1.625857977e-12,5.000000172e-02,5.003717475e-01,1.348246191e-02
2.340000000e+00,-1.698966163e-12,5.000000172e-02,5.003717475e-01,1.348246193e-02
2.360000000e+00,-1.762187835e-12,5.000000171e-02,5.003717475e-01,1.348246195e-02
2.380000000e+00,-1.816794816e-12,5.000000171e-02,5.003717475e-01,1.348246197e-02
2.400000000e+00,-1.863836234e-12,5.000000170e-02,5.003717475e-01,1.348246198e-02
2.420000000e+00,-1.904310151e-12,5.000000170e-02,5.003717475e-01,1.348246199e-02
2.440000000e+00,-1.938963150e-12,5.000000169e-02,5.003717475e-01,1.348246201e-02
2.460000000e+00,-1.968607623e-12,5.000000169e-02,5.003717475e-01,1.348246202e-02
2.480000000e+00,-1.993886447e-12,5.000000169e-02,5.003717475e-01,1.348246203e-02
2.500000000e+00,-2.015288489e-12,5.000000168e-02,5.003717475e-01,1.348246203e-02
2.520000000e+00,-2.033384474e-12,5.000000168e-02,5.003717475e-01,1.348246204e-02
2.540000000e+00,-2.048529532e-12,5.000000167e-02,5.003717475e-01,1.348246205e-02
2.560000000e+00,-2.061034503e-12,5.000000167e-02,5.003717475e-01,1.348246205e-02
2.580000000e+00,-2.071360336e-12,5.000000167e-02,5.003717475e-01,1.348246206e-02
2.600000000e+00,-2.079761331e-12,5.000000166e-02,5.003717475e-01,1.348246206e-02
2.620000000e+00,-2.086383312e-12,5.000000166e-02,5.003717475e-01,1.348246206e-02
2.640000000e+00,-2.091552571e-12,5.000000165e-02,5.003717475e-01,1.348246207e-02
2.660000000e+00,-2.095418999e-12,5.000000165e-02,5.003717475e-01,1.348246207e-02
2.680000000e+00,-2.098166855e-12,5.000000165e-02,5.003717475e-01,1.348246207e-02
2.700000000e+00,-2.099868998e-12,5.000000164e-02,5.003717475e-01,1.348246207e-02
2.720000000e+00,-2.100731806e-12,5.000000164e-02,5.003717475e-01,1.348246208e-02
2.740000000e+00,-2.100927125e-12,5.000000163e-02,5.003717475e-01,1.348246208e-02
2.760000000e+00,-2.100345939e-12,5.000000163e-02,5.003717475e-01,1.348246208e-02
2.780000000e+00,-2.099199829e-12,5.000000163e-02,5.003717475e-01,1.348246208e-02
2.800000000e+00,-2.097612231e-12,5.000000162e-02,5.003717475e-01,1.348246208e-02
2.820000000e+00,-2.095539833e-12,5.000000162e-02,5.003717475e-01,1.348246208e-02
2.840000000e+00,-2.093089807e-12,5.000000161e-02,5.003717475e-01,1.348246208e-02
2.860000000e+00,-2.090320430e-12,5.000000161e-02,5.003717475e-01,1.348246208e-02
2.880000000e+00,-2.087326677e-12,5.000000161e-02,5.003717475e-01,1.348246208e-02
2.900000000e+00,-2.083997146e-12,5.000000160e-02,5.003717475e-01,1.348246208e-02
2.920000000e+00,-2.080478313e-12,5.000000160e-02,5.003717475e-01,1.348246208e-02
2.940000000e+00,-2.076773269e-12,5.000000159e-02,5.003717475e-01,1.348246209e-02
2.960000000e+00,-2.072906625e-12,5.000000159e-02,5.003717475e-01,1.348246209e-02
2.980000000e+00,-2.068939312e-12,5.000000159e-02,5.003717475e-01,1.348246209e-02
3.000000000e+00,-2.064786655e-12,5.000000158e-02,5.003717475e-01,1.348246209e-02
3.020000000e+00,-2.060545744e-12,5.000000158e-02,5.003717475e-01,1.348246209e-02
3.040000000e+00,-2.056185625e-12,5.000000158e-02,5.003717475e-01,1.348246209e-02
3.060000000e+00,-2.051834505e-12,5.000000157e-02,5.003717475e-01,1.348246209e-02
3.080000000e+00,-2.047295655e-12,5.000000157e-02,5.003717475e-01,1.348246209e-02
3.100000000e+00,-2.042838392e-12,5.000000156e-02,5.003717475e-01,1.348246209e-02
3.120000000e+00,-2.038286857e-12,5.000000156e-02,5.003717475e-01,1.348246209e-02
3.140000000e+00,-2.033638394e-12,5.000000156e-02,5.003717475e-01,1.348246209e-02
3.160000000e+00,-2.029049780e-12,5.000000155e-02,5.003717475e-01,1.348246209e-02
3.180000000e+00,-2.024339680e-12,5.000000155e-02,5.003717475e-01,1.348246209e-02
3.200000000e+00,-2.019596729e-12,5.000000154e-02,5.003717475e-01,1.348246209e-02
3.220000000e+00,-2.014969138e-12,5.000000154e-02,5.003717475e-01,1.348246209e-02
3.240000000e+00,-2.010212038e-12,5.000000154e-02,5.003717475e-01,1.348246209e-02
3.260000000e+00,-2.005505625e-12,5.000000153e-02,5.003717475e-01,1.348246209e-02
3.280000000e+00,-2.000708084e-12,5.000000153e-02,5.003717475e-01,1.348246209e-02
3.300000000e+00,-1.995972723e-12,5.000000153e-02,5.003717475e-01,1.348246209e-02
3.320000000e+00,-1.991221478e-12,5.000000152e-02,5.003717475e-01,1.348246209e-02
3.340000000e+00,-1.986470721e-12,5.000000152e-02,5.003717475e-01,1.348246209e-02
3.360000000e+00,-1.981712971e-12,5.000000152e-02,5.003717475e-01,1.348246209e-02
3.380000000e+00,-1.976914617e-12,5.000000151e-02,5.003717475e-01,1.348246209e-02
3.400000000e+00,-1.972144073e-12,5.000000151e-02,5.003717475e-01,1.348246209e-02
3.420000000e+00,-1.967479402e-12,5.000000150e-02,5.003717475e-01,1.348246209e-02
3.440000000e+00,-1.962664569e-12,5.000000150e-02,5.003717475e-01,1.348246209e-02
3.460000000e+00,-1.957959782e-12,5.000000150e-02,5.003717475e-01,1.348246209e-02
3.480000000e+00,-1.953207561e-12,5.000000149e-02,5.003717475e-01,1.348246209e-02
3.500000000e+00,-1.948526735e-12,5.000000149e-02,5.003717475e-01,1.348246209e-02
3.520000000e+00,-1.943740470e-12,5.000000149e-02,5.003717475e-01,1.348246209e-02
3.540000000e+00,-1.939063818e-12,5.000000148e-02,5.003717475e-01,1.348246209e-02
3.560000000e+00,-1.934344395e-12,5.000000148e-02,5.003717475e-01,1.348246209e-02
3.580000000e+00,-1.929702925e-12,5.000000148e-02,5.003717475e-01,1.348246209e-02
3.600000000e+00,-1.925025514e-12,5.000000147e-02,5.003717475e-01,1.348246209e-02
3.620000000e+00,-1.920320673e-12,5.000000147e-02,5.003717475e-01,1.348246209e-02
3.640000000e+00,-1.915656273e-12,5.000000146e-02,5.003717475e-01,1.348246209e-02
3.660000000e+00,-1.910989108e-12,5.000000146e-02,5.003717475e-01,1.348246209e-02
3.680000000e+00,-1.906353818e-12,5.000000146e-02,5.003717475e-01,1.348246209e-02
3.700000000e+00,-1.901724275e-12,5.000000145e-02,5.003717475e-01,1.348246209e-02
3.720000000e+00,-1.897092889e-12,5.000000145e-02,5.003717475e-01,1.348246209e-02
3.740000000e+00,-1.892463725e-12,5.000000145e-02,5.003717475e-01,1.348246209e-02
3.760000000e+00,-1.887875652e-12,5.000000144e-02,5.003717475e-01,1.348246209e-02
3.780000000e+00,-1.883332357e-12,5.000000144e-02,5.003717475e-01,1.348246209e-02
3.800000000e+00,-1.878723197e-12,5.000000144e-02,5.003717475e-01,1.348246209e-02
3.820000000e+00,-1.874155833e-12,5.000000143e-02,5.003717475e-01,1.348246209e-02
3.840000000e+00,-1.869555617e-12,5.000000143e-02,5.003717475e-01,1.348246209e-02
3.860000000e+00,-1.865028694e-12,5.000000143e-02,5.003717475e-01,1.348246209e-02
3.880000000e+00,-1.860454987e-12,5.000000142e-02,5.003717475e-01,1.348246209e-02
3.900000000e+00,-1.855922371e-12,5.000000142e-02,5.003717475e-01,1.348246209e-02
3.920000000e+00,-1.851437786e-12,5.000000142e-02,5.003717475e-01,1.348246209e-02
3.940000000e+00,-1.846918668e-12,5.000000141e-02,5.003717475e-01,1.348246209e-02
3.960000000e+00,-1.842478318e-12,5.000000141e-02,5.003717475e-01,1.348246209e-02
3.980000000e+00,-1.837923477e-12,5.000000140e-02,5.003717475e-01,1.348246209e-02
4.000000000e+00,-1.833478193e-12,5.000000140e-02,5.003717475e-01,1.348246209e-02
4.020000000e+00,-1.829043156e-12,5.000000140e-02,5.003717475e-01,1.348246209e-02
4.040000000e+00,-1.824566756e-12,5.000000139e-02,5.003717475e-01,1.348246209e-02
4.060000000e+00,-1.820128846e-12,5.000000139e-02,5.003717475e-01,1.348246209e-02
4.080000000e+00,-1.815660252e-12,5.000000139e-02,5.003717475e-01,1.348246209e-02
4.100000000e+00,-1.811262024e-12,5.000000138e-02,5.003717475e-01,1.348246209e-02
4.120000000e+00,-1.806867319e-12,5.000000138e-02,5.003717475e-01,1.348246209e-02
4.140000000e+00,-1.802438949e-12,5.000000138e-02,5.003717475e-01,1.348246209e-02
4.160000000e+00,-1.798081703e-12,5.000000137e-02,5.003717475e-01,1.348246209e-02
4.180000000e+00,-1.793691768e-12,5.000000137e-02,5.003717475e-01,1.348246209e-02
4.200000000e+00,-1.789304111e-12,5.000000137e-02,5.003717475e-01,1.348246209e-02
4.220000000e+00,-1.784955376e-12,5.000000136e-02,5.003717475e-01,1.348246209e-02
4.240000000e+00,-1.780637812e-12,5.000000136e-02,5.003717475e-01,1.348246209e-02
4.260000000e+00,-1.776256768e-12,5.000000136e-02,5.003717475e-01,1.348246209e-02
4.280000000e+00,-1.771909334e-12,5.000000135e-02,5.003717475e-01,1.348246209e-02
4.300000000e+00,-1.767597733e-12,5.000000135e-02,5.003717475e-01,1.348246209e-02
4.320000000e+00,-1.763327928e-12,5.000000135e-02,5.003717475e-01,1.348246209e-02
4.340000000e+00,-1.758979843e-12,5.000000134e-02,5.003717475e-01,1.348246209e-02
4.360000000e+00,-1.754779969e-12,5.000000134e-02,5.003717475e-01,1.348246209e-02
4.380000000e+00,-1.750406298e-12,5.000000134e-02,5.003717475e-01,1.348246209e-02
4.400000000e+00,-1.746169832e-12,5.000000133e-02,5.003717475e-01,1.348246209e-02
4.420000000e+00,-1.741974295e-12,5.000000133e-02,5.003717475e-01,1.348246209e-02
4.440000000e+00,-1.737704652e-12,5.000000133e-02,5.003717475e-01,1.348246209e-02
4.460000000e+00,-1.733472578e-12,5.000000132e-02,5.003717475e-01,1.348246209e-02
4.480000000e+00,-1.729277962e-12,5.000000132e-02,5.003717475e-01,1.348246209e-02
4.500000000e+00,-1.725008157e-12,5.000000132e-02,5.003717475e-01,1.348246209e-02
4.520000000e+00,-1.720886400e-12,5.000000132e-02,5.003717475e-01,1.348246209e-02
4.540000000e+00,-1.716692001e-12,5.000000131e-02,5.003717475e-01,1.348246209e-02
4.560000000e+00,-1.712457270e-12,5.000000131e-02,5.003717475e-01,1.348246209e-02
4.580000000e+00,-1.708301849e-12,5.000000131e-02,5.003717475e-01,1.348246209e-02
4.600000000e+00,-1.704137265e-12,5.000000130e-02,5.003717475e-01,1.348246209e-02
4.620000000e+00,-1.699978808e-12,5.000000130e-02,5.003717475e-01,1.348246209e-02
4.640000000e+00,-1.695857701e-12,5.000000130e-02,5.003717475e-01,1.348246209e-02
4.660000000e+00,-1.691728192e-12,5.000000129e-02,5.003717475e-01,1.348246209e-02
4.680000000e+00,-1.687604700e-12,5.000000129e-02,5.003717475e-01,1.348246209e-02
4.700000000e+00,-1.683482076e-12,5.000000129e-02,5.003717475e-01,1.348246209e-02
4.720000000e+00,-1.679387315e-12,5.000000128e-02,5.003717475e-01,1.348246209e-02
4.740000000e+00,-1.675301011e-12,5.000000128e-02,5.003717475e-01,1.348246209e-02
4.760000000e+00,-1.671206251e-12,5.000000128e-02,5.003717475e-01,1.348246209e-02
4.780000000e+00,-1.667185270e-12,5.000000127e-02,5.003717475e-01,1.348246209e-02
4.800000000e+00,-1.663132251e-12,5.000000127e-02,5.003717475e-01,1.348246209e-02
4.820000000e+00,-1.659028058e-12,5.000000127e-02,5.003717475e-01,1.348246209e-02
4.840000000e+00,-1.655008270e-12,5.000000126e-02,5.003717475e-01,1.348246209e-02
4.860000000e+00,-1.650983712e-12,5.000000126e-02,5.003717475e-01,1.348246209e-02
4.880000000e+00,-1.646949612e-12,5.000000126e-02,5.003717475e-01,1.348246209e-02
4.900000000e+00,-1.642957526e-12,5.000000126e-02,5.003717475e-01,1.348246209e-02
4.920000000e+00,-1.638898219e-12,5.000000125e-02,5.003717475e-01,1.348246209e-02
4.940000000e+00,-1.634935785e-12,5.000000125e-02,5.003717475e-01,1.348246209e-02
4.960000000e+00,-1.630969069e-12,5.000000125e-02,5.003717475e-01,1.348246209e-02
4.980000000e+00,-1.627009508e-12,5.000000124e-02,5.003717475e-01,1.348246209e-02
5.000000000e+00,-1.623048755e-12,5.000000124e-02,5.003717475e-01,1.348246209e-02
5.020000000e+00,-1.619077810e-12,5.000000124e-02,5.003717475e-01,1.348246209e-02
5.040000000e+00,-1.615111799e-12,5.000000123e-02,5.003717475e-01,1.348246209e-02
5.060000000e+00,-1.611173001e-12,5.000000123e-02,5.003717475e-01,1.348246209e-02
5.080000000e+00,-1.607273342e-12,5.000000123e-02,5.003717475e-01,1.348246209e-02
5.100000000e+00,-1.603369130e-12,5.000000123e-02,5.003717475e-01,1.348246209e-02
5.120000000e+00,-1.599463617e-12,5.000000122e-02,5.003717475e-01,1.348246209e-02
5.140000000e+00,-1.595553171e-12,5.000000122e-02,5.003717475e-01,1.348246209e-02
5.160000000e+00,-1.591677582e-12,5.000000122e-02,5.003717475e-01,1.348246209e-02
5.180000000e+00,-1.587840319e-12,5.000000121e-02,5.003717475e-01,1.348246209e-02
5.200000000e+00,-1.583918272e-12,5.000000121e-02,5.003717475e-01,1.348246209e-02
5.220000000e+00,-1.580036557e-12,5.000000121e-02,5.003717475e-01,1.348246209e-02
5.240000000e+00,-1.576221141e-12,5.000000120e-02,5.003717475e-01,1.348246209e-02
5.260000000e+00,-1.572368266e-12,5.000000120e-02,5.003717475e-01,1.348246209e-02
5.280000000e+00,-1.568585214e-12,5.000000120e-02,5.003717475e-01,1.348246209e-02
5.300000000e+00,-1.564722961e-12,5.000000120e-02,5.003717475e-01,1.348246209e-02
5.320000000e+00,-1.560899467e-12,5.000000119e-02,5.003717475e-01,1.348246209e-02
5.340000000e+00,-1.557103296e-12,5.000000119e-02,5.003717475e-01,1.348246209e-02
5.360000000e+00,-1.553345397e-12,5.000000119e-02,5.003717475e-01,1.348246209e-02
5.380000000e+00,-1.549507755e-12,5.000000118e-02,5.003717475e-01,1.348246209e-02
5.400000000e+00,-1.545812632e-12,5.000000118e-02,5.003717475e-01,1.348246209e-02
5.420000000e+00,-1.542037656e-12,5.000000118e-02,5.003717475e-01,1.348246209e-02
5.440000000e+00,-1.538228204e-12,5.000000118e-02,5.003717475e-01,1.348246209e-02
5.460000000e+00,-1.534485158e-12,5.000000117e-02,5.003717475e-01,1.348246209e-02
5.480000000e+00,-1.530737451e-12,5.000000117e-02,5.003717475e-01,1.348246209e-02
5.500000000e+00,-1.527057614e-12,5.000000117e-02,5.003717475e-01,1.348246209e-02
5.520000000e+00,-1.523339126e-12,5.000000116e-02,5.003717475e-01,1.348246209e-02
5.540000000e+00,-1.519579655e-12,5.000000116e-02,5.003717475e-01,1.348246209e-02
5.560000000e+00,-1.515889519e-12,5.000000116e-02,5.003717475e-01,1.348246209e-02
5.580000000e+00,-1.512194775e-12,5.000000116e-02,5.003717475e-01,1.348246209e-02
5.600000000e+00,-1.508564703e-12,5.000000115e-02,5.003717475e-01,1.348246209e-02
5.620000000e+00,-1.504826049e-12,5.000000115e-02,5.003717475e-01,1.348246209e-02
5.640000000e+00,-1.501188713e-12,5.000000115e-02,5.003717475e-01,1.348246209e-02
5.660000000e+00,-1.497552191e-12,5.000000114e-02,5.003717475e-01,1.348246209e-02
5.680000000e+00,-1.493902441e-12,5.000000114e-02,5.003717475e-01,1.348246209e-02
5.700000000e+00,-1.490251499e-12,5.000000114e-02,5.003717475e-01,1.348246209e-02
5.720000000e+00,-1.486602237e-12,5.000000114e-02,5.003717475e-01,1.348246209e-02
5.740000000e+00,-1.483010980e-12,5.000000113e-02,5.003717475e-01,1.348246209e-02
5.760000000e+00,-1.479378848e-12,5.000000113e-02,5.003717475e-01,1.348246209e-02
5.780000000e+00,-1.475751704e-12,5.000000113e-02,5.003717475e-01,1.348246209e-02
5.800000000e+00,-1.472218831e-12,5.000000113e-02,5.003717475e-01,1.348246209e-02
5.820000000e+00,-1.468574015e-12,5.000000112e-02,5.003717475e-01,1.348246209e-02
5.840000000e+00,-1.465034745e-12,5.000000112e-02,5.003717475e-01,1.348246209e-02
5.860000000e+00,-1.461486043e-12,5.000000112e-02,5.003717475e-01,1.348246209e-02
5.880000000e+00,-1.457900966e-12,5.000000111e-02,5.003717475e-01,1.348246209e-02
5.900000000e+00,-1.454377092e-12,5.000000111e-02,5.003717475e-01,1.348246209e-02
5.920000000e+00,-1.450819825e-12,5.000000111e-02,5.003717475e-01,1.348246209e-02
5.940000000e+00,-1.447251119e-12,5.000000111e-02,5.003717475e-01,1.348246209e-02
5.960000000e+00,-1.443780262e-12,5.000000110e-02,5.003717475e-01,1.348246209e-02
5.980000000e+00,-1.440240830e-12,5.000000110e-02,5.003717475e-01,1.348246209e-02
6.000000000e+00,-1.436721131e-12,5.000000110e-02,5.003717475e-01,1.348246209e-02
6.020000000e+00,-1.433241763e-12,5.000000110e-02,5.003717475e-01,1.348246209e-02
6.040000000e+00,-1.429754156e-12,5.000000109e-02,5.003717475e-01,1.348246209e-02
6.060000000e+00,-1.426257062e-12,5.000000109e-02,5.003717475e-01,1.348246209e-02
6.080000000e+00,-1.422758233e-12,5.000000109e-02,5.003717475e-01,1.348246209e-02
6.100000000e+00,-1.419281413e-12,5.000000108e-02,5.003717475e-01,1.348246209e-02
