w,rga11_re,rga11_im,rga11_mag
5.948892078e+03,1.000000000e+00,-1.014002992e-18,1.000000000e+00
6.123044540e+03,1.000000000e+00,5.492115851e-19,1.000000000e+00
6.302295275e+03,1.000000000e+00,-6.438990998e-19,1.000000000e+00
6.486793535e+03,1.000000000e+00,-1.670281270e-18,1.000000000e+00
6.676692939e+03,1.000000000e+00,8.598847102e-18,1.000000000e+00
6.872151605e+03,1.000000000e+00,3.967634334e-17,1.000000000e+00
7.073332280e+03,1.000000000e+00,-2.478277355e-18,1.000000000e+00
7.280402472e+03,1.000000000e+00,3.315179394e-17,1.000000000e+00
7.493534598e+03,1.000000000e+00,1.150899038e-17,1.000000000e+00
7.712906118e+03,1.000000000e+00,4.173571456e-17,1.000000000e+00
7.938699689e+03,1.000000000e+00,1.948722754e-17,1.000000000e+00
8.171103315e+03,1.000000000e+00,-4.713919928e-17,1.000000000e+00
8.410310505e+03,1.000000000e+00,7.265860400e-17,1.000000000e+00
8.656520431e+03,1.000000000e+00,-1.247637281e-17,1.000000000e+00
8.909938097e+03,1.000000000e+00,8.501041942e-18,1.000000000e+00
9.170774507e+03,1.000000000e+00,-4.913580126e-17,1.000000000e+00
9.439246843e+03,1.000000000e+00,1.528532460e-17,1.000000000e+00
9.715578646e+03,1.000000000e+00,8.555178653e-18,1.000000000e+00
1.000000000e+04,1.000000000e+00,-4.069241210e-17,1.000000000e+00
