t,alpha,v,r_cmd,i_cmd
0.000000000e+00,0.000000000e+00,0.000000000e+00,5.043394317e-01,2.219175553e+00
2.000000000e-02,-8.934301392e-06,4.457530398e-02,5.956445942e-01,9.918654138e+00
4.000000000e-02,-5.206789740e-04,1.414765492e-01,6.193666304e-01,1.178294629e+01
6.000000000e-02,-2.963287519e-04,2.456623370e-01,6.110714948e-01,1.067867062e+01
8.000000000e-02,-8.878408595e-05,3.357045801e-01,5.893462362e-01,8.408367701e+00
1.000000000e-01,2.408480975e-05,4.042201906e-01,5.651108793e-01,5.987878566e+00
1.200000000e-01,7.267868870e-05,4.514560976e-01,5.437924577e-01,3.904734711e+00
1.400000000e-01,8.426498298e-05,4.810907018e-01,5.273743639e-01,2.324299859e+00
1.600000000e-01,7.697171013e-05,4.977478431e-01,5.159379547e-01,1.237588560e+00
1.800000000e-01,6.211777410e-05,5.057068320e-01,5.086853951e-01,5.577655743e-01
2.000000000e-01,4.613846244e-05,5.083730464e-01,5.045524293e-01,1.771144465e-01
2.200000000e-01,3.217440253e-05,5.081834211e-01,5.025318880e-01,-3.533702924e-03
2.400000000e-01,2.133665492e-05,5.067257205e-01,5.018113644e-01,-6.283794709e-02
2.600000000e-01,1.362355131e-05,5.049351283e-01,5.018032392e-01,-5.693994856e-02
2.800000000e-01,8.525114469e-06,5.032930854e-01,5.021206783e-01,-2.232369044e-02
3.000000000e-01,5.383656600e-06,5.019938293e-01,5.025330602e-01,1.958862679e-02
3.200000000e-01,3.582889464e-06,5.010683246e-01,5.029195110e-01,5.782063952e-02
3.400000000e-01,2.627259340e-06,5.004680324e-01,5.032293645e-01,8.799028846e-02
3.600000000e-01,2.157998416e-06,5.001163610e-01,5.034523998e-01,1.094516536e-01
3.800000000e-01,1.937660789e-06,4.999367857e-01,5.035985173e-01,1.233678997e-01
4.000000000e-01,1.822886287e-06,4.998656356e-01,5.036851163e-01,1.315309606e-01
4.200000000e-01,1.736353503e-06,4.998557609e-01,5.037300931e-01,1.357189083e-01
4.400000000e-01,1.643049190e-06,4.998754322e-01,5.037485707e-01,1.374057469e-01
4.600000000e-01,1.532466178e-06,4.999052562e-01,5.037518754e-01,1.376802527e-01
4.800000000e-01,1.406471752e-06,4.999347044e-01,5.037477069e-01,1.372735660e-01
5.000000000e-01,1.271780172e-06,4.999590477e-01,5.037408239e-01,1.366316618e-01
5.200000000e-01,1.135773697e-06,4.999769886e-01,5.037338487e-01,1.359961058e-01
5.400000000e-01,1.004540508e-06,4.999890098e-01,5.037279915e-01,1.354750494e-01
5.600000000e-01,8.822439595e-07,4.999963225e-01,5.037236170e-01,1.350978888e-01
5.800000000e-01,7.711977467e-07,5.000002672e-01,5.037206437e-01,1.348533284e-01
6.000000000e-01,6.722448056e-07,5.000020184e-01,5.037188004e-01,1.347135151e-01
6.200000000e-01,5.852065817e-07,5.000024780e-01,5.037177752e-01,1.346477889e-01
6.400000000e-01,5.092852268e-07,5.000022731e-01,5.037172896e-01,1.346294043e-01
6.600000000e-01,4.433736317e-07,5.000018004e-01,5.037171271e-01,1.346379264e-01
6.800000000e-01,3.862686362e-07,5.000012852e-01,5.037171354e-01,1.346592585e-01
7.000000000e-01,3.368018909e-07,5.000008373e-01,5.037172170e-01,1.346845871e-01
7.200000000e-01,2.939090755e-07,5.000004952e-01,5.037173156e-01,1.347090120e-01
7.400000000e-01,2.566575136e-07,5.000002588e-01,5.037174032e-01,1.347302626e-01
7.600000000e-01,2.242485174e-07,5.000001102e-01,5.037174691e-01,1.347476700e-01
7.800000000e-01,1.960063491e-07,5.000000267e-01,5.037175122e-01,1.347614276e-01
8.000000000e-01,1.713616388e-07,4.999999868e-01,5.037175363e-01,1.347721070e-01
8.200000000e-01,1.498339180e-07,4.999999736e-01,5.037175462e-01,1.347803725e-01
8.400000000e-01,1.310156849e-07,4.999999749e-01,5.037175470e-01,1.347868331e-01
8.600000000e-01,1.145589654e-07,4.999999825e-01,5.037175423e-01,1.347919831e-01
8.800000000e-01,1.001645029e-07,4.999999919e-01,5.037175351e-01,1.347961924e-01
9.000000000e-01,8.757329099e-08,5.000000005e-01,5.037175271e-01,1.347997217e-01
9.200000000e-01,7.656001064e-08,5.000000074e-01,5.037175195e-01,1.348027465e-01
9.400000000e-01,6.692792581e-08,5.000000124e-01,5.037175127e-01,1.348053814e-01
9.600000000e-01,5.850485488e-08,5.000000157e-01,5.037175068e-01,1.348077002e-01
9.800000000e-01,5.113991765e-08,5.000000177e-01,5.037175019e-01,1.348097515e-01
1.000000000e+00,4.470084278e-08,5.000000188e-01,5.037174979e-01,1.348115687e-01
1.020000000e+00,3.907168319e-08,5.000000193e-01,5.037174946e-01,1.348131773e-01
1.040000000e+00,3.415084194e-08,5.000000195e-01,5.037174919e-01,1.348145982e-01
1.060000000e+00,2.984934327e-08,5.000000195e-01,5.037174896e-01,1.348158503e-01
1.080000000e+00,2.608930669e-08,5.000000195e-01,5.037174877e-01,1.348169508e-01
1.100000000e+00,2.280259626e-08,5.000000194e-01,5.037174860e-01,1.348179162e-01
1.120000000e+00,1.992962443e-08,5.000000194e-01,5.037174846e-01,1.348187616e-01
1.140000000e+00,1.741829394e-08,5.000000193e-01,5.037174833e-01,1.348195009e-01
1.160000000e+00,1.522306576e-08,5.000000193e-01,5.037174823e-01,1.348201471e-01
1.180000000e+00,1.330413660e-08,5.000000193e-01,5.037174813e-01,1.348207116e-01
1.200000000e+00,1.162671920e-08,5.000000193e-01,5.037174805e-01,1.348212046e-01
1.220000000e+00,1.016040958e-08,5.000000193e-01,5.037174797e-01,1.348216352e-01
1.240000000e+00,8.878634669e-09,5.000000193e-01,5.037174791e-01,1.348220113e-01
1.260000000e+00,7.758168600e-09,5.000000193e-01,5.037174785e-01,1.348223399e-01
1.280000000e+00,6.778710166e-09,5.000000193e-01,5.037174780e-01,1.348226270e-01
1.300000000e+00,5.922514471e-09,5.000000192e-01,5.037174776e-01,1.348228780e-01
1.320000000e+00,5.174070017e-09,5.000000192e-01,5.037174772e-01,1.348230973e-01
1.340000000e+00,4.519817605e-09,5.000000192e-01,5.037174769e-01,1.348232890e-01
1.360000000e+00,3.947904363e-09,5.000000192e-01,5.037174766e-01,1.348234566e-01
1.380000000e+00,3.447968951e-09,5.000000192e-01,5.037174763e-01,1.348236031e-01
1.400000000e+00,3.010953794e-09,5.000000191e-01,5.037174761e-01,1.348237311e-01
1.420000000e+00,2.628941089e-09,5.000000191e-01,5.037174759e-01,1.348238431e-01
1.440000000e+00,2.295009335e-09,5.000000191e-01,5.037174757e-01,1.348239409e-01
1.460000000e+00,2.003107887e-09,5.000000190e-01,5.037174756e-01,1.348240265e-01
1.480000000e+00,1.747947641e-09,5.000000190e-01,5.037174754e-01,1.348241013e-01
1.500000000e+00,1.524904928e-09,5.000000189e-01,5.037174753e-01,1.348241667e-01
1.520000000e+00,1.329938072e-09,5.000000189e-01,5.037174752e-01,1.348242238e-01
1.540000000e+00,1.159513789e-09,5.000000189e-01,5.037174751e-01,1.348242738e-01
1.560000000e+00,1.010543553e-09,5.000000188e-01,5.037174751e-01,1.348243175e-01
1.580000000e+00,8.803276701e-10,5.000000188e-01,5.037174750e-01,1.348243557e-01
1.600000000e+00,7.665058076e-10,5.000000187e-01,5.037174749e-01,1.348243890e-01
1.620000000e+00,6.670150248e-10,5.000000187e-01,5.037174749e-01,1.348244182e-01
1.640000000e+00,5.800518585e-10,5.000000187e-01,5.037174748e-01,1.348244437e-01
1.660000000e+00,5.040396486e-10,5.000000186e-01,5.037174748e-01,1.348244660e-01
1.680000000e+00,4.376003466e-10,5.000000186e-01,5.037174748e-01,1.348244855e-01
1.700000000e+00,3.795292665e-10,5.000000185e-01,5.037174747e-01,1.348245025e-01
1.720000000e+00,3.287733870e-10,5.000000185e-01,5.037174747e-01,1.348245174e-01
1.740000000e+00,2.844119554e-10,5.000000184e-01,5.037174747e-01,1.348245305e-01
1.760000000e+00,2.456404286e-10,5.000000184e-01,5.037174747e-01,1.348245418e-01
1.780000000e+00,2.117551412e-10,5.000000184e-01,5.037174747e-01,1.348245518e-01
1.800000000e+00,1.821414274e-10,5.000000183e-01,5.037174746e-01,1.348245605e-01
1.820000000e+00,1.562615419e-10,5.000000183e-01,5.037174746e-01,1.348245681e-01
1.840000000e+00,1.336456917e-10,5.000000182e-01,5.037174746e-01,1.348245747e-01
1.860000000e+00,1.138830172e-10,5.000000182e-01,5.037174746e-01,1.348245805e-01
1.880000000e+00,9.661452281e-11,5.000000181e-01,5.037174746e-01,1.348245856e-01
1.900000000e+00,8.152633169e-11,5.000000181e-01,5.037174746e-01,1.348245900e-01
1.920000000e+00,6.834396373e-11,5.000000181e-01,5.037174746e-01,1.348245939e-01
1.940000000e+00,5.682763765e-11,5.000000180e-01,5.037174746e-01,1.348245973e-01
1.960000000e+00,4.676761972e-11,5.000000180e-01,5.037174746e-01,1.348246003e-01
1.980000000e+00,3.798067069e-11,5.000000179e-01,5.037174746e-01,1.348246029e-01
2.000000000e+00,3.030662570e-11,5.000000179e-01,5.037174746e-01,1.348246051e-01
2.020000000e+00,2.360530608e-11,5.000000178e-01,5.037174746e-01,1.348246071e-01
2.040000000e+00,1.775431234e-11,5.000000178e-01,5.037174746e-01,1.348246089e-01
2.060000000e+00,1.264661856e-11,5.000000178e-01,5.037174746e-01,1.348246104e-01
2.080000000e+00,8.188750893e-12,5.000000177e-01,5.037174746e-01,1.348246117e-01
2.100000000e+00,4.298813475e-12,5.000000177e-01,5.037174746e-01,1.348246128e-01
2.120000000e+00,9.054246068e-13,5.000000176e-01,5.037174746e-01,1.348246139e-01
2.140000000e+00,-2.054061348e-12,5.000000176e-01,5.037174745e-01,1.348246147e-01
2.160000000e+00,-4.634179759e-12,5.000000175e-01,5.037174745e-01,1.348246155e-01
2.180000000e+00,-6.882659373e-12,5.000000175e-01,5.037174745e-01,1.348246162e-01
2.200000000e+00,-8.841354298e-12,5.000000175e-01,5.037174745e-01,1.348246168e-01
2.220000000e+00,-1.054660742e-11,5.000000174e-01,5.037174745e-01,1.348246173e-01
2.240000000e+00,-1.203040272e-11,5.000000174e-01,5.037174745e-01,1.348246177e-01
2.260000000e+00,-1.332068397e-11,5.000000173e-01,5.037174745e-01,1.348246181e-01
2.280000000e+00,-1.444174945e-11,5.000000173e-01,5.037174745e-01,1.348246185e-01
2.300000000e+00,-1.541490199e-11,5.000000172e-01,5.037174745e-01,1.348246188e-01
2.320000000e+00,-1.625879206e-11,5.000000172e-01,5.037174745e-01,1.348246191e-01
2.340000000e+00,-1.698973167e-11,5.000000172e-01,5.037174745e-01,1.348246193e-01
2.360000000e+00,-1.762195945e-11,5.000000171e-01,5.037174745e-01,1.348246195e-01
2.380000000e+00,-1.816776200e-11,5.000000171e-01,5.037174745e-01,1.348246197e-01
2.400000000e+00,-1.863823765e-11,5.000000170e-01,5.037174745e-01,1.348246198e-01
2.420000000e+00,-1.904278037e-11,5.000000170e-01,5.037174745e-01,1.348246199e-01
2.440000000e+00,-1.938972897e-11,5.000000169e-01,5.037174745e-01,1.348246201e-01
2.460000000e+00,-1.968632072e-11,5.000000169e-01,5.037174745e-01,1.348246202e-01
2.480000000e+00,-1.993888301e-11,5.000000169e-01,5.037174745e-01,1.348246203e-01
2.500000000e+00,-2.015310184e-11,5.000000168e-01,5.037174745e-01,1.348246203e-01
2.520000000e+00,-2.033368569e-11,5.000000168e-01,5.037174745e-01,1.348246204e-01
2.540000000e+00,-2.048485166e-11,5.000000167e-01,5.037174745e-01,1.348246205e-01
2.560000000e+00,-2.061051850e-11,5.000000167e-01,5.037174745e-01,1.348246205e-01
2.580000000e+00,-2.071372240e-11,5.000000167e-01,5.037174745e-01,1.348246206e-01
2.600000000e+00,-2.079739679e-11,5.000000166e-01,5.037174745e-01,1.348246206e-01
2.620000000e+00,-2.086394989e-11,5.000000166e-01,5.037174745e-01,1.348246206e-01
2.640000000e+00,-2.091562644e-11,5.000000165e-01,5.037174745e-01,1.348246207e-01
2.660000000e+00,-2.095424138e-11,5.000000165e-01,5.037174745e-01,1.348246207e-01
2.680000000e+00,-2.098151600e-11,5.000000165e-01,5.037174745e-01,1.348246207e-01
2.700000000e+00,-2.099889230e-11,5.000000164e-01,5.037174745e-01,1.348246207e-01
2.720000000e+00,-2.100757502e-11,5.000000164e-01,5.037174745e-01,1.348246208e-01
2.740000000e+00,-2.100872254e-11,5.000000163e-01,5.037174745e-01,1.348246208e-01
2.760000000e+00,-2.100329459e-11,5.000000163e-01,5.037174745e-01,1.348246208e-01
2.780000000e+00,-2.099210389e-11,5.000000163e-01,5.037174745e-01,1.348246208e-01
2.800000000e+00,-2.097595231e-11,5.000000162e-01,5.037174745e-01,1.348246208e-01
2.820000000e+00,-2.095535117e-11,5.000000162e-01,5.037174745e-01,1.348246208e-01
2.840000000e+00,-2.093106938e-11,5.000000161e-01,5.037174745e-01,1.348246208e-01
2.860000000e+00,-2.090344477e-11,5.000000161e-01,5.037174745e-01,1.348246208e-01
2.880000000e+00,-2.087290800e-11,5.000000161e-01,5.037174745e-01,1.348246208e-01
2.900000000e+00,-2.083993958e-11,5.000000160e-01,5.037174745e-01,1.348246208e-01
2.920000000e+00,-2.080474204e-11,5.000000160e-01,5.037174745e-01,1.348246208e-01
2.940000000e+00,-2.076766840e-11,5.000000159e-01,5.037174745e-01,1.348246209e-01
2.960000000e+00,-2.072901746e-11,5.000000159e-01,5.037174745e-01,1.348246209e-01
2.980000000e+00,-2.068900606e-11,5.000000159e-01,5.037174745e-01,1.348246209e-01
3.000000000e+00,-2.064767281e-11,5.000000158e-01,5.037174745e-01,1.348246209e-01
3.020000000e+00,-2.060538025e-11,5.000000158e-01,5.037174745e-01,1.348246209e-01
3.040000000e+00,-2.056211581e-11,5.000000158e-01,5.037174745e-01,1.348246209e-01
3.060000000e+00,-2.051811282e-11,5.000000157e-01,5.037174745e-01,1.348246209e-01
3.080000000e+00,-2.047350397e-11,5.000000157e-01,5.037174745e-01,1.348246209e-01
3.100000000e+00,-2.042824113e-11,5.000000156e-01,5.037174745e-01,1.348246209e-01
3.120000000e+00,-2.038255459e-11,5.000000156e-01,5.037174745e-01,1.348246209e-01
3.140000000e+00,-2.033648814e-11,5.000000156e-01,5.037174745e-01,1.348246209e-01
3.160000000e+00,-2.029001966e-11,5.000000155e-01,5.037174745e-01,1.348246209e-01
3.180000000e+00,-2.024337338e-11,5.000000155e-01,5.037174745e-01,1.348246209e-01
3.200000000e+00,-2.019641355e-11,5.000000154e-01,5.037174745e-01,1.348246209e-01
3.220000000e+00,-2.014931971e-11,5.000000154e-01,5.037174745e-01,1.348246209e-01
3.240000000e+00,-2.010202465e-11,5.000000154e-01,5.037174745e-01,1.348246209e-01
3.260000000e+00,-2.005466756e-11,5.000000153e-01,5.037174745e-01,1.348246209e-01
3.280000000e+00,-2.000721290e-11,5.000000153e-01,5.037174745e-01,1.348246209e-01
3.300000000e+00,-1.995973309e-11,5.000000153e-01,5.037174745e-01,1.348246209e-01
3.320000000e+00,-1.991213921e-11,5.000000152e-01,5.037174745e-01,1.348246209e-01
3.340000000e+00,-1.986455835e-11,5.000000152e-01,5.037174745e-01,1.348246209e-01
3.360000000e+00,-1.981701045e-11,5.000000152e-01,5.037174745e-01,1.348246209e-01
3.380000000e+00,-1.976948076e-11,5.000000151e-01,5.037174745e-01,1.348246209e-01
3.400000000e+00,-1.972190857e-11,5.000000151e-01,5.037174745e-01,1.348246209e-01
3.420000000e+00,-1.967439536e-11,5.000000150e-01,5.037174745e-01,1.348246209e-01
3.440000000e+00,-1.962701095e-11,5.000000150e-01,5.037174745e-01,1.348246209e-01
3.460000000e+00,-1.957959836e-11,5.000000150e-01,5.037174745e-01,1.348246209e-01
3.480000000e+00,-1.953227380e-11,5.000000149e-01,5.037174745e-01,1.348246209e-01
3.500000000e+00,-1.948500909e-11,5.000000149e-01,5.037174745e-01,1.348246209e-01
3.520000000e+00,-1.943780336e-11,5.000000149e-01,5.037174745e-01,1.348246209e-01
3.540000000e+00,-1.939072037e-11,5.000000148e-01,5.037174745e-01,1.348246209e-01
3.560000000e+00,-1.934371717e-11,5.000000148e-01,5.037174745e-01,1.348246209e-01
3.580000000e+00,-1.929677208e-11,5.000000148e-01,5.037174745e-01,1.348246209e-01
3.600000000e+00,-1.924999353e-11,5.000000147e-01,5.037174745e-01,1.348246209e-01
3.620000000e+00,-1.920326875e-11,5.000000147e-01,5.037174745e-01,1.348246209e-01
3.640000000e+00,-1.915657607e-11,5.000000146e-01,5.037174745e-01,1.348246209e-01
3.660000000e+00,-1.910999223e-11,5.000000146e-01,5.037174745e-01,1.348246209e-01
3.680000000e+00,-1.906358058e-11,5.000000146e-01,5.037174745e-01,1.348246209e-01
3.700000000e+00,-1.901726129e-11,5.000000145e-01,5.037174745e-01,1.348246209e-01
3.720000000e+00,-1.897094851e-11,5.000000145e-01,5.037174745e-01,1.348246209e-01
3.740000000e+00,-1.892482915e-11,5.000000145e-01,5.037174745e-01,1.348246209e-01
3.760000000e+00,-1.887879523e-11,5.000000144e-01,5.037174745e-01,1.348246209e-01
3.780000000e+00,-1.883289488e-11,5.000000144e-01,5.037174745e-01,1.348246209e-01
3.800000000e+00,-1.878708474e-11,5.000000144e-01,5.037174745e-01,1.348246209e-01
3.820000000e+00,-1.874133834e-11,5.000000143e-01,5.037174745e-01,1.348246209e-01
3.840000000e+00,-1.869572119e-11,5.000000143e-01,5.037174745e-01,1.348246209e-01
3.860000000e+00,-1.865020161e-11,5.000000143e-01,5.037174745e-01,1.348246209e-01
3.880000000e+00,-1.860481864e-11,5.000000142e-01,5.037174745e-01,1.348246209e-01
3.900000000e+00,-1.855952805e-11,5.000000142e-01,5.037174745e-01,1.348246209e-01
3.920000000e+00,-1.851437623e-11,5.000000142e-01,5.037174745e-01,1.348246209e-01
3.940000000e+00,-1.846929163e-11,5.000000141e-01,5.037174745e-01,1.348246209e-01
3.960000000e+00,-1.842430115e-11,5.000000141e-01,5.037174745e-01,1.348246209e-01
3.980000000e+00,-1.837943643e-11,5.000000140e-01,5.037174745e-01,1.348246209e-01
4.000000000e+00,-1.833469097e-11,5.000000140e-01,5.037174745e-01,1.348246209e-01
4.020000000e+00,-1.829001187e-11,5.000000140e-01,5.037174745e-01,1.348246209e-01
4.040000000e+00,-1.824548455e-11,5.000000139e-01,5.037174745e-01,1.348246209e-01
4.060000000e+00,-1.820107606e-11,5.000000139e-01,5.037174745e-01,1.348246209e-01
4.080000000e+00,-1.815680245e-11,5.000000139e-01,5.037174745e-01,1.348246209e-01
4.100000000e+00,-1.811253664e-11,5.000000138e-01,5.037174745e-01,1.348246209e-01
4.120000000e+00,-1.806844778e-11,5.000000138e-01,5.037174745e-01,1.348246209e-01
4.140000000e+00,-1.802440445e-11,5.000000138e-01,5.037174745e-01,1.348246209e-01
4.160000000e+00,-1.798053199e-11,5.000000137e-01,5.037174745e-01,1.348246209e-01
4.180000000e+00,-1.793672459e-11,5.000000137e-01,5.037174745e-01,1.348246209e-01
4.200000000e+00,-1.789304685e-11,5.000000137e-01,5.037174745e-01,1.348246209e-01
4.220000000e+00,-1.784954346e-11,5.000000136e-01,5.037174745e-01,1.348246209e-01
4.240000000e+00,-1.780599409e-11,5.000000136e-01,5.037174745e-01,1.348246209e-01
4.260000000e+00,-1.776267024e-11,5.000000136e-01,5.037174745e-01,1.348246209e-01
4.280000000e+00,-1.771940537e-11,5.000000135e-01,5.037174745e-01,1.348246209e-01
4.300000000e+00,-1.767622810e-11,5.000000135e-01,5.037174745e-01,1.348246209e-01
4.320000000e+00,-1.763319959e-11,5.000000135e-01,5.037174745e-01,1.348246209e-01
4.340000000e+00,-1.759028860e-11,5.000000134e-01,5.037174745e-01,1.348246209e-01
4.360000000e+00,-1.754744267e-11,5.000000134e-01,5.037174745e-01,1.348246209e-01
4.380000000e+00,-1.750464487e-11,5.000000134e-01,5.037174745e-01,1.348246209e-01
4.400000000e+00,-1.746202271e-11,5.000000133e-01,5.037174745e-01,1.348246209e-01
4.420000000e+00,-1.741949987e-11,5.000000133e-01,5.037174745e-01,1.348246209e-01
4.440000000e+00,-1.737705379e-11,5.000000133e-01,5.037174745e-01,1.348246209e-01
4.460000000e+00,-1.733475256e-11,5.000000132e-01,5.037174745e-01,1.348246209e-01
4.480000000e+00,-1.729257623e-11,5.000000132e-01,5.037174745e-01,1.348246209e-01
4.500000000e+00,-1.725044847e-11,5.000000132e-01,5.037174745e-01,1.348246209e-01
4.520000000e+00,-1.720845515e-11,5.000000132e-01,5.037174745e-01,1.348246209e-01
4.540000000e+00,-1.716652818e-11,5.000000131e-01,5.037174745e-01,1.348246209e-01
4.560000000e+00,-1.712471050e-11,5.000000131e-01,5.037174745e-01,1.348246209e-01
4.580000000e+00,-1.708302120e-11,5.000000131e-01,5.037174745e-01,1.348246209e-01
4.600000000e+00,-1.704139911e-11,5.000000130e-01,5.037174745e-01,1.348246209e-01
4.620000000e+00,-1.699986723e-11,5.000000130e-01,5.037174745e-01,1.348246209e-01
4.640000000e+00,-1.695851532e-11,5.000000130e-01,5.037174745e-01,1.348246209e-01
4.660000000e+00,-1.691717556e-11,5.000000129e-01,5.037174745e-01,1.348246209e-01
4.680000000e+00,-1.687600450e-11,5.000000129e-01,5.037174745e-01,1.348246209e-01
4.700000000e+00,-1.683487594e-11,5.000000129e-01,5.037174745e-01,1.348246209e-01
4.720000000e+00,-1.679385016e-11,5.000000128e-01,5.037174745e-01,1.348246209e-01
4.740000000e+00,-1.675298962e-11,5.000000128e-01,5.037174745e-01,1.348246209e-01
4.760000000e+00,-1.671218242e-11,5.000000128e-01,5.037174745e-01,1.348246209e-01
4.780000000e+00,-1.667144808e-11,5.000000127e-01,5.037174745e-01,1.348246209e-01
4.800000000e+00,-1.663084904e-11,5.000000127e-01,5.037174745e-01,1.348246209e-01
4.820000000e+00,-1.659037664e-11,5.000000127e-01,5.037174745e-01,1.348246209e-01
4.840000000e+00,-1.654996236e-11,5.000000126e-01,5.037174745e-01,1.348246209e-01
4.860000000e+00,-1.650963914e-11,5.000000126e-01,5.037174745e-01,1.348246209e-01
4.880000000e+00,-1.646942522e-11,5.000000126e-01,5.037174745e-01,1.348246209e-01
4.900000000e+00,-1.642933446e-11,5.000000126e-01,5.037174745e-01,1.348246209e-01
4.920000000e+00,-1.638933347e-11,5.000000125e-01,5.037174745e-01,1.348246209e-01
4.940000000e+00,-1.634942138e-11,5.000000125e-01,5.037174745e-01,1.348246209e-01
4.960000000e+00,-1.630964374e-11,5.000000125e-01,5.037174745e-01,1.348246209e-01
4.980000000e+00,-1.626988388e-11,5.000000124e-01,5.037174745e-01,1.348246209e-01
5.000000000e+00,-1.623024892e-11,5.000000124e-01,5.037174745e-01,1.348246209e-01
5.020000000e+00,-1.619072628e-11,5.000000124e-01,5.037174745e-01,1.348246209e-01
5.040000000e+00,-1.615130859e-11,5.000000123e-01,5.037174745e-01,1.348246209e-01
5.060000000e+00,-1.611195162e-11,5.000000123e-01,5.037174745e-01,1.348246209e-01
5.080000000e+00,-1.607270090e-11,5.000000123e-01,5.037174745e-01,1.348246209e-01
5.100000000e+00,-1.603355252e-11,5.000000123e-01,5.037174745e-01,1.348246209e-01
5.120000000e+00,-1.599453469e-11,5.000000122e-01,5.037174745e-01,1.348246209e-01
5.140000000e+00,-1.595556239e-11,5.000000122e-01,5.037174745e-01,1.348246209e-01
5.160000000e+00,-1.591669418e-11,5.000000122e-01,5.037174745e-01,1.348246209e-01
5.180000000e+00,-1.587795867e-11,5.000000121e-01,5.037174745e-01,1.348246209e-01
5.200000000e+00,-1.583924701e-11,5.000000121e-01,5.037174745e-01,1.348246209e-01
5.220000000e+00,-1.580064638e-11,5.000000121e-01,5.037174745e-01,1.348246209e-01
5.240000000e+00,-1.576217889e-11,5.000000120e-01,5.037174745e-01,1.348246209e-01
5.260000000e+00,-1.572383673e-11,5.000000120e-01,5.037174745e-01,1.348246209e-01
5.280000000e+00,-1.568552753e-11,5.000000120e-01,5.037174745e-01,1.348246209e-01
5.300000000e+00,-1.564732632e-11,5.000000120e-01,5.037174745e-01,1.348246209e-01
5.320000000e+00,-1.560919059e-11,5.000000119e-01,5.037174745e-01,1.348246209e-01
5.340000000e+00,-1.557123657e-11,5.000000119e-01,5.037174745e-01,1.348246209e-01
5.360000000e+00,-1.553326434e-11,5.000000119e-01,5.037174745e-01,1.348246209e-01
5.380000000e+00,-1.549543566e-11,5.000000118e-01,5.037174745e-01,1.348246209e-01
5.400000000e+00,-1.545770022e-11,5.000000118e-01,5.037174745e-01,1.348246209e-01
5.420000000e+00,-1.542007667e-11,5.000000118e-01,5.037174745e-01,1.348246209e-01
5.440000000e+00,-1.538250083e-11,5.000000118e-01,5.037174745e-01,1.348246209e-01
5.460000000e+00,-1.534503037e-11,5.000000117e-01,5.037174745e-01,1.348246209e-01
5.480000000e+00,-1.530769652e-11,5.000000117e-01,5.037174745e-01,1.348246209e-01
5.500000000e+00,-1.527041124e-11,5.000000117e-01,5.037174745e-01,1.348246209e-01
5.520000000e+00,-1.523314894e-11,5.000000116e-01,5.037174745e-01,1.348246209e-01
5.540000000e+00,-1.519608224e-11,5.000000116e-01,5.037174745e-01,1.348246209e-01
5.560000000e+00,-1.515908753e-11,5.000000116e-01,5.037174745e-01,1.348246209e-01
5.580000000e+00,-1.512217782e-11,5.000000116e-01,5.037174745e-01,1.348246209e-01
5.600000000e+00,-1.508533836e-11,5.000000115e-01,5.037174745e-01,1.348246209e-01
5.620000000e+00,-1.504857176e-11,5.000000115e-01,5.037174745e-01,1.348246209e-01
5.640000000e+00,-1.501191662e-11,5.000000115e-01,5.037174745e-01,1.348246209e-01
5.660000000e+00,-1.497539115e-11,5.000000114e-01,5.037174745e-01,1.348246209e-01
5.680000000e+00,-1.493889994e-11,5.000000114e-01,5.037174745e-01,1.348246209e-01
5.700000000e+00,-1.490256833e-11,5.000000114e-01,5.037174745e-01,1.348246209e-01
5.720000000e+00,-1.486620202e-11,5.000000114e-01,5.037174745e-01,1.348246209e-01
5.740000000e+00,-1.483000832e-11,5.000000113e-01,5.037174745e-01,1.348246209e-01
5.760000000e+00,-1.479390915e-11,5.000000113e-01,5.037174745e-01,1.348246209e-01
5.780000000e+00,-1.475787808e-11,5.000000113e-01,5.037174745e-01,1.348246209e-01
5.800000000e+00,-1.472193591e-11,5.000000113e-01,5.037174745e-01,1.348246209e-01
5.820000000e+00,-1.468607831e-11,5.000000112e-01,5.037174745e-01,1.348246209e-01
5.840000000e+00,-1.465029660e-11,5.000000112e-01,5.037174745e-01,1.348246209e-01
5.860000000e+00,-1.461463849e-11,5.000000112e-01,5.037174745e-01,1.348246209e-01
5.880000000e+00,-1.457901118e-11,5.000000111e-01,5.037174745e-01,1.348246209e-01
5.900000000e+00,-1.454354736e-11,5.000000111e-01,5.037174745e-01,1.348246209e-01
5.920000000e+00,-1.450808440e-11,5.000000111e-01,5.037174745e-01,1.348246209e-01
5.940000000e+00,-1.447275242e-11,5.000000111e-01,5.037174745e-01,1.348246209e-01
5.960000000e+00,-1.443754057e-11,5.000000110e-01,5.037174745e-01,1.348246209e-01
5.980000000e+00,-1.440238640e-11,5.000000110e-01,5.037174745e-01,1.348246209e-01
6.000000000e+00,-1.436724828e-11,5.000000110e-01,5.037174745e-01,1.348246209e-01
6.020000000e+00,-1.433229924e-11,5.000000110e-01,5.037174745e-01,1.348246209e-01
6.040000000e+00,-1.429741959e-11,5.000000109e-01,5.037174745e-01,1.348246209e-01
6.060000000e+00,-1.426258417e-11,5.000000109e-01,5.037174745e-01,1.348246209e-01
6.080000000e+00,-1.422783722e-11,5.000000109e-01,5.037174745e-01,1.348246209e-01
6.100000000e+00,-1.419322646e-11,5.000000108e-01,5.037174745e-01,1.348246209e-01
