t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
176338507,0.5,1,0,0,0.00805860758,0,0,0,15.9213276,0,8.53542042,8.44753265,0,13.416769,0,0,0,0,0,,51
176339838,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.57460117,8.44753265,0,13.4239168,0,0,0,0,0,,51
176340969,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54747581,8.44542122,0,13.4239168,0,0,0,0,0,,51
176342096,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.54747581,8.45386696,0,13.416769,0,0,0,0,0,,51
176343226,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55953121,8.45175552,0,13.4239168,0,0,0,0,0,,51
176344354,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.5444622,8.44753265,0,13.416769,0,0,0,0,0,,51
176345484,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.51733685,8.44753265,0,13.416769,0,0,0,0,0,,51
176346623,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55953121,8.44119835,0,13.4310646,0,0,0,0,0,,51
176347753,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57460117,8.43908691,0,13.4239168,0,0,0,0,0,,51
176348881,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52637863,8.43908691,0,13.4239168,0,0,0,0,0,,51
176350011,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5565176,8.43908691,0,13.4239168,0,0,0,0,0,,51
176351139,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57158756,8.44330978,0,13.4239168,0,0,0,0,0,,51
176352270,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54747581,8.44119835,0,13.4239168,0,0,0,0,0,,51
176353397,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57158756,8.43908691,0,13.4239168,0,0,0,0,0,,51
176354532,0.5,0,0,0,0,0,0,0,15.9304171,0,8.52637863,8.43697548,0,13.4239168,0,0,0,0,0,,51
176355659,0.5,0.5,0,0,0.00805860758,0.00805860758,0,0,15.9258718,0,8.55953121,8.43064213,0,13.4239168,0,0,0,0,0,,51
176356790,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.51432323,8.44330978,0,13.4239168,0,0,0,0,0,,51
176357917,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.53843403,8.43908691,0,13.4310646,0,0,0,0,0,,51
