t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,fault_flags,ps_phase,dc_phase,trap_phase,flags
462132049,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9122372,0,0,0,,0,1
462133379,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462134507,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462135633,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462136761,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462137887,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462139015,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462140140,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462141269,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9167824,0,0,0,,0,1
462142395,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9167824,0,0,0,,0,1
462143534,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462144660,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462145788,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462146914,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462148042,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462149168,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462150296,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462151422,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9213276,0,0,0,,0,1
462152550,0.5,1,,,0.0241758227,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462153880,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462155013,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462156138,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462157267,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462158392,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462159521,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462160647,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462161775,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462162901,0.5,1,,,0.0241758227,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462164030,0.5,0.333333343,,,0.00805860758,0.0161172152,0.44238919,0.224637702,15.9395075,0,0,0,,0,1
462165160,0.5,0,,,0,0.0241758227,0.44238919,0.224637702,15.9576874,0,0,0,,0,1
462166288,0.5,0,,,0,0.0241758227,0.44238919,0.224637702,15.9531422,0,0,0,,0,1
462167414,0.5,0,,,0,0.00805860758,0.44238919,0.224637702,15.9576874,0,0,0,,0,1
462168542,0.5,0,,,0,0.00805860758,0.44238919,0.224637702,15.9576874,0,0,0,,0,1
462169668,0.5,0,,,0,0.0322344303,0.44238919,0.224637702,15.9531422,0,0,0,,0,1
462170796,0.5,0,,,0,0.0241758227,0.44238919,0.224637702,15.9531422,0,0,0,,0,1
462171922,0.5,0,,,0,0.0161172152,0.44238919,0.224637702,15.9531422,0,0,0,,0,1
462173050,0.5,0,,,0,0,0.44238919,0.224637702,15.9395075,0,0,0,,0,1
462174176,0.5,0.600000024,,,0.0241758227,0.0161172152,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462175509,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462176639,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462177768,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462178893,0.5,1,,,0.0241758227,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462180022,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462181147,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462182276,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462183401,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462184530,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462185655,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9304171,0,0,0,,0,1
462186784,0.5,1,,,0.00805860758,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462187914,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462189043,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462190169,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462191297,0.5,1,,,0.0241758227,0,0.44238919,0.224637702,15.9258718,0,0,0,,0,1
462192423,0.5,1,,,0.0161172152,0,0.44238919,0.224637702,15.9349623,0,0,0,,0,1
