log,fw,t0,t1,mode,share_sp,r_cmd,alpha,I_tot,I_fc,I_batt,V_bus,gFC,gBT,n_samples
TP0029,3,9.000115,9.504777,legacy,0.699999988,0.6704184956727497,0.699985747539792,1.875916700786543,1.3128986233178654,0.5630180774686775,15.79731371461717,0.22223110296751739,0.45207445286542924,431
TP0030,3,6.475634,6.980242,legacy,0.725000024,0.6963079234613755,0.7250252114591303,1.729328572032483,1.2534219857308584,0.47590658630162413,15.807331762180974,0.21396627735034804,0.4905973999396752,431
TP0030,3,6.981405,7.486019,legacy,0.725000024,0.6956105523504484,0.7250087563145076,1.8188520348283064,1.3182087018329465,0.5006433329953597,15.801447458932715,0.2141803810510441,0.48946860487006955,431
TP0030,3,7.487179,7.991793,legacy,0.725000024,0.6960275849123881,0.7250078570874858,1.885545897141531,1.3666164430394432,0.5189294541020882,15.797144991415315,0.21405192178886312,0.4901385291554524,431
TP0030,3,7.992956,8.497566,legacy,0.725000024,0.6956865369370675,0.7248863556397837,1.9332992248027843,1.4010197804176334,0.5322794443851508,15.794223930162413,0.21415746628074248,0.4895965098886311,431
TP0030,3,8.498726,9.003337,legacy,0.725000024,0.695828591011773,0.7250465710845335,1.9598870151693735,1.4206521136890955,0.5392349014802784,15.792800289559166,0.2141146698399072,0.4898362171832947,431
TP0030,3,9.0045,9.509164,legacy,0.725000024,0.6936475038197513,0.7249987784081101,1.8821055605290022,1.3639987948955916,0.5181067656334106,15.798294397447796,0.2147890037703016,0.48636088309744785,431
TP0031,3,6.450121,6.954723,legacy,0.75,0.7213569598986856,0.7499198507857756,1.6987769122784224,1.2734469698607889,0.4253299424176334,15.809862677262181,0.2065359191136891,0.534698484399072,431
TP0031,3,6.955887,7.460492,legacy,0.75,0.7205657986902001,0.7500587713826887,1.7943957507192574,1.3453200272853825,0.4490757234338747,15.803250704408354,0.2067624795313225,0.5331808356171694,431
TP0031,3,7.461652,7.966273,legacy,0.75,0.7203573872381223,0.750002586419301,1.8602856225452438,1.3945691548955916,0.465716467649652,15.79923297447796,0.20682249284686774,0.5327867778538282,431
TP0031,3,7.967436,8.472044,legacy,0.75,0.7197729842584732,0.7500524267650902,1.9116101627795825,1.432992444013921,0.4786177187656613,15.796354051044084,0.20699051225754056,0.5316772117935035,431
TP0031,3,8.473204,8.977812,legacy,0.75,0.7194913366406057,0.7499418182910147,1.9480889211020882,1.460253351902552,0.48783556919953597,15.794666819721575,0.20707238203712294,0.531157742800464,431
TP0031,3,8.978975,9.483635,legacy,0.75,0.7183039314706667,0.7500580483635069,1.883208714600928,1.4118830073317865,0.4713257072691416,15.797113335498839,0.2074157988051044,0.5289369773132251,431
TP0032,3,6.470784,6.975387,legacy,0.774999976,0.7454137567054121,0.7750334752033416,1.7216439147935034,1.3339893651276102,0.3876545496658933,15.809419747563805,0.1998699135939675,0.5852177087587007,431
TP0032,3,6.97655,7.481154,legacy,0.774999976,0.746019669266795,0.7750205087198861,1.8180106546032484,1.4085548603016242,0.40945579430162415,15.803282357772623,0.19970789467285383,0.586621860048724,431
TP0032,3,7.482314,7.986918,legacy,0.774999976,0.7449487991226624,0.7749995593768431,1.8873595534013923,1.4621791907192576,0.42518036268213455,15.798484231786542,0.19999526223201855,0.5841657455638052,431
TP0032,3,7.988081,8.492688,legacy,0.774999976,0.7442129585473107,0.7751201576837552,1.936739557686775,1.5005089929466358,0.43623056474013916,15.795320625058007,0.2001932520487239,0.5824911467238979,431
TP0032,3,8.493848,8.998456,legacy,0.774999976,0.7435386291598033,0.7748624004588954,1.9746767107540604,1.5294152702552204,0.4452614404988399,15.795436619025523,0.20037674344547565,0.5810071420649652,431
TP0033,3,6.470869,6.975469,legacy,0.800000012,0.771407548325387,0.7999694171309125,1.7727627866960556,1.4176792217169374,0.35508356497911836,15.807025940835267,0.19313596194431554,0.651806342475638,431
TP0033,3,6.976632,7.481242,legacy,0.800000012,0.7709000817927157,0.8001111063621406,1.865034777559165,1.491590301577726,0.3734444759814385,15.801109997679815,0.19326273705568445,0.650348355638051,431
TP0033,3,7.482402,7.987011,legacy,0.800000012,0.7698582980916525,0.7998526481105043,1.9258202345359627,1.5397736668909514,0.3860465676450116,15.798115164965198,0.19352430467053366,0.6474053660580045,431
TP0033,3,7.988174,8.492784,legacy,0.800000012,0.7689309225842212,0.8000805002324862,1.9686374355684453,1.5742331008584685,0.39440433470997677,15.792315180974478,0.19375885263341067,0.644849191426914,431
TP0033,3,8.999718,9.504378,legacy,0.800000012,0.7674124065252574,0.8000140592025532,1.9308498569814383,1.54401799575406,0.38683186122737817,15.797809297447795,0.19414178124825987,0.6406204147262181,431
TP0034,3,6.472589,6.977194,legacy,0.819999993,0.7903088447498374,0.8200910650826789,1.7564959898329466,1.4397235313689096,0.3167724584640372,15.809261582830626,0.18851702009048724,0.7105826846403713,431
TP0034,3,6.978358,7.482969,legacy,0.819999993,0.7903562871846557,0.8199994813790197,1.850862095863109,1.5170375490023205,0.3338245468607889,15.802639088631091,0.1885051751647332,0.7107152564222736,431
TP0034,3,7.484129,7.988742,legacy,0.819999993,0.7909382136447144,0.8201044021445977,1.9161723421322503,1.570904946426914,0.3452673957053365,15.799580934802785,0.1883667090858469,0.7127058409280741,431
TP0035,3,6.465248,6.969869,legacy,0.8313028408150268,0.8110588507029934,0.8400460125154681,1.7783346290440838,1.4933104667749417,0.2850241622691415,15.808069969373552,0.18369421732018562,0.7886622835730859,431
TP0035,3,6.971033,7.475641,legacy,0.839999974,0.8102135488472615,0.8400083336356605,1.8758045138955914,1.574850111136891,0.3009544027587007,15.802059111136892,0.18388589044315548,0.7851498164454755,431
TP0035,3,7.477005,7.981611,legacy,0.839999974,0.8101656993189417,0.8399167757093943,1.948930308689095,1.6361404103712296,0.3127898983178654,15.798410426682137,0.18389696272389788,0.7849707119582365,431
TP0035,3,8.488541,8.993148,legacy,0.839999974,0.8080263185765413,0.8399198115185604,2.0345086029443156,1.7078077903712297,0.3267008125730858,15.792789742459396,0.18438343388399073,0.776186399675174,431
TP0035,3,8.994311,9.498971,legacy,0.839999974,0.8086130008421655,0.8399001553489924,1.9679830237192575,1.6517901867053364,0.3161928370139211,15.797471874013924,0.18424959611832947,0.7785613835707657,431
TP0045,4,6.973415,7.478024,legacy,0.17159829620627565,0.17519112771521422,0.17196376590800108,1.748269106584687,0.3014405368631091,1.446828569721578,15.802428170301624,0.8506211977447796,0.180632232487239,431
TP0046,4,6.468878,6.973348,legacy,0.23661985177542533,0.23164196738097398,0.23695311348716191,1.2678564277215778,0.3008983103526682,0.9669581173689096,15.838514401392112,0.6432380302784224,0.1939028757726218,431
TP0046,4,6.974511,7.479,legacy,0.2322999205172817,0.22871445844941418,0.23245638644000072,1.2914339330464033,0.30087961292575405,0.9905543201206497,15.837322803016244,0.6514769337772622,0.1931669929976798,431
TP0046,4,7.480159,7.984636,legacy,0.22952186521512286,0.22833402955283758,0.22979163931462898,1.3070650141276101,0.30082352050580047,1.0062414936218096,15.836394763805105,0.6526140602575407,0.19307309293735497,431
TP0047,4,7.972363,8.476805,legacy,0.2387997546661189,0.23510970889087188,0.23912331972324954,1.2562826976914152,0.30087961290487236,0.955403084786543,15.841034766589328,0.6337408441484919,0.1947817679211137,431
TP0048,4,6.453647,6.95822,legacy,0.25,0.2447200792186555,0.2501607666317033,1.2199161289025524,0.3057222564083527,0.9141938724941995,15.842679829002321,0.6088663719744778,0.19726086024129932,431
TP0048,4,6.959383,7.463939,legacy,0.25,0.24542593055419729,0.24995984262011456,1.2543942544338744,0.31409872091415314,0.9402955335197216,15.840707852668215,0.6071063455730858,0.19744508780046405,431
TP0048,4,7.465099,7.969655,legacy,0.25,0.24585171324792113,0.25005413144470157,1.2876383460092806,0.3226060676798144,0.9650322783294665,15.838440589327147,0.6060710004547564,0.1975571237099768,431
TP0048,4,7.970818,8.475394,legacy,0.25,0.24567939477862913,0.24988745662899012,1.3097761477308585,0.3279535427610209,0.9818226049698376,15.836932592807425,0.6064735472737819,0.19751121997911833,431
TP0050,4,6.432945,6.937381,legacy,0.400000006,0.3832060443815433,0.3999236107251657,1.3012314055823666,0.5206496209211137,0.7805817846612529,15.837786762412994,0.3887954543897912,0.24155022684454758,431
