t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
82947933,0.5,1,0,0,0.00805860758,0,0,0,15.9213276,0,8.50829506,8.43697548,0,13.4239168,0,0,0,,,,50
82949263,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.54747581,8.44119835,0,13.4310646,0,0,0,,,,50
82950393,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.51432323,8.44330978,0,13.4310646,0,0,0,,,,50
82951520,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.54747581,8.43908691,0,13.4239168,0,0,0,,,,50
82952650,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.57158756,8.43697548,0,13.4239168,0,0,0,,,,50
82953777,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.56555939,8.43908691,0,13.4239168,0,0,0,,,,50
82954907,0.5,1,0,0,0.00805860758,0,0,0,15.9167824,0,8.54144764,8.44753265,0,13.4239168,0,0,0,,,,50
82956045,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5444622,8.43908691,0,13.416769,0,0,0,,,,50
82957175,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.52939224,8.43486404,0,13.4239168,0,0,0,,,,50
82958301,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57460117,8.43486404,0,13.4310646,0,0,0,,,,50
82959431,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.54747581,8.43486404,0,13.4310646,0,0,0,,,,50
82960558,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55048943,8.42641926,0,13.4310646,0,0,0,,,,50
82961688,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53240585,8.43697548,0,13.4310646,0,0,0,,,,50
82962815,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.57761478,8.44119835,0,13.4382124,0,0,0,,,,50
82963949,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55953121,8.43064213,0,13.4310646,0,0,0,,,,50
82965077,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.58062935,8.44119835,0,13.4096212,0,0,0,,,,50
82966206,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.55048943,8.43697548,0,13.4239168,0,0,0,,,,50
82967333,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.43697548,0,13.4310646,0,0,0,,,,50
82968463,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55953121,8.43908691,0,13.4310646,0,0,0,,,,50
82969794,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.57460117,8.43908691,0,13.4310646,0,0,0,,,,50
82970929,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.44330978,0,13.4310646,0,0,0,,,,50
82972056,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.5444622,8.43908691,0,13.4310646,0,0,0,,,,50
82973185,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.54144764,8.43486404,0,13.4310646,0,0,0,,,,50
82974312,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.568573,8.43275356,0,13.4310646,0,0,0,,,,50
82975442,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.53843403,8.43908691,0,13.4310646,0,0,0,,,,50
82976569,0.5,1,0,0,0.00805860758,0,0,0,15.9349623,0,8.56254578,8.43908691,0,13.4310646,0,0,0,,,,50
82977699,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.55350399,8.43697548,0,13.4310646,0,0,0,,,,50
82978831,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.51130867,8.43064213,0,13.4310646,0,0,0,,,,50
82979960,0.5,1,0,0,0.00805860758,0,0,0,15.9258718,0,8.5444622,8.43486404,0,13.4310646,0,0,0,,,,50
82981087,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.58062935,8.43908691,0,13.4310646,0,0,0,,,,50
82982217,0.5,1,0,0,0.0161172152,0,0,0,15.9258718,0,8.53240585,8.43486404,0,13.4239168,0,0,0,,,,50
82983344,0.5,1,0,0,0.00805860758,0,0,0,15.9304171,0,8.57460117,8.43486404,0,13.4310646,0,0,0,,,,50
82984474,0.5,0,0,0,0,0,0,0,15.9304171,0,8.53843403,8.43908691,0,13.4239168,0,0,0,,,,50
82985601,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.52637863,8.43697548,0,13.4310646,0,0,0,,,,50
