t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,fault_flags,ps_phase,dc_phase,trap_phase,flags
69913655,0.5,0.410596013,,,0.49963367,0.717216074,0.39086923,0.240751252,15.8576965,5,0,0,,,1
69914747,0.5,0.316239327,,,0.29816848,0.644688606,0.385246992,0.242934987,15.866787,5,0,0,,,1
69915920,0.5,0.448000014,,,0.451282024,0.556043923,0.374999613,0.247194588,15.8531513,5,0,0,,,1
69917090,0.5,0.408759147,,,0.451282024,0.652747214,0.365732223,0.251393706,15.8622417,5,0,0,,,1
69918264,0.5,0.423423409,,,0.378754556,0.515750885,0.357542068,0.25541532,15.8622417,5,0,0,,,1
69919434,0.5,0.425196826,,,0.435164809,0.588278353,0.349922866,0.259450972,15.8576965,5,0,0,,,1
69920608,0.5,0.448000014,,,0.451282024,0.556043923,0.343325824,0.263200849,15.8576965,5,0,0,,,1
69921778,0.5,0.4375,,,0.394871771,0.507692277,0.337665021,0.26662755,15.8395166,5,0,0,,,1
69922951,0.5,0.466666639,,,0.507692277,0.580219746,0.332856923,0.269703805,15.8486061,5,0,0,,,1
69924125,0.5,0.44262296,,,0.435164809,0.547985315,0.328699529,0.272496432,15.866787,5,0,0,,,1
69925306,0.5,0.472000033,,,0.475457847,0.5318681,0.32496655,0.275116384,15.8531513,5,0,0,,,1
69926479,0.5,0.489361733,,,0.556043923,0.580219746,0.322172344,0.277151346,15.866787,5,0,0,,,1
69927649,0.5,0.483606547,,,0.475457847,0.507692277,0.320345074,0.278518051,15.8622417,5,0,0,,,1
69928823,0.5,0.484375,,,0.49963367,0.5318681,0.318911999,0.279610455,15.8440609,5,0,0,,,1
69929993,0.5,0.5078125,,,0.523809493,0.507692277,0.317948639,0.280355245,15.8804216,5,0,0,,,1
69931167,0.5,0.487179488,,,0.459340632,0.483516455,0.317431748,0.280758381,15.8531513,5,0,0,,,1
69932340,0.5,0.493150681,,,0.580219746,0.596336961,0.316897184,0.281177849,15.8622417,5,0,0,,,1
69933510,0.5,0.478260875,,,0.443223417,0.483516455,0.316112012,0.281798929,15.8713312,5,0,0,,,1
69934604,0.5,0.5,,,0.49963367,0.49963367,0.315257221,0.28248173,15.8440609,5,0,0,,,1
69935774,0.5,0.496000022,,,0.49963367,0.507692277,0.314681858,0.282945216,15.8713312,5,0,0,,,1
69936952,0.5,0.496000022,,,0.49963367,0.507692277,0.314308614,0.283247709,15.8713312,5,0,0,,,1
69938122,0.5,0.5,,,0.539926708,0.539926708,0.314029783,0.283474535,15.8440609,5,0,0,,,1
69939296,0.5,0.491935492,,,0.491575062,0.507692277,0.313775331,0.283682197,15.866787,5,0,0,,,1
69940466,0.5,0.479338855,,,0.46739924,0.507692277,0.313209355,0.284146428,15.8622417,5,0,0,,,1
69941640,0.5,0.516393423,,,0.507692277,0.475457847,0.312683374,0.284580678,15.8531513,5,0,0,,,1
69942813,0.5,0.488372117,,,0.507692277,0.5318681,0.312514305,0.284720898,15.8713312,5,0,0,,,1
69943983,0.5,0.51145035,,,0.539926708,0.515750885,0.312476844,0.284751981,15.8576965,5,0,0,,,1
69945157,0.5,0.504347801,,,0.46739924,0.459340632,0.312671691,0.284590364,15.8576965,5,0,0,,,1
69946327,0.5,0.528000057,,,0.5318681,0.475457847,0.313328594,0.284048319,15.8713312,5,0,0,,,1
69947505,0.5,0.519379854,,,0.539926708,0.49963367,0.314514011,0.283081084,15.866787,5,0,0,,,1
69948675,0.5,0.496062964,,,0.507692277,0.515750885,0.315603346,0.28220436,15.8576965,5,0,0,,,1
69949849,0.5,0.514285743,,,0.580219746,0.547985315,0.316306263,0.281644732,15.8576965,5,0,0,,,1
69951023,0.5,0.465517253,,,0.435164809,0.49963367,0.316404969,0.281566501,15.866787,5,0,0,,,1
69952193,0.5,0.5,,,0.5318681,0.5318681,0.315788269,0.282056689,15.866787,5,0,0,,,1
69953366,0.5,0.488000035,,,0.491575062,0.515750885,0.315092683,0.282613933,15.8758764,5,0,0,,,1
69954537,0.5,0.48780489,,,0.483516455,0.507692277,0.314388901,0.283182532,15.8440609,5,0,0,,,1
69955630,0.5,0.48550725,,,0.539926708,0.572161138,0.313528031,0.283884615,15.8440609,5,0,0,,,1
69956800,0.5,0.496000022,,,0.49963367,0.507692277,0.31271261,0.284556448,15.8849669,5,0,0,,,1
69957974,0.5,0.508771956,,,0.46739924,0.451282024,0.312300622,0.28489846,15.8531513,5,0,0,,,1
69959149,0.5,0.514084518,,,0.588278353,0.556043923,0.312488109,0.284742653,15.8713312,5,0,0,,,1
69960322,0.5,0.491228074,,,0.451282024,0.46739924,0.312820584,0.284467131,15.866787,5,0,0,,,1
