t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,enc_edge_count_a,enc_edge_count_b,enc_phase_ewma,enc_duty_a_ewma,enc_duty_b_ewma,fault_flags,ps_phase,dc_phase,trap_phase,flags
37820361,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37821488,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37822614,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37823741,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37824873,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37826001,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37827128,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37828255,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37829382,0.5,0,0,0,0,0,0,0,0,0,8.53843403,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37830514,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37831642,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37832769,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37834106,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37835233,0.5,0,0,0,0,0,0,0,0,0,8.5444622,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37836365,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
37837492,0.5,0,0,0,0,0,0,0,0,0,8.54144764,8.0843792,0,0,0,0,212,0,0,0,216,216,0,0,0,0,,,,50
