t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,fault_flags,ps_phase,dc_phase,trap_phase,flags
216282192,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.39075184,8.37152386,0,13.2952528,0,0,,0,1
216283522,0.5,1,,,0.00805860758,0,0,0,15.9304171,0,8.42390537,8.3799696,0,13.2952528,0,0,,0,1
216284651,0.5,1,,,0.00805860758,0,0,0,15.9304171,0,8.39678001,8.3799696,0,13.2952528,0,0,,0,1
216285776,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.42691898,8.37574673,0,13.2952528,0,0,,0,1
216286905,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.4058218,8.36941242,0,13.2952528,0,0,,0,1
216288030,0.5,1,,,0.00805860758,0,0,0,15.9304171,0,8.40280819,8.36941242,0,13.288105,0,0,,0,1
216289159,0.5,1,,,0.00805860758,0,0,0,15.9258718,0,8.44801617,8.36941242,0,13.2952528,0,0,,0,1
216290284,0.5,1,,,0.0161172152,0,0,0,15.9213276,0,8.41486359,8.38208103,0,13.288105,0,0,,0,1
216291423,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.3937664,8.36730099,0,13.2952528,0,0,,0,1
216292549,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.42089176,8.36518955,0,13.3024006,0,0,,0,1
216293677,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.40883541,8.36518955,0,13.3024006,0,0,,0,1
216294803,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.3937664,8.35674477,0,13.3024006,0,0,,0,1
216295931,0.5,1,,,0.0161172152,0,0,0,15.9304171,0,8.40280819,8.36941242,0,13.3024006,0,0,,0,1
216297057,0.5,1,,,0.0241758227,0,0,0,15.9304171,0,8.4178772,8.36518955,0,13.2809572,0,0,,0,1
216298186,0.5,1,,,0.00805860758,0,0,0,15.9304171,0,8.39678001,8.36941242,0,13.2952528,0,0,,0,1
216299316,0.5,1,,,0.0161172152,0,0,0,15.9349623,0,8.42390537,8.36730099,0,13.3024006,0,0,,0,1
