t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,fault_flags,ps_phase,dc_phase,trap_phase,flags
1957700834,0.5,1,,,0.00805860758,0,0.297970891,0.297970891,15.9304171,0,8.43897438,8.36307812,0,13.3095493,0,0,,0,1
1957702165,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.41184998,8.35885525,0,13.3166971,0,0,,0,1
1957703295,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.41184998,8.35041046,0,13.3166971,0,0,,0,1
1957704421,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.42089176,8.35463333,0,13.3166971,0,0,,0,1
1957705550,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.41486359,8.3525219,0,13.3095493,0,0,,0,1
1957706677,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.41184998,8.3525219,0,13.3166971,0,0,,0,1
1957707806,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.4058218,8.35041046,0,13.3095493,0,0,,0,1
1957708933,0.5,1,,,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.35458469,8.34829903,0,13.3166971,0,0,,0,1
1957710073,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.41184998,8.34618759,0,13.3024006,0,0,,0,1
1957711199,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.41486359,8.34618759,0,13.3166971,0,0,,0,1
1957712329,0.5,1,,,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.39678001,8.34618759,0,13.3166971,0,0,,0,1
1957713455,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.40883541,8.34829903,0,13.3166971,0,0,,0,1
1957714585,0.5,1,,,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.41184998,8.35041046,0,13.3166971,0,0,,0,1
1957715711,0.5,1,,,0.0241758227,0,0.297970891,0.297970891,15.9349623,0,8.42993259,8.34829903,0,13.3166971,0,0,,0,1
1957716841,0.5,1,,,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.39979362,8.33774185,0,13.3166971,0,0,,0,1
1957717972,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.4178772,8.34829903,0,13.3166971,0,0,,0,1
1957719102,0.5,1,,,0.00805860758,0,0.297970891,0.297970891,15.9349623,0,8.39979362,8.34829903,0,13.3166971,0,0,,0,1
1957720228,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9440527,0,8.39979362,8.34829903,0,13.3166971,0,0,,0,1
1957721357,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.4178772,8.34829903,0,13.3166971,0,0,,0,1
1957722484,0.5,1,,,0.0241758227,0,0.297970891,0.297970891,15.9395075,0,8.36664104,8.34829903,0,13.3095493,0,0,,0,1
1957723817,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9349623,0,8.42089176,8.34829903,0,13.3166971,0,0,,0,1
1957724944,0.5,1,,,0.0161172152,0,0.297970891,0.297970891,15.9395075,0,8.42691898,8.34829903,0,13.3166971,0,0,,0,1
