w_rad_s,full_mag,full_phase_deg,simp_mag,simp_phase_deg,corner_mag_min,corner_mag_max
2.546918e+03,9.363481e-01,-148.930,9.690633e-01,-154.612,7.945995e-01,9.987052e-01
2.636651e+03,9.329799e-01,-153.428,9.669537e-01,-159.375,7.843020e-01,9.986125e-01
2.729545e+03,9.294562e-01,-157.991,9.647082e-01,-164.217,7.736988e-01,9.985132e-01
2.825712e+03,9.257751e-01,-162.611,9.623189e-01,-169.131,7.627993e-01,9.984069e-01
2.925266e+03,9.219350e-01,-167.280,9.597778e-01,-174.110,7.516149e-01,9.982929e-01
3.028329e+03,9.179352e-01,-171.990,9.570768e-01,-179.147,7.401582e-01,9.981709e-01
3.135022e+03,9.137756e-01,-176.733,9.542073e-01,175.765,7.284435e-01,9.980401e-01
3.245474e+03,9.094568e-01,178.500,9.511605e-01,170.635,7.164862e-01,9.979000e-01
3.359818e+03,9.049803e-01,173.720,9.479274e-01,165.472,7.043032e-01,9.977499e-01
3.478191e+03,9.003484e-01,168.936,9.444989e-01,160.284,6.919126e-01,9.975892e-01
3.600733e+03,8.955644e-01,164.158,9.408654e-01,155.081,6.793335e-01,9.974170e-01
3.727594e+03,8.906325e-01,159.395,9.370176e-01,149.871,6.665858e-01,9.972325e-01
3.858923e+03,8.855578e-01,154.658,9.329459e-01,144.663,6.536903e-01,9.970350e-01
3.994880e+03,8.803466e-01,149.955,9.286405e-01,139.466,6.406682e-01,9.968234e-01
4.135627e+03,8.750058e-01,145.297,9.240920e-01,134.288,6.275414e-01,9.965968e-01
4.281332e+03,8.695436e-01,140.691,9.192908e-01,129.138,6.143319e-01,9.963541e-01
4.432171e+03,8.639691e-01,136.146,9.142275e-01,124.022,6.010617e-01,9.960942e-01
4.588325e+03,8.582919e-01,131.670,9.088929e-01,118.948,5.877530e-01,9.958159e-01
4.749979e+03,8.525230e-01,127.270,9.032782e-01,113.922,5.744274e-01,9.955179e-01
4.917330e+03,8.466739e-01,122.952,8.973750e-01,108.951,5.611065e-01,9.951988e-01
5.090576e+03,8.407566e-01,118.722,8.911751e-01,104.038,5.478110e-01,9.948572e-01
5.269926e+03,8.347840e-01,114.584,8.846713e-01,99.190,5.345614e-01,9.944914e-01
5.455595e+03,8.287693e-01,110.543,8.778568e-01,94.410,5.213770e-01,9.940999e-01
5.647805e+03,8.227263e-01,106.603,8.707257e-01,89.702,5.082765e-01,9.936809e-01
5.846787e+03,8.166686e-01,102.766,8.632730e-01,85.068,4.952776e-01,9.932323e-01
6.052780e+03,8.106105e-01,99.035,8.554945e-01,80.511,4.823969e-01,9.927523e-01
6.266030e+03,8.045658e-01,95.410,8.473872e-01,76.033,4.696502e-01,9.922387e-01
6.486794e+03,7.985484e-01,91.894,8.389495e-01,71.635,4.570518e-01,9.916891e-01
6.715335e+03,7.925720e-01,88.486,8.301808e-01,67.318,4.446151e-01,9.911011e-01
6.951928e+03,7.866498e-01,85.187,8.210820e-01,63.084,4.323524e-01,9.904721e-01
7.196857e+03,7.807947e-01,81.995,8.116553e-01,58.932,4.202747e-01,9.897993e-01
7.450415e+03,7.750187e-01,78.911,8.019046e-01,54.863,4.083919e-01,9.890798e-01
7.712906e+03,7.693334e-01,75.933,7.918351e-01,50.877,3.967129e-01,9.883104e-01
7.984645e+03,7.637495e-01,73.059,7.814538e-01,46.973,3.852453e-01,9.874879e-01
8.265959e+03,7.582770e-01,70.288,7.707691e-01,43.152,3.739959e-01,9.866087e-01
8.557183e+03,7.529249e-01,67.617,7.597912e-01,39.412,3.629702e-01,9.856690e-01
8.858668e+03,7.477012e-01,65.044,7.485315e-01,35.753,3.521729e-01,9.846649e-01
9.170775e+03,7.426132e-01,62.567,7.370033e-01,32.174,3.416079e-01,9.835922e-01
9.493877e+03,7.376671e-01,60.184,7.252211e-01,28.675,3.312778e-01,9.824465e-01
9.828363e+03,7.328680e-01,57.891,7.132009e-01,25.255,3.211849e-01,9.812231e-01
1.017463e+04,7.282203e-01,55.686,7.009597e-01,21.912,3.113304e-01,9.799170e-01
1.053310e+04,7.237274e-01,53.566,6.885160e-01,18.647,3.017149e-01,9.785230e-01
1.090420e+04,7.193915e-01,51.528,6.758891e-01,15.458,2.923383e-01,9.770356e-01
1.128838e+04,7.152145e-01,49.570,6.630992e-01,12.344,2.832001e-01,9.754491e-01
1.168609e+04,7.111970e-01,47.688,6.501672e-01,9.304,2.742989e-01,9.737574e-01
1.209781e+04,7.073390e-01,45.880,6.371146e-01,6.338,2.656332e-01,9.719542e-01
1.252404e+04,7.036399e-01,44.143,6.239631e-01,3.444,2.572009e-01,9.700327e-01
1.296528e+04,7.000983e-01,42.474,6.107350e-01,0.621,2.489993e-01,9.679860e-01
1.342207e+04,6.967124e-01,40.871,5.974522e-01,-2.130,2.410256e-01,9.658069e-01
1.389495e+04,6.934797e-01,39.330,5.841367e-01,-4.813,2.332766e-01,9.634878e-01
1.438450e+04,6.903972e-01,37.850,5.708103e-01,-7.426,2.257489e-01,9.610208e-01
1.489129e+04,6.874617e-01,36.427,5.574942e-01,-9.972,2.184388e-01,9.583979e-01
1.541594e+04,6.846695e-01,35.060,5.442092e-01,-12.451,2.113423e-01,9.556106e-01
1.595907e+04,6.820167e-01,33.746,5.309754e-01,-14.865,2.044555e-01,9.526503e-01
1.652133e+04,6.794991e-01,32.483,5.178120e-01,-17.214,1.977741e-01,9.495080e-01
1.710341e+04,6.771124e-01,31.268,5.047373e-01,-19.500,1.912938e-01,9.461747e-01
1.770599e+04,6.748520e-01,30.099,4.917689e-01,-21.723,1.850102e-01,9.426411e-01
1.832981e+04,6.727134e-01,28.975,4.789231e-01,-23.884,1.789188e-01,9.388977e-01
1.897560e+04,6.706918e-01,27.894,4.662152e-01,-25.986,1.730150e-01,9.349350e-01
1.964414e+04,6.687827e-01,26.853,4.536595e-01,-28.028,1.672945e-01,9.307433e-01
2.033624e+04,6.669813e-01,25.850,4.412688e-01,-30.012,1.617525e-01,9.263131e-01
2.105272e+04,6.652829e-01,24.885,4.290553e-01,-31.939,1.563846e-01,9.216348e-01
2.179445e+04,6.636830e-01,23.955,4.170296e-01,-33.810,1.511861e-01,9.166988e-01
2.256230e+04,6.621771e-01,23.059,4.052013e-01,-35.626,1.461526e-01,9.114960e-01
2.335721e+04,6.607606e-01,22.196,3.935790e-01,-37.389,1.412796e-01,9.060172e-01
2.418013e+04,6.594294e-01,21.363,3.821700e-01,-39.100,1.365627e-01,9.002539e-01
2.503204e+04,6.581791e-01,20.561,3.709808e-01,-40.759,1.319975e-01,8.941979e-01
2.591396e+04,6.570058e-01,19.786,3.600167e-01,-42.368,1.275797e-01,8.878413e-01
2.682696e+04,6.559055e-01,19.038,3.492821e-01,-43.929,1.233049e-01,8.811772e-01
2.777212e+04,6.548743e-01,18.317,3.387806e-01,-45.442,1.191692e-01,8.741993e-01
2.875058e+04,6.539088e-01,17.619,3.285147e-01,-46.908,1.151682e-01,8.669020e-01
2.976351e+04,6.530052e-01,16.946,3.184864e-01,-48.329,1.112981e-01,8.592807e-01
3.081214e+04,6.521604e-01,16.295,3.086967e-01,-49.706,1.075549e-01,8.513321e-01
3.189770e+04,6.513712e-01,15.666,2.991461e-01,-51.039,1.039348e-01,8.430536e-01
3.302151e+04,6.506344e-01,15.058,2.898343e-01,-52.331,1.004339e-01,8.344443e-01
3.418492e+04,6.499473e-01,14.469,2.807606e-01,-53.582,9.704860e-02,8.255042e-01
3.538932e+04,6.493070e-01,13.899,2.719235e-01,-54.793,9.377532e-02,8.162350e-01
3.663615e+04,6.487111e-01,13.347,2.633214e-01,-55.966,9.061055e-02,8.066397e-01
3.792690e+04,6.481569e-01,12.813,2.549519e-01,-57.101,8.755088e-02,7.967230e-01
3.926313e+04,6.476424e-01,12.295,2.468125e-01,-58.200,8.459297e-02,7.864909e-01
4.064644e+04,6.471651e-01,11.793,2.389001e-01,-59.263,8.173361e-02,7.759511e-01
4.207849e+04,6.467233e-01,11.305,2.312116e-01,-60.292,7.896964e-02,7.651130e-01
4.356099e+04,6.463148e-01,10.833,2.237433e-01,-61.288,7.629801e-02,7.539875e-01
4.509572e+04,6.459380e-01,10.374,2.164916e-01,-62.251,7.371574e-02,7.425868e-01
4.668452e+04,6.455912e-01,9.928,2.094525e-01,-63.182,7.121994e-02,7.309250e-01
4.832930e+04,6.452728e-01,9.494,2.026218e-01,-64.083,6.880780e-02,7.190173e-01
5.003203e+04,6.449814e-01,9.073,1.959954e-01,-64.955,6.647661e-02,7.068803e-01
5.179475e+04,6.447157e-01,8.663,1.895689e-01,-65.798,6.422373e-02,6.945318e-01
5.361957e+04,6.444745e-01,8.263,1.833379e-01,-66.613,6.204658e-02,6.819907e-01
5.550868e+04,6.442566e-01,7.874,1.772979e-01,-67.401,5.994269e-02,6.692767e-01
5.746435e+04,6.440612e-01,7.495,1.714443e-01,-68.163,5.790963e-02,6.564104e-01
5.948892e+04,6.438871e-01,7.125,1.657727e-01,-68.900,5.594509e-02,6.434132e-01
6.158482e+04,6.437338e-01,6.764,1.602784e-01,-69.613,5.404678e-02,6.303066e-01
6.375456e+04,6.436003e-01,6.411,1.549569e-01,-70.301,5.221252e-02,6.171126e-01
6.600075e+04,6.434861e-01,6.066,1.498037e-01,-70.967,5.044019e-02,6.038533e-01
6.832607e+04,6.433907e-01,5.729,1.448142e-01,-71.611,4.872772e-02,5.905509e-01
7.073332e+04,6.433136e-01,5.398,1.399841e-01,-72.233,4.707312e-02,5.772270e-01
7.322538e+04,6.432544e-01,5.075,1.353087e-01,-72.834,4.547446e-02,5.639034e-01
7.580524e+04,6.432128e-01,4.757,1.307839e-01,-73.415,4.392988e-02,5.506009e-01
7.847600e+04,6.431887e-01,4.445,1.264054e-01,-73.977,4.243757e-02,5.373399e-01
8.124085e+04,6.431819e-01,4.139,1.221688e-01,-74.520,4.099577e-02,5.241403e-01
8.410311e+04,6.431923e-01,3.838,1.180700e-01,-75.044,3.960280e-02,5.110206e-01
8.706621e+04,6.432201e-01,3.541,1.141050e-01,-75.551,3.825701e-02,4.979990e-01
9.013370e+04,6.432654e-01,3.249,1.102697e-01,-76.041,3.695683e-02,4.850921e-01
9.330927e+04,6.433283e-01,2.960,1.065603e-01,-76.514,3.570072e-02,4.723160e-01
9.659673e+04,6.434092e-01,2.676,1.029729e-01,-76.972,3.448720e-02,4.596853e-01
1.000000e+05,6.435085e-01,2.394,9.950372e-02,-77.414,3.331483e-02,4.472136e-01
