w_rad_s,S_mag,T_mag,Y_mag,invWp,invWd,invWu,L_mag,L_phase_deg
1.000000e-02,8.942329e-05,1.000000e+00,1.000000e+00,2.692582e-04,2.000000e+00,3.333333e+00,1.118277e+04,-90.022
1.018091e-02,9.104141e-05,1.000000e+00,1.000000e+00,2.734626e-04,2.000000e+00,3.333333e+00,1.098401e+04,-90.022
1.036508e-02,9.268881e-05,1.000000e+00,1.000000e+00,2.777532e-04,2.000000e+00,3.333333e+00,1.078879e+04,-90.022
1.055260e-02,9.436600e-05,1.000000e+00,1.000000e+00,2.821317e-04,2.000000e+00,3.333333e+00,1.059704e+04,-90.022
1.074350e-02,9.607354e-05,1.000000e+00,1.000000e+00,2.865994e-04,2.000000e+00,3.333333e+00,1.040869e+04,-90.021
1.093785e-02,9.781196e-05,1.000000e+00,1.000000e+00,2.911579e-04,2.000000e+00,3.333333e+00,1.022370e+04,-90.021
1.113573e-02,9.958182e-05,1.000000e+00,1.000000e+00,2.958087e-04,2.000000e+00,3.333333e+00,1.004199e+04,-90.021
1.133718e-02,1.013837e-04,1.000000e+00,1.000000e+00,3.005533e-04,2.000000e+00,3.333333e+00,9.863519e+03,-90.021
1.154228e-02,1.032182e-04,1.000000e+00,1.000000e+00,3.053933e-04,2.000000e+00,3.333333e+00,9.688217e+03,-90.020
1.175108e-02,1.050858e-04,1.000000e+00,1.000000e+00,3.103304e-04,2.000000e+00,3.333333e+00,9.516032e+03,-90.020
1.196367e-02,1.069873e-04,1.000000e+00,1.000000e+00,3.153662e-04,2.000000e+00,3.333333e+00,9.346907e+03,-90.020
1.218010e-02,1.089231e-04,1.000000e+00,1.000000e+00,3.205023e-04,2.000000e+00,3.333333e+00,9.180790e+03,-90.020
1.240044e-02,1.108939e-04,1.000000e+00,1.000000e+00,3.257405e-04,2.000000e+00,3.333333e+00,9.017625e+03,-90.019
1.262477e-02,1.129004e-04,1.000000e+00,1.000000e+00,3.310824e-04,2.000000e+00,3.333333e+00,8.857362e+03,-90.019
1.285316e-02,1.149432e-04,1.000000e+00,1.000000e+00,3.365299e-04,2.000000e+00,3.333333e+00,8.699947e+03,-90.019
1.308568e-02,1.170230e-04,1.000000e+00,1.000000e+00,3.420847e-04,2.000000e+00,3.333333e+00,8.545331e+03,-90.019
1.332241e-02,1.191403e-04,1.000000e+00,1.000000e+00,3.477487e-04,2.000000e+00,3.333333e+00,8.393463e+03,-90.019
1.356342e-02,1.212960e-04,1.000000e+00,1.000000e+00,3.535237e-04,2.000000e+00,3.333333e+00,8.244295e+03,-90.018
1.380879e-02,1.234907e-04,1.000000e+00,1.000000e+00,3.594116e-04,2.000000e+00,3.333333e+00,8.097779e+03,-90.018
1.405860e-02,1.257250e-04,1.000000e+00,1.000000e+00,3.654144e-04,2.000000e+00,3.333333e+00,7.953867e+03,-90.018
1.431293e-02,1.279998e-04,1.000000e+00,1.000000e+00,3.715340e-04,2.000000e+00,3.333333e+00,7.812513e+03,-90.018
1.457186e-02,1.303157e-04,1.000000e+00,1.000000e+00,3.777724e-04,2.000000e+00,3.333333e+00,7.673672e+03,-90.018
1.483547e-02,1.326735e-04,1.000000e+00,1.000000e+00,3.841316e-04,2.000000e+00,3.333333e+00,7.537299e+03,-90.017
1.510386e-02,1.350740e-04,1.000000e+00,1.000000e+00,3.906137e-04,2.000000e+00,3.333333e+00,7.403350e+03,-90.017
1.537710e-02,1.375179e-04,1.000000e+00,1.000000e+00,3.972209e-04,2.000000e+00,3.333333e+00,7.271783e+03,-90.017
1.565528e-02,1.400060e-04,1.000000e+00,1.000000e+00,4.039552e-04,2.000000e+00,3.333333e+00,7.142553e+03,-90.017
1.593849e-02,1.425391e-04,1.000000e+00,1.000000e+00,4.108189e-04,2.000000e+00,3.333333e+00,7.015621e+03,-90.017
1.622683e-02,1.451180e-04,1.000000e+00,1.000000e+00,4.178142e-04,2.000000e+00,3.333333e+00,6.890945e+03,-90.016
1.652038e-02,1.477435e-04,1.000000e+00,1.000000e+00,4.249433e-04,2.000000e+00,3.333333e+00,6.768485e+03,-90.016
1.681924e-02,1.504166e-04,1.000000e+00,1.000000e+00,4.322087e-04,2.000000e+00,3.333333e+00,6.648202e+03,-90.016
1.712351e-02,1.531380e-04,1.000000e+00,1.000000e+00,4.396126e-04,2.000000e+00,3.333333e+00,6.530057e+03,-90.016
1.743329e-02,1.559087e-04,1.000000e+00,1.000000e+00,4.471574e-04,2.000000e+00,3.333333e+00,6.414012e+03,-90.016
1.774867e-02,1.587294e-04,1.000000e+00,1.000000e+00,4.548456e-04,2.000000e+00,3.333333e+00,6.300029e+03,-90.016
1.806975e-02,1.616012e-04,1.000000e+00,1.000000e+00,4.626796e-04,2.000000e+00,3.333333e+00,6.188072e+03,-90.015
1.839664e-02,1.645250e-04,1.000000e+00,1.000000e+00,4.706621e-04,2.000000e+00,3.333333e+00,6.078105e+03,-90.015
1.872945e-02,1.675016e-04,1.000000e+00,1.000000e+00,4.787956e-04,2.000000e+00,3.333333e+00,5.970093e+03,-90.015
1.906828e-02,1.705321e-04,1.000000e+00,1.000000e+00,4.870826e-04,2.000000e+00,3.333333e+00,5.864001e+03,-90.015
1.941323e-02,1.736173e-04,1.000000e+00,1.000000e+00,4.955260e-04,2.000000e+00,3.333333e+00,5.759794e+03,-90.015
1.976443e-02,1.767584e-04,1.000000e+00,1.000000e+00,5.041284e-04,2.000000e+00,3.333333e+00,5.657439e+03,-90.015
2.012198e-02,1.799564e-04,1.000000e+00,1.000000e+00,5.128926e-04,2.000000e+00,3.333333e+00,5.556903e+03,-90.015
2.048600e-02,1.832121e-04,1.000000e+00,1.000000e+00,5.218215e-04,2.000000e+00,3.333333e+00,5.458154e+03,-90.014
2.085660e-02,1.865268e-04,1.000000e+00,1.000000e+00,5.309178e-04,2.000000e+00,3.333333e+00,5.361160e+03,-90.014
2.123391e-02,1.899014e-04,1.000000e+00,1.000000e+00,5.401846e-04,2.000000e+00,3.333333e+00,5.265890e+03,-90.014
2.161805e-02,1.933371e-04,1.000000e+00,1.000000e+00,5.496249e-04,2.000000e+00,3.333333e+00,5.172314e+03,-90.014
2.200913e-02,1.968349e-04,1.000000e+00,1.000000e+00,5.592416e-04,2.000000e+00,3.333333e+00,5.080400e+03,-90.014
2.240729e-02,2.003960e-04,1.000000e+00,1.000000e+00,5.690379e-04,2.000000e+00,3.333333e+00,4.990120e+03,-90.014
2.281265e-02,2.040215e-04,1.000000e+00,1.000000e+00,5.790170e-04,2.000000e+00,3.333333e+00,4.901444e+03,-90.014
2.322535e-02,2.077126e-04,1.000000e+00,1.000000e+00,5.891820e-04,2.000000e+00,3.333333e+00,4.814344e+03,-90.014
2.364551e-02,2.114705e-04,1.000000e+00,1.000000e+00,5.995362e-04,2.000000e+00,3.333333e+00,4.728793e+03,-90.013
2.407327e-02,2.152963e-04,1.000000e+00,1.000000e+00,6.100831e-04,2.000000e+00,3.333333e+00,4.644761e+03,-90.013
2.450877e-02,2.191914e-04,1.000000e+00,1.000000e+00,6.208259e-04,2.000000e+00,3.333333e+00,4.562224e+03,-90.013
2.495215e-02,2.231569e-04,1.000000e+00,1.000000e+00,6.317681e-04,2.000000e+00,3.333333e+00,4.481152e+03,-90.013
2.540355e-02,2.271941e-04,1.000000e+00,1.000000e+00,6.429133e-04,2.000000e+00,3.333333e+00,4.401522e+03,-90.013
2.586311e-02,2.313044e-04,1.000000e+00,1.000000e+00,6.542651e-04,2.000000e+00,3.333333e+00,4.323307e+03,-90.013
2.633099e-02,2.354891e-04,1.000000e+00,1.000000e+00,6.658270e-04,2.000000e+00,3.333333e+00,4.246482e+03,-90.013
2.680733e-02,2.397494e-04,1.000000e+00,1.000000e+00,6.776029e-04,2.000000e+00,3.333333e+00,4.171022e+03,-90.013
2.729229e-02,2.440868e-04,1.000000e+00,1.000000e+00,6.895965e-04,2.000000e+00,3.333333e+00,4.096903e+03,-90.013
2.778603e-02,2.485027e-04,1.000000e+00,1.000000e+00,7.018117e-04,2.000000e+00,3.333333e+00,4.024102e+03,-90.013
2.828869e-02,2.529984e-04,1.000000e+00,1.000000e+00,7.142523e-04,2.000000e+00,3.333333e+00,3.952594e+03,-90.013
2.880045e-02,2.575755e-04,1.000000e+00,1.000000e+00,7.269225e-04,2.000000e+00,3.333333e+00,3.882357e+03,-90.012
2.932147e-02,2.622354e-04,1.000000e+00,1.000000e+00,7.398263e-04,2.000000e+00,3.333333e+00,3.813368e+03,-90.012
2.985191e-02,2.669795e-04,1.000000e+00,1.000000e+00,7.529678e-04,2.000000e+00,3.333333e+00,3.745605e+03,-90.012
3.039195e-02,2.718095e-04,1.000000e+00,1.000000e+00,7.663513e-04,2.000000e+00,3.333333e+00,3.679047e+03,-90.012
3.094176e-02,2.767269e-04,1.000000e+00,1.000000e+00,7.799810e-04,2.000000e+00,3.333333e+00,3.613671e+03,-90.012
3.150152e-02,2.817332e-04,1.000000e+00,1.000000e+00,7.938615e-04,2.000000e+00,3.333333e+00,3.549457e+03,-90.012
3.207140e-02,2.868301e-04,1.000000e+00,1.000000e+00,8.079970e-04,2.000000e+00,3.333333e+00,3.486384e+03,-90.012
3.265159e-02,2.920192e-04,1.000000e+00,1.000000e+00,8.223922e-04,2.000000e+00,3.333333e+00,3.424432e+03,-90.012
3.324228e-02,2.973022e-04,1.000000e+00,1.000000e+00,8.370517e-04,2.000000e+00,3.333333e+00,3.363581e+03,-90.012
3.384365e-02,3.026807e-04,1.000000e+00,1.000000e+00,8.519803e-04,2.000000e+00,3.333333e+00,3.303811e+03,-90.012
3.445590e-02,3.081566e-04,1.000000e+00,1.000000e+00,8.671826e-04,2.000000e+00,3.333333e+00,3.245104e+03,-90.012
3.507923e-02,3.137314e-04,1.000000e+00,1.000000e+00,8.826637e-04,2.000000e+00,3.333333e+00,3.187440e+03,-90.012
3.571383e-02,3.194072e-04,1.000000e+00,1.000000e+00,8.984285e-04,2.000000e+00,3.333333e+00,3.130800e+03,-90.012
3.635992e-02,3.251856e-04,1.000000e+00,1.000000e+00,9.144820e-04,2.000000e+00,3.333333e+00,3.075167e+03,-90.012
3.701769e-02,3.310685e-04,1.000000e+00,1.000000e+00,9.308295e-04,2.000000e+00,3.333333e+00,3.020523e+03,-90.012
3.768736e-02,3.370579e-04,1.000000e+00,1.000000e+00,9.474761e-04,2.000000e+00,3.333333e+00,2.966849e+03,-90.012
3.836915e-02,3.431556e-04,1.000000e+00,1.000000e+00,9.644272e-04,2.000000e+00,3.333333e+00,2.914130e+03,-90.012
3.906327e-02,3.493637e-04,1.000000e+00,1.000000e+00,9.816884e-04,2.000000e+00,3.333333e+00,2.862347e+03,-90.012
3.976995e-02,3.556840e-04,1.000000e+00,1.000000e+00,9.992651e-04,2.000000e+00,3.333333e+00,2.811484e+03,-90.012
4.048941e-02,3.621187e-04,1.000000e+00,1.000000e+00,1.017163e-03,2.000000e+00,3.333333e+00,2.761526e+03,-90.012
4.122189e-02,3.686698e-04,1.000000e+00,1.000000e+00,1.035388e-03,2.000000e+00,3.333333e+00,2.712455e+03,-90.012
4.196762e-02,3.753393e-04,1.000000e+00,1.000000e+00,1.053945e-03,2.000000e+00,3.333333e+00,2.664256e+03,-90.012
4.272684e-02,3.821296e-04,1.000000e+00,1.000000e+00,1.072842e-03,2.000000e+00,3.333333e+00,2.616913e+03,-90.012
4.349979e-02,3.890427e-04,1.000000e+00,1.000000e+00,1.092083e-03,2.000000e+00,3.333333e+00,2.570412e+03,-90.012
4.428673e-02,3.960808e-04,1.000000e+00,1.000000e+00,1.111675e-03,2.000000e+00,3.333333e+00,2.524737e+03,-90.012
4.508791e-02,4.032463e-04,1.000000e+00,1.000000e+00,1.131625e-03,2.000000e+00,3.333333e+00,2.479874e+03,-90.012
4.590357e-02,4.105414e-04,1.000000e+00,1.000000e+00,1.151938e-03,2.000000e+00,3.333333e+00,2.435808e+03,-90.012
4.673400e-02,4.179684e-04,1.000000e+00,1.000000e+00,1.172622e-03,2.000000e+00,3.333333e+00,2.392525e+03,-90.012
4.757944e-02,4.255298e-04,1.000000e+00,1.000000e+00,1.193682e-03,2.000000e+00,3.333333e+00,2.350012e+03,-90.012
4.844018e-02,4.332280e-04,1.000000e+00,1.000000e+00,1.215126e-03,2.000000e+00,3.333333e+00,2.308253e+03,-90.012
4.931650e-02,4.410655e-04,1.000000e+00,1.000000e+00,1.236961e-03,2.000000e+00,3.333333e+00,2.267237e+03,-90.012
5.020866e-02,4.490447e-04,1.000000e+00,1.000000e+00,1.259194e-03,2.000000e+00,3.333333e+00,2.226950e+03,-90.012
5.111697e-02,4.571683e-04,1.000000e+00,1.000000e+00,1.281831e-03,2.000000e+00,3.333333e+00,2.187378e+03,-90.012
5.204170e-02,4.654389e-04,1.000000e+00,1.000000e+00,1.304880e-03,2.000000e+00,3.333333e+00,2.148510e+03,-90.012
5.298317e-02,4.738591e-04,1.000000e+00,1.000000e+00,1.328349e-03,2.000000e+00,3.333333e+00,2.110332e+03,-90.012
5.394167e-02,4.824316e-04,1.000000e+00,1.000000e+00,1.352244e-03,2.000000e+00,3.333333e+00,2.072833e+03,-90.012
5.491750e-02,4.911591e-04,1.000000e+00,1.000000e+00,1.376575e-03,2.000000e+00,3.333333e+00,2.036000e+03,-90.012
5.591099e-02,5.000446e-04,1.000000e+00,1.000000e+00,1.401347e-03,2.000000e+00,3.333333e+00,1.999822e+03,-90.012
5.692246e-02,5.090908e-04,1.000000e+00,1.000000e+00,1.426571e-03,2.000000e+00,3.333333e+00,1.964286e+03,-90.013
5.795222e-02,5.183007e-04,1.000000e+00,1.000000e+00,1.452253e-03,2.000000e+00,3.333333e+00,1.929382e+03,-90.013
5.900061e-02,5.276771e-04,1.000000e+00,1.000000e+00,1.478401e-03,2.000000e+00,3.333333e+00,1.895098e+03,-90.013
6.006797e-02,5.372232e-04,1.000000e+00,1.000000e+00,1.505025e-03,2.000000e+00,3.333333e+00,1.861424e+03,-90.013
6.115463e-02,5.469420e-04,1.000000e+00,1.000000e+00,1.532133e-03,2.000000e+00,3.333333e+00,1.828347e+03,-90.013
6.226096e-02,5.568366e-04,1.000000e+00,1.000000e+00,1.559733e-03,2.000000e+00,3.333333e+00,1.795859e+03,-90.013
6.338730e-02,5.669102e-04,1.000000e+00,1.000000e+00,1.587834e-03,2.000000e+00,3.333333e+00,1.763948e+03,-90.013
6.453401e-02,5.771660e-04,1.000000e+00,1.000000e+00,1.616446e-03,2.000000e+00,3.333333e+00,1.732604e+03,-90.013
6.570147e-02,5.876074e-04,1.000000e+00,1.000000e+00,1.645578e-03,2.000000e+00,3.333333e+00,1.701817e+03,-90.013
6.689005e-02,5.982376e-04,1.000000e+00,1.000000e+00,1.675239e-03,2.000000e+00,3.333333e+00,1.671576e+03,-90.013
6.810013e-02,6.090602e-04,1.000000e+00,1.000000e+00,1.705438e-03,2.000000e+00,3.333333e+00,1.641874e+03,-90.014
6.933210e-02,6.200785e-04,1.000000e+00,1.000000e+00,1.736185e-03,2.000000e+00,3.333333e+00,1.612699e+03,-90.014
7.058636e-02,6.312962e-04,1.000000e+00,1.000000e+00,1.767490e-03,2.000000e+00,3.333333e+00,1.584042e+03,-90.014
7.186331e-02,6.427168e-04,9.999999e-01,1.000000e+00,1.799364e-03,2.000000e+00,3.333333e+00,1.555895e+03,-90.014
7.316336e-02,6.543440e-04,9.999999e-01,9.999999e-01,1.831816e-03,2.000000e+00,3.333333e+00,1.528248e+03,-90.014
7.448693e-02,6.661816e-04,9.999999e-01,9.999999e-01,1.864856e-03,2.000000e+00,3.333333e+00,1.501092e+03,-90.014
7.583445e-02,6.782333e-04,9.999999e-01,9.999999e-01,1.898497e-03,2.000000e+00,3.333333e+00,1.474419e+03,-90.014
7.720634e-02,6.905030e-04,9.999999e-01,9.999999e-01,1.932747e-03,2.000000e+00,3.333333e+00,1.448220e+03,-90.014
7.860305e-02,7.029947e-04,9.999999e-01,9.999999e-01,1.967619e-03,2.000000e+00,3.333333e+00,1.422486e+03,-90.015
8.002502e-02,7.157123e-04,9.999999e-01,9.999999e-01,2.003123e-03,2.000000e+00,3.333333e+00,1.397209e+03,-90.015
8.147272e-02,7.286601e-04,9.999999e-01,9.999999e-01,2.039271e-03,2.000000e+00,3.333333e+00,1.372382e+03,-90.015
8.294661e-02,7.418420e-04,9.999999e-01,9.999999e-01,2.076075e-03,2.000000e+00,3.333333e+00,1.347996e+03,-90.015
8.444717e-02,7.552625e-04,9.999999e-01,9.999999e-01,2.113546e-03,2.000000e+00,3.333333e+00,1.324043e+03,-90.015
8.597487e-02,7.689257e-04,9.999999e-01,9.999999e-01,2.151697e-03,2.000000e+00,3.333333e+00,1.300516e+03,-90.015
8.753021e-02,7.828361e-04,9.999999e-01,9.999999e-01,2.190539e-03,2.000000e+00,3.333333e+00,1.277407e+03,-90.016
8.911368e-02,7.969981e-04,9.999999e-01,9.999999e-01,2.230085e-03,2.000000e+00,3.333333e+00,1.254708e+03,-90.016
9.072580e-02,8.114163e-04,9.999999e-01,9.999999e-01,2.270348e-03,2.000000e+00,3.333333e+00,1.232413e+03,-90.016
9.236709e-02,8.260954e-04,9.999999e-01,9.999999e-01,2.311341e-03,2.000000e+00,3.333333e+00,1.210514e+03,-90.016
9.403806e-02,8.410400e-04,9.999999e-01,9.999999e-01,2.353077e-03,2.000000e+00,3.333333e+00,1.189004e+03,-90.016
9.573927e-02,8.562550e-04,9.999999e-01,9.999999e-01,2.395570e-03,2.000000e+00,3.333333e+00,1.167876e+03,-90.017
9.747125e-02,8.717452e-04,9.999999e-01,9.999999e-01,2.438832e-03,2.000000e+00,3.333333e+00,1.147124e+03,-90.017
9.923456e-02,8.875157e-04,9.999999e-01,9.999999e-01,2.482879e-03,2.000000e+00,3.333333e+00,1.126741e+03,-90.017
1.010298e-01,9.035714e-04,9.999999e-01,9.999999e-01,2.527723e-03,2.000000e+00,3.333333e+00,1.106719e+03,-90.017
1.028575e-01,9.199176e-04,9.999999e-01,9.999999e-01,2.573380e-03,1.999999e+00,3.333333e+00,1.087054e+03,-90.017
1.047182e-01,9.365595e-04,9.999998e-01,9.999999e-01,2.619865e-03,1.999999e+00,3.333333e+00,1.067738e+03,-90.018
1.066126e-01,9.535025e-04,9.999998e-01,9.999998e-01,2.667191e-03,1.999999e+00,3.333333e+00,1.048765e+03,-90.018
1.085413e-01,9.707520e-04,9.999998e-01,9.999998e-01,2.715375e-03,1.999999e+00,3.333333e+00,1.030129e+03,-90.018
1.105049e-01,9.883135e-04,9.999998e-01,9.999998e-01,2.764432e-03,1.999999e+00,3.333333e+00,1.011825e+03,-90.018
1.125040e-01,1.006193e-03,9.999998e-01,9.999998e-01,2.814377e-03,1.999999e+00,3.333333e+00,9.938452e+02,-90.019
1.145393e-01,1.024395e-03,9.999998e-01,9.999998e-01,2.865227e-03,1.999999e+00,3.333333e+00,9.761854e+02,-90.019
1.166113e-01,1.042927e-03,9.999998e-01,9.999998e-01,2.916998e-03,1.999999e+00,3.333333e+00,9.588393e+02,-90.019
1.187209e-01,1.061795e-03,9.999998e-01,9.999998e-01,2.969707e-03,1.999999e+00,3.333333e+00,9.418015e+02,-90.019
1.208687e-01,1.081003e-03,9.999998e-01,9.999998e-01,3.023371e-03,1.999999e+00,3.333333e+00,9.250665e+02,-90.020
1.230552e-01,1.100559e-03,9.999998e-01,9.999998e-01,3.078006e-03,1.999999e+00,3.333333e+00,9.086288e+02,-90.020
1.252814e-01,1.120469e-03,9.999998e-01,9.999998e-01,3.133631e-03,1.999999e+00,3.333333e+00,8.924832e+02,-90.020
1.275478e-01,1.140739e-03,9.999998e-01,9.999998e-01,3.190263e-03,1.999999e+00,3.333333e+00,8.766245e+02,-90.021
1.298552e-01,1.161376e-03,9.999997e-01,9.999998e-01,3.247920e-03,1.999999e+00,3.333333e+00,8.610476e+02,-90.021
1.322044e-01,1.182386e-03,9.999997e-01,9.999997e-01,3.306622e-03,1.999999e+00,3.333333e+00,8.457475e+02,-90.021
1.345960e-01,1.203776e-03,9.999997e-01,9.999997e-01,3.366386e-03,1.999999e+00,3.333332e+00,8.307192e+02,-90.022
1.370310e-01,1.225553e-03,9.999997e-01,9.999997e-01,3.427233e-03,1.999999e+00,3.333332e+00,8.159580e+02,-90.022
1.395099e-01,1.247724e-03,9.999997e-01,9.999997e-01,3.489181e-03,1.999999e+00,3.333332e+00,8.014591e+02,-90.022
1.420337e-01,1.270296e-03,9.999997e-01,9.999997e-01,3.552252e-03,1.999999e+00,3.333332e+00,7.872179e+02,-90.023
1.446032e-01,1.293276e-03,9.999997e-01,9.999997e-01,3.616463e-03,1.999999e+00,3.333332e+00,7.732297e+02,-90.023
1.472192e-01,1.316673e-03,9.999997e-01,9.999997e-01,3.681838e-03,1.999999e+00,3.333332e+00,7.594900e+02,-90.023
1.498825e-01,1.340492e-03,9.999997e-01,9.999997e-01,3.748396e-03,1.999999e+00,3.333332e+00,7.459945e+02,-90.024
1.525939e-01,1.364742e-03,9.999996e-01,9.999996e-01,3.816159e-03,1.999999e+00,3.333332e+00,7.327388e+02,-90.024
1.553544e-01,1.389431e-03,9.999996e-01,9.999996e-01,3.885148e-03,1.999999e+00,3.333332e+00,7.197186e+02,-90.024
1.581649e-01,1.414567e-03,9.999996e-01,9.999996e-01,3.955387e-03,1.999999e+00,3.333332e+00,7.069298e+02,-90.025
1.610262e-01,1.440157e-03,9.999996e-01,9.999996e-01,4.026897e-03,1.999999e+00,3.333332e+00,6.943683e+02,-90.025
1.639393e-01,1.466211e-03,9.999996e-01,9.999996e-01,4.099701e-03,1.999999e+00,3.333332e+00,6.820299e+02,-90.025
1.669050e-01,1.492735e-03,9.999996e-01,9.999996e-01,4.173824e-03,1.999999e+00,3.333332e+00,6.699108e+02,-90.026
1.699244e-01,1.519740e-03,9.999995e-01,9.999996e-01,4.249288e-03,1.999999e+00,3.333332e+00,6.580070e+02,-90.026
1.729985e-01,1.547233e-03,9.999995e-01,9.999995e-01,4.326118e-03,1.999999e+00,3.333332e+00,6.463148e+02,-90.027
1.761281e-01,1.575223e-03,9.999995e-01,9.999995e-01,4.404338e-03,1.999999e+00,3.333332e+00,6.348303e+02,-90.027
1.793144e-01,1.603720e-03,9.999995e-01,9.999995e-01,4.483975e-03,1.999998e+00,3.333332e+00,6.235499e+02,-90.028
1.825583e-01,1.632732e-03,9.999995e-01,9.999995e-01,4.565053e-03,1.999998e+00,3.333332e+00,6.124699e+02,-90.028
1.858609e-01,1.662269e-03,9.999994e-01,9.999995e-01,4.647598e-03,1.999998e+00,3.333332e+00,6.015869e+02,-90.029
1.892232e-01,1.692341e-03,9.999994e-01,9.999994e-01,4.731637e-03,1.999998e+00,3.333332e+00,5.908972e+02,-90.029
1.926464e-01,1.722956e-03,9.999994e-01,9.999994e-01,4.817197e-03,1.999998e+00,3.333332e+00,5.803974e+02,-90.029
1.961315e-01,1.754126e-03,9.999994e-01,9.999994e-01,4.904306e-03,1.999998e+00,3.333332e+00,5.700842e+02,-90.030
1.996796e-01,1.785859e-03,9.999994e-01,9.999994e-01,4.992992e-03,1.999998e+00,3.333331e+00,5.599543e+02,-90.030
2.032919e-01,1.818166e-03,9.999993e-01,9.999993e-01,5.083282e-03,1.999998e+00,3.333331e+00,5.500044e+02,-90.031
2.069696e-01,1.851058e-03,9.999993e-01,9.999993e-01,5.175206e-03,1.999998e+00,3.333331e+00,5.402313e+02,-90.031
2.107138e-01,1.884544e-03,9.999993e-01,9.999993e-01,5.268794e-03,1.999998e+00,3.333331e+00,5.306318e+02,-90.032
2.145257e-01,1.918637e-03,9.999992e-01,9.999993e-01,5.364076e-03,1.999998e+00,3.333331e+00,5.212029e+02,-90.033
2.184066e-01,1.953346e-03,9.999992e-01,9.999992e-01,5.461082e-03,1.999998e+00,3.333331e+00,5.119416e+02,-90.033
2.223578e-01,1.988683e-03,9.999992e-01,9.999992e-01,5.559843e-03,1.999998e+00,3.333331e+00,5.028448e+02,-90.034
2.263803e-01,2.024660e-03,9.999992e-01,9.999992e-01,5.660392e-03,1.999998e+00,3.333331e+00,4.939097e+02,-90.034
2.304757e-01,2.061287e-03,9.999991e-01,9.999991e-01,5.762760e-03,1.999997e+00,3.333331e+00,4.851333e+02,-90.035
2.346451e-01,2.098577e-03,9.999991e-01,9.999991e-01,5.866981e-03,1.999997e+00,3.333331e+00,4.765129e+02,-90.035
2.388900e-01,2.136542e-03,9.999991e-01,9.999991e-01,5.973087e-03,1.999997e+00,3.333331e+00,4.680457e+02,-90.036
2.432117e-01,2.175193e-03,9.999990e-01,9.999990e-01,6.081114e-03,1.999997e+00,3.333331e+00,4.597289e+02,-90.037
2.476115e-01,2.214543e-03,9.999990e-01,9.999990e-01,6.191096e-03,1.999997e+00,3.333330e+00,4.515599e+02,-90.037
2.520910e-01,2.254606e-03,9.999989e-01,9.999990e-01,6.303067e-03,1.999997e+00,3.333330e+00,4.435361e+02,-90.038
2.566514e-01,2.295393e-03,9.999989e-01,9.999989e-01,6.417065e-03,1.999997e+00,3.333330e+00,4.356548e+02,-90.039
2.612944e-01,2.336918e-03,9.999989e-01,9.999989e-01,6.533126e-03,1.999997e+00,3.333330e+00,4.279136e+02,-90.039
2.660214e-01,2.379194e-03,9.999988e-01,9.999988e-01,6.651287e-03,1.999997e+00,3.333330e+00,4.203099e+02,-90.040
2.708339e-01,2.422235e-03,9.999988e-01,9.999988e-01,6.771586e-03,1.999996e+00,3.333330e+00,4.128414e+02,-90.041
2.757334e-01,2.466055e-03,9.999987e-01,9.999988e-01,6.894061e-03,1.999996e+00,3.333330e+00,4.055055e+02,-90.041
2.807216e-01,2.510667e-03,9.999987e-01,9.999987e-01,7.018753e-03,1.999996e+00,3.333330e+00,3.983000e+02,-90.042
2.858000e-01,2.556086e-03,9.999986e-01,9.999987e-01,7.145701e-03,1.999996e+00,3.333330e+00,3.912226e+02,-90.043
2.909703e-01,2.602327e-03,9.999986e-01,9.999986e-01,7.274946e-03,1.999996e+00,3.333329e+00,3.842709e+02,-90.043
2.962342e-01,2.649405e-03,9.999985e-01,9.999986e-01,7.406529e-03,1.999996e+00,3.333329e+00,3.774427e+02,-90.044
3.015932e-01,2.697334e-03,9.999985e-01,9.999985e-01,7.540494e-03,1.999996e+00,3.333329e+00,3.707359e+02,-90.045
3.070492e-01,2.746130e-03,9.999984e-01,9.999985e-01,7.676882e-03,1.999995e+00,3.333329e+00,3.641482e+02,-90.046
3.126039e-01,2.795809e-03,9.999984e-01,9.999984e-01,7.815738e-03,1.999995e+00,3.333329e+00,3.576776e+02,-90.047
3.182591e-01,2.846387e-03,9.999983e-01,9.999983e-01,7.957107e-03,1.999995e+00,3.333329e+00,3.513220e+02,-90.047
3.240166e-01,2.897880e-03,9.999982e-01,9.999983e-01,8.101033e-03,1.999995e+00,3.333328e+00,3.450793e+02,-90.048
3.298783e-01,2.950304e-03,9.999982e-01,9.999982e-01,8.247563e-03,1.999995e+00,3.333328e+00,3.389475e+02,-90.049
3.358460e-01,3.003677e-03,9.999981e-01,9.999981e-01,8.396745e-03,1.999995e+00,3.333328e+00,3.329247e+02,-90.050
3.419216e-01,3.058015e-03,9.999980e-01,9.999981e-01,8.548626e-03,1.999994e+00,3.333328e+00,3.270089e+02,-90.051
3.481072e-01,3.113336e-03,9.999980e-01,9.999980e-01,8.703255e-03,1.999994e+00,3.333328e+00,3.211982e+02,-90.052
3.544047e-01,3.169658e-03,9.999979e-01,9.999979e-01,8.860681e-03,1.999994e+00,3.333327e+00,3.154908e+02,-90.053
3.608161e-01,3.226999e-03,9.999978e-01,9.999978e-01,9.020956e-03,1.999994e+00,3.333327e+00,3.098848e+02,-90.054
3.673435e-01,3.285377e-03,9.999977e-01,9.999978e-01,9.184131e-03,1.999994e+00,3.333327e+00,3.043784e+02,-90.054
