t_s,step_ref,step_alpha_youlah,step_alpha_pi,step_r_cmd,ramp_ref,ramp_alpha
0.4050,nan,nan,nan,nan,0.519750,0.519303
0.4060,nan,nan,nan,nan,0.519800,0.519353
0.4070,nan,nan,nan,nan,0.519850,0.519403
0.4080,nan,nan,nan,nan,0.519900,0.519453
0.4090,nan,nan,nan,nan,0.519950,0.519503
0.4100,nan,nan,nan,nan,0.520000,0.519553
0.4110,nan,nan,nan,nan,0.520050,0.519603
0.4120,nan,nan,nan,nan,0.520100,0.519653
0.4130,nan,nan,nan,nan,0.520150,0.519703
0.4140,nan,nan,nan,nan,0.520200,0.519753
0.4150,nan,nan,nan,nan,0.520250,0.519803
0.4160,nan,nan,nan,nan,0.520300,0.519853
0.4170,nan,nan,nan,nan,0.520350,0.519903
0.4180,nan,nan,nan,nan,0.520400,0.519953
0.4190,nan,nan,nan,nan,0.520450,0.520003
0.4200,nan,nan,nan,nan,0.520500,0.520053
0.4210,nan,nan,nan,nan,0.520550,0.520103
0.4220,nan,nan,nan,nan,0.520600,0.520153
0.4230,nan,nan,nan,nan,0.520650,0.520203
0.4240,nan,nan,nan,nan,0.520700,0.520253
0.4250,nan,nan,nan,nan,0.520750,0.520303
0.4260,nan,nan,nan,nan,0.520800,0.520353
0.4270,nan,nan,nan,nan,0.520850,0.520403
0.4280,nan,nan,nan,nan,0.520900,0.520453
0.4290,nan,nan,nan,nan,0.520950,0.520503
0.4300,nan,nan,nan,nan,0.521000,0.520553
0.4310,nan,nan,nan,nan,0.521050,0.520603
0.4320,nan,nan,nan,nan,0.521100,0.520653
0.4330,nan,nan,nan,nan,0.521150,0.520703
0.4340,nan,nan,nan,nan,0.521200,0.520753
0.4350,nan,nan,nan,nan,0.521250,0.520803
0.4360,nan,nan,nan,nan,0.521300,0.520853
0.4370,nan,nan,nan,nan,0.521350,0.520903
0.4380,nan,nan,nan,nan,0.521400,0.520953
0.4390,nan,nan,nan,nan,0.521450,0.521003
0.4400,nan,nan,nan,nan,0.521500,0.521053
0.4410,nan,nan,nan,nan,0.521550,0.521103
0.4420,nan,nan,nan,nan,0.521600,0.521153
0.4430,nan,nan,nan,nan,0.521650,0.521203
0.4440,nan,nan,nan,nan,0.521700,0.521253
0.4450,nan,nan,nan,nan,0.521750,0.521303
0.4460,nan,nan,nan,nan,0.521800,0.521353
0.4470,nan,nan,nan,nan,0.521850,0.521403
0.4480,nan,nan,nan,nan,0.521900,0.521453
0.4490,nan,nan,nan,nan,0.521950,0.521503
0.4500,nan,nan,nan,nan,0.522000,0.521553
0.4510,nan,nan,nan,nan,0.522050,0.521603
0.4520,nan,nan,nan,nan,0.522100,0.521653
0.4530,nan,nan,nan,nan,0.522150,0.521703
0.4540,nan,nan,nan,nan,0.522200,0.521753
0.4550,nan,nan,nan,nan,0.522250,0.521803
0.4560,nan,nan,nan,nan,0.522300,0.521853
0.4570,nan,nan,nan,nan,0.522350,0.521903
0.4580,nan,nan,nan,nan,0.522400,0.521953
0.4590,nan,nan,nan,nan,0.522450,0.522003
0.4600,nan,nan,nan,nan,0.522500,0.522053
0.4610,nan,nan,nan,nan,0.522550,0.522103
0.4620,nan,nan,nan,nan,0.522600,0.522153
0.4630,nan,nan,nan,nan,0.522650,0.522203
0.4640,nan,nan,nan,nan,0.522700,0.522253
0.4650,nan,nan,nan,nan,0.522750,0.522303
0.4660,nan,nan,nan,nan,0.522800,0.522353
0.4670,nan,nan,nan,nan,0.522850,0.522403
0.4680,nan,nan,nan,nan,0.522900,0.522453
0.4690,nan,nan,nan,nan,0.522950,0.522503
0.4700,nan,nan,nan,nan,0.523000,0.522553
0.4710,nan,nan,nan,nan,0.523050,0.522603
0.4720,nan,nan,nan,nan,0.523100,0.522653
0.4730,nan,nan,nan,nan,0.523150,0.522703
0.4740,nan,nan,nan,nan,0.523200,0.522753
0.4750,nan,nan,nan,nan,0.523250,0.522803
0.4760,nan,nan,nan,nan,0.523300,0.522853
0.4770,nan,nan,nan,nan,0.523350,0.522903
0.4780,nan,nan,nan,nan,0.523400,0.522953
0.4790,nan,nan,nan,nan,0.523450,0.523003
0.4800,nan,nan,nan,nan,0.523500,0.523053
0.4810,nan,nan,nan,nan,0.523550,0.523103
0.4820,nan,nan,nan,nan,0.523600,0.523153
0.4830,nan,nan,nan,nan,0.523650,0.523203
0.4840,nan,nan,nan,nan,0.523700,0.523253
0.4850,nan,nan,nan,nan,0.523750,0.523303
0.4860,nan,nan,nan,nan,0.523800,0.523353
0.4870,nan,nan,nan,nan,0.523850,0.523403
0.4880,nan,nan,nan,nan,0.523900,0.523453
0.4890,nan,nan,nan,nan,0.523950,0.523503
0.4900,nan,nan,nan,nan,0.524000,0.523553
0.4910,nan,nan,nan,nan,0.524050,0.523603
0.4920,nan,nan,nan,nan,0.524100,0.523653
0.4930,nan,nan,nan,nan,0.524150,0.523703
0.4940,nan,nan,nan,nan,0.524200,0.523753
0.4950,nan,nan,nan,nan,0.524250,0.523803
0.4960,nan,nan,nan,nan,0.524300,0.523853
0.4970,nan,nan,nan,nan,0.524350,0.523903
0.4980,nan,nan,nan,nan,0.524400,0.523953
0.4990,nan,nan,nan,nan,0.524450,0.524003
0.5000,nan,nan,nan,nan,0.524500,0.524053
0.5010,nan,nan,nan,nan,0.524550,0.524103
0.5020,nan,nan,nan,nan,0.524600,0.524153
0.5030,nan,nan,nan,nan,0.524650,0.524203
0.5040,nan,nan,nan,nan,0.524700,0.524253
0.5050,nan,nan,nan,nan,0.524750,0.524303
0.5060,nan,nan,nan,nan,0.524800,0.524353
0.5070,nan,nan,nan,nan,0.524850,0.524403
0.5080,nan,nan,nan,nan,0.524900,0.524453
0.5090,nan,nan,nan,nan,0.524950,0.524503
0.5100,nan,nan,nan,nan,0.525000,0.524553
0.5110,nan,nan,nan,nan,0.525050,0.524603
0.5120,nan,nan,nan,nan,0.525100,0.524653
0.5130,nan,nan,nan,nan,0.525150,0.524703
0.5140,nan,nan,nan,nan,0.525200,0.524753
0.5150,nan,nan,nan,nan,0.525250,0.524803
0.5160,nan,nan,nan,nan,0.525300,0.524853
0.5170,nan,nan,nan,nan,0.525350,0.524903
0.5180,nan,nan,nan,nan,0.525400,0.524953
0.5190,nan,nan,nan,nan,0.525450,0.525003
0.5200,nan,nan,nan,nan,0.525500,0.525053
0.5210,nan,nan,nan,nan,0.525550,0.525103
0.5220,nan,nan,nan,nan,0.525600,0.525153
0.5230,nan,nan,nan,nan,0.525650,0.525203
0.5240,nan,nan,nan,nan,0.525700,0.525253
0.5250,nan,nan,nan,nan,0.525750,0.525303
0.5260,nan,nan,nan,nan,0.525800,0.525353
0.5270,nan,nan,nan,nan,0.525850,0.525403
0.5280,nan,nan,nan,nan,0.525900,0.525453
0.5290,nan,nan,nan,nan,0.525950,0.525503
0.5300,nan,nan,nan,nan,0.526000,0.525553
0.5310,nan,nan,nan,nan,0.526050,0.525603
0.5320,nan,nan,nan,nan,0.526100,0.525653
0.5330,nan,nan,nan,nan,0.526150,0.525703
0.5340,nan,nan,nan,nan,0.526200,0.525753
0.5350,nan,nan,nan,nan,0.526250,0.525803
0.5360,nan,nan,nan,nan,0.526300,0.525853
0.5370,nan,nan,nan,nan,0.526350,0.525903
0.5380,nan,nan,nan,nan,0.526400,0.525953
0.5390,nan,nan,nan,nan,0.526450,0.526003
0.5400,nan,nan,nan,nan,0.526500,0.526053
0.5410,nan,nan,nan,nan,0.526550,0.526103
0.5420,nan,nan,nan,nan,0.526600,0.526153
0.5430,nan,nan,nan,nan,0.526650,0.526203
0.5440,nan,nan,nan,nan,0.526700,0.526253
0.5450,nan,nan,nan,nan,0.526750,0.526303
0.5460,nan,nan,nan,nan,0.526800,0.526353
0.5470,nan,nan,nan,nan,0.526850,0.526403
0.5480,nan,nan,nan,nan,0.526900,0.526453
0.5490,nan,nan,nan,nan,0.526950,0.526503
0.5500,nan,nan,nan,nan,0.527000,0.526553
0.5510,nan,nan,nan,nan,0.527050,0.526603
0.5520,nan,nan,nan,nan,0.527100,0.526653
0.5530,nan,nan,nan,nan,0.527150,0.526703
0.5540,nan,nan,nan,nan,0.527200,0.526753
0.5550,nan,nan,nan,nan,0.527250,0.526803
0.5560,nan,nan,nan,nan,0.527300,0.526853
0.5570,nan,nan,nan,nan,0.527350,0.526903
0.5580,nan,nan,nan,nan,0.527400,0.526953
0.5590,nan,nan,nan,nan,0.527450,0.527003
0.5600,nan,nan,nan,nan,0.527500,0.527053
0.5610,nan,nan,nan,nan,0.527550,0.527103
0.5620,nan,nan,nan,nan,0.527600,0.527153
0.5630,nan,nan,nan,nan,0.527650,0.527203
0.5640,nan,nan,nan,nan,0.527700,0.527253
0.5650,nan,nan,nan,nan,0.527750,0.527303
0.5660,nan,nan,nan,nan,0.527800,0.527353
0.5670,nan,nan,nan,nan,0.527850,0.527403
0.5680,nan,nan,nan,nan,0.527900,0.527453
0.5690,nan,nan,nan,nan,0.527950,0.527503
0.5700,nan,nan,nan,nan,0.528000,0.527553
0.5710,nan,nan,nan,nan,0.528050,0.527603
0.5720,nan,nan,nan,nan,0.528100,0.527653
0.5730,nan,nan,nan,nan,0.528150,0.527703
0.5740,nan,nan,nan,nan,0.528200,0.527753
0.5750,nan,nan,nan,nan,0.528250,0.527803
0.5760,nan,nan,nan,nan,0.528300,0.527853
0.5770,nan,nan,nan,nan,0.528350,0.527903
0.5780,nan,nan,nan,nan,0.528400,0.527953
0.5790,nan,nan,nan,nan,0.528450,0.528003
0.5800,nan,nan,nan,nan,0.528500,0.528053
0.5810,nan,nan,nan,nan,0.528550,0.528103
0.5820,nan,nan,nan,nan,0.528600,0.528153
0.5830,nan,nan,nan,nan,0.528650,0.528203
0.5840,nan,nan,nan,nan,0.528700,0.528253
0.5850,nan,nan,nan,nan,0.528750,0.528303
0.5860,nan,nan,nan,nan,0.528800,0.528353
0.5870,nan,nan,nan,nan,0.528850,0.528403
0.5880,nan,nan,nan,nan,0.528900,0.528453
0.5890,nan,nan,nan,nan,0.528950,0.528503
0.5900,nan,nan,nan,nan,0.529000,0.528553
0.5910,nan,nan,nan,nan,0.529050,0.528603
0.5920,nan,nan,nan,nan,0.529100,0.528653
0.5930,nan,nan,nan,nan,0.529150,0.528703
0.5940,nan,nan,nan,nan,0.529200,0.528753
0.5950,nan,nan,nan,nan,0.529250,0.528803
0.5960,nan,nan,nan,nan,0.529300,0.528853
0.5970,nan,nan,nan,nan,0.529350,0.528903
0.5980,nan,nan,nan,nan,0.529400,0.528953
0.5990,nan,nan,nan,nan,0.529450,0.529003
0.6000,nan,nan,nan,nan,0.529500,0.529053
0.6010,nan,nan,nan,nan,0.529550,0.529103
0.6020,nan,nan,nan,nan,0.529600,0.529153
0.6030,nan,nan,nan,nan,0.529650,0.529203
0.6040,nan,nan,nan,nan,0.529700,0.529253
0.6050,nan,nan,nan,nan,0.529750,0.529303
0.6060,nan,nan,nan,nan,0.529800,0.529353
0.6070,nan,nan,nan,nan,0.529850,0.529403
0.6080,nan,nan,nan,nan,0.529900,0.529453
0.6090,nan,nan,nan,nan,0.529950,0.529503
0.6100,nan,nan,nan,nan,0.530000,0.529553
0.6110,nan,nan,nan,nan,0.530050,0.529603
0.6120,nan,nan,nan,nan,0.530100,0.529653
0.6130,nan,nan,nan,nan,0.530150,0.529703
0.6140,nan,nan,nan,nan,0.530200,0.529753
0.6150,nan,nan,nan,nan,0.530250,0.529803
0.6160,nan,nan,nan,nan,0.530300,0.529853
0.6170,nan,nan,nan,nan,0.530350,0.529903
0.6180,nan,nan,nan,nan,0.530400,0.529953
0.6190,nan,nan,nan,nan,0.530450,0.530003
0.6200,nan,nan,nan,nan,0.530500,0.530053
0.6210,nan,nan,nan,nan,0.530550,0.530103
0.6220,nan,nan,nan,nan,0.530600,0.530153
0.6230,nan,nan,nan,nan,0.530650,0.530203
0.6240,nan,nan,nan,nan,0.530700,0.530253
0.6250,nan,nan,nan,nan,0.530750,0.530303
0.6260,nan,nan,nan,nan,0.530800,0.530353
0.6270,nan,nan,nan,nan,0.530850,0.530403
0.6280,nan,nan,nan,nan,0.530900,0.530453
0.6290,nan,nan,nan,nan,0.530950,0.530503
0.6300,nan,nan,nan,nan,0.531000,0.530553
0.6310,nan,nan,nan,nan,0.531050,0.530603
0.6320,nan,nan,nan,nan,0.531100,0.530653
0.6330,nan,nan,nan,nan,0.531150,0.530703
0.6340,nan,nan,nan,nan,0.531200,0.530753
0.6350,nan,nan,nan,nan,0.531250,0.530803
0.6360,nan,nan,nan,nan,0.531300,0.530853
0.6370,nan,nan,nan,nan,0.531350,0.530903
0.6380,nan,nan,nan,nan,0.531400,0.530953
0.6390,nan,nan,nan,nan,0.531450,0.531003
0.6400,nan,nan,nan,nan,0.531500,0.531053
0.6410,nan,nan,nan,nan,0.531550,0.531103
0.6420,nan,nan,nan,nan,0.531600,0.531153
0.6430,nan,nan,nan,nan,0.531650,0.531203
0.6440,nan,nan,nan,nan,0.531700,0.531253
0.6450,nan,nan,nan,nan,0.531750,0.531303
0.6460,nan,nan,nan,nan,0.531800,0.531353
0.6470,nan,nan,nan,nan,0.531850,0.531403
0.6480,nan,nan,nan,nan,0.531900,0.531453
0.6490,nan,nan,nan,nan,0.531950,0.531503
0.6500,nan,nan,nan,nan,0.532000,0.531553
0.6510,nan,nan,nan,nan,0.532050,0.531603
0.6520,nan,nan,nan,nan,0.532100,0.531653
0.6530,nan,nan,nan,nan,0.532150,0.531703
0.6540,nan,nan,nan,nan,0.532200,0.531753
0.6550,nan,nan,nan,nan,0.532250,0.531803
0.6560,nan,nan,nan,nan,0.532300,0.531853
0.6570,nan,nan,nan,nan,0.532350,0.531903
0.6580,nan,nan,nan,nan,0.532400,0.531953
0.6590,nan,nan,nan,nan,0.532450,0.532003
0.6600,nan,nan,nan,nan,0.532500,0.532053
0.6610,nan,nan,nan,nan,0.532550,0.532103
0.6620,nan,nan,nan,nan,0.532600,0.532153
0.6630,nan,nan,nan,nan,0.532650,0.532203
0.6640,nan,nan,nan,nan,0.532700,0.532253
0.6650,nan,nan,nan,nan,0.532750,0.532303
0.6660,nan,nan,nan,nan,0.532800,0.532353
0.6670,nan,nan,nan,nan,0.532850,0.532403
0.6680,nan,nan,nan,nan,0.532900,0.532453
0.6690,nan,nan,nan,nan,0.532950,0.532503
0.6700,nan,nan,nan,nan,0.533000,0.532553
0.6710,nan,nan,nan,nan,0.533050,0.532603
0.6720,nan,nan,nan,nan,0.533100,0.532653
0.6730,nan,nan,nan,nan,0.533150,0.532703
0.6740,nan,nan,nan,nan,0.533200,0.532753
0.6750,nan,nan,nan,nan,0.533250,0.532803
0.6760,nan,nan,nan,nan,0.533300,0.532853
0.6770,nan,nan,nan,nan,0.533350,0.532903
0.6780,nan,nan,nan,nan,0.533400,0.532953
0.6790,nan,nan,nan,nan,0.533450,0.533003
0.6800,nan,nan,nan,nan,0.533500,0.533053
0.6810,nan,nan,nan,nan,0.533550,0.533103
0.6820,nan,nan,nan,nan,0.533600,0.533153
0.6830,nan,nan,nan,nan,0.533650,0.533203
0.6840,nan,nan,nan,nan,0.533700,0.533253
0.6850,nan,nan,nan,nan,0.533750,0.533303
0.6860,nan,nan,nan,nan,0.533800,0.533353
0.6870,nan,nan,nan,nan,0.533850,0.533403
0.6880,nan,nan,nan,nan,0.533900,0.533453
0.6890,nan,nan,nan,nan,0.533950,0.533503
0.6900,nan,nan,nan,nan,0.534000,0.533553
0.6910,nan,nan,nan,nan,0.534050,0.533603
0.6920,nan,nan,nan,nan,0.534100,0.533653
0.6930,nan,nan,nan,nan,0.534150,0.533703
0.6940,nan,nan,nan,nan,0.534200,0.533753
0.6950,nan,nan,nan,nan,0.534250,0.533803
0.6960,nan,nan,nan,nan,0.534300,0.533853
0.6970,nan,nan,nan,nan,0.534350,0.533903
0.6980,nan,nan,nan,nan,0.534400,0.533953
0.6990,nan,nan,nan,nan,0.534450,0.534003
0.7000,nan,nan,nan,nan,0.534500,0.534053
0.7010,nan,nan,nan,nan,0.534550,0.534103
0.7020,nan,nan,nan,nan,0.534600,0.534153
0.7030,nan,nan,nan,nan,0.534650,0.534203
0.7040,nan,nan,nan,nan,0.534700,0.534253
0.7050,nan,nan,nan,nan,0.534750,0.534303
0.7060,nan,nan,nan,nan,0.534800,0.534353
0.7070,nan,nan,nan,nan,0.534850,0.534403
0.7080,nan,nan,nan,nan,0.534900,0.534453
0.7090,nan,nan,nan,nan,0.534950,0.534503
0.7100,nan,nan,nan,nan,0.535000,0.534553
0.7110,nan,nan,nan,nan,0.535050,0.534603
0.7120,nan,nan,nan,nan,0.535100,0.534653
0.7130,nan,nan,nan,nan,0.535150,0.534703
0.7140,nan,nan,nan,nan,0.535200,0.534753
0.7150,nan,nan,nan,nan,0.535250,0.534803
0.7160,nan,nan,nan,nan,0.535300,0.534853
0.7170,nan,nan,nan,nan,0.535350,0.534903
0.7180,nan,nan,nan,nan,0.535400,0.534953
0.7190,nan,nan,nan,nan,0.535450,0.535003
0.7200,nan,nan,nan,nan,0.535500,0.535053
0.7210,nan,nan,nan,nan,0.535550,0.535103
0.7220,nan,nan,nan,nan,0.535600,0.535153
0.7230,nan,nan,nan,nan,0.535650,0.535203
0.7240,nan,nan,nan,nan,0.535700,0.535253
0.7250,nan,nan,nan,nan,0.535750,0.535303
0.7260,nan,nan,nan,nan,0.535800,0.535353
0.7270,nan,nan,nan,nan,0.535850,0.535403
0.7280,nan,nan,nan,nan,0.535900,0.535453
0.7290,nan,nan,nan,nan,0.535950,0.535503
0.7300,nan,nan,nan,nan,0.536000,0.535553
0.7310,nan,nan,nan,nan,0.536050,0.535603
0.7320,nan,nan,nan,nan,0.536100,0.535653
0.7330,nan,nan,nan,nan,0.536150,0.535703
0.7340,nan,nan,nan,nan,0.536200,0.535753
0.7350,nan,nan,nan,nan,0.536250,0.535803
0.7360,nan,nan,nan,nan,0.536300,0.535853
0.7370,nan,nan,nan,nan,0.536350,0.535903
0.7380,nan,nan,nan,nan,0.536400,0.535953
0.7390,nan,nan,nan,nan,0.536450,0.536003
0.7400,nan,nan,nan,nan,0.536500,0.536053
0.7410,nan,nan,nan,nan,0.536550,0.536103
0.7420,nan,nan,nan,nan,0.536600,0.536153
0.7430,nan,nan,nan,nan,0.536650,0.536203
0.7440,nan,nan,nan,nan,0.536700,0.536253
0.7450,nan,nan,nan,nan,0.536750,0.536303
0.7460,nan,nan,nan,nan,0.536800,0.536353
0.7470,nan,nan,nan,nan,0.536850,0.536403
0.7480,nan,nan,nan,nan,0.536900,0.536453
0.7490,nan,nan,nan,nan,0.536950,0.536503
0.7500,nan,nan,nan,nan,0.537000,0.536553
0.7510,nan,nan,nan,nan,0.537050,0.536603
0.7520,nan,nan,nan,nan,0.537100,0.536653
0.7530,nan,nan,nan,nan,0.537150,0.536703
0.7540,nan,nan,nan,nan,0.537200,0.536753
0.7550,nan,nan,nan,nan,0.537250,0.536803
0.7560,nan,nan,nan,nan,0.537300,0.536853
0.7570,nan,nan,nan,nan,0.537350,0.536903
0.7580,nan,nan,nan,nan,0.537400,0.536953
0.7590,nan,nan,nan,nan,0.537450,0.537003
0.7600,nan,nan,nan,nan,0.537500,0.537053
0.7610,nan,nan,nan,nan,0.537550,0.537103
0.7620,nan,nan,nan,nan,0.537600,0.537153
0.7630,nan,nan,nan,nan,0.537650,0.537203
0.7640,nan,nan,nan,nan,0.537700,0.537253
0.7650,nan,nan,nan,nan,0.537750,0.537303
0.7660,nan,nan,nan,nan,0.537800,0.537353
0.7670,nan,nan,nan,nan,0.537850,0.537403
0.7680,nan,nan,nan,nan,0.537900,0.537453
0.7690,nan,nan,nan,nan,0.537950,0.537503
0.7700,nan,nan,nan,nan,0.538000,0.537553
0.7710,nan,nan,nan,nan,0.538050,0.537603
0.7720,nan,nan,nan,nan,0.538100,0.537653
0.7730,nan,nan,nan,nan,0.538150,0.537703
0.7740,nan,nan,nan,nan,0.538200,0.537753
0.7750,nan,nan,nan,nan,0.538250,0.537803
0.7760,nan,nan,nan,nan,0.538300,0.537853
0.7770,nan,nan,nan,nan,0.538350,0.537903
0.7780,nan,nan,nan,nan,0.538400,0.537953
0.7790,nan,nan,nan,nan,0.538450,0.538003
0.7800,nan,nan,nan,nan,0.538500,0.538053
0.7810,nan,nan,nan,nan,0.538550,0.538103
0.7820,nan,nan,nan,nan,0.538600,0.538153
0.7830,nan,nan,nan,nan,0.538650,0.538203
0.7840,nan,nan,nan,nan,0.538700,0.538253
0.7850,nan,nan,nan,nan,0.538750,0.538303
0.7860,nan,nan,nan,nan,0.538800,0.538353
0.7870,nan,nan,nan,nan,0.538850,0.538403
0.7880,nan,nan,nan,nan,0.538900,0.538453
0.7890,nan,nan,nan,nan,0.538950,0.538503
0.7900,nan,nan,nan,nan,0.539000,0.538553
0.7910,nan,nan,nan,nan,0.539050,0.538603
0.7920,nan,nan,nan,nan,0.539100,0.538653
0.7930,nan,nan,nan,nan,0.539150,0.538703
0.7940,nan,nan,nan,nan,0.539200,0.538753
0.7950,nan,nan,nan,nan,0.539250,0.538803
0.7960,nan,nan,nan,nan,0.539300,0.538853
0.7970,nan,nan,nan,nan,0.539350,0.538903
0.7980,nan,nan,nan,nan,0.539400,0.538953
0.7990,nan,nan,nan,nan,0.539450,0.539003
0.8000,nan,nan,nan,nan,0.539500,0.539053
0.8010,nan,nan,nan,nan,0.539550,0.539103
0.8020,nan,nan,nan,nan,0.539600,0.539153
0.8030,nan,nan,nan,nan,0.539650,0.539203
0.8040,nan,nan,nan,nan,0.539700,0.539253
0.8050,nan,nan,nan,nan,0.539750,0.539303
0.8060,nan,nan,nan,nan,0.539800,0.539353
0.8070,nan,nan,nan,nan,0.539850,0.539403
0.8080,nan,nan,nan,nan,0.539900,0.539453
0.8090,nan,nan,nan,nan,0.539950,0.539503
0.8100,nan,nan,nan,nan,0.540000,0.539553
0.8110,nan,nan,nan,nan,0.540050,0.539603
0.8120,nan,nan,nan,nan,0.540100,0.539653
0.8130,nan,nan,nan,nan,0.540150,0.539703
0.8140,nan,nan,nan,nan,0.540200,0.539753
0.8150,nan,nan,nan,nan,0.540250,0.539803
0.8160,nan,nan,nan,nan,0.540300,0.539853
0.8170,nan,nan,nan,nan,0.540350,0.539903
0.8180,nan,nan,nan,nan,0.540400,0.539953
0.8190,nan,nan,nan,nan,0.540450,0.540003
0.8200,nan,nan,nan,nan,0.540500,0.540053
0.8210,nan,nan,nan,nan,0.540550,0.540103
0.8220,nan,nan,nan,nan,0.540600,0.540153
0.8230,nan,nan,nan,nan,0.540650,0.540203
0.8240,nan,nan,nan,nan,0.540700,0.540253
0.8250,nan,nan,nan,nan,0.540750,0.540303
0.8260,nan,nan,nan,nan,0.540800,0.540353
0.8270,nan,nan,nan,nan,0.540850,0.540403
0.8280,nan,nan,nan,nan,0.540900,0.540453
0.8290,nan,nan,nan,nan,0.540950,0.540503
0.8300,nan,nan,nan,nan,0.541000,0.540553
0.8310,nan,nan,nan,nan,0.541050,0.540603
0.8320,nan,nan,nan,nan,0.541100,0.540653
0.8330,nan,nan,nan,nan,0.541150,0.540703
0.8340,nan,nan,nan,nan,0.541200,0.540753
0.8350,nan,nan,nan,nan,0.541250,0.540803
0.8360,nan,nan,nan,nan,0.541300,0.540853
0.8370,nan,nan,nan,nan,0.541350,0.540903
0.8380,nan,nan,nan,nan,0.541400,0.540953
0.8390,nan,nan,nan,nan,0.541450,0.541003
0.8400,nan,nan,nan,nan,0.541500,0.541053
0.8410,nan,nan,nan,nan,0.541550,0.541103
0.8420,nan,nan,nan,nan,0.541600,0.541153
0.8430,nan,nan,nan,nan,0.541650,0.541203
0.8440,nan,nan,nan,nan,0.541700,0.541253
0.8450,nan,nan,nan,nan,0.541750,0.541303
0.8460,nan,nan,nan,nan,0.541800,0.541353
0.8470,nan,nan,nan,nan,0.541850,0.541403
0.8480,nan,nan,nan,nan,0.541900,0.541453
0.8490,nan,nan,nan,nan,0.541950,0.541503
0.8500,nan,nan,nan,nan,0.542000,0.541553
0.8510,nan,nan,nan,nan,0.542050,0.541603
0.8520,nan,nan,nan,nan,0.542100,0.541653
0.8530,nan,nan,nan,nan,0.542150,0.541703
0.8540,nan,nan,nan,nan,0.542200,0.541753
0.8550,nan,nan,nan,nan,0.542250,0.541803
0.8560,nan,nan,nan,nan,0.542300,0.541853
0.8570,nan,nan,nan,nan,0.542350,0.541903
0.8580,nan,nan,nan,nan,0.542400,0.541953
0.8590,nan,nan,nan,nan,0.542450,0.542003
0.8600,nan,nan,nan,nan,0.542500,0.542053
0.8610,nan,nan,nan,nan,0.542550,0.542103
0.8620,nan,nan,nan,nan,0.542600,0.542153
0.8630,nan,nan,nan,nan,0.542650,0.542203
0.8640,nan,nan,nan,nan,0.542700,0.542253
0.8650,nan,nan,nan,nan,0.542750,0.542303
0.8660,nan,nan,nan,nan,0.542800,0.542353
0.8670,nan,nan,nan,nan,0.542850,0.542403
0.8680,nan,nan,nan,nan,0.542900,0.542453
0.8690,nan,nan,nan,nan,0.542950,0.542503
0.8700,nan,nan,nan,nan,0.543000,0.542553
0.8710,nan,nan,nan,nan,0.543050,0.542603
0.8720,nan,nan,nan,nan,0.543100,0.542653
0.8730,nan,nan,nan,nan,0.543150,0.542703
0.8740,nan,nan,nan,nan,0.543200,0.542753
0.8750,nan,nan,nan,nan,0.543250,0.542803
0.8760,nan,nan,nan,nan,0.543300,0.542853
0.8770,nan,nan,nan,nan,0.543350,0.542903
0.8780,nan,nan,nan,nan,0.543400,0.542953
0.8790,nan,nan,nan,nan,0.543450,0.543003
0.8800,nan,nan,nan,nan,0.543500,0.543053
0.8810,nan,nan,nan,nan,0.543550,0.543103
0.8820,nan,nan,nan,nan,0.543600,0.543153
0.8830,nan,nan,nan,nan,0.543650,0.543203
0.8840,nan,nan,nan,nan,0.543700,0.543253
0.8850,nan,nan,nan,nan,0.543750,0.543303
0.8860,nan,nan,nan,nan,0.543800,0.543353
0.8870,nan,nan,nan,nan,0.543850,0.543403
0.8880,nan,nan,nan,nan,0.543900,0.543453
0.8890,nan,nan,nan,nan,0.543950,0.543503
0.8900,nan,nan,nan,nan,0.544000,0.543553
0.8910,nan,nan,nan,nan,0.544050,0.543603
0.8920,nan,nan,nan,nan,0.544100,0.543653
0.8930,nan,nan,nan,nan,0.544150,0.543703
0.8940,nan,nan,nan,nan,0.544200,0.543753
0.8950,nan,nan,nan,nan,0.544250,0.543803
0.8960,nan,nan,nan,nan,0.544300,0.543853
0.8970,nan,nan,nan,nan,0.544350,0.543903
0.8980,nan,nan,nan,nan,0.544400,0.543953
0.8990,nan,nan,nan,nan,0.544450,0.544003
0.9000,nan,nan,nan,nan,0.544500,0.544053
0.9010,nan,nan,nan,nan,0.544550,0.544103
0.9020,nan,nan,nan,nan,0.544600,0.544153
0.9030,nan,nan,nan,nan,0.544650,0.544203
0.9040,nan,nan,nan,nan,0.544700,0.544253
0.9050,nan,nan,nan,nan,0.544750,0.544303
0.9060,nan,nan,nan,nan,0.544800,0.544353
0.9070,nan,nan,nan,nan,0.544850,0.544403
0.9080,nan,nan,nan,nan,0.544900,0.544453
0.9090,nan,nan,nan,nan,0.544950,0.544503
0.9100,nan,nan,nan,nan,0.545000,0.544553
0.9110,nan,nan,nan,nan,0.545050,0.544603
0.9120,nan,nan,nan,nan,0.545100,0.544653
0.9130,nan,nan,nan,nan,0.545150,0.544703
0.9140,nan,nan,nan,nan,0.545200,0.544753
0.9150,nan,nan,nan,nan,0.545250,0.544803
0.9160,nan,nan,nan,nan,0.545300,0.544853
0.9170,nan,nan,nan,nan,0.545350,0.544903
0.9180,nan,nan,nan,nan,0.545400,0.544953
0.9190,nan,nan,nan,nan,0.545450,0.545003
0.9200,nan,nan,nan,nan,0.545500,0.545053
