t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,encoder_pos,enc_period_ref_us,enc_multi_pitch_count,enc_spurious_drop_count,fault_flags,ps_phase,dc_phase,trap_phase,flags
138507571,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9167824,0,8.52035046,8.45386696,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138508903,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.52035046,8.46020031,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138510033,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.5565176,8.46442318,0,13.4596567,0,0,22869,0,0,0,0,0,0,,51
138511161,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.52939224,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138512291,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.54747581,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138513419,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.54144764,8.45597839,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138514561,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.55350399,8.44753265,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138515688,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.568573,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138516819,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.50528145,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138517946,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.53240585,8.45175552,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138519077,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.50829506,8.45808983,0,13.4525089,0,0,22869,0,0,0,0,0,0,,51
138520210,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.50829506,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138521341,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.51432323,8.45808983,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138522468,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52939224,8.45175552,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138523599,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.55048943,8.44753265,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138524727,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52336502,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138525858,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52035046,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138526990,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.56254578,8.44753265,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138528120,0.5,0,0,0,0,0,0.316516668,0.281478107,15.9258718,0,8.53240585,8.45175552,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138529452,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.54144764,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138530583,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52637863,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138531710,0.5,0,0,0,0,0,0.316516668,0.281478107,15.9304171,0,8.53843403,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138532846,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52939224,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138533973,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52637863,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138535104,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52637863,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138536232,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.55048943,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138537363,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52035046,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138538490,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.53542042,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138539625,0.5,1,0,0,0.0241758227,0,0.316516668,0.281478107,15.9304171,0,8.53240585,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138540753,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52637863,8.45175552,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138541884,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.51733685,8.44542122,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138543012,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.48719788,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138544142,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.54747581,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138545270,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.55048943,8.46020031,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138546406,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.51733685,8.46020031,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138547534,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.52336502,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138548664,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.568573,8.46020031,0,13.481101,0,0,22869,0,0,0,0,0,0,,51
138549996,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.55048943,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138551127,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52939224,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138552259,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.52336502,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138553390,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.52035046,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138554518,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.53240585,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138555649,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.49925327,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138556776,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.53240585,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138557907,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.55048943,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138559040,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52939224,8.46231174,0,13.4668045,0,0,22869,0,0,0,0,0,0,,51
138560171,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52637863,8.46020031,0,13.481101,0,0,22869,0,0,0,0,0,0,,51
138561298,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.55048943,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138562429,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.53843403,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138563557,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.52035046,8.45808983,0,13.481101,0,0,22869,0,0,0,0,0,0,,51
138564693,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.52939224,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138565820,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.54747581,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138566951,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.52939224,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138568079,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.54747581,8.46231174,0,13.4596567,0,0,22869,0,0,0,0,0,0,,51
138569209,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.51733685,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138570337,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.53240585,8.46231174,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138571677,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.52939224,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138572805,0.5,1,0,0,0.0241758227,0,0.316516668,0.281478107,15.9258718,0,8.55048943,8.45597839,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138573936,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9304171,0,8.52336502,8.46020031,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138575063,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.51733685,8.45386696,0,13.4596567,0,0,22869,0,0,0,0,0,0,,51
138576194,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9304171,0,8.54144764,8.46020031,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138577327,0.5,1,0,0,0.00805860758,0,0.316516668,0.281478107,15.9258718,0,8.56555939,8.45386696,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
138578457,0.5,1,0,0,0.0161172152,0,0.316516668,0.281478107,15.9258718,0,8.50528145,8.45808983,0,13.4739523,0,0,22869,0,0,0,0,0,0,,51
