t_us,share_sp,share_act,v_sp,v_act,I_fc,I_batt,gFC,gBT,V_bus,I_cmd,V_fc,V_batt,V_chg,V_rgn,u_unsat,drive_x0,fault_flags,ps_phase,dc_phase,trap_phase,flags
123473616,0.5,1,0,0,0.0241758227,0,0,0,15.9258718,0,8.53240585,8.43697548,0,13.3166971,0,0,0,,,,50
123474946,0.5,1,0,0,0.0322344303,0,0,0,15.9304171,0,8.5565176,8.43908691,0,13.3238449,0,0,0,,,,50
123476072,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.56555939,8.43697548,0,13.3024006,0,0,0,,,,50
123477198,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.55048943,8.43697548,0,13.3238449,0,0,0,,,,50
123478324,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.57158756,8.43697548,0,13.3166971,0,0,0,,,,50
123479450,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57460117,8.43486404,0,13.3238449,0,0,0,,,,50
123480576,0.5,1,0,0,0.0161172152,0,0,0,15.9213276,0,8.5565176,8.43908691,0,13.3166971,0,0,0,,,,50
123481712,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.568573,8.42641926,0,13.3238449,0,0,0,,,,50
123482838,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54144764,8.43275356,0,13.3238449,0,0,0,,,,50
123483964,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55048943,8.43275356,0,13.3238449,0,0,0,,,,50
123485090,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54144764,8.43275356,0,13.3238449,0,0,0,,,,50
123486216,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.52637863,8.43275356,0,13.3309927,0,0,0,,,,50
123487342,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53843403,8.43275356,0,13.3238449,0,0,0,,,,50
123488468,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43486404,0,13.3238449,0,0,0,,,,50
123489598,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55350399,8.42641926,0,13.3238449,0,0,0,,,,50
123490724,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43275356,0,13.3238449,0,0,0,,,,50
123491850,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58062935,8.43275356,0,13.3238449,0,0,0,,,,50
123492976,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.55953121,8.43275356,0,13.3238449,0,0,0,,,,50
123494102,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53843403,8.43275356,0,13.3238449,0,0,0,,,,50
123495432,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57158756,8.43486404,0,13.3238449,0,0,0,,,,50
123496563,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52637863,8.43486404,0,13.3238449,0,0,0,,,,50
123497689,0.5,1,0,0,0.0161172152,0,0,0,15.9304171,0,8.5444622,8.43486404,0,13.3309927,0,0,0,,,,50
123498815,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43486404,0,13.3238449,0,0,0,,,,50
123499941,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.52336502,8.43486404,0,13.3238449,0,0,0,,,,50
123501067,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.5444622,8.42853069,0,13.3095493,0,0,0,,,,50
123502193,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.55953121,8.43486404,0,13.3238449,0,0,0,,,,50
123503319,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53542042,8.43275356,0,13.3309927,0,0,0,,,,50
123504449,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.51130867,8.43486404,0,13.3238449,0,0,0,,,,50
123505575,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.51733685,8.43275356,0,13.3309927,0,0,0,,,,50
123506701,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56254578,8.43275356,0,13.3238449,0,0,0,,,,50
123507827,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43275356,0,13.3238449,0,0,0,,,,50
123508953,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43486404,0,13.3309927,0,0,0,,,,50
123510079,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.5565176,8.43275356,0,13.3024006,0,0,0,,,,50
123511205,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52637863,8.43486404,0,13.3238449,0,0,0,,,,50
123512336,0.5,1,0,0,0.0241758227,0,0,0,15.9395075,0,8.51432323,8.43486404,0,13.3238449,0,0,0,,,,50
123513462,0.5,1,0,0,0.0161172152,0,0,0,15.9395075,0,8.55953121,8.43486404,0,13.3238449,0,0,0,,,,50
123514587,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57761478,8.43486404,0,13.3238449,0,0,0,,,,50
123515917,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55048943,8.43486404,0,13.3238449,0,0,0,,,,50
123517043,0.5,1,0,0,0.0322344303,0,0,0,15.9395075,0,8.54747581,8.43486404,0,13.3095493,0,0,0,,,,50
123518169,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5444622,8.43486404,0,13.3238449,0,0,0,,,,50
123519300,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55350399,8.43275356,0,13.3309927,0,0,0,,,,50
123520426,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.57158756,8.42853069,0,13.3309927,0,0,0,,,,50
123521552,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57761478,8.43275356,0,13.3238449,0,0,0,,,,50
123522678,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54144764,8.43486404,0,13.3238449,0,0,0,,,,50
123523804,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56254578,8.43486404,0,13.3238449,0,0,0,,,,50
123524930,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56254578,8.43275356,0,13.3238449,0,0,0,,,,50
123526055,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.53542042,8.43486404,0.00714798551,13.3095493,0,0,0,,,,50
123527186,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.5565176,8.43275356,0,13.3238449,0,0,0,,,,50
123528312,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.54747581,8.42853069,0,13.3238449,0,0,0,,,,50
123529438,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.54747581,8.43486404,0,13.3238449,0,0,0,,,,50
123530564,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.52939224,8.43486404,0,13.3238449,0,0,0,,,,50
123531690,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.55953121,8.43486404,0,13.3238449,0,0,0,,,,50
123532816,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.50226688,8.43275356,0,13.3238449,0,0,0,,,,50
123533941,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.57460117,8.43486404,0,13.3238449,0,0,0,,,,50
123535072,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.53240585,8.43486404,0,13.3024006,0,0,0,,,,50
123536198,0.5,1,0,0,0.0241758227,0,0,0,15.9349623,0,8.58665657,8.43275356,0,13.3238449,0,0,0,,,,50
123537528,0.5,1,0,0,0.0241758227,0,0,0,15.9304171,0,8.54144764,8.43486404,0,13.3309927,0,0,0,,,,50
123538654,0.5,1,0,0,0.0161172152,0,0,0,15.9349623,0,8.56555939,8.43486404,0,13.3238449,0,0,0,,,,50
